rally,game,t_start,t_end,duration_s,gap_after_s,lead_s,start_score,end_score,outcome,server_uuid,receiver_uuid
25,1,2026-01-25T18:20:36+00:00,2026-01-25T18:21:03+00:00,27.0,5.0,27.0,3-6-1,4-6-1,point,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28
26,1,2026-01-25T18:21:08+00:00,2026-01-25T18:21:25+00:00,17.0,4.0,17.0,4-6-1,4-6-2,second,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
27,1,2026-01-25T18:21:29+00:00,2026-01-25T18:22:00+00:00,31.0,7.0,31.0,4-6-2,5-6-2,point,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28
28,1,2026-01-25T18:22:07+00:00,2026-01-25T18:22:16+00:00,9.0,91.0,9.0,5-6-2,6-6-2,point,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda
29,1,2026-01-25T18:23:47+00:00,2026-01-25T18:24:02+00:00,15.0,2.0,15.0,6-6-2,6-6-1,sideout,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28
30,1,2026-01-25T18:24:04+00:00,2026-01-25T18:24:20+00:00,16.0,3.0,16.0,6-6-1,6-6-2,second,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064
31,1,2026-01-25T18:24:23+00:00,2026-01-25T18:24:33+00:00,10.0,4.0,10.0,6-6-2,7-6-2,point,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec
32,1,2026-01-25T18:24:37+00:00,2026-01-25T18:24:45+00:00,8.0,5.0,8.0,7-6-2,6-7-1,sideout,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064
33,1,2026-01-25T18:24:50+00:00,2026-01-25T18:25:13+00:00,23.0,9.0,23.0,6-7-1,7-7-1,point,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28
34,1,2026-01-25T18:25:22+00:00,2026-01-25T18:25:37+00:00,15.0,5.0,15.0,7-7-1,7-7-2,second,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
35,1,2026-01-25T18:25:42+00:00,2026-01-25T18:26:07+00:00,25.0,33.0,25.0,7-7-2,7-7-1,sideout,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28
36,1,2026-01-25T18:26:40+00:00,2026-01-25T18:26:47+00:00,7.0,1.0,7.0,7-7-1,8-7-1,point,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec
37,1,2026-01-25T18:26:48+00:00,2026-01-25T18:26:53+00:00,5.0,60.0,5.0,8-7-1,8-7-1,point,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064
38,1,2026-01-25T18:27:53+00:00,2026-01-25T18:28:13+00:00,20.0,3.0,20.0,8-7-1,8-7-2,second,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064
39,1,2026-01-25T18:28:16+00:00,2026-01-25T18:28:35+00:00,19.0,4.0,19.0,8-7-2,7-8-1,sideout,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec
40,1,2026-01-25T18:28:39+00:00,2026-01-25T18:28:56+00:00,17.0,10.0,17.0,7-8-1,8-8-1,point,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda
41,1,2026-01-25T18:29:06+00:00,2026-01-25T18:29:16+00:00,10.0,2.0,10.0,8-8-1,8-8-2,second,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28
42,1,2026-01-25T18:29:18+00:00,2026-01-25T18:29:40+00:00,22.0,5.0,22.0,8-8-2,8-8-1,sideout,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
43,1,2026-01-25T18:29:45+00:00,2026-01-25T18:30:18+00:00,33.0,4.0,33.0,8-8-1,8-8-2,second,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064
44,1,2026-01-25T18:30:22+00:00,2026-01-25T18:30:31+00:00,9.0,10.0,9.0,8-8-2,8-8-1,sideout,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec
45,1,2026-01-25T18:30:41+00:00,2026-01-25T18:30:50+00:00,9.0,6.0,9.0,8-8-1,9-8-1,point,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
46,1,2026-01-25T18:30:56+00:00,2026-01-25T18:31:10+00:00,14.0,5.0,14.0,9-8-1,9-8-2,second,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28
47,1,2026-01-25T18:31:15+00:00,2026-01-25T18:31:35+00:00,20.0,49.0,20.0,9-8-2,10-8-2,point,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda
48,1,2026-01-25T18:32:24+00:00,2026-01-25T18:32:42+00:00,18.0,142.0,18.0,10-8-2,11-8-2,point,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28
49,2,2026-01-25T18:35:04+00:00,2026-01-25T18:35:24+00:00,20.0,3.0,20.0,0-0-2,0-0-1,sideout,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
50,2,2026-01-25T18:35:27+00:00,2026-01-25T18:35:47+00:00,20.0,2.0,20.0,0-0-1,1-0-1,point,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064
51,2,2026-01-25T18:35:49+00:00,2026-01-25T18:36:05+00:00,16.0,5.0,16.0,1-0-1,2-0-1,point,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec
52,2,2026-01-25T18:36:10+00:00,2026-01-25T18:36:23+00:00,13.0,1.0,13.0,2-0-1,2-0-2,second,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064
53,2,2026-01-25T18:36:24+00:00,2026-01-25T18:36:34+00:00,10.0,4.0,10.0,2-0-2,0-2-1,sideout,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec
54,2,2026-01-25T18:36:38+00:00,2026-01-25T18:36:49+00:00,11.0,5.0,11.0,0-2-1,0-2-2,second,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda
