t_s,rms,cheer_2_8k
231.50,0.03734,0.0001283
231.75,0.03829,0.0001144
232.00,0.03221,0.0001039
232.25,0.03208,0.0000746
232.50,0.03192,0.0000678
232.75,0.03370,0.0000894
233.00,0.03493,0.0000891
233.25,0.03219,0.0001257
233.50,0.02876,0.0000672
233.75,0.02287,0.0000491
234.00,0.02681,0.0000897
234.25,0.02188,0.0000557
234.50,0.01391,0.0000524
234.75,0.01238,0.0000462
235.00,0.01437,0.0000518
235.25,0.02360,0.0000586
235.50,0.02668,0.0000329
235.75,0.01807,0.0000340
236.00,0.01847,0.0000561
236.25,0.02192,0.0000894
236.50,0.01671,0.0000515
236.75,0.01258,0.0000437
237.00,0.01645,0.0000578
237.25,0.02356,0.0000806
237.50,0.03055,0.0000917
237.75,0.04802,0.0001021
238.00,0.05038,0.0001921
238.25,0.03418,0.0000812
238.50,0.03939,0.0001071
238.75,0.04857,0.0001013
239.00,0.06840,0.0000907
239.25,0.07888,0.0003040
239.50,0.06137,0.0001304
239.75,0.04554,0.0001647
240.00,0.04721,0.0001656
240.25,0.03861,0.0001050
240.50,0.02428,0.0001044
240.75,0.04029,0.0001212
241.00,0.05759,0.0001490
241.25,0.05318,0.0001437
241.50,0.03609,0.0001121
241.75,0.03166,0.0001485
242.00,0.03568,0.0000905
242.25,0.05116,0.0001888
242.50,0.04963,0.0000963
242.75,0.05679,0.0000988
243.00,0.08045,0.0001680
243.25,0.08247,0.0001608
243.50,0.07620,0.0001560
243.75,0.07329,0.0001573
244.00,0.07097,0.0001257
244.25,0.06772,0.0001813
244.50,0.06256,0.0001353
244.75,0.06668,0.0001257
245.00,0.06637,0.0001691
245.25,0.06489,0.0001761
245.50,0.06617,0.0001601
245.75,0.05896,0.0002405
246.00,0.05672,0.0001232
246.25,0.05174,0.0001593
246.50,0.05070,0.0000861
246.75,0.05965,0.0002288
247.00,0.06181,0.0001410
247.25,0.05194,0.0001013
247.50,0.05330,0.0000792
247.75,0.05116,0.0002207
248.00,0.03396,0.0000712
248.25,0.04978,0.0001925
248.50,0.05349,0.0000488
248.75,0.05823,0.0000913
249.00,0.06484,0.0001544
249.25,0.05738,0.0002284
249.50,0.05420,0.0000669
249.75,0.03779,0.0000311
250.00,0.01363,0.0000330
250.25,0.01414,0.0000364
250.50,0.01120,0.0000416
250.75,0.01051,0.0000421
251.00,0.01928,0.0000410
251.25,0.04416,0.0001566
251.50,0.05967,0.0001560
251.75,0.06251,0.0000936
252.00,0.06692,0.0002888
252.25,0.07503,0.0001347
252.50,0.07227,0.0001467
252.75,0.06411,0.0001225
253.00,0.05298,0.0000944
253.25,0.06021,0.0001708
253.50,0.07009,0.0002179
253.75,0.05577,0.0000716
254.00,0.05228,0.0001203
254.25,0.05417,0.0001180
254.50,0.06021,0.0000989
254.75,0.06896,0.0001576
255.00,0.06825,0.0003470
255.25,0.06442,0.0000876
255.50,0.06244,0.0000547
255.75,0.06636,0.0000564
256.00,0.05719,0.0000456
256.25,0.04393,0.0001238
256.50,0.05760,0.0000858
256.75,0.06822,0.0000706
257.00,0.07527,0.0003277
257.25,0.07579,0.0002099
257.50,0.05548,0.0002279
257.75,0.02790,0.0000638
258.00,0.01572,0.0000584
258.25,0.01418,0.0000513
258.50,0.03141,0.0000703
258.75,0.04264,0.0001614
259.00,0.04658,0.0001223
259.25,0.04749,0.0002321
259.50,0.03679,0.0001125
259.75,0.02615,0.0001022
260.00,0.02122,0.0000790
260.25,0.01556,0.0000540
260.50,0.01377,0.0000490
260.75,0.01287,0.0000520
261.00,0.01888,0.0000501
261.25,0.01936,0.0000639
261.50,0.01577,0.0000562
261.75,0.02039,0.0000495
262.00,0.02005,0.0000519
262.25,0.01487,0.0000391
262.50,0.01391,0.0000463
262.75,0.01521,0.0000584
263.00,0.01554,0.0000677
263.25,0.02032,0.0000763
263.50,0.02163,0.0000925
263.75,0.02287,0.0000819
264.00,0.02120,0.0000654
264.25,0.01432,0.0000489
264.50,0.01482,0.0000579
264.75,0.01735,0.0000522
265.00,0.01639,0.0000419
265.25,0.01435,0.0000349
265.50,0.01502,0.0000458
265.75,0.01858,0.0000573
266.00,0.02353,0.0000916
266.25,0.02069,0.0000760
266.50,0.01514,0.0000489
266.75,0.02371,0.0000926
267.00,0.02317,0.0000465
267.25,0.01341,0.0000716
267.50,0.01252,0.0000543
267.75,0.01613,0.0000432
268.00,0.02258,0.0000501
268.25,0.02176,0.0000427
268.50,0.01539,0.0000380
268.75,0.01747,0.0000396
269.00,0.02429,0.0000743
269.25,0.02406,0.0000903
269.50,0.02070,0.0000973
269.75,0.02438,0.0001454
270.00,0.03275,0.0000570
270.25,0.03401,0.0002165
270.50,0.03550,0.0001184
270.75,0.03536,0.0001390
271.00,0.02915,0.0000913
271.25,0.02653,0.0001198
271.50,0.03609,0.0001622
271.75,0.03435,0.0001272
272.00,0.01773,0.0000753
272.25,0.01343,0.0000790
272.50,0.01825,0.0000610
272.75,0.01773,0.0000942
273.00,0.01062,0.0000392
273.25,0.02815,0.0001476
273.50,0.03155,0.0000836
273.75,0.02380,0.0001325
274.00,0.02053,0.0001651
274.25,0.01254,0.0000597
274.50,0.01829,0.0000510
274.75,0.02583,0.0001147
275.00,0.02073,0.0000394
275.25,0.01993,0.0000461
275.50,0.01979,0.0000410
275.75,0.01084,0.0000541
276.00,0.01337,0.0000581
276.25,0.03065,0.0000808
276.50,0.03468,0.0001281
276.75,0.02455,0.0000862
277.00,0.02858,0.0001151
277.25,0.03070,0.0001153
277.50,0.02178,0.0000698
277.75,0.03298,0.0001895
278.00,0.03450,0.0001021
278.25,0.02005,0.0000831
278.50,0.02304,0.0000921
278.75,0.02424,0.0000969
279.00,0.02842,0.0000557
279.25,0.03541,0.0001387
279.50,0.03486,0.0001046
279.75,0.02721,0.0000873
280.00,0.02084,0.0000680
280.25,0.02221,0.0001090
280.50,0.02009,0.0000745
280.75,0.02346,0.0000794
281.00,0.02211,0.0000591
281.25,0.01357,0.0000471
281.50,0.01991,0.0000628
281.75,0.02218,0.0001320
282.00,0.02493,0.0000804
282.25,0.04445,0.0002099
282.50,0.07219,0.0002857
282.75,0.08967,0.0003766
283.00,0.09345,0.0003575
283.25,0.09697,0.0003474
283.50,0.09625,0.0004155
283.75,0.09365,0.0002984
284.00,0.09493,0.0003423
284.25,0.08617,0.0002927
284.50,0.07399,0.0003029
284.75,0.07208,0.0003385
285.00,0.07467,0.0003334
285.25,0.07385,0.0003213
285.50,0.07204,0.0003248
285.75,0.06749,0.0003849
286.00,0.06285,0.0003081
286.25,0.06842,0.0002995
286.50,0.07543,0.0002759
286.75,0.07613,0.0003053
287.00,0.08057,0.0002309
287.25,0.08171,0.0002420
287.50,0.07214,0.0002524
287.75,0.07859,0.0002126
288.00,0.08240,0.0003421
288.25,0.07982,0.0002177
288.50,0.07554,0.0001839
288.75,0.07080,0.0003140
289.00,0.06532,0.0002102
289.25,0.04909,0.0001629
289.50,0.05521,0.0002021
289.75,0.06963,0.0001564
290.00,0.07224,0.0001303
290.25,0.05488,0.0001318
290.50,0.02904,0.0001319
290.75,0.03173,0.0001092
291.00,0.05915,0.0001052
291.25,0.07837,0.0001408
291.50,0.07145,0.0002404
291.75,0.05817,0.0002789
292.00,0.05781,0.0002866
292.25,0.05862,0.0001741
292.50,0.06274,0.0001471
292.75,0.08013,0.0001905
293.00,0.07810,0.0001065
293.25,0.07244,0.0001177
293.50,0.07233,0.0000500
293.75,0.06165,0.0000378
294.00,0.06350,0.0000840
294.25,0.06408,0.0001367
294.50,0.06168,0.0001872
294.75,0.06545,0.0001974
295.00,0.06479,0.0001416
295.25,0.05660,0.0001259
295.50,0.05228,0.0000953
295.75,0.07411,0.0001822
296.00,0.07963,0.0002677
296.25,0.06710,0.0001266
296.50,0.05920,0.0003606
296.75,0.04275,0.0001675
297.00,0.03100,0.0000939
297.25,0.01851,0.0000563
297.50,0.01465,0.0000673
297.75,0.01865,0.0000463
298.00,0.03836,0.0000856
298.25,0.05321,0.0000786
298.50,0.05353,0.0001180
298.75,0.05623,0.0000870
299.00,0.05564,0.0002672
299.25,0.06186,0.0001008
299.50,0.06510,0.0001186
299.75,0.05897,0.0001584
300.00,0.06204,0.0001093
300.25,0.05648,0.0000909
300.50,0.05791,0.0000737
300.75,0.06192,0.0000624
301.00,0.05882,0.0001672
301.25,0.04747,0.0001055
301.50,0.02745,0.0000932
301.75,0.02583,0.0001052
302.00,0.03079,0.0000879
302.25,0.04328,0.0002093
302.50,0.04654,0.0001405
302.75,0.03818,0.0001994
303.00,0.04542,0.0001659
303.25,0.05633,0.0001772
303.50,0.06128,0.0003547
303.75,0.06400,0.0002258
304.00,0.06249,0.0001288
304.25,0.06119,0.0003265
304.50,0.05725,0.0001325
304.75,0.04262,0.0000893
305.00,0.03047,0.0000709
305.25,0.03590,0.0001734
305.50,0.03213,0.0001008
305.75,0.02431,0.0000719
306.00,0.02350,0.0000640
306.25,0.02439,0.0000744
306.50,0.02193,0.0000619
306.75,0.04337,0.0002339
307.00,0.05731,0.0001398
307.25,0.05980,0.0003803
307.50,0.06083,0.0002295
307.75,0.05654,0.0002410
308.00,0.04434,0.0001465
308.25,0.05359,0.0004061
308.50,0.06219,0.0001999
308.75,0.05684,0.0001859
309.00,0.05686,0.0002155
309.25,0.05623,0.0001168
309.50,0.05248,0.0001790
309.75,0.03398,0.0000975
310.00,0.02798,0.0001316
310.25,0.02825,0.0000876
310.50,0.01956,0.0000909
310.75,0.02185,0.0000654
311.00,0.02189,0.0000755
311.25,0.02076,0.0000540
311.50,0.01859,0.0000393
311.75,0.01696,0.0000439
312.00,0.02341,0.0000974
312.25,0.02306,0.0000984
312.50,0.01997,0.0000610
312.75,0.02545,0.0000591
313.00,0.02741,0.0001113
313.25,0.02420,0.0000753
313.50,0.02397,0.0001493
313.75,0.03248,0.0000961
314.00,0.04566,0.0001026
314.25,0.05874,0.0002185
314.50,0.06572,0.0002555
314.75,0.06562,0.0002534
315.00,0.06498,0.0002632
315.25,0.05894,0.0002235
315.50,0.05334,0.0002043
315.75,0.05988,0.0001892
316.00,0.05578,0.0001905
316.25,0.04604,0.0001947
316.50,0.04791,0.0001560
316.75,0.05925,0.0002185
317.00,0.05834,0.0001705
317.25,0.04894,0.0001593
317.50,0.04776,0.0001744
317.75,0.04392,0.0002352
318.00,0.04811,0.0002240
318.25,0.07243,0.0003638
318.50,0.07815,0.0002952
318.75,0.06999,0.0003052
319.00,0.07150,0.0003173
319.25,0.08355,0.0002681
319.50,0.08681,0.0004317
319.75,0.08030,0.0002995
320.00,0.07950,0.0002883
320.25,0.06751,0.0002435
320.50,0.06011,0.0002924
320.75,0.07230,0.0003302
321.00,0.07521,0.0002724
321.25,0.07420,0.0003661
321.50,0.07901,0.0002461
321.75,0.06738,0.0002484
322.00,0.06172,0.0002578
322.25,0.06776,0.0002764
322.50,0.07207,0.0003289
322.75,0.06747,0.0002915
323.00,0.04832,0.0002089
323.25,0.03731,0.0001988
323.50,0.04467,0.0001674
323.75,0.05459,0.0001450
324.00,0.05850,0.0001853
324.25,0.06048,0.0001427
324.50,0.05603,0.0002251
324.75,0.07292,0.0002300
325.00,0.09396,0.0002443
325.25,0.08214,0.0002002
325.50,0.05467,0.0002146
325.75,0.03554,0.0000732
326.00,0.02336,0.0001691
326.25,0.03939,0.0000796
326.50,0.05631,0.0004035
326.75,0.06361,0.0001988
327.00,0.06772,0.0002968
327.25,0.07045,0.0001959
327.50,0.06165,0.0003566
327.75,0.03899,0.0000509
328.00,0.03374,0.0000619
328.25,0.05793,0.0004349
328.50,0.06919,0.0002058
328.75,0.05643,0.0000894
329.00,0.06152,0.0000721
329.25,0.07277,0.0001638
329.50,0.06252,0.0003289
329.75,0.05446,0.0002800
330.00,0.04682,0.0003891
330.25,0.06544,0.0000667
330.50,0.07708,0.0002212
330.75,0.06049,0.0002460
331.00,0.04067,0.0000963
331.25,0.02443,0.0000524
331.50,0.02410,0.0000437
331.75,0.05005,0.0001933
332.00,0.05603,0.0001796
332.25,0.04903,0.0001577
332.50,0.05007,0.0000661
332.75,0.05708,0.0001752
333.00,0.05737,0.0001486
333.25,0.05169,0.0001926
333.50,0.05054,0.0001864
333.75,0.05288,0.0002138
334.00,0.05732,0.0001654
334.25,0.05869,0.0002787
334.50,0.05629,0.0001591
334.75,0.03975,0.0002143
335.00,0.03528,0.0001070
335.25,0.04177,0.0001209
335.50,0.06392,0.0001480
335.75,0.07219,0.0002544
336.00,0.06149,0.0001998
336.25,0.06243,0.0001213
336.50,0.06998,0.0001168
336.75,0.05953,0.0001221
337.00,0.03759,0.0001782
337.25,0.03866,0.0001396
337.50,0.03626,0.0001188
337.75,0.02875,0.0001181
338.00,0.05014,0.0001193
338.25,0.06658,0.0002630
338.50,0.06121,0.0002314
338.75,0.04549,0.0003094
339.00,0.03487,0.0001096
339.25,0.04141,0.0001391
339.50,0.04308,0.0001666
339.75,0.05965,0.0001605
340.00,0.08230,0.0002278
340.25,0.08556,0.0001892
340.50,0.08322,0.0001678
340.75,0.07497,0.0001475
341.00,0.06684,0.0001493
341.25,0.07004,0.0003068
341.50,0.06309,0.0001658
341.75,0.05701,0.0002135
342.00,0.04811,0.0001269
342.25,0.03491,0.0001109
342.50,0.03471,0.0001058
342.75,0.03619,0.0001112
343.00,0.03444,0.0001337
343.25,0.05390,0.0001296
343.50,0.05970,0.0002193
343.75,0.03988,0.0001149
344.00,0.02356,0.0000816
344.25,0.03889,0.0001190
344.50,0.04699,0.0001241
344.75,0.03234,0.0000984
345.00,0.01938,0.0000860
345.25,0.01661,0.0000630
345.50,0.01523,0.0000488
345.75,0.01768,0.0000473
346.00,0.03999,0.0001088
346.25,0.05865,0.0002875
346.50,0.07012,0.0001157
346.75,0.07116,0.0001207
347.00,0.06281,0.0000817
347.25,0.06056,0.0002498
347.50,0.05694,0.0001427
347.75,0.05921,0.0002216
348.00,0.05666,0.0001510
348.25,0.03347,0.0001734
348.50,0.03650,0.0000537
348.75,0.05615,0.0001007
349.00,0.05778,0.0001363
349.25,0.05023,0.0000570
349.50,0.05263,0.0000931
349.75,0.05298,0.0000439
350.00,0.05357,0.0000719
350.25,0.05687,0.0001170
350.50,0.04503,0.0000565
350.75,0.02548,0.0000547
351.00,0.01447,0.0000350
351.25,0.01625,0.0000597
351.50,0.04507,0.0002335
351.75,0.06260,0.0001234
352.00,0.07195,0.0002557
352.25,0.07131,0.0001174
352.50,0.06281,0.0001153
352.75,0.06476,0.0001392
353.00,0.05866,0.0001497
353.25,0.04020,0.0001051
353.50,0.04973,0.0001424
353.75,0.07592,0.0001678
354.00,0.07912,0.0003943
354.25,0.07238,0.0001626
354.50,0.06813,0.0001488
354.75,0.04990,0.0000606
355.00,0.02427,0.0000345
355.25,0.01297,0.0000347
355.50,0.03489,0.0000368
355.75,0.06818,0.0001969
356.00,0.07298,0.0000846
356.25,0.05471,0.0001539
356.50,0.05891,0.0001666
356.75,0.08034,0.0000403
357.00,0.09178,0.0003102
357.25,0.08297,0.0001321
357.50,0.07015,0.0002590
357.75,0.06880,0.0001543
358.00,0.07035,0.0001216
358.25,0.07360,0.0001089
358.50,0.06920,0.0001404
358.75,0.06429,0.0002247
359.00,0.06720,0.0001738
359.25,0.05393,0.0001590
359.50,0.04041,0.0001152
359.75,0.04812,0.0001095
360.00,0.05249,0.0001322
360.25,0.04940,0.0001126
360.50,0.03902,0.0000742
360.75,0.02783,0.0000953
361.00,0.04955,0.0001070
361.25,0.06023,0.0001858
361.50,0.06098,0.0001649
361.75,0.06269,0.0001391
362.00,0.05861,0.0001310
362.25,0.06713,0.0001279
362.50,0.07155,0.0001184
362.75,0.06549,0.0000880
363.00,0.05277,0.0001560
363.25,0.05208,0.0001124
363.50,0.04412,0.0001463
363.75,0.01522,0.0000541
364.00,0.03400,0.0000556
364.25,0.05807,0.0001109
364.50,0.06287,0.0001386
364.75,0.05344,0.0001142
365.00,0.05343,0.0001045
365.25,0.05077,0.0000635
365.50,0.03738,0.0001082
365.75,0.04369,0.0000732
366.00,0.05661,0.0000909
366.25,0.05414,0.0002200
366.50,0.03764,0.0001559
366.75,0.01832,0.0000525
367.00,0.01671,0.0000498
367.25,0.01720,0.0000447
367.50,0.01407,0.0000814
367.75,0.01330,0.0000482
368.00,0.04889,0.0001282
368.25,0.05996,0.0002366
368.50,0.05006,0.0002283
368.75,0.04705,0.0000590
369.00,0.05039,0.0001592
369.25,0.04126,0.0000979
369.50,0.03640,0.0000610
369.75,0.05074,0.0001894
370.00,0.04220,0.0001175
370.25,0.02038,0.0000812
370.50,0.01091,0.0000409
370.75,0.03946,0.0000640
371.00,0.04710,0.0000940
371.25,0.03032,0.0000549
371.50,0.01910,0.0000711
371.75,0.02405,0.0000540
372.00,0.02199,0.0002067
372.25,0.03518,0.0000738
372.50,0.04505,0.0001880
372.75,0.06428,0.0002086
373.00,0.08951,0.0003256
373.25,0.10500,0.0002884
373.50,0.09744,0.0003244
373.75,0.08045,0.0002190
374.00,0.08060,0.0002545
374.25,0.07334,0.0003126
374.50,0.07124,0.0003109
374.75,0.07226,0.0003019
375.00,0.07038,0.0002777
375.25,0.07867,0.0003302
375.50,0.07442,0.0003321
375.75,0.06609,0.0002361
376.00,0.05660,0.0001948
376.25,0.04684,0.0001976
376.50,0.04838,0.0002155
376.75,0.04528,0.0001501
377.00,0.04290,0.0001887
377.25,0.03766,0.0001520
377.50,0.03329,0.0001057
377.75,0.03253,0.0001327
378.00,0.03139,0.0001392
378.25,0.02734,0.0001131
378.50,0.02248,0.0000629
378.75,0.03488,0.0001102
379.00,0.05003,0.0003231
379.25,0.05399,0.0002164
379.50,0.05554,0.0000960
379.75,0.05950,0.0003156
380.00,0.05704,0.0001413
380.25,0.05129,0.0001499
380.50,0.05426,0.0001458
380.75,0.05910,0.0001348
381.00,0.06029,0.0002273
381.25,0.04897,0.0001899
381.50,0.05087,0.0002511
381.75,0.05351,0.0001316
382.00,0.04749,0.0001518
382.25,0.06210,0.0002692
382.50,0.05703,0.0000902
382.75,0.02893,0.0000596
383.00,0.01933,0.0000881
383.25,0.02147,0.0000549
383.50,0.01559,0.0000725
383.75,0.01814,0.0000442
384.00,0.01857,0.0000609
384.25,0.01579,0.0000647
384.50,0.01685,0.0000457
384.75,0.02067,0.0001045
385.00,0.04246,0.0000634
385.25,0.06086,0.0001313
385.50,0.06389,0.0003462
385.75,0.05788,0.0002143
386.00,0.05516,0.0002712
386.25,0.05329,0.0003073
386.50,0.03705,0.0000475
386.75,0.01347,0.0000537
387.00,0.00981,0.0000345
387.25,0.01009,0.0000390
387.50,0.01323,0.0000606
387.75,0.03079,0.0000416
388.00,0.04369,0.0001270
388.25,0.05835,0.0002113
388.50,0.06428,0.0001786
388.75,0.05194,0.0001392
389.00,0.04733,0.0000949
389.25,0.05504,0.0002208
389.50,0.05630,0.0001471
389.75,0.05703,0.0004054
390.00,0.05503,0.0001602
390.25,0.05895,0.0003725
390.50,0.05898,0.0001720
390.75,0.04573,0.0001748
391.00,0.04363,0.0002632
391.25,0.04200,0.0001882
391.50,0.02950,0.0000905
391.75,0.01543,0.0000531
392.00,0.01014,0.0000409
392.25,0.01769,0.0000368
392.50,0.02075,0.0001045
392.75,0.02743,0.0000726
393.00,0.02679,0.0001542
393.25,0.01899,0.0000527
393.50,0.06780,0.0001603
393.75,0.09813,0.0003738
394.00,0.08982,0.0002507
394.25,0.07522,0.0002493
394.50,0.08111,0.0002727
394.75,0.08223,0.0004497
395.00,0.07787,0.0002210
395.25,0.06641,0.0002667
395.50,0.04778,0.0002118
395.75,0.04195,0.0002308
396.00,0.04101,0.0001978
396.25,0.04792,0.0002194
396.50,0.05343,0.0002554
396.75,0.05142,0.0002401
397.00,0.05057,0.0001617
397.25,0.04246,0.0001630
397.50,0.03422,0.0001262
397.75,0.03578,0.0001692
398.00,0.03912,0.0001227
398.25,0.04647,0.0001091
398.50,0.04874,0.0001445
398.75,0.04446,0.0001094
399.00,0.03695,0.0001005
399.25,0.02555,0.0000857
399.50,0.01594,0.0000540
399.75,0.01752,0.0000520
400.00,0.04688,0.0000899
400.25,0.06893,0.0002751
400.50,0.06745,0.0001918
400.75,0.05715,0.0001147
401.00,0.05608,0.0002616
401.25,0.04583,0.0003856
401.50,0.02207,0.0000989
401.75,0.01227,0.0000420
402.00,0.01484,0.0000479
402.25,0.01961,0.0000480
402.50,0.02021,0.0000488
402.75,0.04255,0.0000728
403.00,0.05762,0.0000715
403.25,0.06208,0.0003823
403.50,0.06511,0.0001927
403.75,0.05997,0.0003746
404.00,0.06393,0.0004291
404.25,0.06298,0.0001353
404.50,0.04013,0.0000725
404.75,0.02558,0.0000824
405.00,0.02657,0.0001216
405.25,0.02166,0.0000936
405.50,0.01761,0.0000625
405.75,0.01103,0.0000371
406.00,0.01691,0.0000346
406.25,0.04363,0.0001252
406.50,0.06062,0.0001398
406.75,0.06595,0.0004384
407.00,0.06842,0.0001514
407.25,0.06371,0.0002086
407.50,0.06425,0.0001741
407.75,0.06320,0.0003512
408.00,0.05561,0.0001205
408.25,0.05698,0.0001159
408.50,0.06278,0.0002189
408.75,0.06305,0.0003089
409.00,0.05456,0.0002001
409.25,0.05024,0.0002358
409.50,0.04543,0.0002593
409.75,0.03128,0.0000913
410.00,0.01853,0.0000520
410.25,0.01416,0.0000597
410.50,0.01311,0.0000370
410.75,0.02397,0.0000743
411.00,0.02661,0.0000614
411.25,0.01887,0.0000573
411.50,0.01437,0.0000614
411.75,0.02111,0.0000607
412.00,0.02201,0.0000581
412.25,0.01798,0.0000828
412.50,0.01798,0.0000599
412.75,0.02937,0.0001464
413.00,0.03677,0.0000798
413.25,0.03344,0.0001106
413.50,0.02603,0.0000618
413.75,0.03401,0.0001055
414.00,0.04085,0.0000981
414.25,0.03028,0.0001080
414.50,0.05443,0.0002946
414.75,0.07584,0.0002598
415.00,0.08125,0.0002236
415.25,0.09239,0.0002324
415.50,0.08877,0.0004176
415.75,0.07672,0.0003913
416.00,0.07573,0.0002687
416.25,0.06710,0.0002989
416.50,0.06503,0.0002560
416.75,0.07199,0.0002651
417.00,0.07489,0.0003554
417.25,0.06871,0.0002304
417.50,0.05008,0.0001903
417.75,0.03907,0.0002078
418.00,0.05048,0.0002448
418.25,0.06372,0.0002070
418.50,0.06830,0.0002130
418.75,0.06548,0.0001425
419.00,0.06848,0.0002454
419.25,0.06902,0.0001959
419.50,0.06664,0.0002320
419.75,0.07052,0.0001978
420.00,0.07542,0.0004007
420.25,0.07857,0.0001819
420.50,0.06845,0.0001521
420.75,0.04608,0.0002017
421.00,0.02913,0.0000776
421.25,0.04311,0.0001361
421.50,0.05961,0.0000921
421.75,0.05105,0.0001011
422.00,0.03139,0.0001336
422.25,0.02838,0.0001925
422.50,0.02339,0.0000961
422.75,0.01782,0.0000864
423.00,0.04485,0.0000651
423.25,0.06299,0.0001191
423.50,0.06628,0.0001104
423.75,0.04973,0.0002496
424.00,0.03919,0.0000977
424.25,0.05231,0.0002853
424.50,0.04451,0.0000584
424.75,0.05178,0.0000501
425.00,0.04654,0.0000511
425.25,0.01125,0.0000460
425.50,0.03360,0.0000424
425.75,0.06322,0.0000950
426.00,0.07211,0.0001284
426.25,0.06059,0.0000690
426.50,0.05275,0.0000605
426.75,0.05577,0.0001935
427.00,0.05312,0.0002300
427.25,0.05407,0.0002431
427.50,0.04308,0.0000572
427.75,0.00904,0.0000294
428.00,0.05073,0.0000552
428.25,0.06860,0.0000871
428.50,0.06743,0.0001790
428.75,0.06082,0.0000682
429.00,0.05833,0.0000735
429.25,0.07133,0.0001981
429.50,0.06603,0.0001155
429.75,0.04333,0.0000619
430.00,0.02433,0.0000654
430.25,0.01685,0.0000472
430.50,0.04396,0.0000513
430.75,0.05766,0.0001175
431.00,0.04600,0.0000588
431.25,0.03465,0.0000547
431.50,0.05448,0.0001189
431.75,0.06136,0.0001024
432.00,0.04873,0.0001791
432.25,0.04014,0.0000371
432.50,0.05387,0.0001032
432.75,0.05259,0.0004025
433.00,0.02476,0.0000461
433.25,0.00828,0.0000449
433.50,0.06088,0.0000704
433.75,0.07215,0.0001256
434.00,0.04155,0.0000537
434.25,0.01788,0.0001242
434.50,0.01446,0.0000602
434.75,0.01817,0.0000662
435.00,0.01705,0.0000556
435.25,0.01024,0.0000364
435.50,0.01404,0.0000604
435.75,0.01832,0.0000484
436.00,0.01617,0.0000614
436.25,0.01816,0.0000782
436.50,0.01936,0.0001222
