rally,game,t_start,t_end,outcome,start_score,server_uuid,receiver_uuid,pred_receiver_uuid,receiver_ok,parity_ok,team_A_R,team_A_L,team_B_R,team_B_L,server_half,server_team
79,2,2026-01-25T18:47:11+00:00,2026-01-25T18:47:27+00:00,point,4-5-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,A
80,2,2026-01-25T18:47:34+00:00,2026-01-25T18:48:00+00:00,point,5-5-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
81,2,2026-01-25T18:50:01+00:00,2026-01-25T18:50:29+00:00,sideout,6-5-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,A
82,2,2026-01-25T18:50:33+00:00,2026-01-25T18:50:47+00:00,point,5-6-1,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
83,2,2026-01-25T18:50:50+00:00,2026-01-25T18:51:06+00:00,point,6-6-1,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
84,2,2026-01-25T18:51:10+00:00,2026-01-25T18:51:25+00:00,point,7-6-1,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
85,2,2026-01-25T18:52:33+00:00,2026-01-25T18:53:12+00:00,second,8-6-1,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
86,2,2026-01-25T18:53:15+00:00,2026-01-25T18:53:34+00:00,sideout,8-6-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
87,2,2026-01-25T18:53:40+00:00,2026-01-25T18:53:54+00:00,second,6-8-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
88,2,2026-01-25T18:53:57+00:00,2026-01-25T18:54:43+00:00,point,6-8-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
89,2,2026-01-25T18:54:46+00:00,2026-01-25T18:55:00+00:00,sideout,7-8-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
90,2,2026-01-25T18:55:05+00:00,2026-01-25T18:55:28+00:00,second,8-7-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
91,2,2026-01-25T18:55:34+00:00,2026-01-25T18:55:43+00:00,sideout,8-7-2,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
92,2,2026-01-25T18:55:48+00:00,2026-01-25T18:56:03+00:00,point,7-8-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
93,2,2026-01-25T18:56:06+00:00,2026-01-25T18:56:20+00:00,second,8-8-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
94,2,2026-01-25T18:56:25+00:00,2026-01-25T18:56:36+00:00,point,8-8-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
95,2,2026-01-25T18:56:43+00:00,2026-01-25T18:57:05+00:00,sideout,9-8-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
96,2,2026-01-25T18:57:16+00:00,2026-01-25T18:57:33+00:00,second,8-9-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
97,2,2026-01-25T18:57:35+00:00,2026-01-25T18:57:46+00:00,sideout,8-9-2,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
98,2,2026-01-25T18:58:00+00:00,2026-01-25T18:58:16+00:00,point,9-8-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
99,2,2026-01-25T18:58:20+00:00,2026-01-25T18:58:37+00:00,second,10-8-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
100,2,2026-01-25T18:58:40+00:00,2026-01-25T18:58:58+00:00,sideout,10-8-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
101,2,2026-01-25T18:59:03+00:00,2026-01-25T18:59:19+00:00,point,8-10-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
102,2,2026-01-25T18:59:26+00:00,2026-01-25T18:59:42+00:00,second,9-10-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
103,2,2026-01-25T18:59:46+00:00,2026-01-25T19:00:00+00:00,sideout,9-10-2,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
104,2,2026-01-25T19:00:07+00:00,2026-01-25T19:00:24+00:00,point,10-9-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,0,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
105,3,2026-01-25T19:05:29+00:00,2026-01-25T19:05:56+00:00,point,0-0-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
106,3,2026-01-25T19:06:00+00:00,2026-01-25T19:06:18+00:00,sideout,1-0-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
107,3,2026-01-25T19:06:22+00:00,2026-01-25T19:06:36+00:00,point,0-1-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
108,3,2026-01-25T19:06:37+00:00,2026-01-25T19:07:01+00:00,point,1-1-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
109,3,2026-01-25T19:07:09+00:00,2026-01-25T19:07:21+00:00,second,2-1-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
110,3,2026-01-25T19:07:25+00:00,2026-01-25T19:07:41+00:00,sideout,2-1-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
111,3,2026-01-25T19:07:46+00:00,2026-01-25T19:08:07+00:00,point,1-2-1,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
112,3,2026-01-25T19:08:12+00:00,2026-01-25T19:08:24+00:00,second,2-2-1,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
113,3,2026-01-25T19:08:28+00:00,2026-01-25T19:08:45+00:00,sideout,2-2-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
114,3,2026-01-25T19:08:50+00:00,2026-01-25T19:08:58+00:00,second,2-2-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
115,3,2026-01-25T19:08:59+00:00,2026-01-25T19:09:16+00:00,point,2-2-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,A
116,3,2026-01-25T19:09:18+00:00,2026-01-25T19:09:38+00:00,sideout,3-2-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
117,3,2026-01-25T19:09:44+00:00,2026-01-25T19:10:00+00:00,point,2-3-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
118,3,2026-01-25T19:10:04+00:00,2026-01-25T19:10:22+00:00,point,3-3-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
119,3,2026-01-25T19:10:27+00:00,2026-01-25T19:11:07+00:00,point,4-3-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
120,3,2026-01-25T19:11:16+00:00,2026-01-25T19:11:29+00:00,second,5-3-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
121,3,2026-01-25T19:11:34+00:00,2026-01-25T19:11:45+00:00,sideout,5-3-2,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
122,3,2026-01-25T19:11:50+00:00,2026-01-25T19:12:05+00:00,point,3-5-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
123,3,2026-01-25T19:12:10+00:00,2026-01-25T19:12:31+00:00,point,4-5-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
124,3,2026-01-25T19:13:02+00:00,2026-01-25T19:13:02+00:00,point,5-5-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,0,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
125,3,2026-01-25T19:13:02+00:00,2026-01-25T19:13:02+00:00,second,4-5-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
126,3,2026-01-25T19:13:32+00:00,2026-01-25T19:13:59+00:00,point,4-5-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
127,3,2026-01-25T19:14:07+00:00,2026-01-25T19:14:26+00:00,sideout,5-5-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
128,3,2026-01-25T19:14:32+00:00,2026-01-25T19:14:48+00:00,second,5-5-1,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
129,3,2026-01-25T19:14:56+00:00,2026-01-25T19:15:09+00:00,sideout,5-5-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
130,3,2026-01-25T19:15:12+00:00,2026-01-25T19:15:35+00:00,point,5-5-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
131,3,2026-01-25T19:15:38+00:00,2026-01-25T19:16:11+00:00,second,6-5-1,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
132,3,2026-01-25T19:16:16+00:00,2026-01-25T19:16:33+00:00,point,6-5-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
133,3,2026-01-25T19:17:53+00:00,2026-01-25T19:18:13+00:00,sideout,7-5-2,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
134,3,2026-01-25T19:18:17+00:00,2026-01-25T19:18:35+00:00,second,5-7-1,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
135,3,2026-01-25T19:18:43+00:00,2026-01-25T19:19:00+00:00,point,5-7-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
