rally_cum,game,division,match_id,rally_in_game,t0s,t1s,dur_s,approx,start_score,outcome,server_uuid,receiver_uuid,teamA_uuids,teamB_uuids,teamA_names,teamB_names,core
160,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,18,3837.0,3850.0,13.0,1,2-4-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
161,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,19,3853.0,3869.0,16.0,0,2-4-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
162,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,20,3871.0,3896.0,25.0,0,4-2-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
163,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,21,3896.0,3911.0,15.0,0,4-2-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
164,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,22,3914.0,3935.0,21.0,0,2-4-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
165,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,23,3934.0,3953.0,19.0,0,2-4-2,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
166,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,24,3955.0,3968.0,13.0,0,4-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
167,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,25,3968.0,3986.0,18.0,0,5-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
168,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,26,4017.2,4051.2,34.0,1,6-2-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
169,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,27,4029.0,4070.0,41.0,1,6-2-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
170,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,28,4070.0,4087.0,17.0,0,2-6-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
171,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,29,4095.0,4111.0,16.0,0,3-6-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
172,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,30,4117.0,4141.0,24.0,1,3-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
173,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,31,4139.0,4162.0,23.0,1,4-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
174,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,32,4167.0,4185.0,18.0,0,5-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
175,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,33,4194.7,4224.7,30.0,1,6-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
176,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,34,4216.0,4240.0,24.0,1,7-6-2,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
177,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,35,4243.9,4274.9,31.0,1,6-7-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
178,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,36,4279.4,4297.4,18.0,1,7-7-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
179,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,37,4306.0,4366.0,60.0,1,7-7-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
180,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,38,4364.0,4406.0,42.0,1,8-7-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
181,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,39,4411.0,4447.0,36.0,1,7-8-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
182,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,40,4428.9,4458.9,30.0,1,7-8-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
183,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,41,4476.0,4504.0,28.0,0,8-7-1,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
184,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,42,4505.0,4517.0,12.0,0,8-7-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
185,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,43,4520.0,4553.0,33.0,0,7-8-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
186,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,44,4555.0,4579.0,24.0,1,8-8-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
187,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,45,4578.0,4607.0,29.0,0,8-8-2,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
188,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,46,4607.0,4635.0,28.0,0,9-8-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
189,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,47,4639.0,4673.0,34.0,0,8-9-1,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
190,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,48,4673.0,4689.0,16.0,0,8-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
191,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,49,4694.0,4725.0,31.0,0,9-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
192,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,50,4730.0,4749.0,19.0,0,10-9-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
193,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,51,4730.0,4752.0,22.0,1,10-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
