rally_cum,game,division,match_id,rally_in_game,t0s,t1s,dur_s,approx,start_score,outcome,server_uuid,receiver_uuid,teamA_uuids,teamB_uuids,teamA_names,teamB_names,core
141,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,74,3565.0,3592.0,27.0,0,10-10-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
142,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,75,3610.8,3625.8,15.0,0,11-10-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
144,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,2,3584.8,3629.8,45.0,0,1-0-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
145,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,3,3621.0,3638.0,17.0,0,0-1-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
146,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,4,3625.2,3648.2,23.0,0,1-1-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
147,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,5,3651.2,3663.2,12.0,0,1-1-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
148,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,6,3677.2,3710.2,33.0,0,2-1-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
149,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,7,3717.0,3740.0,23.0,0,1-2-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
150,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,8,3754.8,3768.8,14.0,0,1-2-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
151,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,9,3777.8,3795.8,18.0,0,2-1-1,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
152,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,10,3794.2,3832.2,38.0,0,2-1-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
153,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,11,3866.2,3866.2,0.0,0,3-1-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
154,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,12,3874.8,3907.8,33.0,0,1-3-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
155,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,13,3901.5,3922.5,21.0,0,1-3-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
156,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,14,3941.8,3953.8,12.0,0,3-1-1,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
157,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,15,3954.8,3970.8,16.0,0,4-1-1,second,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
158,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,16,3971.8,3998.8,27.0,0,4-1-2,sideout,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
159,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,17,4016.8,4035.8,19.0,0,1-4-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
160,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,18,4025.2,4038.2,13.0,0,2-4-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
161,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,19,4030.0,4046.0,16.0,0,2-4-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
162,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,20,4049.0,4074.0,25.0,0,4-2-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
163,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,21,4063.2,4078.2,15.0,0,4-2-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
164,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,22,4070.5,4091.5,21.0,0,2-4-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
165,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,23,4089.5,4108.5,19.0,0,2-4-2,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
166,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,24,4109.5,4122.5,13.0,0,4-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
167,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,25,4139.8,4157.8,18.0,0,5-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
168,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,26,4269.8,4303.8,34.0,1,6-2-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
169,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,27,4118.8,4159.8,41.0,0,6-2-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
170,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,28,4165.5,4182.5,17.0,0,2-6-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
171,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,29,4182.8,4198.8,16.0,0,3-6-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
172,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,30,4179.8,4203.8,24.0,0,3-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
173,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,31,4225.2,4248.2,23.0,0,4-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
174,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,32,4237.0,4255.0,18.0,0,5-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
175,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,33,4299.0,4329.0,30.0,0,6-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
176,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,34,4340.5,4364.5,24.0,0,7-6-2,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
177,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,35,4382.2,4413.2,31.0,0,6-7-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
178,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,36,4433.8,4451.8,18.0,0,7-7-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
179,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,37,4449.0,4509.0,60.0,0,7-7-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
180,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,38,4511.0,4553.0,42.0,1,8-7-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
181,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,39,4558.0,4594.0,36.0,1,7-8-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
182,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,40,4604.0,4634.0,30.0,1,7-8-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
183,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,41,4487.5,4515.5,28.0,0,8-7-1,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
184,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,42,4514.8,4526.8,12.0,0,8-7-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
185,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,43,4518.8,4551.8,33.0,0,7-8-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
186,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,44,4562.2,4586.2,24.0,0,8-8-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,1
187,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,45,4603.0,4632.0,29.0,0,8-8-2,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
188,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,46,4644.0,4672.0,28.0,0,9-8-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
189,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,47,4687.2,4721.2,34.0,0,8-9-1,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
190,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,48,4728.5,4744.5,16.0,0,8-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
191,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,49,4764.5,4795.5,31.0,0,9-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
192,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,50,4800.5,4819.5,19.0,1,10-9-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
193,4,mixed,56520919-20b9-41be-82a3-7d2b1bea6c97,51,4787.8,4809.8,22.0,0,10-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da|4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Emma Nelson|AJ Koller,Allyce Jones|Tama Shimabukuro,0
