rally_cum,game,division,match_id,rally_in_game,t0s,t1s,dur_s,approx,start_score,outcome,server_uuid,receiver_uuid,teamA_uuids,teamB_uuids,teamA_names,teamB_names,core
89,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,22,2209.8,2225.8,16.0,0,4-1-2,point,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
90,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,23,2228.0,2249.0,21.0,0,5-1-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
91,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,24,2277.2,2298.2,21.0,0,1-5-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
92,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,25,2316.2,2328.2,12.0,0,2-5-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
93,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,26,2337.0,2358.0,21.0,0,2-5-2,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
94,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,27,2362.0,2380.0,18.0,0,3-5-2,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
95,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,28,2384.8,2413.8,29.0,0,4-5-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
96,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,29,2418.2,2430.2,12.0,0,5-4-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
97,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,30,2429.5,2447.5,18.0,0,5-4-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
98,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,31,2464.2,2487.2,23.0,0,4-5-1,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
99,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,32,2504.2,2521.2,17.0,0,4-5-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
100,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,33,2530.2,2553.2,23.0,0,5-4-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
101,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,34,2552.2,2567.2,15.0,0,5-4-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
102,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,35,2590.0,2607.0,17.0,0,4-5-1,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
103,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,36,2603.2,2631.2,28.0,0,4-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
104,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,37,2634.2,2665.2,31.0,1,5-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
105,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,38,2818.2,2841.2,23.0,1,6-5-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
106,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,39,2602.0,2634.0,32.0,0,5-6-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
107,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,40,2627.5,2646.5,19.0,0,5-6-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
108,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,41,2650.2,2665.2,15.0,0,6-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
109,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,42,2634.8,2667.8,33.0,0,7-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
110,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,43,2682.2,2696.2,14.0,0,8-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
111,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,44,2695.0,2707.0,12.0,0,9-5-1,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
112,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,45,2714.8,2734.8,20.0,0,9-5-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
113,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,46,2722.0,2741.0,19.0,0,5-9-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
114,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,47,2730.0,2755.0,25.0,0,5-9-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
115,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,48,2743.5,2758.5,15.0,0,9-5-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
116,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,49,2758.5,2780.5,22.0,0,9-5-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
117,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,50,2787.8,2806.8,19.0,0,5-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
118,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,51,2817.8,2829.8,12.0,0,6-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
119,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,52,2838.8,2867.8,29.0,1,7-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
120,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,53,2803.8,2831.8,28.0,0,8-9-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
121,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,54,2823.5,2849.5,26.0,0,8-9-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
122,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,55,2864.0,2888.0,24.0,0,9-8-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
123,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,56,2905.8,2918.8,13.0,0,9-8-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
124,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,57,2904.5,2927.5,23.0,0,8-9-1,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
125,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,58,2938.2,2964.2,26.0,0,8-9-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
126,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,59,2980.0,3003.0,23.0,0,9-9-2,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
127,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,60,3022.5,3041.5,19.0,0,9-9-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
128,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,61,3061.2,3077.2,16.0,0,9-9-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
129,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,62,3076.5,3112.5,36.0,0,9-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
130,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,63,3130.2,3146.2,16.0,0,10-9-1,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
131,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,64,3166.2,3194.2,28.0,0,10-9-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
132,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,65,3206.0,3233.0,27.0,0,9-10-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
133,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,66,3239.8,3261.8,22.0,0,9-10-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
134,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,67,3285.5,3303.5,18.0,0,10-9-1,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
135,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,68,3320.5,3348.5,28.0,0,10-9-2,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
136,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,69,3369.8,3402.8,33.0,0,9-10-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
137,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,70,3428.5,3446.5,18.0,0,10-10-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
138,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,71,3459.8,3480.8,21.0,0,10-10-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
139,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,72,3495.5,3529.5,34.0,0,10-10-1,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,0
140,3,mixed,0a157968-7250-42fa-96e4-62c64da9a24b,73,3540.5,3557.5,17.0,0,10-10-2,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a|88fb0858-b9c3-4620-9408-0dda0eb241ef,Ting Chieh Wei|John Lucian Goins,Etta Tuionetoa|Tyler Loong,1
