player_id,full_name,team,note
8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,St. Louis Shock,2026-06-24 four-team trade (CHI->STL); no completed MLP match played for either side since, so latest-appearance inference can't see it
