p1_name,p2_name,chem_logit_mean,chem_logit_sd
Dave Bacalla,Jeffrey Moulton,0.0057,0.0488
Jennifer Tavernier,Mouaad Alhouni,0.001,0.0509
Amrik Donkena,Niltooli Wilkins,-0.0017,0.0512
Sydney Donkena,Jose Gomez,-0.0029,0.0491
Tyler Loong,Lina Padegimaite,0.0071,0.0446
Gorka Sanchez,Katie Fagan,0.0029,0.0491
Ivan Jakovljevic,Ava Ignatowich,-0.0002,0.0501
Collin Johns,Anna Bright,0.0006,0.0485
Daniel Jensen,Helen To,0.0007,0.0475
Kyle Goodburn,V. Mary Rivas,-0.0001,0.0489
Emily Stumpf,Neil Mediratta,0.0044,0.0515
Ivy Tschetter,Luke Wasson,0.0046,0.0472
Jamie Haas,Pesa Teoni,-0.0065,0.0528
Jamie Voelker,Zak Parks,-0.0082,0.0502
Rafa Hewett,Parris Todd,0.0062,0.0492
Cason Campbell,Madalina Grigoriu,0.0027,0.0479
Alex Lantz,Emma Nelson,0.0019,0.0479
Blaine Hovenier,Audrey Adele Brown,0.0012,0.0493
Allison Phillips,Darrian Young,-0.0074,0.0476
Christian Alshon,Tyra Hurricane Black,-0.0033,0.0456
Brooke Buckner,Collin Shick,0.0135,0.0469
Lea Jansen,Hayden Patriquin,-0.0117,0.045
Quang Duong,Liz Truluck,0.0049,0.0514
Jessica Mason,Preston Bies,-0.0018,0.0513
Edward Perez,Pei Ju Hsieh,0.0034,0.0483
David Dutrieuille,Sammy Melin,0.0015,0.0493
Maddy Rasmusen,Bryce Larson,0.007,0.0475
Adalynn Lund,Christian Lund,-0.0074,0.0462
Chuck Taylor,Paige Miles,-0.0082,0.0489
Martina Frantova,Marshall Brown,0.0006,0.0509
Sarah Hua,Mota Alhouni,-0.0024,0.0497
Sam Querrey,Angie Walker,0.0245,0.0481
Lingwei Kong,Jonny Pickleball Andrews,-0.0129,0.0501
Kaitlyn Christian,Brandon French,0.0019,0.0517
Camila Zilveti,Brian Kerr,-0.0096,0.0488
Carolina Mayorga-Perry,Pablo Tellez,0.0125,0.05
Alex Neumann,Rachel Summers,0.0042,0.0498
Rajasree Hawk,Logan Peterson,-0.0017,0.047
Chao Yi Wang,Patrick Smith,-0.0146,0.0485
Craig Johnson,Samantha Parker,0.0044,0.0482
Zach Gonnering,Karyn Weiss,0.0077,0.0481
Mohaned Alhouni,Salome Devidze,0.0044,0.0507
Eric Roddy,Pierina Imparato,-0.0121,0.0506
Marykate Washelesky,Matthew Krakowski,-0.007,0.0497
Sara Berndt,Tyler Hong,-0.0053,0.0473
Cassidy Hoag,Phillip Locklear,-0.0038,0.0486
Cason Campbell,Mouaad Alhouni,0.0097,0.049
Cassidy Hoag,Martina Frantova,-0.0112,0.0516
Anri Ferris,Helen To,-0.0038,0.0514
Sydney Donkena,Rajasree Hawk,0.0009,0.0464
Madalina Grigoriu,Brittni Tonnessen,-0.0115,0.0482
Jennifer Tavernier,Audrey Adele Brown,-0.0006,0.0489
Samantha Parker,Sarah Williams,-0.0061,0.0513
Ella Boydston,Maddy Rasmusen,0.0062,0.0452
Ross Whittaker,Bryan Hammond,0.0023,0.0504
Collin Johns,Matt Wright,-0.0063,0.0471
Thomas Wilson,Christian Alshon,-0.0086,0.0503
Lea Jansen,Lina Padegimaite,-0.0122,0.0492
Ivy Tschetter,Jamie Voelker,0.0036,0.0494
Tyler Loong,Connor Garnett,0.0383,0.0448
Julian Arnold,Jack Sock,0.001,0.0483
Lingwei Kong,Jamie Haas,0.0022,0.0466
Dave Weinbach,Neil Mediratta,-0.0072,0.0495
Dustin Boyer,Miguel Alda,-0.009,0.0516
Kaitlyn Christian,Rachel Summers,-0.0032,0.0497
Adrian Garza,Abdul Khan,-0.0006,0.051
Nick Zelasko,Peter Itskovich,-0.0043,0.051
Quang Duong,Bao Duong,0.0015,0.0468
Zane Navratil,Travis Rettenmaier,0.0082,0.0461
Chuck Taylor,Spencer Smith,0.0019,0.0485
Dekel Bar,Darrian Young,0.0032,0.0517
Sammy Lee,Tyler Hong,-0.0054,0.0465
Talia Riser,Kara Andrews,0.0046,0.0521
Bryce Larson,Clayton Boydston,0.0038,0.0459
Ian Yi,Mariano Yeh,0.005,0.0502
Emily Stumpf,Sara Berndt,0.0039,0.0487
Pei Ju Hsieh,Karyn Weiss,-0.0075,0.0473
Brooke Buckner,Chao Yi Wang,0.0508,0.0467
Edward Perez,James Delgado,0.0045,0.0473
Adam Gustad,Adam Harvey,0.0006,0.0523
Camila Zilveti,Ava Ignatowich,0.0033,0.0494
David Hall,Walter Lau,-0.0026,0.0482
Amrik Donkena,Logan Peterson,0.0047,0.0472
Eric Roddy,Collin Shick,-0.0147,0.047
Jonny Pickleball Andrews,Luke Wasson,0.0126,0.0477
Spartak Rahachou,Ernesto Russo,-0.0021,0.0474
Craig Johnson,Pesa Teoni,0.0372,0.048
Kyle Goodburn,Claudio Quinones Garcia,-0.0037,0.0496
Todd Fought,Wyatt Stone,0.0073,0.047
Rafa Hewett,Marshall Brown,-0.0113,0.0455
Gabriel Joseph,Blaine Hovenier,0.0043,0.0516
Yaamunan Venkatesan,Derek Shearer,0.0005,0.0475
Grant Aronson,Ryan Eveloff,-0.0009,0.0496
Preston Bies,Daniel Jensen,0.0086,0.0494
Eliel Herminas,Chase Womack,-0.0008,0.0435
Pieter De Vries,Freddie Stone,-0.0009,0.05
Austin Bricker,Hao Nguyen,0.002,0.051
Benjamin Grant,Dionne Lim,-0.0039,0.0476
Chase Ora,Michelle Murphy,0.0065,0.0519
Jayce Landheer,Chandler Carnett,0.0002,0.0471
Dana Raugust,Luke Ness,0.0047,0.0464
Parker Dyer,Mehvish Safdar,0.0003,0.051
Brian Harshman,Sarvinoz Saidhujaeva,0.0006,0.0494
Robert Ferrante,Brian Peck,-0.0003,0.0482
Alexei Chernikov,Justin Hunter,0.0025,0.0505
Bronson Adams,Jake Anderson,-0.0014,0.0501
Emilia Schmidt,Jack Munro,-0.0018,0.0497
Kristin Vogel,Blaine Hovenier,-0.0002,0.0477
Josh Nix,Courtney Glenn,0.0031,0.0505
Lorna Morris,Ryan Eveloff,-0.0015,0.0464
Connor Maris,Komal Safdar,-0.0009,0.0475
Casey Garretson,Aaron Fuhrman,-0.0028,0.0493
Matthew Boyett,Chance Ponsford,-0.0028,0.0467
Ernesto Russo,Chase Ora,0.0,0.0517
Yana Newell,Ben Newell,0.0053,0.0505
Tam Trinh,Jill Belyea,0.0026,0.0494
Brandon Nsekpong,Kasia Carr,-0.0016,0.0501
Rajul Chikkalingaiah,Daniel Colon,0.0007,0.0497
Kailas Shekar,Santhosh Narayanan,0.0009,0.0503
Brennan Adamson,Jon Nilson,0.0047,0.0497
Malia K Lum,Prycen Haas,-0.0122,0.0481
Tanner Tomassi,Ava Ignatowich,0.0074,0.0514
Carter Maris,Connor Maris,0.0005,0.0459
James Seagraves,John Neri,-0.0027,0.0445
James Seagraves,Alex Bowers,-0.0001,0.0492
David Hall,Benjamin Grant,-0.0063,0.0499
Michael Moody,Cayden Fry,-0.0034,0.0479
Erik Pailet,Rianna Valdes,0.0057,0.0468
Victoria Yu,Chandler Carnett,-0.0001,0.05
Ivan Jakovljevic,Barbora Vykydalova,0.005,0.051
Austin Oreilly,Parker Dyer,-0.0029,0.0485
Jessica Mason,Ryan Fu,0.0008,0.0462
Richard Balistreri,Ryan Lucci,-0.0004,0.0479
Bassem Kheireddin,Pierre-David Turmel,0.0044,0.0495
Daniel Moser,Josiah Watje,0.0027,0.0475
Luis Gonzalez,Eddie Sada,-0.0062,0.051
Lingwei Kong,Evgeniy Kim,0.0028,0.0483
Adrian Garza,Brandon Farine,-0.003,0.0488
ED Chao,AJ Khawaja,0.0001,0.0492
Brad Sweeney,Gabriel Sweeney,-0.0066,0.0471
Tam Trinh,Robert Slutsky,0.0051,0.0509
Maximo Agoglia,Jake Stamps,-0.0007,0.0466
Jon Nilson,Maddy Rasmusen,-0.0057,0.0474
Alexandre Gauthier,Zandrix Acob,-0.0036,0.0482
Kate Fahey,John Cincola,0.0041,0.0488
Bryce Larson,Danna Funaro,0.0031,0.0498
Alejandro Trevino,Sebastian Gutierrez,-0.0038,0.0483
CJ Klinger,Judit Castillo,-0.0049,0.0493
Christian Thames,Jacob Stegall,-0.0055,0.054
Benjamin Bramblett,Juan Pinilla,-0.0028,0.0506
Quang Duong,Jamie Haas,-0.0004,0.0508
Kaitlin Miller,Carl Hilliard,0.0003,0.0479
Carolina Mayorga-Perry,Etienne Blaszkewycz,-0.0065,0.0474
Cori Elliott,Claudio Quinones Garcia,-0.0016,0.0477
Jessica Chernikova,Robert Slutsky,-0.0054,0.0494
David Heckler,Bret Berryman,-0.0066,0.0491
Austin Oreilly,Shelby Bates,-0.0024,0.0514
Tavon Morrow,Tatiana Ruhl,-0.005,0.0518
Nick Erves,Marko Lovrinovic,-0.004,0.05
Gloria Son,Juan Pinilla,0.0047,0.0461
Ryan Nolan,Jesse Boskoff,-0.0048,0.0508
Brennan Adamson,Elizabeth Boydston,-0.0018,0.0493
Chao Yi Wang,Collin Johns,-0.0084,0.0489
Andrei Daescu,Anna Bright,-0.0136,0.0483
Meghan Dizon,Gabriel Tardio,-0.0083,0.0465
Liz Truluck,Brandon French,0.016,0.0481
Etta Tuionetoa,Tyler Loong,-0.024,0.0479
Jade Kawamoto,Connor Garnett,-0.01,0.0496
Patrick Kawka,Rachel Rettger,-0.0166,0.0484
Steve Deakin,Camila Garcia Wright,0.0087,0.0488
Rafa Hewett,Lindsey Newman,0.0022,0.0495
Stefan Auvergne,Lina Padegimaite,0.0071,0.0471
Madeline Schulte,Luke Wasson,-0.0078,0.047
Wesley Burrows,Alex Walker,-0.0026,0.0491
Yates Johnson,Lacy Schneemann,0.0032,0.0486
Genie Bouchard,Jonny Pickleball Andrews,0.0001,0.0541
Jackie Kawamoto,Patrick Smith,0.0023,0.0456
Kaitlyn Christian,Travis Rettenmaier,-0.0078,0.0462
Samantha Parker,Pesa Teoni,-0.0108,0.0489
Mary Brascia,Jaume Martinez Vich,0.0318,0.0493
Pablo Tellez,Milan Rane,-0.0052,0.0542
Taylor Garcia,Chao Yi Wang,-0.0055,0.0498
Victoria Yu,Marie Lutz,0.0069,0.0477
Stephen Bass,Marshall Brown,0.0032,0.0501
Brandon Nsekpong,Jose Farias,0.01,0.0485
Roscoe Bellamy,Jack Munro,0.0043,0.0467
Dekel Bar,Gabriel Tardio,-0.0027,0.0479
Thomas Wilson,Hunter Johnson,-0.0138,0.0498
Josh Nix,Bryan Hammond,0.0042,0.0507
Yates Johnson,Wesley Burrows,-0.0013,0.0488
Madeline Schulte,Pierina Imparato,-0.0023,0.0497
Jill Belyea,Jessica Chernikova,0.0029,0.049
Brooke Revuelta,Emilia Schmidt,-0.0,0.0499
Andrei Daescu,Matt Wright,0.0072,0.0445
Mehvish Safdar,Komal Safdar,0.0104,0.0477
Christa Gecheva,Rachel Rettger,-0.0002,0.0497
Genie Erokhina,Kaitlyn Christian,-0.0025,0.0494
Yana Newell,Lauren Stratman,0.0098,0.0491
Jamie Haas,Malia K Lum,0.0024,0.0468
Lingwei Kong,Camila Zilveti,0.0037,0.0515
Gloria Son,Sarvinoz Saidhujaeva,-0.0025,0.0503
Liz Truluck,Ava Ignatowich,0.0062,0.0481
Nicole Eugenio,Camila Garcia Wright,-0.002,0.0492
Kate Fahey,Carolina Mayorga-Perry,0.0061,0.0496
Sarah Pham,Dana Raugust,0.0022,0.0502
Elizabeth Boydston,Layne Sleeth,-0.003,0.0526
Lucy Kovalova,Jackie Kawamoto,-0.0033,0.0475
Jason Loyd,Michael Loyd,-0.0,0.0502
Zoeya Khan,Divina Stennfeld,0.0007,0.0511
Tavon Morrow,Ben Newell,-0.0072,0.0482
Samantha Parker,Tatiana Ruhl,-0.0022,0.0488
Genie Bouchard,Dominique Schaefer,-0.0134,0.0478
Rafa Hewett,Patrick Kawka,-0.0027,0.0484
Ryan Smosna,Izaak Gonzalez,0.0024,0.0496
Erik Pailet,Todd Fought,0.0053,0.0467
Darrian Young,Hayden Patriquin,0.0007,0.0486
Patrick Smith,Connor Garnett,0.0114,0.0493
Nicole Pitts,Danna Funaro,-0.0014,0.0476
Alex Bowers,Courtney Glenn,-0.0033,0.0505
Kaitlin Miller,Jessica Mason,0.003,0.0522
Michelle Murphy,Dionne Lim,-0.0018,0.0461
Andrea Koop,Jade Kawamoto,0.0261,0.0467
Rianna Valdes,Jessie Irvine,0.0058,0.0493
Julian Arnold,Tyler Loong,-0.0067,0.0516
Altaf Merchant,Eric Roddy,0.0041,0.0474
Claudio Quinones Garcia,Matthew Mead,0.0043,0.0491
Travis Rettenmaier,Augustus Ge,0.0029,0.0467
Katherine Allan,Shannon Pretorius,0.0003,0.0489
Evgeniy Kim,Prycen Haas,-0.0058,0.0458
Taylor Lindsay,Chris Patrick,-0.0023,0.0474
Timothy Cass,Sarah Boruta,0.0005,0.0494
William Owens,Brett Clayton,0.0041,0.0485
Shannon Moore,Henry Boyle,0.0015,0.0472
Kara Andrews,Antonio Cummings,-0.0035,0.0489
Helena Jansen,Augustus Ge,-0.0124,0.0492
Anudeep Kodali,Komal Safdar,0.0103,0.0502
Alex Guy,Audrey Banada,-0.0006,0.0488
Jessica Haywood,William Hart,-0.0096,0.0464
Pesa Teoni,Salome Devidze,0.0045,0.0518
Caitlin Klaassen,Brett Clayton,-0.0044,0.0476
Daniel Szafir,James Young,-0.0049,0.0498
Evan Gan,Selim Ben Ali,0.0055,0.0485
Benjamin Bramblett,Avery Rogers,0.0007,0.0486
Jeff Stone,Perry Wang,-0.0053,0.0478
Jim Dobran,Rachael James,0.0149,0.0492
Ryan Gilbert,Hailee Haymore,0.0162,0.0498
Jhonnatan Medina Alvarez,Paula Avellan Rizzo,-0.0106,0.0467
Kailas Shekar,Anna Lenhart,0.0067,0.0473
Frances Altick,Garrett May,-0.0046,0.0506
Ryan Lucci,Jordan Chrysostom,-0.0024,0.051
Abigail Okelley,Rob Cassidy,-0.0032,0.0503
Brie Aldridge,James Delgado,0.0058,0.0497
Jimmy Terzian,Adrian Garza,0.004,0.0498
Nathan Geldmeier,Sean Smith,-0.0,0.0492
Drew Sandri,Arnab Baruah,-0.0032,0.0508
Alex Wetherell,Henry Boyle,0.0028,0.0502
John Haskell,Brent Darden,-0.0,0.0527
Tellis Bolden,Lester Holmes,-0.0059,0.0518
James Broker,Max Green,-0.0004,0.0496
Maximilian Wild,Brett Finan,0.0028,0.0506
Joshua Giannelli,Jaeda Minniefield,-0.0065,0.0504
Ryan Meyers,William Hart,-0.0004,0.0478
Caden Nemoff,Taylor Garcia,-0.0017,0.0516
Jimmy Terzian,Kat Williams,0.0027,0.0484
Audrey Adele Brown,Patrick Kawka,0.0011,0.0519
Layne Sleeth,Max Green,-0.0065,0.0495
Skylor Riley,Evie Kenna,-0.0024,0.0467
Skylor Riley,Morgan Kaplan,0.0036,0.0466
Aaron Miller,Hunter Horton,0.0015,0.0497
Daniel Miron,Iker Tomas,-0.0028,0.0495
Nicholas Osborne,Kevin Caulfield,0.002,0.048
Jacob Markley,Dustin Dority,-0.0062,0.048
Eric Gilbert,Courtney Kendall,0.0083,0.0522
Collin Johns,Alix Truong,-0.0057,0.047
Kaitlyn Christian,Martin Emmrich,0.0133,0.0461
Craig Johnson,Alex Walker,-0.0042,0.0462
Todd Fought,Maggie Brascia,0.013,0.0474
Michelle Esquivel,Steve Deakin,-0.0108,0.0495
Eric Roddy,Genie Bouchard,0.0043,0.0477
Hartland Jones,Tyler Hansbrough,0.0011,0.0499
Luke Wasson,Robert Slutsky,0.0047,0.0508
Nick Zelasko,Andrew Clary,-0.0032,0.0517
Liz Truluck,Marshall Brown,-0.0183,0.0501
Madeline Schulte,Ryan Sherry,0.007,0.0475
Naveen Beasley,Ryan Eveloff,0.0122,0.0505
Quang Duong,Chris Patrick,-0.0013,0.0505
Sarah Ansboury,Wyatt Stone,-0.0004,0.0511
Ivan Jakovljevic,Pierina Imparato,-0.0006,0.0465
Martina Frantova,Anderson Scarpa,-0.0073,0.0498
Tyler Loong,Allyce Jones,-0.0129,0.0472
Layne Sleeth,Paula Avellan Rizzo,0.0023,0.0502
Polina Libo,Anna Lenhart,-0.0045,0.0487
Kailas Shekar,Miguel Alda,0.0065,0.0492
Alex Guy,Ryan Torresin,-0.0084,0.0473
Jim Dobran,Marshall Brown,-0.0147,0.0538
Pablo Tellez,Lacy Schneemann,-0.0011,0.0476
Sam Querrey,Grant Bond,0.0009,0.0455
Edward Perez,Jonny Pickleball Andrews,-0.0075,0.0521
James Delgado,Nick Mangiapane,-0.0015,0.0471
Quang Duong,Allison Phillips,-0.0027,0.049
Rachel Summers,Brandon French,0.0014,0.0522
Robyn Cobb,Jennifer Spratley,-0.0075,0.049
Sarah Carpenter,Caitlin Lewis,-0.0035,0.0456
Gregory Dow,Ava Ignatowich,-0.0088,0.048
Ross Whittaker,Mota Alhouni,0.0068,0.0464
Robert Laidlaw,Len Yang,-0.0031,0.0478
Jhonnatan Medina Alvarez,Ryan Sherry,0.0023,0.0494
Joshua Giannelli,Keegan Bigoness,0.0049,0.049
Noe Sariban,Matthew Nesbitt,-0.0014,0.0525
Kaitlyn Christian,Helena Jansen,-0.0046,0.0503
Taylor Garcia,Ava Ignatowich,-0.0008,0.0503
Audrey Adele Brown,Komal Safdar,0.0079,0.0474
Jessie Irvine,Connor Garnett,-0.0089,0.0474
Martina Frantova,Rachel Summers,0.0078,0.0483
Allison Phillips,Sarah Hua,-0.0023,0.0507
Rachael James,Hailee Haymore,-0.0096,0.0501
Madeline Schulte,Emilia Schmidt,-0.006,0.0519
Brie Aldridge,Andi Godwin,-0.0039,0.0471
Abigail Okelley,Jaeda Minniefield,-0.0033,0.0478
Tamaryn Emmrich,Alix Truong,-0.0026,0.0477
Jessica Mason,Courtney Kendall,-0.0024,0.0527
Travis Rettenmaier,Connor Garnett,0.0158,0.0479
Callie Smith,Lea Jansen,0.0164,0.0453
Dana Mayette,Elizabeth Puni,-0.002,0.0491
Parris Todd,Julian Arnold,-0.0068,0.0488
Caitlin Klaassen,Shannon Moore,-0.0039,0.0522
Christian Alshon,Jackie Kawamoto,0.0048,0.0499
Rafa Hewett,Lauren Stratman,-0.0029,0.0503
Eric Roddy,Steve Deakin,-0.02,0.0455
Augustus Ge,Jaume Martinez Vich,0.0276,0.0494
Jessica Haywood,Evie Kenna,0.0,0.0469
Etta Tuionetoa,Travis Rettenmaier,0.0125,0.0491
Kara Andrews,Marija Venta,0.0002,0.0472
Sarah Ansboury,Audrey Banada,0.011,0.0489
James Seagraves,Victoria Yu,-0.0,0.0494
Blake Fox,Layne Sleeth,-0.0053,0.0462
Naveen Beasley,Tatiana Ruhl,-0.0093,0.0476
Alex Bowers,Matthew Mead,-0.0054,0.0521
David Heckler,Kaysie Smashey,0.0015,0.0485
Brenna Murray,Jonny Pickleball Andrews,0.0052,0.0496
Michael Keeper,Amy Blumrosen,-0.0012,0.0481
Sara Perles,Chase Womack,-0.0045,0.0487
Cason Campbell,Ilvana Trujillo,-0.0049,0.048
Carlos Di Laura III,Ryan Dawidjan,0.0108,0.0492
Casey Garretson,Jake Anderson,0.0136,0.0484
Adrian Garza,Riley Inn,-0.006,0.0469
Gabriel Chen,Jacob Stegall,-0.0029,0.0492
Josiah Watje,Matthew Ginn,0.0017,0.0498
John Ward,Noah Ward,-0.0036,0.0481
Sepand (sep) Attar,Jay Wang,0.0027,0.0497
Vinay Gupta,David Hall,0.0005,0.051
Guillermo Paiz,Carson Calhoun,0.0013,0.0486
Chase Womack,Zach Gonnering,-0.001,0.0513
Ryan Fu,Ava Ignatowich,0.0097,0.048
Desiree Perez Gonzalez,Bassem Kheireddin,-0.0028,0.0517
Dexter Rangel,Duncan Hawvermale,0.0064,0.0501
Tim Kuo,Jose Martinez,-0.0076,0.0507
Guillermo Paiz,Kasia Carr,0.0007,0.0545
Sarvinoz Saidhujaeva,Evgeniy Kim,0.0052,0.0503
Akinori Wada,Josh Rivera,-0.002,0.0489
Hilary Toole,Zach Gonnering,0.0016,0.0472
V. Mary Rivas,Brett Finan,-0.0003,0.0504
Alex Chan,Bryce Larson,-0.0067,0.0503
Noe Khlif,Jen Rogers,-0.0011,0.0481
Izaak Gonzalez,Dillin Parsons,0.0043,0.0505
Louis Theriault,Graham Taylor,0.0013,0.049
Jason Mok,Mark Growcott,-0.0021,0.0514
Manfred Jeske,Dylan Payne,0.0028,0.0512
Hunter Johnson,Emilia Schmidt,0.0105,0.0484
Sebastian Gutierrez,Marie Lutz,-0.0073,0.049
Eric Fritzges,Bailee Jackson,0.0008,0.0509
Daniel Smith,Eric Fritzges,-0.0011,0.0464
Christine Maddox,Michael Loyd,-0.0017,0.0458
Andrey Belyanin,Matt Ngo,-0.0035,0.0469
Chase Faggard,Easton Horricks,-0.0017,0.0506
Shea Donahue,Daniel Howard,-0.0053,0.0486
Aleck Blair,Brian Kerr,-0.001,0.0498
Andrew Clemen,Taylor Clemen,-0.0028,0.0453
Natalie Hur,Tim Kuo,-0.0009,0.0505
Etta Tuionetoa,Ben Johns,-0.009,0.0478
Meghan Dizon,Roscoe Bellamy,-0.012,0.0479
Jamie Haas,Patrick Smith,0.0115,0.0529
Parris Todd,Zane Navratil,-0.0,0.0458
Lauren Stratman,Etienne Blaszkewycz,-0.0043,0.0509
Regina Goldberg,Collin Johns,0.0025,0.0488
Pablo Tellez,Jessie Irvine,-0.0049,0.0477
Callan Dawson,Kaitlyn Christian,0.002,0.0454
CJ Klinger,Alex Walker,-0.0038,0.0508
Ewa Radzikowska,Donald Young,0.0077,0.0497
Julian Arnold,Maggie Brascia,0.0214,0.0468
Pierina Imparato,Wesley Burrows,0.0014,0.047
Martina Frantova,Todd Fought,0.0163,0.0491
Andrea Koop,Jack Munro,0.0063,0.0479
Yates Johnson,Alix Truong,-0.009,0.0498
Lingwei Kong,Chuck Taylor,-0.0046,0.0498
Eugenia Carolina Lopez Ascarate,Spencer Smith,0.0013,0.0513
Cassidy Hoag,John Cincola,-0.0022,0.0499
Christian Alshon,Tyler Loong,0.0009,0.0465
Alex Bowers,Danna Funaro,-0.0061,0.0513
Beth Kaufman,Bailee Jackson,0.0056,0.0494
Rafa Hewett,Will Howells,-0.002,0.0477
Thomas Wilson,Dekel Bar,-0.007,0.05
Cason Campbell,Bryan Hammond,-0.0059,0.0504
Eric Roddy,Casey Diamond,0.0167,0.0486
Todd Fought,Spencer Smith,-0.0121,0.0504
Dylan Frazier,Yates Johnson,0.0023,0.0476
Patrick Kawka,Pesa Teoni,-0.0072,0.0497
Samantha Parker,Emilia Schmidt,0.0075,0.0476
Sarah Lister,Rachel Janssen,-0.0044,0.0509
Madeline Schulte,Camila Zilveti,0.0054,0.0489
Vivienne David,Jackie Kawamoto,0.0078,0.0488
Roscoe Bellamy,John Cincola,0.0031,0.0544
Sarvinoz Saidhujaeva,Taylor Clemen,-0.0026,0.0493
Caitlin Meendsen,Tiffany Landgraf,-0.0066,0.0471
Layne Sleeth,Jessica Mason,-0.0036,0.0488
Asia Rose,Kaysie Smashey,-0.0041,0.0523
Rianna Valdes,Tamaryn Emmrich,-0.0016,0.0497
Allison Phillips,Ilvana Trujillo,0.0017,0.0499
Ernesto Russo,Evgeniy Kim,-0.0038,0.0499
Lea Jansen,Tina Pisnik,0.0209,0.0484
Lauren Wong,Alex Chan,0.0015,0.0505
Regina Goldberg,Christine Trifunovic,-0.0051,0.0493
Jessie Irvine,Lacy Schneemann,0.003,0.0481
Erik Pailet,Wyatt Stone,0.0034,0.0487
Tavon Morrow,Jason Lui,0.0041,0.0519
Ethan Violette,Luke Wasson,-0.0057,0.0497
Noe Khlif,Justin Hunter,-0.0031,0.0473
Nick Black,Derek Shearer,0.0049,0.0495
Alex Gee,Hao Nguyen,-0.0024,0.0459
Tam Trinh,Brandon French,0.0067,0.0509
Ella Yeh,Abbigal Hatton,-0.0048,0.0496
Matthew Mead,Farzin Amiri,-0.0035,0.0461
Ewa Radzikowska,Eugenia Carolina Lopez Ascarate,0.0066,0.0507
Tatiana Ruhl,Rachel Rettger,-0.0051,0.0496
Hilary Toole,Elizabeth Skufca,-0.0045,0.0521
Ryan Fu,Donald Young,-0.0042,0.0483
Desiree Perez Gonzalez,Kasia Carr,0.0002,0.0467
Jonny Pickleball Andrews,Elliot Markowitz,0.0032,0.0499
Astrid Torres,Daniela Raygadas,-0.0028,0.0497
Layne Sleeth,Casey Diamond,0.0018,0.047
Zach Gonnering,Preston Bies,-0.0038,0.0464
Dana Raugust,Yuta Funemizu,0.0058,0.0531
Michael Fahey,Stella Li,0.0011,0.0506
Michael Fahey,Taylor Wassell Jr.,0.0022,0.0493
Averry Chew,Andre Feliz,0.0144,0.0524
Tavon Morrow,Natalie Blue,0.0034,0.0505
Bryanna Ojeda,Preston Bies,0.001,0.0471
Michael Connors,Jonathan Borashan,0.0019,0.0494
Byron Lee,Steven Ma,-0.0076,0.0497
Nicole Eugenio,Daniel McAuley,-0.0007,0.0524
Scott Berke,Luke Ness,-0.0147,0.0476
Jake Presser,Chiron Burl,-0.0013,0.0498
Thatcher Schwendiman,Elizabeth Boydston,-0.0027,0.049
Ivy Tschetter,Mitchell Hargreaves,0.0051,0.0506
Cobe Williams,Hannah Doolin,-0.0009,0.0452
Beau Kojima,Kevin Dayan,0.0025,0.052
Roman Estareja,Tia Elpusan,0.0064,0.0507
Jessica Mason,Luke Ness,0.02,0.0485
Desmond Papariello,Mark Weidmann,-0.0047,0.048
Brad Weston,Nolan Smyth,0.0034,0.0517
Maddox Castellanos,Blake Potter,0.0001,0.0487
Yuta Funemizu,Max Tavepholjalern,0.0044,0.0489
Walter Lau,Chase Ora,0.0012,0.0478
Claudio Quinones Garcia,Dionne Lim,-0.0075,0.0482
Manoj K,Nalitha Danwatte L,-0.002,0.048
Tama Shimabukuro,David Creswell,0.0038,0.0506
Christopher Dalton,Joseph Rotheram,-0.0002,0.0515
Shelley Wong,Matthew Mead,0.0004,0.0491
Cade Pierson,Drake Palm,-0.0014,0.0489
Joy Leising,Clayton Powell,0.0037,0.0455
Domenika Turkovic,Chiron Burl,-0.0049,0.0498
Kailas Shekar,Cori Elliott,-0.0037,0.0462
Riley Hanks,Joshua Reason,-0.0023,0.0514
Malia K Lum,Kevin Dayan,0.0052,0.0491
Roscoe Bellamy,Emily Cederquist,0.0098,0.0482
Cobe Williams,Kelly Kraushaar,0.0023,0.0507
Danica Wolf,Rob Hutchins,0.001,0.0486
Nick Black,Dayna La Belle,-0.0024,0.0505
Kevin Stanley,Alex Iannotti,0.0004,0.0511
Kevin Pham,Farzin Amiri,-0.0067,0.0503
Daniel Byun,Sabrina Guillebeaux,-0.0107,0.0476
John Paul Fruttero,Ruben A Gonzales Jr,-0.0031,0.0496
Artem Strokan,Pramod Dabir,-0.0025,0.049
Kristin Vogel,Caden Nemoff,-0.0039,0.0495
Christie Newcomb,Derek Shearer,0.0005,0.0501
Paul Ghazi,Nick Mashour,-0.0029,0.0491
Jae-Jae Segal,Zak Parks,-0.0027,0.0503
Christine Maddox,Steven Long,-0.0076,0.0492
Spencer Zibas,Jack Sahid,-0.0008,0.0502
Matthew Marceau,Benjamin Grant,0.0009,0.0492
Chase Womack,Brian Kerr,0.0122,0.0506
Jamie Haas,Kento Tamaki,-0.007,0.0495
Sammy Melin,Rio Newcombe,-0.0,0.051
Sharon Lee,Warren Tamanaha,-0.0017,0.0499
Kelson Lau,Joseph Baldwin,-0.002,0.045
Lucas Guidroz,Anders Jansson,0.0045,0.0518
Gregory Messina,Jude Morales,-0.0042,0.0484
Sergey Afanasenka,Rob Hutchins,0.0011,0.0458
Quan Do,Edberg Espinoza,-0.0011,0.0465
Collin Johns,Tina Pisnik,-0.0091,0.0456
