p1_name,p2_name,chem_logit_mean,chem_logit_sd
Mohaned Alhouni,Chao Yi Wang,-0.0063,0.0504
Craig Johnson,Lauren Stratman,-0.0074,0.0477
Callan Dawson,Leah Tauber,0.0068,0.0506
Helena Jansen,Daniel Jensen,-0.0078,0.0476
AJ Koller,Marcela Aguila Ampon,-0.0064,0.0493
Rafa Hewett,Layne Sleeth,-0.0011,0.0536
Bobbi Oshiro,John Cincola,-0.0048,0.0509
Marshall Brown,Monica Paolicelli,-0.0006,0.0497
Jessie Irvine,Hayden Patriquin,-0.0074,0.047
Ivan Jakovljevic,Sarah Ansboury,0.0092,0.0496
Angie Walker,Jaume Martinez Vich,-0.0048,0.05
Yates Johnson,Vivienne David,0.005,0.0496
Eric Roddy,Samantha Parker,-0.0019,0.0487
Michael Loyd,Alex Walker,-0.0098,0.0484
Cade Pierson,Michelle Murphy,0.0009,0.0498
Aiko Yoshitomi,Dionne Lim,-0.0024,0.0478
Sofia Sewing,Ava Ignatowich,-0.0032,0.0468
Brie Aldridge,Danna Funaro,0.0007,0.0444
Nicole Eugenio,Martina Frantova,-0.0042,0.0492
Zoey Weil,Sarah Williams,0.0033,0.051
Rafa Hewett,Julian Arnold,-0.0097,0.0502
Ryan Fu,Gregory Dow,0.0058,0.0442
Regina Goldberg,Carolina Mayorga-Perry,-0.0079,0.0488
Rachael James,Monica Paolicelli,0.007,0.0551
Callan Dawson,Pablo Tellez,0.014,0.0515
AJ Koller,Brandon French,0.0074,0.048
Callie Smith,Allyce Jones,-0.0005,0.0449
Noe Khlif,Ivan Jakovljevic,-0.0058,0.0478
Jade Kawamoto,Lacy Schneemann,0.0068,0.0456
Federico Staksrud,Gabriel Tardio,0.0348,0.0487
Christian Alshon,Hayden Patriquin,-0.0075,0.0466
Genie Erokhina,Trang Huynh,0.0106,0.0475
Rachel Janssen,Kendall Warren,-0.0033,0.0516
Jennifer Reifschneider,Jennifer Corley,-0.0004,0.0538
Daria Walczak,Lauren Stratman,0.0015,0.047
Todd Fought,CJ Klinger,-0.0082,0.0515
Alex Bowers,Allie Davis,0.0095,0.051
V. Mary Rivas,Susie Epp,0.0017,0.0479
Adrienne Kutz,Casey Parnell,-0.0018,0.0485
Jessica Mason,Kara Andrews,-0.012,0.0499
Hannah Blatt,Lingwei Kong,0.008,0.0492
Sarah Ansboury,Olivia McMillan,-0.0089,0.05
Augustus Ge,Darrian Young,-0.0172,0.0512
Tamaryn Emmrich,Kaitlyn Christian,-0.0112,0.0464
Eugenia Carolina Lopez Ascarate,Pierina Imparato,0.0026,0.0492
Audrey Adele Brown,Helena Jansen,0.0005,0.0474
Mohaned Alhouni,Spencer Smith,-0.0086,0.0479
Kate Fahey,Allison Phillips,0.0042,0.0499
Andrea Koop,Jessie Irvine,0.0104,0.0512
Tyra Hurricane Black,Vivian Glozman,-0.0049,0.0496
Olivia Phillips,Jocelyn Feirer,-0.0035,0.0517
Lauralei Singsank,David Bieger,0.015,0.0542
Zandrix Acob,Wade Bryant,0.0005,0.0533
Sydney Donkena,Amrik Donkena,0.0086,0.0471
Henry Boyle,Mehvish Safdar,0.0062,0.0529
Jade Rau,Ethan Miller,-0.0042,0.0496
Joseph Roeder,Nicole Lange Beidacki,-0.0005,0.0516
Jack Foster,Andre Mick,0.0023,0.0487
Henry Boyle,Anouar Braham,-0.0009,0.0501
Jonathan Truong,David Bieger,-0.0025,0.0487
Grayson Goldin,Roman Estareja,-0.0066,0.0494
Ross Whittaker,Salome Devidze,-0.0081,0.0525
Robert Laidlaw,Shannon Pretorius,-0.0038,0.0476
Connor Mogle,Leah Tauber,0.002,0.0532
Kentaro Hamaguchi,Jose Roberto Velasco,0.004,0.0497
Brandon Contratto,Jayce Landheer,0.0016,0.05
Ashton Cottrell,Adam Yeager,0.0001,0.0476
Madalina Grigoriu,Anouar Braham,0.0017,0.0499
Brandon Contratto,Stevie Petropouleas,-0.006,0.0491
Len Yang,Abigail Okelley,-0.0038,0.0459
Jimmy Terzian,Michael Asplund,-0.007,0.0485
Merritt Wilburn,Mickulas Ray,0.0005,0.0482
Amanda Studnicki,Jonathan Truong,-0.0028,0.0494
Kate Fahey,Yates Johnson,0.0039,0.0492
Mark Fletcher,Wesley Fletcher,-0.0022,0.0468
Court Zalinski,Joshua Giannelli,-0.0036,0.0509
Amanda Hendry,Andre Mick,0.0053,0.0462
Peter Klingsheim,Ryan Berg,0.0001,0.0461
Tucker Segars,Hannah Okelley,0.0018,0.0491
Zoey Weil,Evgeniy Kim,-0.0031,0.0503
Ting Chieh Wei,Andrew Wang,0.0044,0.0497
Casey Diamond,CJ Klinger,0.0015,0.0479
Tucker Segars,Chase Mason,-0.0035,0.0462
Naveen Beasley,Dustin Boyer,0.0019,0.0505
Luke Cartenuto,Chase Ruff,-0.0028,0.0511
Kenneth Suarez,Andi Godwin,-0.0012,0.0476
Adrian Garza,Yuta Funemizu,0.0,0.0515
Joey Campagna,Wynn Johnson,-0.0,0.0517
Neil Mediratta,Hailee Haymore,-0.0007,0.0514
Jordan Chrysostom,Selim Ben Ali,-0.0009,0.0508
Jarryd Woog,Ashley Hewitt,0.0007,0.0512
Max Freeman,Sofia Sewing,-0.0051,0.0507
Chandra Kusuma,Oliver Wei,-0.0002,0.0477
Valerie R Simon,Mickulas Ray,-0.0071,0.047
Noe Khlif,Regina Goldberg,-0.0004,0.0494
Sarah Hua,Miguel Alda,0.0066,0.0502
Ryan Sherry,Komal Safdar,0.0067,0.0516
Christian Roehmer,Zack Bosshard,-0.0015,0.0525
Yaamunan Venkatesan,Miguel Alda,-0.0006,0.0512
Arnab Baruah,Alex Lawhun,-0.001,0.051
David McNally,Andrew Wang,0.0009,0.0525
Timothy Cass,Oliver Wei,0.002,0.0485
Colten Ponder,Brookes Jones,-0.0026,0.0509
Carolina Correia,Kyle Welch,-0.0032,0.0499
Waymon Peet,Justin Lui,0.0017,0.05
Kentaro Hamaguchi,Giorgia Vitale,0.0033,0.0453
Cade Lindgren,Johnny Dong,-0.0052,0.0462
TY Butson,Antonio Cummings,-0.0001,0.0495
George Bulger,Ethan Paik,-0.0034,0.0478
Zachary McDivitt,Evan Gan,-0.0043,0.05
Corbin McAvinew,Avery Rogers,-0.0034,0.05
Ahmad El-Zarif,Gianna Southwick,0.0026,0.0517
Alia Brown,Yaamunan Venkatesan,-0.0005,0.0496
Jackie Kawamoto,Jaume Martinez Vich,0.0166,0.0456
Quang Duong,Alix Truong,0.0011,0.0509
Samantha Parker,Wesley Burrows,-0.0066,0.0495
Christian Alshon,Anna Bright,-0.0155,0.051
Jay Devilliers,Judit Castillo,-0.0032,0.05
Angie Walker,CJ Klinger,0.0092,0.0448
Gabriel Tardio,Tyra Hurricane Black,-0.0068,0.0488
Andrei Daescu,Catherine Parenteau,-0.0046,0.0517
Martina Frantova,Michael Loyd,-0.009,0.05
Chao Yi Wang,Pablo Tellez,0.011,0.0476
Chuck Taylor,Olivia McMillan,-0.0101,0.0513
Hunter Johnson,Lacy Schneemann,-0.0057,0.0465
Pierina Imparato,Pesa Teoni,-0.0003,0.0454
Camila Zilveti,Brandon French,-0.002,0.0478
John Cincola,Marcela Aguila Ampon,0.0005,0.0504
Roscoe Bellamy,Rachel Rettger,-0.0007,0.0455
Dekel Bar,Hayden Patriquin,0.0012,0.0491
Andrei Daescu,James Ignatowich,-0.0028,0.0477
Jorja Johnson,Vivian Glozman,0.0291,0.048
Jessica Haywood,Hailee Haymore,0.013,0.05
Chandra Kusuma,Helena Jansen,-0.0009,0.0508
Spencer Smith,Darrian Young,-0.0056,0.0465
Jessie Irvine,Tyra Hurricane Black,0.0051,0.0495
Cassidy Hoag,Sarah Hua,-0.0005,0.0487
Lauren Stratman,Milan Rane,-0.0069,0.0489
Noe Khlif,Tyler Loong,0.0068,0.0501
Hunter Johnson,Roscoe Bellamy,-0.011,0.0476
Todd Fought,Michael Loyd,0.0326,0.0481
Eric Roddy,Ivan Jakovljevic,-0.0007,0.0514
Sydney Donkena,Zoey Weil,0.0036,0.0501
Quang Duong,Christian Alshon,0.0136,0.0468
Regina Goldberg,Sarah Ansboury,0.0055,0.0449
Simone Jardim,Allyce Jones,0.0069,0.0497
Madeline Schulte,Hannah Blatt,0.001,0.0478
Jay Devilliers,Pablo Tellez,0.0059,0.0457
Cason Campbell,Jonny Pickleball Andrews,0.0011,0.0487
Chuck Taylor,Steve Deakin,0.0046,0.0497
Ting Chieh Wei,Amanda Studnicki,-0.0077,0.0498
Alia Brown,Emilia Schmidt,-0.006,0.0473
Alix Truong,Jackie Kawamoto,-0.0098,0.0506
Jamie Haas,Olivia McMillan,-0.0085,0.0533
Caitlin Klaassen,Jessica Mason,-0.0072,0.0477
Julian Arnold,Brandon French,-0.002,0.0482
Sophia Dorsey,Gianna Southwick,0.0013,0.0494
Giorgia Vitale,Anri Ferris,0.0135,0.05
Jade Rau,Jayda Maldonado,-0.0096,0.0508
Lingwei Kong,Bobbi Oshiro,-0.0002,0.0487
Leah Tauber,Marcela Aguila Ampon,0.006,0.0475
Madalina Grigoriu,Cailyn Campbell,0.002,0.0503
Nicole Eugenio,Genie Erokhina,-0.0018,0.05
Lauralei Singsank,Fiorella Bozzetto,-0.0012,0.0491
Shannon Pretorius,Nicole Lange Beidacki,-0.0,0.0508
Kate Fahey,Amanda Hendry,0.0041,0.0524
Martina Frantova,Samantha Parker,-0.0022,0.0464
Sofia Sewing,Dominique Schaefer,0.0131,0.0514
Jojo Henderson,Hannah Okelley,-0.0019,0.0482
Anabel Pollan Sanchez,Andi Godwin,-0.0036,0.0488
Amber Policare,Valerie R Simon,-0.0095,0.049
Dominique Canale,Shona Kerr,0.0029,0.0528
Ryan Fu,Max Freeman,0.0136,0.0465
George Bulger,Kyle Wong,-0.0017,0.0521
Kailas Shekar,Louie Payetta,0.0071,0.0514
Bryanna Ojeda,Jose Farias,-0.001,0.0467
Ridley Seguso,Jack Seymour,0.0008,0.0488
Jared Eaton,Mitchell Tate,0.0036,0.0484
John Thorn,Braden Jacobson,0.0016,0.0467
Wendy Weston,Miles Hoover,-0.0048,0.0504
Veronika Miroshnichenko,Anthony Skalabrin,0.0006,0.0466
Genie Erokhina,Christopher Haworth,0.0087,0.0503
Aline Morales,Kaihe Allen,0.0001,0.0512
Sam Weinbach,Luke Wasson,0.0111,0.0484
Nick Petterson,Michael Wolf,-0.0078,0.0494
Michael Jenson,Kelly Stewart,0.0004,0.0533
Chloe Igleski,Nick Petterson,0.0038,0.0489
Zach Gonnering,Mary Monson,0.0015,0.0469
Anthony Skalabrin,Andrew Gale,0.0046,0.0501
Zandrix Acob,Diego Lebron Perez,-0.0081,0.0521
Liam Duffin,Averee Beck,-0.0022,0.0502
Edward Perez,Adam Harvey,-0.0239,0.047
Nicole Eugenio,Naveen Beasley,0.0091,0.0499
Bruno Barrueto Deza,Elizabeth Boydston,0.0098,0.0505
Domenika Turkovic,Kevin Dayan,-0.0018,0.0545
Erik Pailet,Nick Black,0.0086,0.0482
Corbin Devlin,Miles Hoover,-0.0011,0.0451
Cody Sivan,Kenta Miyoshi,0.0034,0.0478
Dylan Kato,Jaxon Madsen,-0.0025,0.0521
Joshua Reason,Juan Benitez,-0.0004,0.0481
Adrienne Kutz,Joshua Reason,-0.0049,0.0517
Jared Puamau,Mele Toli,0.0008,0.0496
Jordan Tilley,Troy Osborn,-0.0002,0.0504
Andi Godwin,Juan Benitez,0.0121,0.0488
Billy Buchhauser,Simone Leonard,-0.0069,0.049
Tanner Burningham,Matt Cragun,-0.0018,0.0482
Edward Perez,Helena Jansen,0.0215,0.0482
Lucas Coutinho,Marianna Petrei,0.0032,0.05
Matt Arnell,Travis Thompsen,0.0011,0.0485
Keaton Cullimore,Quentin Wilson,-0.0,0.0489
Cade Pierson,Tanner Tomassi,0.0013,0.0485
Natalie Hur,Jose Martinez,0.0009,0.0513
David Litvinov,Madalina Grigoriu,0.0074,0.0466
Jace Howard,Clayton Boydston,-0.0024,0.0492
David Litvinov,Mikus Losbergs,-0.0025,0.0459
Benson Parry,Zach Gonnering,0.0121,0.0486
Lizzie McFarland,Luke Anderson,-0.0036,0.0488
Marshall Brown,Kyle Koszuta,-0.0042,0.0492
James Delgado,Rio Newcombe,0.0024,0.0488
Kevin Caulfield,Zak Parks,-0.0075,0.0511
Jackson Ayotte,Yuta Funemizu,-0.001,0.0502
Jonathan Truong,Tanner Tomassi,0.0004,0.0468
Andre Mercado,Nick Werner,0.0007,0.0496
James Kaoma,Mulima Mulenga,-0.0051,0.051
Tavon Morrow,Miguel Alda,0.001,0.0512
Kate Fahey,Anderson Scarpa,0.0023,0.0479
Andre Mercado,Jalina Ingram,-0.0128,0.0479
Lucas Coutinho,Billy Buchhauser,0.0014,0.0512
David Hall,Ethan Violette,0.0045,0.0483
Mark Potes,Sunny Krittayaweth,-0.0057,0.0495
Gerald Ferrer,Frazier Springfield,0.0057,0.0486
Cassidy Hoag,Zak Parks,-0.0181,0.0502
Ryne Fertitta,Andrew Caldarella,0.0031,0.0528
Dalia Garza,Miguel Salgado,0.0013,0.0506
Edward Gardner,Alexander Qi,-0.0031,0.0511
Aaron Borno,Navjeet Jammu,-0.0009,0.0512
Keith Read,Gabriel Andersen,-0.0016,0.0517
Thatcher Schwendiman,Dodo Kong,-0.0081,0.0489
Robert Laidlaw,Sarah Williams,-0.0037,0.0487
Len Yang,Kristen Walsh,-0.0006,0.0497
Gavin Fowler,Olivia Phillips,0.0019,0.0492
Liam Duffin,Justin Fullmer,-0.0003,0.0498
Savanna Ticknor,Sam Angelo,-0.0034,0.0498
Cody Sivan,Hannah Fife,-0.001,0.051
Lauren Mercado,Ryan Finley,-0.001,0.048
Michael Jenson,Ben Whitesides,0.0008,0.0488
Noe Khlif,Allison Phillips,0.0166,0.0515
Angie Walker,Casey Diamond,-0.0073,0.0453
Layne Sleeth,Ivan Jakovljevic,0.0018,0.0474
Travis Rettenmaier,Alex Walker,-0.0055,0.05
Pablo Tellez,Mari Humberg,0.0067,0.0469
Jack Sock,Jackie Kawamoto,-0.0207,0.0484
Wesley Burrows,Olivia McMillan,0.032,0.0493
Collin Johns,Allyce Jones,-0.0115,0.0495
Riley Newman,Callie Smith,-0.0056,0.0488
Etta Tuionetoa,Augustus Ge,0.0131,0.0507
Darrian Young,Judit Castillo,-0.0133,0.0507
Steve Deakin,Casey Rodgers,0.0021,0.05
Mohaned Alhouni,Ewa Radzikowska,-0.0072,0.0521
Veronika Miroshnichenko,Mary Monson,-0.0002,0.0505
Lingwei Kong,Genie Erokhina,0.0192,0.0464
Brianna Kemp,Lauren Mercado,0.0039,0.0504
Kate Fahey,Alix Truong,0.0055,0.0497
Chloe Igleski,Marianna Petrei,0.0067,0.048
Collin Johns,Dekel Bar,-0.0036,0.0503
Bryanna Ojeda,Aline Morales,0.0016,0.0464
Federico Staksrud,Augustus Ge,0.0033,0.0509
Riley Newman,Brandon French,0.0013,0.0478
Ewa Radzikowska,Christa Gecheva,-0.0009,0.0446
Noe Khlif,John Cincola,-0.0035,0.053
Elizabeth Boydston,Kelly Stewart,-0.0015,0.0475
Chuck Taylor,Jose Farias,0.0004,0.0531
Averee Beck,Dodo Kong,0.0006,0.0491
Mele Toli,Brooke Bromley,-0.0038,0.0508
Madalina Grigoriu,Cade Pierson,-0.0001,0.0497
Callan Dawson,Kento Tamaki,-0.0047,0.049
Nicole Kalhorn,Simone Leonard,0.0139,0.0477
Aiko Yoshitomi,Casey Rodgers,-0.0002,0.0471
Caitlin Klaassen,Domenika Turkovic,0.0043,0.0509
AJ Koller,Spencer Smith,0.0112,0.0505
Lorna Morris,Maya Morris,-0.0031,0.0475
Natalie Hur,Olivia Phillips,0.0032,0.0505
Mike Anderson,Darrian Young,-0.0048,0.0529
Cassidy Hoag,Rachel Rettger,0.0041,0.0485
Travis Rettenmaier,Wyatt Stone,-0.0054,0.0498
Brie Aldridge,Charlotte Wasson,0.0,0.049
Lexi Jensen,Sarah Williams,-0.0033,0.0493
Martina Frantova,Liz Truluck,-0.0095,0.0447
Hannah Blatt,Helena Jansen,-0.0022,0.0487
Allison Phillips,Ava Ignatowich,0.0086,0.0477
Nicole Eugenio,Marcela Aguila Ampon,-0.0057,0.049
Rafa Hewett,Hunter Johnson,-0.0076,0.0469
Lizzie McFarland,Hannah Fife,-0.0045,0.05
Kaitlyn Christian,Olivia McMillan,0.001,0.0495
Daniel Jensen,Wesley Burrows,-0.0005,0.0468
Chao Yi Wang,Judit Castillo,-0.0043,0.0494
Brenna Murray,Clayton Boydston,-0.0058,0.0489
Madison Wold,Logan Rosenbach,-0.0023,0.0513
Bryanna Ojeda,Chase Ora,-0.0021,0.0495
Jake Presser,Chelsea Purcell,-0.0033,0.047
Lauren Wong,Marshall Brown,0.014,0.0494
Kevin Dayan,Michelle Murphy,-0.0006,0.0503
Pally Ray,Ivana King,0.0062,0.0499
Charles Case,Dodo Kong,0.0013,0.0495
Thatcher Schwendiman,Ella Boydston,0.003,0.0467
Jorge Quintero,Allie Kostyniuk,0.0017,0.0479
Ryan Finley,Molly Knox,-0.0009,0.0495
Julia Ronney,Kyle McMakin,-0.0044,0.0502
Jessica Mason,Bryce Larson,0.0015,0.0514
Averry Chew,Yaamunan Venkatesan,-0.0046,0.0518
Reyna Ash,Andre Millet,-0.0018,0.0491
Liam Duffin,Brittny Rogers,0.0006,0.0498
Caden Nemoff,Trang Huynh,-0.006,0.0521
Darcy Shore,Scott Berke,-0.0029,0.0473
Brandon French,Spencer Smith,0.003,0.0493
Liam Duffin,Logan Rosenbach,0.0027,0.0516
Kyle Bachman,TY Parrish,0.0005,0.048
Andre Millet,Adrian Garza,-0.0003,0.0485
Dean Loock,Rob Hutchins,-0.0011,0.0487
Blaine Hovenier,Layne Sleeth,-0.0028,0.0445
Jack Sock,Kate Fahey,0.0052,0.0506
Kento Tamaki,Marcela Aguila Ampon,0.0024,0.0529
Eric Roddy,Rachel Rettger,0.0049,0.0485
Allison Phillips,Michael Loyd,-0.0105,0.0496
Genie Erokhina,Roscoe Bellamy,-0.0065,0.0505
Eric Cepress,Matthew Fisher,0.0022,0.0452
Stephen Madonia,Brandon Anandan,-0.0044,0.0492
Gabriel Jimenez,Raymond Velarde,-0.0028,0.0491
Maggie Brascia,Tyson McGuffin,0.0105,0.0512
Andre Mercado,Pally Ray,0.0004,0.0487
Julian Arnold,Judit Castillo,-0.0031,0.0475
Hannah Blatt,John Cincola,-0.0003,0.0506
Jackson Ayotte,Ryan Finley,-0.0117,0.0484
Scott Berke,David Sigler,0.0106,0.0474
David Hall,Thatcher Schwendiman,0.005,0.0484
Rob Cassidy,Marshall Brown,0.007,0.0493
Kento Tamaki,Wesley Burrows,-0.0009,0.048
Bruno Barrueto Deza,Iker Tomas,0.0067,0.0474
Daniel Traxler,John Thorn,0.0092,0.0521
Evgeniy Kim,Miguel Alda,-0.0031,0.0473
Jordan Bridge,Jonas Corona,-0.0018,0.0469
Mohaned Alhouni,Kaitlyn Christian,-0.0061,0.0478
Michael Fahey,Chase Ora,0.0031,0.0498
Jorge Quintero,Yaamunan Venkatesan,0.0024,0.0488
Tama Shimabukuro,Yoshinori Tamukai,-0.0047,0.0514
Clemens Graute,Luc Pham,-0.0004,0.0506
Quang Duong,Lauren Stratman,-0.0054,0.0488
Christine Trifunovic,Craig Johnson,-0.0058,0.0506
Martina Frantova,Augustus Ge,-0.0007,0.0508
Daniel Jensen,Alex Walker,0.0037,0.0524
Ryan Eveloff,Grant Bond,0.0058,0.0498
Daniel McAuley,Anders Jansson,0.0041,0.0458
Kenta Miyoshi,Sebastian Herrera,-0.008,0.0514
Aiko Yoshitomi,Ivana King,-0.0078,0.0487
AJ Koller,Pierina Imparato,-0.0088,0.0506
Yates Johnson,Genie Bouchard,0.0119,0.0504
Sam Szymanski,Matt Haugdahl,-0.0044,0.0468
Noe Khlif,Milan Rane,0.0024,0.0465
Matthew Schiller,Tom Murphy,-0.0008,0.0508
Trevor Machek,Justin Fullmer,-0.0097,0.0517
Noe Khlif,Yates Johnson,0.0064,0.0498
Lauren Mercado,Pesa Teoni,-0.001,0.0459
Desmond Papariello,Hunter Morris,0.0001,0.0504
Caden Nemoff,Sam Angelo,0.0073,0.0488
Zane Navratil,Lacy Schneemann,-0.0091,0.0503
Malia K Lum,Wyatt Stone,0.0025,0.0496
Tyler Loong,Salome Devidze,-0.0015,0.0494
Regina Goldberg,Todd Fought,-0.0019,0.0486
Angie Walker,Patrick Kawka,-0.0053,0.0524
Riley Newman,Christian Alshon,-0.0005,0.0485
Gabriel Joseph,Alex Neumann,-0.0032,0.052
James Ignatowich,Vivian Glozman,-0.0171,0.0494
Regina Goldberg,Milan Rane,-0.0061,0.0479
Martina Frantova,Lina Padegimaite,0.0017,0.0498
Madison Wold,Ekaterina Biakina,0.0005,0.0505
Riley Newman,Catherine Parenteau,0.0117,0.0475
Todd Fought,Patrick Kawka,-0.0055,0.0481
Daniel Jensen,Rio Newcombe,0.0074,0.0475
Rachel Rohrabacher,Jorja Johnson,-0.0149,0.0472
Averry Chew,Chelsea Purcell,-0.0029,0.0471
Zane Navratil,Dekel Bar,0.0292,0.0468
Quang Duong,Wyatt Stone,-0.002,0.0498
Anna Bright,Tina Pisnik,-0.004,0.05
Chloee Butterfield,Brittny Rogers,-0.0015,0.0501
Alix Truong,Judit Castillo,0.0024,0.0489
Kaitlyn Christian,Jessie Irvine,-0.014,0.047
Hannah Blatt,Rachel Rettger,-0.007,0.0471
Bryanna Ojeda,Amber Policare,-0.0029,0.0495
Kate Fahey,Lauren Stratman,-0.0054,0.0494
Lingwei Kong,Dodo Kong,0.004,0.0527
Callan Dawson,Darrian Young,-0.0049,0.0473
Pierina Imparato,Marcela Aguila Ampon,0.0011,0.047
James Ignatowich,Max Freeman,-0.0074,0.0458
Christine Trifunovic,Michelle Murphy,-0.005,0.0475
Kyle Whatnall,Roman Estareja,0.0112,0.0477
Jose Delgado,Matt Carter,0.0015,0.0485
Alex Fairbanks,Jason Taylor,-0.0016,0.051
Taylor Smith,Kaden Hensel,-0.0009,0.0481
Oliver Gray,Andrew Horridge,0.0071,0.051
Ryan Morris,Nicholas Maleganeas,-0.0071,0.0493
Jai Grewal,Daniel Moore,-0.0015,0.0508
Somer Dalla-Bona,Michaela Haet,0.0036,0.0488
Ludovica Sciaky,Talia Saunders,-0.0034,0.0542
Robert Stirling,Sueme Rajpal,-0.0022,0.0506
Josh Nipperess,Adam Daggmarr,-0.0008,0.0499
Emilia Schmidt,Shelby Bates,0.002,0.0497
Gianni Martine,Bee Horsley,-0.0006,0.0486
Armaan Bhatia,Harsh Mehta,0.0003,0.0486
Sange Carter,Coco Lococo,0.0042,0.0515
Sahra Dennehy,Lindsay Baker,-0.0069,0.0514
Wesley Vine,Ben Costin,-0.001,0.05
Alexander Tran,Adam Walters,-0.0014,0.0488
Jane Teoh,Deborah Rossi,-0.0033,0.0495
Yu-Chieh Hsieh,Jasmine Almaguer,0.0004,0.0498
Jessica Hughes,Andie Dikosavljevic,-0.0037,0.0521
Leander Lazaro,Prycen Haas,0.0039,0.0519
Chris Baum,Ryan Henry,-0.0,0.0497
Danni-Elle Townsend,Pei Chuan Kao,-0.0003,0.0493
Jamie Haas,Michelle Esquivel,0.008,0.0525
Venise Chan,Sophie Idzikowski,-0.0067,0.0486
Chris Turvey,Hugh Pfitzner,-0.0013,0.0498
Xiao Yi Wang-Beckvall,Selina Turulja,-0.0008,0.0499
Ting Chieh Wei,Liz Truluck,0.0047,0.0469
Jericho Grollman,Matthew Chou,0.0008,0.048
Conor Robertshawe,Thanh Huynh,0.0035,0.0505
Lucas Pascoe,Vishal Masand,0.0058,0.0471
Valerio De Genua,Guillermo Jacquet,-0.005,0.0507
Shannon Burr,Kane Townsend,0.0003,0.0521
Roos Van Reek,Kaitlynn Hart,0.0135,0.0478
Yung-Hsin Tseng,Jou Yu Ko,0.0044,0.051
Brendan Lee,Zen Yoshida,-0.0026,0.0496
Mitchell Hargreaves,Zachary Grabovic,-0.0058,0.0515
Simon Pilt,David Richardson,0.0004,0.0485
Daniel Kouznetsov,Matthew Kouznetsov,-0.001,0.047
Sarah Jane Lim,Sarah Burr,0.0012,0.0506
Leona Huynh,Nicola Schoeman,-0.0027,0.0501
Julian Arnold,Blaine Hovenier,0.0088,0.0481
Gianni Martine,Chris Turvey,0.0038,0.0492
Nicholas Maleganeas,Brooke Mundey,-0.001,0.0502
George Wall,Joseph Wild,0.0022,0.0456
Jai Grewal,Roos Van Reek,-0.0087,0.0487
Sahra Dennehy,Andrew Horridge,-0.003,0.0477
Danni-Elle Townsend,Joseph Wild,0.0048,0.0478
Sarah Jane Lim,Leander Lazaro,0.0069,0.0502
Wesley Vine,Talia Saunders,-0.0009,0.0492
Yuvraj Ruia,Kyle Yates,0.0037,0.0501
Mimi Ghisellini,Matthew Kouznetsov,-0.0036,0.0472
Jose Delgado,Nay Pinkerton,-0.0015,0.0479
Emilia Schmidt,Mitchell Hargreaves,0.0036,0.048
Deborah Rossi,Hugh Pfitzner,0.0037,0.0504
Yu-Chieh Hsieh,Jason Taylor,0.0051,0.0439
Ryan Henry,Michaela Haet,0.0064,0.0503
Jericho Grollman,Madison Grollman,-0.0044,0.0477
Kyle Yates,Shelby Bates,-0.0075,0.0499
Chris Baum,Yung-Hsin Tseng,0.0006,0.0461
Kyle Whatnall,Ludovica Sciaky,-0.0022,0.05
Zachary Grabovic,Selina Turulja,0.0003,0.0518
Oliver Gray,Jasmine Almaguer,0.0008,0.0499
Michelle Esquivel,Prycen Haas,0.0023,0.0494
Roman Estareja,Sarah Burr,0.0071,0.0487
Coco Lococo,Matt Carter,-0.0034,0.0495
George Wall,Somer Dalla-Bona,-0.0065,0.054
Jessica Hughes,Simon Pilt,0.0031,0.0491
Ting Chieh Wei,Harsh Mehta,-0.004,0.0491
David Richardson,Nicola Schoeman,-0.0027,0.0475
Lucas Pascoe,Kaitlynn Hart,0.002,0.0494
Daniel Kouznetsov,Bee Horsley,-0.0011,0.0487
Thanh Huynh,Leona Huynh,0.0004,0.0503
Josh Nipperess,Ashlee Graham,-0.0088,0.0498
Alex Fairbanks,Sophie Idzikowski,0.0069,0.0509
Jou Yu Ko,Daniel Moore,-0.0008,0.0485
Rahul Datta,John Lucian Goins,-0.0031,0.052
Chase Parker,Logan Thompson,-0.0011,0.0456
Emily Gaskins,Davis Daniel Carvalho,-0.0062,0.0486
Kamden Bradstreet,Mya Bui,-0.0064,0.0494
Selim Ben Ali,Brett Clayton,0.0061,0.0491
Zandrix Acob,Chase Blocker,0.0095,0.0506
Alex Guy,Garrett Singletary,0.0055,0.0494
Abigail Okelley,Luke Wasson,0.0023,0.0507
Chris Patrick,Courtney Nguyen,0.0082,0.0482
Zachary McDivitt,Kalee Muller,-0.0031,0.0508
Caitlin Klaassen,Michael Beron,-0.0022,0.0454
Caden Nemoff,Hailee Haymore,0.0035,0.0456
Samantha Greenhut,Tanner Tomassi,0.0028,0.0472
Andre Mercado,Jaeda Minniefield,0.0016,0.0475
Ryan Torresin,Mickulas Ray,-0.0002,0.0492
Pally Ray,Arielle Nealy,0.003,0.049
Zane Ford,Lauren Hidalgo-Smith,-0.0019,0.0509
Tucker Segars,Lewis Halski,-0.0047,0.0473
Gavin Nickerson,Haley Collins,0.0011,0.0499
Jake Anderson,Maebry Jones,0.0028,0.0495
Kevin Caulfield,Justin Slattery,0.0125,0.0477
Gavin Nickerson,Lionel Ortiz,0.0036,0.0499
Jayden Broderick,Jose Farias,0.0035,0.0472
Ammar Wazir,Dustin Boyer,0.0016,0.0515
Jack Holloway,Filipe Parichkov,0.0035,0.0482
Zac Hirschler,Helen To,0.0038,0.0496
Noe Khlif,Bobbi Oshiro,0.0005,0.0473
