game_id,margin,a1,a2,a3,a4,dyad1,dyad2,match_idx,ctx_idx,tour_idx,best_of,game_number,event_name,date,stage
22bbc2e9-136e-4777-8a9a-f086c83491e0:g1,-9,0,1,2,3,0,1,0,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
22bbc2e9-136e-4777-8a9a-f086c83491e0:g2,-5,0,1,2,3,0,1,0,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
46780f54-7fed-4ac7-834f-b2c6fd06ed85:g1,10,4,5,6,7,2,3,1,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
46780f54-7fed-4ac7-834f-b2c6fd06ed85:g2,7,4,5,6,7,2,3,1,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 16
afb8011f-c47b-47ee-8437-e3ff42559109:g1,2,8,9,10,11,4,5,2,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
afb8011f-c47b-47ee-8437-e3ff42559109:g2,-2,8,9,10,11,4,5,2,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
afb8011f-c47b-47ee-8437-e3ff42559109:g3,5,8,9,10,11,4,5,2,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
da354755-7242-4d07-ac2a-5c11fef3d363:g1,8,12,13,14,15,6,7,3,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
da354755-7242-4d07-ac2a-5c11fef3d363:g2,6,12,13,14,15,6,7,3,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-09,Qualifier — Round 32
032c2355-62fc-4c54-80b7-e501fccf24ab:g1,4,16,17,18,19,8,9,4,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
032c2355-62fc-4c54-80b7-e501fccf24ab:g2,-7,16,17,18,19,8,9,4,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
032c2355-62fc-4c54-80b7-e501fccf24ab:g3,-7,16,17,18,19,8,9,4,1,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 64
09f81f71-a13d-4f2a-98d7-bd045a6394f8:g1,8,20,19,21,22,10,11,5,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
09f81f71-a13d-4f2a-98d7-bd045a6394f8:g2,8,20,19,21,22,10,11,5,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
0dd171cd-db3a-4708-a796-974de3f8a2ed:g1,2,23,24,7,25,12,13,6,2,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
0dd171cd-db3a-4708-a796-974de3f8a2ed:g2,2,23,24,7,25,12,13,6,2,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
11bd11f3-78dd-4d0e-8b96-ca342b4f88fd:g1,-10,26,27,28,29,14,15,7,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
11bd11f3-78dd-4d0e-8b96-ca342b4f88fd:g2,-10,26,27,28,29,14,15,7,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
1f931797-1752-49e0-846e-63823f9b085b:g1,-6,30,31,32,33,16,17,8,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
1f931797-1752-49e0-846e-63823f9b085b:g2,-7,30,31,32,33,16,17,8,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
2a25472f-cd3c-4ac6-8ea8-51d67d60b2c1:g1,-2,34,35,36,37,18,19,9,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
2a25472f-cd3c-4ac6-8ea8-51d67d60b2c1:g2,6,34,35,36,37,18,19,9,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
2a25472f-cd3c-4ac6-8ea8-51d67d60b2c1:g3,-3,34,35,36,37,18,19,9,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 128
53ebb8c5-6b53-4027-84c7-6bbe496511ba:g1,-7,8,13,38,15,20,21,10,2,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
53ebb8c5-6b53-4027-84c7-6bbe496511ba:g2,-2,8,13,38,15,20,21,10,2,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5b35675e-5771-4a8a-942e-d664fc8c40d1:g1,7,39,40,36,37,22,19,11,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5b35675e-5771-4a8a-942e-d664fc8c40d1:g2,8,39,40,36,37,22,19,11,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5c8287e6-76f5-4362-9868-7c7eab623642:g1,-5,28,29,41,42,15,23,12,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5c8287e6-76f5-4362-9868-7c7eab623642:g2,-2,28,29,41,42,15,23,12,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5d1411e0-cda0-44bc-871e-564663f1fc1d:g1,2,43,44,16,45,24,25,13,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
5d1411e0-cda0-44bc-871e-564663f1fc1d:g2,-2,43,44,16,45,24,25,13,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
5d1411e0-cda0-44bc-871e-564663f1fc1d:g3,-10,43,44,16,45,24,25,13,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 128
5fccfb29-93ca-43e4-955d-6d3284044254:g1,8,46,47,32,33,26,17,14,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
5fccfb29-93ca-43e4-955d-6d3284044254:g2,5,46,47,32,33,26,17,14,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
61d44503-d3fd-40f2-b269-9a38eb973b33:g1,-9,48,49,50,51,27,28,15,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
61d44503-d3fd-40f2-b269-9a38eb973b33:g2,7,48,49,50,51,27,28,15,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
61d44503-d3fd-40f2-b269-9a38eb973b33:g3,2,48,49,50,51,27,28,15,1,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 128
67de2b25-a759-48fe-aa84-5c7b2a6b7edd:g1,7,52,53,54,18,29,30,16,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
67de2b25-a759-48fe-aa84-5c7b2a6b7edd:g2,7,52,53,54,18,29,30,16,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
6972fd60-0c6e-49ec-9b6c-79b393707b49:g1,-6,55,56,39,40,31,22,17,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 32
6972fd60-0c6e-49ec-9b6c-79b393707b49:g2,-9,55,56,39,40,31,22,17,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 32
703546b9-a53f-4f92-99bd-befe62d0b6aa:g1,2,16,45,20,19,25,10,18,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
703546b9-a53f-4f92-99bd-befe62d0b6aa:g2,-3,16,45,20,19,25,10,18,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
703546b9-a53f-4f92-99bd-befe62d0b6aa:g3,-3,16,45,20,19,25,10,18,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 64
789b1364-0d88-46a1-8030-ad191ba8397f:g1,3,57,58,59,60,32,33,19,1,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
789b1364-0d88-46a1-8030-ad191ba8397f:g2,7,57,58,59,60,32,33,19,1,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
7986836a-8309-45ef-bc88-fe0f6debb730:g1,3,61,62,63,64,34,35,20,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 64
7986836a-8309-45ef-bc88-fe0f6debb730:g2,-2,61,62,63,64,34,35,20,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 64
7986836a-8309-45ef-bc88-fe0f6debb730:g3,-5,61,62,63,64,34,35,20,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 64
7fc8024c-f07b-48e9-ba76-50490c4dd4fd:g1,9,63,64,65,66,35,36,21,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
7fc8024c-f07b-48e9-ba76-50490c4dd4fd:g2,9,63,64,65,66,35,36,21,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
80820386-0410-42a8-847f-71afe7dd2514:g1,-2,67,68,69,17,37,38,22,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
80820386-0410-42a8-847f-71afe7dd2514:g2,-2,67,68,69,17,37,38,22,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
81cd8bfd-c261-4139-ac1c-4635f559aea1:g1,-3,41,42,70,71,23,39,23,0,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 128
81cd8bfd-c261-4139-ac1c-4635f559aea1:g2,8,41,42,70,71,23,39,23,0,1,3,2,PPA Tour: Palm Springs CA,2024-01-10,Round 128
81cd8bfd-c261-4139-ac1c-4635f559aea1:g3,3,41,42,70,71,23,39,23,0,1,3,3,PPA Tour: Palm Springs CA,2024-01-10,Round 128
845ce9bc-9fb9-493e-8f4e-af6034d514cd:g1,11,68,72,73,74,40,41,24,2,1,3,1,PPA Tour: Palm Springs CA,2024-01-10,Round 32
