scenario,team1,team2,t1_win_prob,t2_win_prob,exp_margin_t1,mov_if_t1_wins,mov_if_t2_wins,slot_order,slot_genders,slot1_gender,women_matches_top2
S1,Chicago Slice,SoCal Hard Eights,0.5135,0.4865,0.122,4.849,4.868,Elsie Hendershot v Cailyn Campbell | Ting Chieh Wei v Meghan Dizon | John Lucian Goins v Armaan Bhatia | Zane Navratil v Will Mackinnon,WWMM,W,2
S1,Chicago Slice,St. Louis Shock,0.1447,0.8553,-5.375,3.592,6.891,Elsie Hendershot v Kate Fahey | Ting Chieh Wei v Anna Bright | Zane Navratil v Gabriel Tardio | John Lucian Goins v Hayden Patriquin,WWMM,W,2
S1,Chicago Slice,Texas Ranchers,0.2118,0.7882,-4.161,3.818,6.305,Elsie Hendershot v Lea Jansen | Ting Chieh Wei v Kaitlyn Christian | Zane Navratil v Nicolas Acevedo | John Lucian Goins v Eric Oncins,WWMM,W,2
S1,Chicago Slice,Utah Black Diamonds,0.3533,0.6467,-2.096,4.275,5.576,Elsie Hendershot v Victoria Dimuzio | Ting Chieh Wei v Etta Tuionetoa | John Lucian Goins v Connor Garnett | Zane Navratil v Yuta Funemizu,WWMM,W,2
S1,Columbus Sliders,Atlanta Bouncers,0.5009,0.4991,0.003,4.836,4.847,CJ Klinger v Jaume Martinez Vich | Andrei Daescu v Jay Devilliers | Tyra Hurricane Black v Jessie Irvine | Parris Todd v Mari Humberg,MMWW,M,0
S1,Columbus Sliders,Bay Area Breakers,0.7193,0.2807,3.007,5.837,4.245,CJ Klinger v Blaine Hovenier | Parris Todd v Kiora Kunimoto | Andrei Daescu v Len Yang | Tyra Hurricane Black v Ella Yeh,MWMW,M,1
S1,Columbus Sliders,Brooklyn Pickleball Team,0.5626,0.4374,0.546,4.818,4.947,Andrei Daescu v Christopher Haworth | Tyra Hurricane Black v Hannah Blatt | CJ Klinger v Pesa Teoni | Parris Todd v Jackie Kawamoto,MWMW,M,1
S1,Columbus Sliders,California Black Bears,0.5869,0.4131,0.994,5.047,4.764,CJ Klinger v Pablo Tellez | Andrei Daescu v Joseph Wild | Tyra Hurricane Black v Zoey Weil | Parris Todd v Sahra Dennehy,MMWW,M,0
S1,Columbus Sliders,Carolina Hogs,0.8126,0.1874,4.489,6.455,4.038,CJ Klinger v Brandon French | Andrei Daescu v Darrian Young | Tyra Hurricane Black v Nicole Conard | Parris Todd v Abbigal Hatton,MMWW,M,0
S1,Columbus Sliders,Chicago Slice,0.6378,0.3622,1.729,5.295,4.551,CJ Klinger v John Lucian Goins | Andrei Daescu v Zane Navratil | Parris Todd v Ting Chieh Wei | Tyra Hurricane Black v Elsie Hendershot,MMWW,M,0
S1,Columbus Sliders,Dallas Flash,0.6202,0.3798,1.552,5.286,4.545,CJ Klinger v JW Johnson | Andrei Daescu v Augustus Ge | Tyra Hurricane Black v Danni-Elle Townsend | Parris Todd v Alix Truong,MMWW,M,0
S1,Columbus Sliders,Florida Smash,0.7764,0.2236,3.829,6.134,4.174,CJ Klinger v Cason Campbell | Andrei Daescu v Christopher Crouch | Tyra Hurricane Black v Paula Rives | Parris Todd v Mya Bui,MMWW,M,0
S1,Columbus Sliders,Las Vegas Night Owls,0.5860,0.4140,0.984,5.043,4.762,Andrei Daescu v Roscoe Bellamy | Tyra Hurricane Black v Callie Smith | CJ Klinger v Clayton Powell | Parris Todd v Chao Yi Wang,MWMW,M,1
S1,Columbus Sliders,Los Angeles Mad Drops,0.3505,0.6495,-2.167,4.229,5.619,CJ Klinger v Ben Johns | Tyra Hurricane Black v Jade Kawamoto | Andrei Daescu v Max Freeman | Parris Todd v Catherine Parenteau,MWMW,M,1
S1,Columbus Sliders,Miami Pickleball Club,0.5773,0.4227,0.867,5.004,4.783,CJ Klinger v Dylan Frazier | Andrei Daescu v Yuta Funemizu | Tyra Hurricane Black v Estee Widdershoven | Parris Todd v Isabella Dunlap,MMWW,M,0
S1,Columbus Sliders,New Jersey 5s,0.2392,0.7608,-3.624,4.115,6.057,Parris Todd v Anna Leigh Waters | CJ Klinger v Will Howells | Andrei Daescu v Noe Khlif | Tyra Hurricane Black v Jorja Johnson,WMMW,W,1
S1,Columbus Sliders,Orlando Squeeze,0.4249,0.5751,-1.056,4.482,5.148,CJ Klinger v Federico Staksrud | Andrei Daescu v Jack Sock | Tyra Hurricane Black v Alex Walker | Parris Todd v Milan Rane,MMWW,M,0
S1,Columbus Sliders,Palm Beach Royals,0.5269,0.4731,0.369,4.989,4.779,Andrei Daescu v Tyson McGuffin | CJ Klinger v Dekel Bar | Tyra Hurricane Black v Sofia Sewing | Parris Todd v Tina Pisnik,MMWW,M,0
S1,Columbus Sliders,Phoenix Flames,0.6803,0.3197,2.336,5.524,4.447,CJ Klinger v Camden Chaffin | Andrei Daescu v Jonathan Truong | Tyra Hurricane Black v Alexa Schull | Parris Todd v Daria Walczak,MMWW,M,0
S1,Columbus Sliders,SoCal Hard Eights,0.7208,0.2792,3.030,5.849,4.248,Andrei Daescu v Armaan Bhatia | Tyra Hurricane Black v Meghan Dizon | CJ Klinger v Will Mackinnon | Parris Todd v Cailyn Campbell,MWMW,M,1
S1,Columbus Sliders,St. Louis Shock,0.3208,0.6792,-2.457,4.299,5.648,CJ Klinger v Gabriel Tardio | Tyra Hurricane Black v Anna Bright | Andrei Daescu v Hayden Patriquin | Parris Todd v Kate Fahey,MWMW,M,1
S1,Columbus Sliders,Texas Ranchers,0.4114,0.5886,-1.155,4.614,5.187,Tyra Hurricane Black v Kaitlyn Christian | Andrei Daescu v Eric Oncins | CJ Klinger v Nicolas Acevedo | Parris Todd v Lea Jansen,WMMW,W,1
S1,Columbus Sliders,Utah Black Diamonds,0.5402,0.4598,0.346,4.826,4.917,CJ Klinger v Connor Garnett | Tyra Hurricane Black v Etta Tuionetoa | Andrei Daescu v Yuta Funemizu | Parris Todd v Victoria Dimuzio,MWMW,M,1
S1,Dallas Flash,Atlanta Bouncers,0.3835,0.6165,-1.690,4.373,5.461,Augustus Ge v Jaume Martinez Vich | Danni-Elle Townsend v Jessie Irvine | Alix Truong v Mari Humberg | JW Johnson v Jay Devilliers,MWWM,M,1
S1,Dallas Flash,Bay Area Breakers,0.5488,0.4512,0.442,4.844,4.913,Danni-Elle Townsend v Kiora Kunimoto | Alix Truong v Ella Yeh | Augustus Ge v Len Yang | JW Johnson v Blaine Hovenier,WWMM,W,2
S1,Dallas Flash,Brooklyn Pickleball Team,0.3652,0.6348,-1.674,4.553,5.257,JW Johnson v Christopher Haworth | Alix Truong v Jackie Kawamoto | Danni-Elle Townsend v Hannah Blatt | Augustus Ge v Pesa Teoni,MWWM,M,1
S1,Dallas Flash,California Black Bears,0.3991,0.6009,-1.475,4.402,5.379,Danni-Elle Townsend v Sahra Dennehy | Alix Truong v Zoey Weil | JW Johnson v Pablo Tellez | Augustus Ge v Joseph Wild,WWMM,W,2
S1,Dallas Flash,Carolina Hogs,0.7078,0.2922,2.876,5.810,4.233,Danni-Elle Townsend v Nicole Conard | JW Johnson v Brandon French | Alix Truong v Abbigal Hatton | Augustus Ge v Darrian Young,WMWM,W,1
S1,Dallas Flash,Chicago Slice,0.5032,0.4968,0.102,4.955,4.812,JW Johnson v John Lucian Goins | Alix Truong v Ting Chieh Wei | Augustus Ge v Zane Navratil | Danni-Elle Townsend v Elsie Hendershot,MWMW,M,1
S1,Dallas Flash,Columbus Sliders,0.2896,0.7104,-2.976,4.054,5.843,Danni-Elle Townsend v Parris Todd | Alix Truong v Tyra Hurricane Black | Augustus Ge v CJ Klinger | JW Johnson v Andrei Daescu,WWMM,W,2
S1,Dallas Flash,Florida Smash,0.6641,0.3359,2.252,5.591,4.349,Alix Truong v Mya Bui | JW Johnson v Cason Campbell | Augustus Ge v Christopher Crouch | Danni-Elle Townsend v Paula Rives,WMMW,W,1
S1,Dallas Flash,Las Vegas Night Owls,0.3938,0.6062,-1.409,4.519,5.259,Danni-Elle Townsend v Chao Yi Wang | Alix Truong v Callie Smith | JW Johnson v Roscoe Bellamy | Augustus Ge v Clayton Powell,WWMM,W,2
S1,Dallas Flash,Los Angeles Mad Drops,0.2050,0.7950,-4.264,3.916,6.374,Danni-Elle Townsend v Catherine Parenteau | Alix Truong v Jade Kawamoto | JW Johnson v Ben Johns | Augustus Ge v Max Freeman,WWMM,W,2
S1,Dallas Flash,Miami Pickleball Club,0.4099,0.5901,-1.246,4.534,5.261,Danni-Elle Townsend v Isabella Dunlap | Alix Truong v Estee Widdershoven | JW Johnson v Dylan Frazier | Augustus Ge v Yuta Funemizu,WWMM,W,2
S1,Dallas Flash,New Jersey 5s,0.1221,0.8779,-5.980,3.444,7.291,Danni-Elle Townsend v Anna Leigh Waters | Alix Truong v Jorja Johnson | Augustus Ge v Will Howells | JW Johnson v Noe Khlif,WWMM,W,2
S1,Dallas Flash,Orlando Squeeze,0.3055,0.6945,-2.761,4.146,5.798,Augustus Ge v Federico Staksrud | JW Johnson v Jack Sock | Alix Truong v Milan Rane | Danni-Elle Townsend v Alex Walker,MMWW,M,0
S1,Dallas Flash,Palm Beach Royals,0.3476,0.6524,-2.083,4.342,5.506,Danni-Elle Townsend v Tina Pisnik | Alix Truong v Sofia Sewing | JW Johnson v Tyson McGuffin | Augustus Ge v Dekel Bar,WWMM,W,2
S1,Dallas Flash,Phoenix Flames,0.5201,0.4799,0.196,4.883,4.883,Danni-Elle Townsend v Daria Walczak | Alix Truong v Alexa Schull | JW Johnson v Camden Chaffin | Augustus Ge v Jonathan Truong,WWMM,W,2
S1,Dallas Flash,SoCal Hard Eights,0.5402,0.4598,0.616,5.103,4.656,Danni-Elle Townsend v Cailyn Campbell | Alix Truong v Meghan Dizon | JW Johnson v Armaan Bhatia | Augustus Ge v Will Mackinnon,WWMM,W,2
S1,Dallas Flash,St. Louis Shock,0.1606,0.8394,-5.011,3.749,6.687,Danni-Elle Townsend v Kate Fahey | Alix Truong v Anna Bright | Augustus Ge v Gabriel Tardio | JW Johnson v Hayden Patriquin,WWMM,W,2
S1,Dallas Flash,Texas Ranchers,0.2332,0.7668,-3.741,3.993,6.094,Danni-Elle Townsend v Lea Jansen | Alix Truong v Kaitlyn Christian | Augustus Ge v Nicolas Acevedo | JW Johnson v Eric Oncins,WWMM,W,2
S1,Dallas Flash,Utah Black Diamonds,0.3784,0.6216,-1.617,4.496,5.337,Danni-Elle Townsend v Victoria Dimuzio | Alix Truong v Etta Tuionetoa | JW Johnson v Connor Garnett | Augustus Ge v Yuta Funemizu,WWMM,W,2
S1,Florida Smash,Atlanta Bouncers,0.2240,0.7760,-3.949,3.997,6.242,Christopher Crouch v Jay Devilliers | Paula Rives v Jessie Irvine | Cason Campbell v Jaume Martinez Vich | Mya Bui v Mari Humberg,MWMW,M,1
S1,Florida Smash,Bay Area Breakers,0.3704,0.6296,-1.976,4.187,5.602,Paula Rives v Kiora Kunimoto | Christopher Crouch v Len Yang | Mya Bui v Ella Yeh | Cason Campbell v Blaine Hovenier,WMWM,W,1
S1,Florida Smash,Brooklyn Pickleball Team,0.2202,0.7798,-3.844,4.118,6.092,Cason Campbell v Christopher Haworth | Mya Bui v Jackie Kawamoto | Paula Rives v Hannah Blatt | Christopher Crouch v Pesa Teoni,MWWM,M,1
S1,Florida Smash,California Black Bears,0.2431,0.7569,-3.787,3.858,6.243,Paula Rives v Sahra Dennehy | Mya Bui v Zoey Weil | Christopher Crouch v Joseph Wild | Cason Campbell v Pablo Tellez,WWMM,W,2
S1,Florida Smash,Carolina Hogs,0.5396,0.4604,0.445,4.947,4.833,Paula Rives v Nicole Conard | Cason Campbell v Brandon French | Mya Bui v Abbigal Hatton | Christopher Crouch v Darrian Young,WMWM,W,1
S1,Florida Smash,Chicago Slice,0.3367,0.6633,-2.187,4.391,5.525,Christopher Crouch v Zane Navratil | Cason Campbell v John Lucian Goins | Mya Bui v Ting Chieh Wei | Paula Rives v Elsie Hendershot,MMWW,M,0
S1,Florida Smash,Columbus Sliders,0.1594,0.8406,-5.132,3.617,6.792,Paula Rives v Parris Todd | Mya Bui v Tyra Hurricane Black | Christopher Crouch v CJ Klinger | Cason Campbell v Andrei Daescu,WWMM,W,2
S1,Florida Smash,Dallas Flash,0.3177,0.6823,-2.508,4.284,5.671,Paula Rives v Danni-Elle Townsend | Christopher Crouch v Augustus Ge | Cason Campbell v JW Johnson | Mya Bui v Alix Truong,WMMW,W,1
S1,Florida Smash,Las Vegas Night Owls,0.2396,0.7604,-3.722,3.966,6.145,Paula Rives v Chao Yi Wang | Mya Bui v Callie Smith | Cason Campbell v Roscoe Bellamy | Christopher Crouch v Clayton Powell,WWMM,W,2
S1,Florida Smash,Los Angeles Mad Drops,0.1036,0.8964,-6.352,3.517,7.493,Paula Rives v Catherine Parenteau | Mya Bui v Jade Kawamoto | Cason Campbell v Ben Johns | Christopher Crouch v Max Freeman,WWMM,W,2
S1,Florida Smash,Miami Pickleball Club,0.2519,0.7481,-3.596,3.969,6.143,Paula Rives v Isabella Dunlap | Mya Bui v Estee Widdershoven | Cason Campbell v Dylan Frazier | Christopher Crouch v Yuta Funemizu,WWMM,W,2
S1,Florida Smash,New Jersey 5s,0.0549,0.9451,-7.798,3.166,8.436,Paula Rives v Anna Leigh Waters | Mya Bui v Jorja Johnson | Christopher Crouch v Will Howells | Cason Campbell v Noe Khlif,WWMM,W,2
S1,Florida Smash,Orlando Squeeze,0.1738,0.8262,-4.943,3.696,6.760,Christopher Crouch v Federico Staksrud | Cason Campbell v Jack Sock | Mya Bui v Milan Rane | Paula Rives v Alex Walker,MMWW,M,0
S1,Florida Smash,Palm Beach Royals,0.2027,0.7973,-4.360,3.826,6.441,Paula Rives v Tina Pisnik | Mya Bui v Sofia Sewing | Christopher Crouch v Dekel Bar | Cason Campbell v Tyson McGuffin,WWMM,W,2
S1,Florida Smash,Phoenix Flames,0.3476,0.6524,-2.217,4.222,5.648,Paula Rives v Daria Walczak | Mya Bui v Alexa Schull | Christopher Crouch v Jonathan Truong | Cason Campbell v Camden Chaffin,WWMM,W,2
S1,Florida Smash,SoCal Hard Eights,0.3675,0.6325,-1.787,4.408,5.387,Paula Rives v Cailyn Campbell | Mya Bui v Meghan Dizon | Cason Campbell v Armaan Bhatia | Christopher Crouch v Will Mackinnon,WWMM,W,2
S1,Florida Smash,St. Louis Shock,0.0758,0.9242,-6.975,3.413,7.827,Paula Rives v Kate Fahey | Mya Bui v Anna Bright | Christopher Crouch v Gabriel Tardio | Cason Campbell v Hayden Patriquin,WWMM,W,2
S1,Florida Smash,Texas Ranchers,0.1202,0.8798,-5.851,3.591,7.141,Paula Rives v Lea Jansen | Mya Bui v Kaitlyn Christian | Christopher Crouch v Nicolas Acevedo | Cason Campbell v Eric Oncins,WWMM,W,2
S1,Florida Smash,Utah Black Diamonds,0.2250,0.7750,-3.931,3.993,6.232,Paula Rives v Etta Tuionetoa | Mya Bui v Victoria Dimuzio | Cason Campbell v Connor Garnett | Christopher Crouch v Yuta Funemizu,WWMM,W,2
S1,Las Vegas Night Owls,Atlanta Bouncers,0.4301,0.5699,-1.207,4.333,5.389,Clayton Powell v Jaume Martinez Vich | Roscoe Bellamy v Jay Devilliers | Callie Smith v Jessie Irvine | Chao Yi Wang v Mari Humberg,MMWW,M,0
S1,Las Vegas Night Owls,Bay Area Breakers,0.6040,0.3960,1.428,5.322,4.512,Clayton Powell v Len Yang | Chao Yi Wang v Kiora Kunimoto | Callie Smith v Ella Yeh | Roscoe Bellamy v Blaine Hovenier,MWWM,M,1
S1,Las Vegas Night Owls,Brooklyn Pickleball Team,0.4680,0.5320,-0.508,4.690,5.081,Roscoe Bellamy v Christopher Haworth | Clayton Powell v Pesa Teoni | Chao Yi Wang v Jackie Kawamoto | Callie Smith v Hannah Blatt,MMWW,M,0
S1,Las Vegas Night Owls,California Black Bears,0.4717,0.5283,-0.383,4.775,4.988,Clayton Powell v Joseph Wild | Chao Yi Wang v Sahra Dennehy | Callie Smith v Zoey Weil | Roscoe Bellamy v Pablo Tellez,MWWM,M,1
S1,Las Vegas Night Owls,Carolina Hogs,0.7516,0.2484,3.469,6.002,4.194,Clayton Powell v Darrian Young | Roscoe Bellamy v Brandon French | Callie Smith v Nicole Conard | Chao Yi Wang v Abbigal Hatton,MMWW,M,0
S1,Las Vegas Night Owls,Chicago Slice,0.5595,0.4405,0.455,4.743,4.991,Clayton Powell v John Lucian Goins | Chao Yi Wang v Ting Chieh Wei | Roscoe Bellamy v Zane Navratil | Callie Smith v Elsie Hendershot,MWMW,M,1
S1,Las Vegas Night Owls,Columbus Sliders,0.3586,0.6414,-1.799,4.511,5.327,Chao Yi Wang v Parris Todd | Clayton Powell v CJ Klinger | Callie Smith v Tyra Hurricane Black | Roscoe Bellamy v Andrei Daescu,WMWM,W,1
S1,Las Vegas Night Owls,Dallas Flash,0.5410,0.4590,0.237,4.706,5.031,Clayton Powell v JW Johnson | Callie Smith v Danni-Elle Townsend | Chao Yi Wang v Alix Truong | Roscoe Bellamy v Augustus Ge,MWWM,M,1
S1,Las Vegas Night Owls,Florida Smash,0.7082,0.2918,2.759,5.692,4.360,Clayton Powell v Christopher Crouch | Roscoe Bellamy v Cason Campbell | Chao Yi Wang v Mya Bui | Callie Smith v Paula Rives,MMWW,M,0
S1,Las Vegas Night Owls,Los Angeles Mad Drops,0.2660,0.7340,-3.329,4.071,6.010,Clayton Powell v Max Freeman | Callie Smith v Jade Kawamoto | Chao Yi Wang v Catherine Parenteau | Roscoe Bellamy v Ben Johns,MWWM,M,1
S1,Las Vegas Night Owls,Miami Pickleball Club,0.4875,0.5125,-0.263,4.742,5.024,Clayton Powell v Yuta Funemizu | Callie Smith v Estee Widdershoven | Roscoe Bellamy v Dylan Frazier | Chao Yi Wang v Isabella Dunlap,MWMW,M,1
S1,Las Vegas Night Owls,New Jersey 5s,0.1506,0.8494,-5.145,3.799,6.732,Chao Yi Wang v Anna Leigh Waters | Clayton Powell v Will Howells | Callie Smith v Jorja Johnson | Roscoe Bellamy v Noe Khlif,WMWM,W,1
S1,Las Vegas Night Owls,Orlando Squeeze,0.3535,0.6465,-2.240,4.063,5.687,Clayton Powell v Federico Staksrud | Roscoe Bellamy v Jack Sock | Chao Yi Wang v Milan Rane | Callie Smith v Alex Walker,MMWW,M,0
S1,Las Vegas Night Owls,Palm Beach Royals,0.4221,0.5779,-1.046,4.609,5.177,Clayton Powell v Dekel Bar | Callie Smith v Sofia Sewing | Chao Yi Wang v Tina Pisnik | Roscoe Bellamy v Tyson McGuffin,MWWM,M,1
S1,Las Vegas Night Owls,Phoenix Flames,0.5937,0.4063,1.151,5.141,4.681,Clayton Powell v Jonathan Truong | Callie Smith v Alexa Schull | Chao Yi Wang v Daria Walczak | Roscoe Bellamy v Camden Chaffin,MWWM,M,1
S1,Las Vegas Night Owls,SoCal Hard Eights,0.6424,0.3576,1.892,5.431,4.465,Callie Smith v Meghan Dizon | Clayton Powell v Will Mackinnon | Chao Yi Wang v Cailyn Campbell | Roscoe Bellamy v Armaan Bhatia,WMWM,W,1
S1,Las Vegas Night Owls,St. Louis Shock,0.2116,0.7884,-4.030,4.045,6.197,Clayton Powell v Gabriel Tardio | Callie Smith v Anna Bright | Chao Yi Wang v Kate Fahey | Roscoe Bellamy v Hayden Patriquin,MWWM,M,1
S1,Las Vegas Night Owls,Texas Ranchers,0.2985,0.7015,-2.688,4.301,5.661,Callie Smith v Kaitlyn Christian | Clayton Powell v Nicolas Acevedo | Chao Yi Wang v Lea Jansen | Roscoe Bellamy v Eric Oncins,WMWM,W,1
S1,Las Vegas Night Owls,Utah Black Diamonds,0.4496,0.5504,-0.707,4.674,5.101,Clayton Powell v Yuta Funemizu | Roscoe Bellamy v Connor Garnett | Callie Smith v Etta Tuionetoa | Chao Yi Wang v Victoria Dimuzio,MMWW,M,0
S1,Los Angeles Mad Drops,Atlanta Bouncers,0.6607,0.3393,2.017,5.384,4.539,Max Freeman v Jaume Martinez Vich | Ben Johns v Jay Devilliers | Jade Kawamoto v Jessie Irvine | Catherine Parenteau v Mari Humberg,MMWW,M,0
S1,Los Angeles Mad Drops,Bay Area Breakers,0.8126,0.1874,4.544,6.512,3.989,Catherine Parenteau v Kiora Kunimoto | Max Freeman v Len Yang | Jade Kawamoto v Ella Yeh | Ben Johns v Blaine Hovenier,WMWM,W,1
S1,Los Angeles Mad Drops,Brooklyn Pickleball Team,0.6798,0.3202,2.403,5.597,4.380,Ben Johns v Christopher Haworth | Catherine Parenteau v Jackie Kawamoto | Jade Kawamoto v Hannah Blatt | Max Freeman v Pesa Teoni,MWWM,M,1
S1,Los Angeles Mad Drops,California Black Bears,0.7094,0.2906,2.856,5.777,4.273,Catherine Parenteau v Sahra Dennehy | Max Freeman v Joseph Wild | Jade Kawamoto v Zoey Weil | Ben Johns v Pablo Tellez,WMWM,W,1
S1,Los Angeles Mad Drops,Carolina Hogs,0.8994,0.1006,6.440,7.567,3.636,Max Freeman v Darrian Young | Ben Johns v Brandon French | Jade Kawamoto v Nicole Conard | Catherine Parenteau v Abbigal Hatton,MMWW,M,0
S1,Los Angeles Mad Drops,Chicago Slice,0.7686,0.2314,3.629,6.002,4.254,Max Freeman v John Lucian Goins | Catherine Parenteau v Ting Chieh Wei | Ben Johns v Zane Navratil | Jade Kawamoto v Elsie Hendershot,MWMW,M,1
S1,Los Angeles Mad Drops,Columbus Sliders,0.6009,0.3991,1.237,5.157,4.664,Jade Kawamoto v Parris Todd | Catherine Parenteau v Tyra Hurricane Black | Max Freeman v CJ Klinger | Ben Johns v Andrei Daescu,WWMM,W,2
S1,Los Angeles Mad Drops,Dallas Flash,0.7630,0.2370,3.508,5.934,4.302,Max Freeman v JW Johnson | Jade Kawamoto v Danni-Elle Townsend | Ben Johns v Augustus Ge | Catherine Parenteau v Alix Truong,MWMW,M,1
S1,Los Angeles Mad Drops,Florida Smash,0.8734,0.1266,5.587,6.973,3.971,Max Freeman v Cason Campbell | Catherine Parenteau v Mya Bui | Ben Johns v Christopher Crouch | Jade Kawamoto v Paula Rives,MWMW,M,1
S1,Los Angeles Mad Drops,Las Vegas Night Owls,0.7050,0.2950,2.886,5.849,4.196,Ben Johns v Roscoe Bellamy | Catherine Parenteau v Chao Yi Wang | Jade Kawamoto v Callie Smith | Max Freeman v Clayton Powell,MWWM,M,1
S1,Los Angeles Mad Drops,Miami Pickleball Club,0.7179,0.2821,3.027,5.867,4.203,Ben Johns v Dylan Frazier | Max Freeman v Yuta Funemizu | Catherine Parenteau v Isabella Dunlap | Jade Kawamoto v Estee Widdershoven,MMWW,M,0
S1,Los Angeles Mad Drops,New Jersey 5s,0.3428,0.6572,-2.234,4.241,5.613,Catherine Parenteau v Anna Leigh Waters | Max Freeman v Will Howells | Jade Kawamoto v Jorja Johnson | Ben Johns v Noe Khlif,WMWM,W,1
S1,Los Angeles Mad Drops,Orlando Squeeze,0.5784,0.4216,0.898,5.014,4.750,Max Freeman v Federico Staksrud | Ben Johns v Jack Sock | Catherine Parenteau v Milan Rane | Jade Kawamoto v Alex Walker,MMWW,M,0
S1,Los Angeles Mad Drops,Palm Beach Royals,0.6657,0.3343,2.267,5.590,4.352,Jade Kawamoto v Sofia Sewing | Catherine Parenteau v Tina Pisnik | Max Freeman v Dekel Bar | Ben Johns v Tyson McGuffin,WWMM,W,2
S1,Los Angeles Mad Drops,Phoenix Flames,0.8025,0.1975,4.387,6.443,3.967,Max Freeman v Jonathan Truong | Catherine Parenteau v Daria Walczak | Ben Johns v Camden Chaffin | Jade Kawamoto v Alexa Schull,MWMW,M,1
S1,Los Angeles Mad Drops,SoCal Hard Eights,0.8252,0.1748,4.825,6.670,3.884,Jade Kawamoto v Cailyn Campbell | Catherine Parenteau v Meghan Dizon | Ben Johns v Armaan Bhatia | Max Freeman v Will Mackinnon,WWMM,W,2
S1,Los Angeles Mad Drops,St. Louis Shock,0.4241,0.5759,-1.035,4.590,5.179,Jade Kawamoto v Kate Fahey | Max Freeman v Gabriel Tardio | Catherine Parenteau v Anna Bright | Ben Johns v Hayden Patriquin,WMWM,W,1
S1,Los Angeles Mad Drops,Texas Ranchers,0.5336,0.4664,0.437,4.995,4.777,Jade Kawamoto v Lea Jansen | Catherine Parenteau v Kaitlyn Christian | Max Freeman v Nicolas Acevedo | Ben Johns v Eric Oncins,WWMM,W,2
S1,Los Angeles Mad Drops,Utah Black Diamonds,0.6861,0.3139,2.522,5.656,4.330,Ben Johns v Connor Garnett | Max Freeman v Yuta Funemizu | Jade Kawamoto v Etta Tuionetoa | Catherine Parenteau v Victoria Dimuzio,MMWW,M,0
S1,Miami Pickleball Club,Atlanta Bouncers,0.4370,0.5630,-1.020,4.471,5.281,Yuta Funemizu v Jaume Martinez Vich | Dylan Frazier v Jay Devilliers | Estee Widdershoven v Jessie Irvine | Isabella Dunlap v Mari Humberg,MMWW,M,0
S1,Miami Pickleball Club,Bay Area Breakers,0.6175,0.3825,1.536,5.305,4.549,Isabella Dunlap v Kiora Kunimoto | Yuta Funemizu v Len Yang | Estee Widdershoven v Ella Yeh | Dylan Frazier v Blaine Hovenier,WMWM,W,1
S1,Miami Pickleball Club,Brooklyn Pickleball Team,0.4521,0.5479,-0.667,4.680,5.079,Dylan Frazier v Christopher Haworth | Isabella Dunlap v Jackie Kawamoto | Estee Widdershoven v Hannah Blatt | Yuta Funemizu v Pesa Teoni,MWWM,M,1
S1,Miami Pickleball Club,California Black Bears,0.4829,0.5171,-0.267,4.784,4.984,Isabella Dunlap v Sahra Dennehy | Estee Widdershoven v Zoey Weil | Yuta Funemizu v Joseph Wild | Dylan Frazier v Pablo Tellez,WWMM,W,2
S1,Miami Pickleball Club,Carolina Hogs,0.7599,0.2401,3.708,6.163,4.064,Yuta Funemizu v Darrian Young | Dylan Frazier v Brandon French | Estee Widdershoven v Nicole Conard | Isabella Dunlap v Abbigal Hatton,MMWW,M,0
S1,Miami Pickleball Club,Chicago Slice,0.5619,0.4381,0.626,4.903,4.860,Yuta Funemizu v John Lucian Goins | Isabella Dunlap v Ting Chieh Wei | Dylan Frazier v Zane Navratil | Estee Widdershoven v Elsie Hendershot,MWMW,M,1
S1,Miami Pickleball Club,Columbus Sliders,0.3667,0.6333,-1.907,4.309,5.506,Estee Widdershoven v Parris Todd | Isabella Dunlap v Tyra Hurricane Black | Yuta Funemizu v CJ Klinger | Dylan Frazier v Andrei Daescu,WWMM,W,2
