p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Jace Morris,Wil Shaffer,mens,16,-0.01,0.213,0.489,25.3
Sam Angelo,Daniel Jensen,mens,3,-0.014,0.198,0.488,16.6
Pally Ray,Omar Garcia-Heredia,mens,11,0.018,0.19,0.53,88.3
Chase Holderman,Audrey Adele Brown,mixed,3,0.007,0.201,0.499,74.1
Danica Wolf,Ali Amiri,mixed,10,0.017,0.191,0.504,87.7
Bryce Larson,Clayton Boydston,mens,5,0.019,0.181,0.516,89.0
Ethan Violette,Jase Edwards,mens,5,-0.003,0.216,0.506,46.2
Grayson Goldin,Emily Cederquist,mixed,5,-0.006,0.187,0.502,35.2
Sahra Dennehy,Liam Jesperson,mixed,2,-0.015,0.219,0.468,12.5
Nicole Conard,Ava Ignatowich,womens,4,-0.025,0.204,0.467,3.5
Ella Boydston,Maddy Rasmusen,womens,11,0.017,0.192,0.533,87.6
Erik Pailet,Domenika Turkovic,mixed,4,-0.019,0.193,0.478,7.3
Pally Ray,Journey Barajas,mixed,6,0.012,0.204,0.523,81.7
Leah Tauber,Marcela Aguila Ampon,womens,4,-0.009,0.191,0.494,28.2
Bryanna Ojeda,Michelle Murphy,womens,4,-0.005,0.212,0.5,38.1
Leah Tauber,Darrian Young,mixed,7,0.031,0.195,0.55,95.8
Kaitlyn Christian,Christa Gecheva,womens,21,0.057,0.218,0.586,99.4
Cami Blake,Cailyn Campbell,womens,4,-0.007,0.198,0.489,32.6
Farzin Amiri,Ali Amiri,mens,15,-0.003,0.198,0.492,44.5
Brian Bonilla,Matthew Mead,mens,4,0.016,0.209,0.516,86.3
JR Jones,Nick Casey,mens,2,-0.008,0.187,0.479,30.8
Natalie Raney,Kevin Dayan,mixed,7,0.001,0.204,0.513,58.5
Julia Ronney,Matthew Mead,mixed,4,0.006,0.19,0.514,72.7
Louie Payetta,Michelle Murphy,mixed,2,-0.003,0.21,0.501,45.1
Luca Mack,Estee Widdershoven,mixed,41,0.033,0.186,0.561,96.6
David Litvinov,Jordan Chrysostom,mens,9,0.022,0.186,0.535,91.4
John-Paul Weber,Gary S,mens,2,-0.001,0.227,0.501,51.2
Kevin Caulfield,Justin Slattery,mens,5,-0.002,0.186,0.491,47.9
Connor McCartney,Brhet Bewley,mens,3,-0.008,0.199,0.496,29.4
Andre Mercado,Liam Duffin,mens,5,0.01,0.191,0.516,78.9
Miles Hoover,Jacob Lee,mens,2,-0.013,0.221,0.493,17.3
Santhosh Narayanan,Thomas Yu,mens,11,-0.03,0.198,0.451,2.2
Jack Sahid,Nicholas Garza,mens,2,0.006,0.204,0.502,70.9
Ethan Violette,Cami Blake,mixed,4,-0.01,0.182,0.472,24.1
Jessica Jones,Jase Edwards,mixed,2,-0.006,0.194,0.489,36.2
Jessica Wilcox,Rio Newcombe,mixed,5,-0.003,0.209,0.483,45.0
Ella Boydston,Clayton Boydston,mixed,2,-0.007,0.205,0.492,32.7
Chloe Igleski,Santhosh Narayanan,mixed,7,0.002,0.195,0.506,61.9
Cason Campbell,Cailyn Campbell,mixed,4,-0.01,0.178,0.471,23.7
Sam Weinbach,Dave Weinbach,mens,7,-0.015,0.203,0.474,13.4
Mike Block,Preston White,mens,2,-0.016,0.205,0.494,11.6
Caden Nemoff,Yuta Funemizu,mens,13,0.029,0.191,0.536,95.2
Trevor Machek,Nick Werner,mens,2,-0.008,0.2,0.492,29.0
Albert Wan,Harrison Yee,mens,20,0.008,0.179,0.513,76.0
Connor McCartney,Jessica Mason,mixed,29,0.018,0.215,0.521,88.1
Jonathon Hart,Sanders Graf,mens,2,-0.014,0.198,0.481,15.9
Ivy Bewley,Paul Bewley,mixed,2,-0.015,0.206,0.482,12.2
Jericho Grollman,Chiron Burl,mens,10,0.023,0.209,0.539,92.0
Michael Fahey,Chase Ora,mens,2,0.008,0.199,0.521,75.1
Ryan Sherry,Lara Giltinan,mixed,4,0.002,0.218,0.524,60.3
Carl Hilliard,Max Green,mens,7,0.025,0.192,0.535,93.2
Allie Davis,Luke Ness,mixed,2,-0.021,0.209,0.473,5.7
Chloe Igleski,Malia K Lum,womens,2,-0.019,0.195,0.464,8.1
Jillian Braverman,Natalie Raney,womens,4,0.015,0.202,0.533,85.2
Genie Erokhina,Emily Cederquist,womens,4,-0.002,0.196,0.501,49.7
E. Elenga Satuala,Dalia Garza,womens,2,-0.007,0.196,0.499,33.5
Ryan Stotland,Immanuel Zion,mens,2,-0.011,0.194,0.481,22.1
Maddy Rasmusen,Bryce Larson,mixed,3,0.002,0.194,0.498,62.0
Andre Mercado,Jalina Ingram,mixed,16,-0.024,0.205,0.471,3.9
Jonathan Truong,Rio Newcombe,mens,5,-0.016,0.188,0.455,11.2
Lucas Guidroz,Anders Jansson,mens,6,0.005,0.203,0.508,69.7
Brandon Taylor,Daniel McAuley,mens,2,-0.01,0.19,0.489,24.2
Chase Holderman,Austin Oreilly,mens,2,-0.003,0.207,0.495,44.3
Amanda Rosati,Ryan Torresin,mixed,2,-0.009,0.192,0.488,28.6
Yaamunan Venkatesan,Derek Shearer,mens,2,0.001,0.213,0.507,58.1
Daniel Byun,Warren Tamanaha,mens,6,0.015,0.199,0.515,85.1
Danny Derry,Troy Akin,mens,3,-0.001,0.191,0.509,52.7
Jalina Ingram,Jessica Wilcox,womens,6,0.022,0.194,0.526,91.9
Jessica Jones,Estee Widdershoven,womens,2,-0.004,0.19,0.489,41.0
Eduardo Santini Ayon,Joel Poland,mens,47,0.021,0.22,0.534,91.3
Jericho Grollman,Madison Grollman,mixed,12,0.018,0.251,0.512,88.5
Rodrigo Grajales,Robbie Hill,mens,2,-0.003,0.213,0.491,46.3
Mary Brascia,Augustus Ge,mixed,19,-0.05,0.214,0.407,0.3
Mohaned Alhouni,Ava Ignatowich,mixed,4,-0.007,0.192,0.489,33.5
Allison Phillips,Spencer Smith,mixed,4,0.015,0.203,0.51,85.2
Rafa Hewett,Marcela Aguila Ampon,mixed,2,-0.015,0.206,0.465,13.5
Quang Duong,Parris Todd,mixed,9,-0.009,0.2,0.484,28.1
Blaine Hovenier,Lindsey Newman,mixed,9,-0.011,0.197,0.486,21.6
Layne Sleeth,Judit Castillo,womens,2,-0.025,0.227,0.455,3.4
Andrei Daescu,Lea Jansen,mixed,7,0.021,0.192,0.551,90.9
Erik Pailet,Nick Black,mens,14,0.045,0.191,0.574,98.7
Mark Nahum,Luc Pham,mens,5,-0.007,0.199,0.471,33.7
Jack Sock,Genie Bouchard,mixed,26,-0.026,0.188,0.455,2.9
Camila Zilveti,Patrick Smith,mixed,6,-0.001,0.197,0.506,50.7
Tyler Loong,Lina Padegimaite,mixed,12,0.008,0.2,0.489,75.4
Eric Roddy,Alex Walker,mixed,5,-0.001,0.185,0.509,51.0
Layne Sleeth,Travis Rettenmaier,mixed,6,-0.009,0.21,0.476,26.8
Ivan Jakovljevic,Pierina Imparato,mixed,9,-0.017,0.189,0.483,10.2
Kaitlyn Christian,Martin Emmrich,mixed,3,-0.031,0.217,0.464,2.1
Wesley Burrows,Olivia McMillan,mixed,16,0.032,0.209,0.549,96.2
Jackie Kawamoto,Vivian Glozman,womens,14,0.033,0.186,0.548,96.5
Brooke Buckner,Collin Shick,mixed,4,0.003,0.234,0.501,64.4
Lingwei Kong,Pesa Teoni,mixed,2,-0.005,0.196,0.484,39.7
Martina Frantova,Michael Loyd,mixed,3,-0.024,0.202,0.466,4.0
Craig Johnson,Rachel Rettger,mixed,11,0.007,0.203,0.502,73.0
Chao Yi Wang,Pablo Tellez,mixed,77,0.011,0.177,0.518,79.8
Christine Trifunovic,Chuck Taylor,mixed,18,-0.005,0.201,0.487,38.8
Julian Arnold,Lauren Stratman,mixed,51,0.027,0.19,0.522,94.5
Noe Khlif,Milan Rane,mixed,29,-0.017,0.19,0.472,9.9
Hannah Blatt,Steve Deakin,mixed,9,0.016,0.215,0.521,86.9
Callie Smith,Jay Devilliers,mixed,86,0.011,0.194,0.519,80.2
AJ Koller,Meghan Dizon,mixed,25,-0.038,0.201,0.434,0.8
Stephen Madonia,Grayson Goldin,mens,11,-0.012,0.199,0.488,18.9
Lacy Schneemann,Tyson McGuffin,mixed,46,0.042,0.196,0.553,98.3
Justin Graham,Luca Mack,mens,3,-0.006,0.199,0.484,36.6
Sammy Lee,Adam Harvey,mens,6,0.011,0.195,0.512,80.5
Zane Ford,Tam Trinh,mens,14,0.02,0.192,0.529,89.7
Ernesto Russo,Ryan Eveloff,mens,3,-0.003,0.211,0.504,46.5
Lucy Kovalova,Matt Wright,mixed,64,0.026,0.197,0.537,94.2
Jackie Kawamoto,Jaume Martinez Vich,mixed,17,-0.0,0.187,0.506,53.7
Genie Erokhina,Anderson Scarpa,mixed,7,0.013,0.189,0.535,83.3
Liz Truluck,Wyatt Stone,mixed,9,-0.021,0.202,0.47,5.9
Maximilian Wild,Jonny Pickleball Andrews,mens,2,-0.013,0.176,0.478,18.5
Todd Fought,Allyce Jones,mixed,5,-0.043,0.226,0.441,0.5
Marshall Brown,Michelle Esquivel,mixed,18,0.071,0.218,0.606,99.8
Jorja Johnson,JW Johnson,mixed,249,0.044,0.19,0.565,98.6
Jack Sock,Collin Shick,mens,4,-0.002,0.195,0.499,47.9
Gabriel Joseph,Ryan Sherry,mens,3,0.0,0.201,0.494,54.6
Craig Johnson,Pesa Teoni,mens,21,0.036,0.211,0.561,97.2
Christian Alshon,Tyra Hurricane Black,mixed,69,-0.051,0.205,0.419,0.2
Angie Walker,Ryan Fu,mixed,23,-0.033,0.206,0.448,1.6
Rachel Rohrabacher,James Ignatowich,mixed,9,0.022,0.212,0.527,91.5
Cason Campbell,Aanik Lohani,mens,9,0.01,0.189,0.521,79.0
JW Johnson,Gabriel Tardio,mens,15,-0.07,0.207,0.399,0.1
Jessie Irvine,Allyce Jones,womens,6,-0.0,0.213,0.494,53.9
Rachel Rohrabacher,Anna Bright,womens,68,-0.024,0.193,0.458,4.1
James Ignatowich,CJ Klinger,mens,6,-0.015,0.184,0.475,13.6
Anna Bright,Hayden Patriquin,mixed,94,0.056,0.193,0.591,99.4
Todd Fought,Michael Loyd,mens,22,0.04,0.245,0.566,98.0
Alix Truong,Roscoe Bellamy,mixed,3,0.003,0.194,0.508,64.0
Dylan Frazier,Maggie Brascia,mixed,5,-0.015,0.202,0.475,13.8
Callan Dawson,Kento Tamaki,mens,10,-0.02,0.197,0.463,6.9
Martina Frantova,Liz Truluck,womens,9,-0.009,0.216,0.494,27.9
Lingwei Kong,Olivia McMillan,womens,3,0.001,0.192,0.507,57.7
Chuck Taylor,Spencer Smith,mens,14,-0.004,0.205,0.503,42.0
Anna Leigh Waters,Catherine Parenteau,womens,74,-0.009,0.188,0.475,27.1
Federico Staksrud,Hayden Patriquin,mens,135,0.001,0.185,0.493,56.8
Kate Fahey,Tina Pisnik,womens,87,0.04,0.183,0.586,97.9
Federico Staksrud,Catherine Parenteau,mixed,46,0.004,0.193,0.504,66.1
Angie Walker,Alex Walker,womens,66,0.015,0.188,0.536,85.4
Dominique Schaefer,Rachel Rettger,womens,7,0.026,0.221,0.542,93.7
Dekel Bar,Tina Pisnik,mixed,9,0.02,0.196,0.541,90.4
Lauren Stratman,Lina Padegimaite,womens,28,-0.011,0.195,0.479,21.6
Ryan Fu,Darrian Young,mens,16,0.016,0.198,0.525,86.6
Andrei Daescu,Christian Alshon,mens,151,0.02,0.177,0.549,89.7
Yates Johnson,Roscoe Bellamy,mens,6,-0.025,0.204,0.462,3.3
Daniel De la Rosa,Martin Emmrich,mens,25,0.037,0.19,0.573,97.3
Allison Phillips,Pierina Imparato,womens,7,-0.017,0.202,0.467,9.6
Camila Zilveti,Lindsey Newman,womens,3,0.007,0.215,0.516,73.9
Tyler Loong,Connor Garnett,mens,100,0.076,0.213,0.61,99.9
Brandon French,Wyatt Stone,mens,86,0.021,0.193,0.52,91.0
Jessie Irvine,Gabriel Tardio,mixed,167,0.003,0.186,0.492,63.6
Anna Leigh Waters,Ben Johns,mixed,210,-0.039,0.184,0.431,0.7
Mary Brascia,Maggie Brascia,womens,73,0.035,0.189,0.568,96.9
Collin Johns,Ben Johns,mens,22,0.061,0.206,0.593,99.6
Mohaned Alhouni,Marshall Brown,mens,13,-0.01,0.196,0.488,26.0
Jorja Johnson,Tyra Hurricane Black,womens,102,0.031,0.184,0.55,96.0
Lucy Kovalova,Lea Jansen,womens,39,0.04,0.197,0.564,98.1
Eric Roddy,Steve Deakin,mens,2,-0.025,0.211,0.466,3.4
Luke Wasson,Wesley Burrows,mens,15,0.028,0.189,0.551,95.0
Tamaryn Emmrich,Daniel De la Rosa,mixed,14,-0.016,0.199,0.481,10.7
Dekel Bar,Tyson McGuffin,mens,36,-0.02,0.199,0.457,6.3
Julian Arnold,Hunter Johnson,mens,22,0.038,0.2,0.551,97.6
Rafa Hewett,Noe Khlif,mens,25,0.072,0.219,0.604,99.9
Callie Smith,Parris Todd,womens,4,-0.004,0.189,0.499,42.4
Dylan Frazier,Pablo Tellez,mens,20,0.061,0.195,0.599,99.6
Quang Duong,Matt Wright,mens,7,-0.002,0.195,0.493,48.1
Blaine Hovenier,AJ Koller,mens,15,0.032,0.205,0.559,96.0
Meghan Dizon,Lacy Schneemann,womens,25,0.018,0.187,0.519,88.4
Riley Newman,Ivan Jakovljevic,mens,4,0.0,0.214,0.489,54.6
Hannah Blatt,Genie Bouchard,womens,2,0.008,0.182,0.509,75.1
Augustus Ge,Jaume Martinez Vich,mens,36,0.04,0.187,0.576,98.1
Travis Rettenmaier,Donald Young,mens,24,0.001,0.183,0.506,57.2
Alix Truong,Milan Rane,womens,6,-0.039,0.213,0.451,0.8
Brooke Buckner,Chao Yi Wang,womens,83,0.04,0.196,0.555,98.0
Jay Devilliers,Patrick Smith,mens,20,-0.022,0.198,0.465,5.6
Jay Devilliers,Collin Johns,mens,11,0.004,0.186,0.517,67.4
Joel Daniels,Joshua Small,mens,2,-0.006,0.194,0.504,35.9
Zane Navratil,Joseph Wild,mens,12,-0.005,0.188,0.499,39.5
Nguyen Thang,Tran Tuan Minh,mens,2,0.005,0.193,0.521,68.7
Quang Duong,CJ Klinger,mens,19,0.049,0.202,0.597,99.1
Joshua Chia,Aaron Blitz,mens,5,0.012,0.202,0.518,82.3
Drew Woff,James Burgoine,mens,3,-0.007,0.207,0.48,32.2
Gabriel Tardio,Tyson McGuffin,mens,12,-0.015,0.174,0.462,12.1
T Maxy,Simon Pilt,mens,5,0.0,0.196,0.497,55.1
Andrew Horridge,Chris Turvey,mens,4,-0.004,0.19,0.5,42.0
Pierre Enjolras,Vuk Velickovic,mens,2,-0.01,0.191,0.471,24.9
Allyce Jones,Tyra Hurricane Black,womens,18,0.001,0.19,0.516,57.4
Ela I Puleni Vakaukamea Jr.,Brookie Maasi,womens,4,0.009,0.18,0.525,77.6
Lucas Pascoe,George Wall,mens,6,0.007,0.186,0.511,72.9
Robbie Manzano,Lachy Donnelly,mens,2,-0.007,0.17,0.483,31.8
Phuc Huynh,Bao Duong,mens,7,0.004,0.207,0.51,67.5
Robbie Lee,Nigel Lee,mens,2,-0.014,0.186,0.488,16.6
Robert Stirling,Oliver Gray,mens,5,0.018,0.205,0.518,88.5
Adam Walters,Hamish Bartos,mens,2,0.001,0.189,0.512,56.0
Vishal Masand,Frank Ngo,mens,4,0.008,0.181,0.499,75.8
Andy Amattayakul,Oliver Dobson,mens,2,-0.007,0.19,0.476,32.3
Alix Truong,Jessie Irvine,womens,14,0.007,0.19,0.514,74.5
Lara Giltinan,Bernadette Massih,womens,4,-0.003,0.234,0.5,44.7
Kaitlyn Christian,Andie Dikosavljevic,womens,4,-0.026,0.205,0.454,3.0
Jessica Hughes,Aleisha Horridge,womens,2,-0.01,0.215,0.488,23.8
Mitchell Hargreaves,Tom Evans,mens,6,0.017,0.211,0.533,87.5
Paul Gledden,Ash Williams,mens,4,0.004,0.204,0.512,67.4
Jordan Halliday,Conor Robertshawe,mens,3,-0.006,0.192,0.499,35.7
Timothy Kouznetsov,Nicholas Maleganeas,mens,5,0.002,0.195,0.499,62.2
Danni-Elle Townsend,Emilia Schmidt,womens,9,-0.003,0.188,0.507,43.9
Daniel Fogl-Kulich,Harrison Brown,mens,3,-0.006,0.205,0.481,35.3
Irene Sanchez,Celina Yang,womens,2,-0.004,0.208,0.482,43.5
Roos Van Reek,Kaitlynn Hart,womens,11,0.034,0.212,0.534,96.6
Sarah Burr,Nicola Schoeman,womens,12,-0.035,0.209,0.47,1.2
Lacy Schneemann,Vivian Glozman,womens,10,0.023,0.217,0.53,92.3
Rika Fujiwara,Seina Shima,womens,4,0.009,0.192,0.512,77.7
Daniel Fogl-Kulich,Lara Giltinan,mixed,4,0.0,0.202,0.502,55.4
Phụng Võ,Dang Chau,mixed,2,-0.002,0.187,0.494,49.6
Ellen McDonogh,Brooke Mundey,womens,2,0.007,0.191,0.52,72.9
Somer Dalla-Bona,Selina Turulja,womens,4,0.021,0.187,0.526,90.5
Jai Grewal,Zack Taylor,mens,4,-0.004,0.188,0.486,43.0
Timote Lavelua,Joshua Muzik,mens,2,-0.01,0.197,0.492,24.0
Phan Quynh,HO Tam,womens,2,0.004,0.193,0.504,66.1
Clemens Graute,Una Tafuna,mens,2,-0.018,0.184,0.462,9.0
Maximilian Wild,Dave Bacalla,mens,20,0.03,0.197,0.557,95.4
Isabelle Papazyan,Cleo Bond,womens,2,-0.019,0.221,0.486,7.5
George Wall,Nicola Schoeman,mixed,4,-0.019,0.185,0.471,7.3
Jai Grewal,Andie Dikosavljevic,mixed,2,0.004,0.209,0.499,67.4
Joshua Shemroske,Alex Cortes,mens,2,-0.023,0.195,0.485,4.6
Jaime Wong,Ekaterina Biakina,womens,2,-0.002,0.203,0.499,47.2
Vena Fonokalafi,Huss Saleh,mens,2,-0.003,0.194,0.502,45.8
Kelly Martin,Memory Lelenoa,womens,2,0.001,0.185,0.504,56.9
Chris Harradine,Kyle Stoker,mens,2,-0.015,0.205,0.459,13.7
Jay Devilliers,Allyce Jones,mixed,15,0.035,0.226,0.552,97.0
Danni-Elle Townsend,Joseph Wild,mixed,24,0.012,0.191,0.51,81.2
Zane Navratil,Roos Van Reek,mixed,9,-0.018,0.193,0.488,8.4
Clemens Graute,Ekaterina Biakina,mixed,10,0.023,0.207,0.543,92.5
Isabelle Papazyan,T Maxy,mixed,4,-0.0,0.202,0.493,53.8
Collin Johns,Alix Truong,mixed,7,-0.011,0.209,0.503,21.1
Phuc Huynh,HO Tam,mixed,5,-0.007,0.197,0.486,33.2
Sange Carter,Oliver Gray,mixed,2,-0.008,0.206,0.488,28.8
Quang Duong,Vivian Glozman,mixed,11,0.009,0.185,0.523,77.1
Cleo Bond,Tom Evans,mixed,12,0.001,0.192,0.484,57.0
Jessica Hughes,Simon Pilt,mixed,4,0.006,0.195,0.489,71.2
Gabrielle May,Aaron Blitz,mixed,2,-0.004,0.197,0.499,42.7
Conor Robertshawe,Valeska Hoath,mixed,7,0.013,0.195,0.515,83.3
Jessica Williams,Alex Cortes,mixed,2,-0.003,0.192,0.501,45.0
Haruki Kato,Rika Fujiwara,mixed,5,-0.001,0.178,0.497,51.1
Emilia Schmidt,Mitchell Hargreaves,mixed,6,0.013,0.188,0.53,83.5
Phan Quynh,Huss Saleh,mixed,2,0.001,0.188,0.497,58.3
Kirsty McCorkindale,Nicholas Maleganeas,mixed,3,-0.006,0.211,0.476,37.0
Vuk Velickovic,Selina Turulja,mixed,2,0.013,0.183,0.523,83.5
Alex Hunt,Kaitlyn Christian,mixed,3,-0.01,0.188,0.469,23.4
Una Tafuna,Irene Sanchez,mixed,2,-0.006,0.214,0.493,34.7
CJ Klinger,Tyra Hurricane Black,mixed,6,-0.034,0.196,0.438,1.4
Lucas Pascoe,Kaitlynn Hart,mixed,4,0.005,0.203,0.506,69.1
Zack Taylor,Bernadette Massih,mixed,3,0.008,0.206,0.489,75.8
Robert Stirling,Somer Dalla-Bona,mixed,4,-0.021,0.195,0.471,5.9
Seina Shima,Harrison Brown,mixed,4,0.017,0.193,0.534,87.5
Jordan Halliday,Brooke Mundey,mixed,2,-0.007,0.187,0.497,32.1
Aaron Johnson,Ellen McDonogh,mixed,4,-0.003,0.189,0.498,45.8
Jaime Wong,Darren Ho,mixed,2,-0.002,0.2,0.49,47.0
Oliver Dobson,Aleisha Horridge,mixed,3,0.002,0.193,0.505,60.4
Katerina Valos,Joshua Chia,mixed,5,0.001,0.193,0.501,57.7
Tina Bianchi,Chris Turvey,mixed,4,0.002,0.197,0.499,62.5
Andrew Horridge,Bee Horsley,mixed,2,-0.001,0.192,0.502,50.0
Sarah Burr,Vishal Masand,mixed,2,-0.002,0.188,0.504,48.5
Safi Foketi,Brookie Maasi,mixed,2,-0.007,0.187,0.486,34.4
Eliel Herminas,Victor Camilo Iii,mens,3,-0.018,0.193,0.465,8.5
Joshua Cooperman,Erik Josephs,mens,8,-0.002,0.185,0.491,49.1
Spartak Rahachou,Sebastian Herrera,mens,7,0.014,0.212,0.524,84.2
Bryan Lundberg,Braden Jacobson,mens,3,0.0,0.195,0.509,55.0
Jace Morris,Albie Huang,mixed,5,0.012,0.205,0.507,81.8
Wil Shaffer,Jackson Ayotte,mens,15,0.013,0.184,0.519,83.1
Jason Gregory,Chad Brundy,mens,4,-0.017,0.195,0.471,9.6
Nick Werner,Justin Fullmer,mens,4,-0.008,0.192,0.501,29.3
Thomas Yu,Riley Inn,mens,8,0.01,0.187,0.509,78.8
Indigo Dagnall,Levi Daniel,mens,2,0.002,0.195,0.511,62.2
Aleck Blair,Katie Van Doren,mixed,5,-0.014,0.2,0.478,14.7
Phillip Locklear,Matt Rucinski,mens,28,0.04,0.199,0.568,98.0
David Creswell,Max Tavepholjalern,mens,2,-0.007,0.2,0.492,34.2
Joshua Cooperman,Cailyn Campbell,mixed,4,0.0,0.196,0.505,55.9
Emily Mone,Mike Radermacher,mixed,2,-0.007,0.198,0.48,33.7
Grayson Brandon,Billy Buchhauser,mens,2,-0.007,0.195,0.494,34.1
Chas Howard,Jace Howard,mens,5,-0.011,0.201,0.496,22.3
Mouaad Alhouni,Anouar Braham,mens,4,-0.024,0.192,0.456,4.2
Rian Weston-Dodds,Dan Clark,mens,2,-0.003,0.198,0.489,45.7
Joe Prince,Jace Morris,mens,6,0.006,0.187,0.504,71.5
Arsh Sharma,Russell K,mens,4,-0.005,0.198,0.506,39.5
Dana Raugust,Luke Ness,mixed,6,0.023,0.19,0.53,92.0
Alli Hazrati,Nick Patterson,mixed,4,-0.006,0.172,0.483,36.8
Carl Hilliard,Aleck Blair,mens,16,0.019,0.186,0.532,89.3
Sam Angelo,Rio Newcombe,mens,28,0.039,0.205,0.557,97.8
James Kaoma,Garret Johnson,mens,4,-0.01,0.2,0.487,24.2
Savanna Ticknor,Joel Ticknor,mixed,3,-0.003,0.281,0.504,44.3
Wendy Weston,Garret Johnson,mixed,5,0.008,0.192,0.511,76.0
Audrey Adele Brown,Rio Newcombe,mixed,4,0.001,0.203,0.497,59.0
Luke Cartenuto,Chase Mason,mens,3,0.01,0.212,0.508,79.2
Brian Bonilla,Mike Radermacher,mens,12,0.006,0.222,0.504,70.4
Andre Mercado,Michael Wolf,mens,4,-0.004,0.195,0.504,42.2
Scott Berke,Luke Ness,mens,2,-0.015,0.189,0.475,13.8
Shane Du Bois,Matthew Fisher,mens,2,-0.003,0.19,0.494,45.2
Zach Gonnering,Jaxon Madsen,mens,3,-0.007,0.199,0.483,32.8
Chloe Igleski,Caden Nemoff,mixed,7,-0.01,0.2,0.48,25.0
Pally Ray,Bryanna Ojeda,mixed,2,-0.013,0.189,0.476,18.0
Sahra Dennehy,Brandon Contratto,mixed,2,-0.004,0.196,0.501,42.6
Octavio Andres Gutierrez Meier,Miguel Salgado,mens,5,-0.001,0.196,0.477,50.0
Hunter Morris,Desmond Luke,mens,3,-0.011,0.205,0.494,22.7
Gregorie Vinueza-Daly,Rob Brandt,mens,2,-0.005,0.203,0.491,39.4
Liam Jesperson,Karson Feyereisen,mens,2,-0.0,0.208,0.507,53.8
Vivienne David,Daniel De la Rosa,mixed,5,-0.005,0.187,0.504,39.8
Mohaned Alhouni,Samantha Parker,mixed,5,-0.003,0.204,0.508,43.8
Dekel Bar,Anna Bright,mixed,22,0.03,0.216,0.547,95.4
Dylan Frazier,Kate Fahey,mixed,39,-0.005,0.172,0.484,38.5
Parris Todd,Hunter Johnson,mixed,16,-0.009,0.2,0.483,26.5
Maggie Brascia,JW Johnson,mixed,10,0.003,0.206,0.511,63.4
Kaitlyn Christian,Donald Young,mixed,8,-0.009,0.214,0.489,26.6
Andrea Koop,Michael Loyd,mixed,5,-0.01,0.188,0.489,26.1
Allison Phillips,Mota Alhouni,mixed,2,0.003,0.192,0.497,63.8
Jade Kawamoto,James Ignatowich,mixed,24,0.025,0.194,0.544,93.2
Andrei Daescu,Tina Pisnik,mixed,52,0.019,0.19,0.528,89.6
Brooke Buckner,Noe Khlif,mixed,8,0.006,0.213,0.513,70.6
Blaine Hovenier,Martina Frantova,mixed,7,0.002,0.197,0.507,61.5
Ewa Radzikowska,Anderson Scarpa,mixed,5,0.005,0.194,0.511,68.8
Zane Navratil,Genie Erokhina,mixed,7,0.001,0.184,0.497,58.8
Steve Deakin,Alex Walker,mixed,11,0.006,0.198,0.496,70.5
Liz Truluck,CJ Klinger,mixed,5,-0.003,0.2,0.496,45.5
Riley Newman,Lea Jansen,mixed,33,-0.022,0.182,0.454,5.2
Rafa Hewett,Mari Humberg,mixed,9,0.031,0.19,0.543,95.8
Lingwei Kong,Spencer Smith,mixed,2,-0.012,0.197,0.474,19.5
Pierina Imparato,Darrian Young,mixed,13,-0.009,0.191,0.476,27.7
Camila Zilveti,Daniel Jensen,mixed,2,0.006,0.197,0.499,72.3
