player_id,name,gender,games,b_adjusted,se,z,clutch_shrunk,shrunk_sd
8d4ab63d-f14c-4013-a97a-3789015b9bd8,Tatiana Ruhl,F,95,-0.004697,0.011907,-0.395,-0.000109,0.004635
cfb42bdb-d0a0-4fc7-b1ea-a77c40aff2d2,Mota Alhouni,M,177,-0.001812,0.007249,-0.250,-0.000109,0.004134
aec5d8be-9ce0-4cc5-98a4-140fad555fe0,Donald Young,M,289,-0.001287,0.005922,-0.217,-0.000127,0.003835
7f36e416-0907-43b2-8ec4-e9533088e30f,Bobbi Oshiro,F,82,-0.005097,0.012065,-0.422,-0.000150,0.004645
1ad19b48-ae39-44aa-b2a0-5a40a6b71420,Daniel Byun,M,72,-0.003576,0.009996,-0.358,-0.000156,0.004495
7464628e-931a-44c9-b0df-749a7cb32eaa,Adam Harvey,M,261,-0.001559,0.006261,-0.249,-0.000180,0.003922
25a6f570-d617-427a-9fc4-3bf6115a9a84,Hannah Blatt,F,227,-0.002291,0.007496,-0.306,-0.000222,0.004178
e4bf2cca-f71a-4ded-89fe-39db811423db,Jace Howard,M,63,-0.006056,0.012297,-0.492,-0.000260,0.004657
2cff4f24-1547-4fe0-af74-9e3412f1ba71,Sam Querrey,M,69,-0.007189,0.013373,-0.538,-0.000269,0.004710
504e8c08-caf6-4db8-b454-11ffa321261c,Lucy Kovalova,F,377,-0.001572,0.005798,-0.271,-0.000270,0.003801
135937d9-d132-41c5-9cfd-d2b0112288b2,Daniel Traxler,M,68,-0.005750,0.011828,-0.486,-0.000279,0.004631
ead35052-7367-4296-96d4-064f546cc2b9,CJ Klinger,M,631,-0.001000,0.004227,-0.236,-0.000292,0.003237
306da673-de7e-44f5-bc16-0738b44bd089,Christopher Crouch,M,247,-0.001746,0.005826,-0.300,-0.000339,0.003808
614e164a-4197-44eb-855c-586cf79fbfc9,Ivan Jakovljevic,M,311,-0.001664,0.005643,-0.295,-0.000341,0.003756
64a6650b-96f6-4382-8db8-9edcd7838743,Kento Tamaki,M,85,-0.007092,0.012556,-0.565,-0.000369,0.004671
b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,M,68,-0.007447,0.012790,-0.582,-0.000383,0.004683
eb14fc6e-ede1-4999-bec3-e36695e7f94e,Milan Rane,F,472,-0.001559,0.005178,-0.301,-0.000391,0.003609
7925aefe-e260-4b83-8bfc-214da1d14fb5,Travis Rettenmaier,M,313,-0.001916,0.005910,-0.324,-0.000393,0.003831
d0a30dc1-a7d7-475c-bfc9-d55e0aa8e7e3,Ethan Bakalinsky,M,60,-0.006755,0.011919,-0.567,-0.000419,0.004636
33292af3-984d-4752-8d18-b3a5c147e9fe,Armaan Bhatia,M,188,-0.003168,0.007844,-0.404,-0.000420,0.004236
ab473dbc-8449-427a-968d-5f59bd1f65fd,Eunggwon Kim,M,127,-0.003395,0.008083,-0.420,-0.000436,0.004272
55ed7e0a-ff2d-4ac2-aad6-b6772ef4f448,Layne Sleeth,F,290,-0.002692,0.006973,-0.386,-0.000454,0.004081
b025eccb-868e-4ce6-a4db-c1082a288b59,Maddy Rasmusen,F,163,-0.004334,0.008944,-0.485,-0.000502,0.004386
bf84d952-c6a8-4494-943d-064b223e764f,Estee Widdershoven,F,167,-0.004132,0.008632,-0.479,-0.000518,0.004348
b3edcbe7-c081-406a-b28e-3cd34988d4dd,Simone Leonard,F,75,-0.009773,0.013772,-0.710,-0.000524,0.004727
34270d82-e968-407d-a918-8aa57f0123a6,Elsie Hendershot,F,119,-0.005861,0.010453,-0.561,-0.000526,0.004534
d3e486f2-7c25-4bcf-b9dd-81c14f644f60,Etienne Blaszkewycz,M,189,-0.003582,0.007768,-0.461,-0.000558,0.004224
79046b96-4601-4443-ad6a-b1d2451be668,Rachel Summers,F,118,-0.007050,0.011380,-0.620,-0.000559,0.004602
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,90,-0.006716,0.011007,-0.610,-0.000573,0.004577
89843e44-48fd-4a3f-b8c0-5f5aa6ae5741,Dekel Bar,M,670,-0.001383,0.003930,-0.352,-0.000590,0.003097
46f2280d-18d7-4589-9157-c5e6492099cd,Polina Libo,F,72,-0.011109,0.014304,-0.777,-0.000591,0.004747
8df7caa9-af2f-4381-833a-f56776546f88,Claudio Quinones Garcia,M,67,-0.008300,0.011887,-0.698,-0.000659,0.004634
1d51becb-4ea0-4878-9660-e3fd2dfaa0ea,Ewa Radzikowska,F,222,-0.003666,0.007344,-0.499,-0.000687,0.004151
06e87b30-1f70-46e6-a6a8-17a4086d609a,Kailas Shekar,M,84,-0.008266,0.011608,-0.712,-0.000709,0.004617
f879086b-e0e5-4772-b0a6-4055c265da69,Tina Pisnik,F,829,-0.001605,0.003908,-0.411,-0.000734,0.003087
f843b220-41cb-4203-831b-6aac32b8f02a,Riley Inn,M,83,-0.007792,0.010810,-0.721,-0.000803,0.004562
cd9ee524-11da-4099-805f-1f362f2bc468,Stevie Petropouleas,F,81,-0.011480,0.013254,-0.866,-0.000825,0.004705
4f142e8d-9a57-41cb-a89b-5b4c3af752fa,Ella Boydston,F,99,-0.007136,0.010168,-0.702,-0.000833,0.004510
850116be-7d0f-4325-ab06-1f37dd3d1c7e,Steve Deakin,M,185,-0.004493,0.007698,-0.584,-0.000847,0.004212
30eb9a2b-1570-473f-8cf1-0f7c9d21b303,Zane Navratil,M,403,-0.002699,0.005101,-0.529,-0.000971,0.003582
fb8a1763-24f4-43e5-b7aa-0004402dd4a7,Danna Funaro,F,85,-0.014637,0.014334,-1.021,-0.000973,0.004748
ecd31a05-120f-4373-b5c1-21136f8f0bf1,Braden Jacobson,M,106,-0.008639,0.010728,-0.805,-0.000975,0.004556
57d81852-8998-4d7c-9ed6-737c404c8650,Jericho Grollman,M,91,-0.008155,0.010351,-0.788,-0.000984,0.004526
e319e2cf-0fce-4c72-9197-f2674c7595b8,Zak Parks,M,62,-0.010845,0.011861,-0.914,-0.001052,0.004633
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,224,-0.004378,0.006833,-0.641,-0.001078,0.004052
20684550-cb89-4ea2-9e2f-0f44eb920b45,Chao Yi Wang,F,462,-0.002987,0.005109,-0.585,-0.001110,0.003585
ba70f3a5-4693-4aa8-a8cc-1b5c0544b75a,Nicholas Romano,M,91,-0.010309,0.010961,-0.941,-0.001208,0.004573
2819525e-d485-4ab3-a300-1c6dbdb3ae39,Quan Do,M,81,-0.013674,0.012605,-1.085,-0.001267,0.004674
ba491f1c-0112-47a8-a348-4695289e958a,Augustus Ge,M,564,-0.002859,0.004374,-0.654,-0.001322,0.003301
0ccab93d-398c-40a8-821f-07a2ded79dde,Zoeya Khan,F,208,-0.007114,0.008459,-0.841,-0.001334,0.004325
2c1692a6-0fa2-47b0-9d2b-e12b5c054ef4,Janet Liu,F,62,-0.015188,0.012932,-1.174,-0.001380,0.004690
35f81e87-382e-41cc-9bab-687116861954,Jace Morris,M,150,-0.007624,0.008637,-0.883,-0.001402,0.004348
e02ba405-3969-4135-8be6-d320b09c4f3b,Salome Devidze,,60,-0.015602,0.013036,-1.197,-0.001405,0.004695
7edb882c-6d17-4129-8208-710e3c82364c,Federico Staksrud,M,1014,-0.002308,0.003269,-0.706,-0.001413,0.002741
e2466ee7-aaa4-4c6a-a288-63e717054640,Bret Berryman,M,142,-0.008434,0.009139,-0.923,-0.001417,0.004408
3aaa968d-90ed-4a57-bc29-938a618b6aa9,Jamie Haas,F,83,-0.012064,0.011156,-1.081,-0.001449,0.004587
cb9ea037-f204-4216-ac56-930a01009166,Matt Burkhardt,M,68,-0.015491,0.012802,-1.210,-0.001457,0.004684
c3012322-e95e-4e38-a0d8-106f9e236869,Keilly Ulery,F,120,-0.008349,0.008800,-0.949,-0.001521,0.004369
763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M,390,-0.004010,0.005269,-0.761,-0.001541,0.003639
dd2f2fe3-5333-4036-9d88-f108bdcee3fc,Giovanna Morelli,F,149,-0.007445,0.008124,-0.916,-0.001550,0.004278
87d60b6f-6f2e-4610-ab89-487e8acc097e,Mya Bui,F,263,-0.005868,0.006863,-0.855,-0.001589,0.004058
1c49ab19-88d1-43b4-94cb-ab7ec9205ec9,Regina Goldberg,F,122,-0.010949,0.010084,-1.086,-0.001614,0.004503
2c2a2b82-9ec7-4046-97cb-3a199ed507af,Oscar Serra,M,96,-0.012449,0.010755,-1.157,-0.001653,0.004558
d8610fd6-1ab3-409a-bea3-d7f7b87d7ee0,Shea Donahue,F,74,-0.017030,0.012754,-1.335,-0.001679,0.004681
ec94501d-8b59-4236-b77d-7238f8925e48,Marcela Aguila Ampon,F,230,-0.006373,0.007036,-0.906,-0.001686,0.004093
a9782e86-e5ae-46d3-9194-ac89fdaed622,Alexander Crum,M,85,-0.015486,0.012064,-1.284,-0.001690,0.004645
c4ca8085-84ed-451f-81c0-6df4a1c8d59f,Dominique Schaefer,F,171,-0.009670,0.009175,-1.054,-0.001690,0.004412
2bfe44bb-d558-411f-abeb-c8522dd42ce9,Julian Arnold,M,440,-0.003859,0.004746,-0.813,-0.001708,0.003453
c971bb40-090b-4e47-be58-905495e38401,Miles Hoover,M,151,-0.009025,0.008637,-1.045,-0.001757,0.004348
6794d224-7da3-43d9-8300-e24e731f5dea,Samantha Parker,F,241,-0.007061,0.007360,-0.959,-0.001765,0.004154
ec4cdfe2-c6f6-4de1-824e-9adcaeb31196,Judit Castillo,F,306,-0.005691,0.006287,-0.905,-0.001789,0.003929
76419f3a-712c-4241-8940-6f9bda847ba7,Lauren Stratman,F,398,-0.004384,0.005123,-0.856,-0.001791,0.003590
42b8527d-b84e-4f50-8e0b-5937664981e3,Sanil Jagtiani,M,81,-0.013854,0.010994,-1.260,-0.001812,0.004576
6aa0a796-9759-40f5-9c8f-bf4461d032fb,Helena Jansen,F,122,-0.014453,0.010730,-1.347,-0.002023,0.004556
469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M,274,-0.006581,0.006494,-1.013,-0.002025,0.003978
f8b6b217-f9f8-4fd3-a71d-ae4dfcbb9c89,Ava Ignatowich,F,235,-0.008768,0.007856,-1.116,-0.002047,0.004238
90264f6d-f165-4b60-86e5-451cf64f62ae,Emilia Schmidt,F,77,-0.021476,0.013249,-1.621,-0.002086,0.004704
4b52c4a5-80c7-49e1-9728-460a9d242392,Phillip Locklear,M,72,-0.020456,0.012808,-1.597,-0.002120,0.004684
493d192e-3eff-4058-8f2f-fa84530b5a39,Easton Horricks,M,62,-0.017587,0.011763,-1.495,-0.002120,0.004627
50c2125b-406c-41e7-aad6-5432c7cd8e1c,AJ Koller,M,381,-0.004756,0.004842,-0.982,-0.002128,0.003489
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,253,-0.006794,0.006450,-1.053,-0.002129,0.003968
9decd87b-03ac-4d79-a1e7-d03ca3f7519b,James Ignatowich,M,470,-0.004905,0.004847,-1.012,-0.002202,0.003491
ff789b9c-80c4-442c-b97e-2e2311298cfb,Vivian Glozman,F,245,-0.006727,0.006247,-1.077,-0.002216,0.003919
f370a1a0-2e1a-463b-a35c-30899131f7d6,Troy Akin,M,74,-0.014909,0.010428,-1.430,-0.002240,0.004532
3760b164-aabd-4893-b5a1-91a4eef558c1,Callan Dawson,M,159,-0.009138,0.007686,-1.189,-0.002244,0.004210
f91b88a1-7d1e-41ad-9782-200959faf6bd,Olivia McMillan,F,189,-0.008745,0.007461,-1.172,-0.002246,0.004172
f13c20c3-1fed-4a9e-abec-f3f3bf1f8f91,Anne-Sophie Courteau,F,88,-0.016391,0.011006,-1.489,-0.002246,0.004577
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,107,-0.012870,0.009518,-1.352,-0.002256,0.004449
3af01041-5679-400a-87b8-12c01db8cec4,Kate Fahey,F,560,-0.004759,0.004582,-1.038,-0.002279,0.003388
05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M,284,-0.006635,0.006018,-1.103,-0.002312,0.003861
06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M,421,-0.005345,0.004794,-1.115,-0.002464,0.003471
2feffeaa-aca5-4c5d-aad6-62eb0d38a6be,Abigail Okelley,F,64,-0.020801,0.012016,-1.731,-0.002499,0.004642
a2c56686-b330-41e4-b7e8-bda8a3ec97a8,Ryan Fu,M,282,-0.007860,0.006426,-1.223,-0.002547,0.003962
b924b201-a7b1-4af5-83ef-d132c2d27008,Lara Giltinan,F,66,-0.027334,0.013838,-1.975,-0.002565,0.004729
a33fae19-76c1-4ec3-9845-2b2b471baa70,Johnny Goldberg,M,77,-0.021097,0.011736,-1.798,-0.002676,0.004625
71992955-8b6f-470b-a991-796cfa56a826,Liz Truluck,F,381,-0.006714,0.005398,-1.244,-0.002742,0.003681
66e1ddf7-61f6-4683-afdf-b6cc313af407,Todd Fought,M,235,-0.010532,0.007479,-1.408,-0.002793,0.004175
3cab1673-2522-4dd5-ba07-2a1b88749d86,Tristan Dussault,M,108,-0.013525,0.008770,-1.542,-0.002815,0.004365
55b78314-2f02-4a0c-83c2-b7cbfd8b4329,Madalina Grigoriu,F,133,-0.017776,0.010132,-1.754,-0.002947,0.004507
6f149538-c6f6-4ad5-9e60-2afc100f97c1,Spartak Rahachou,M,94,-0.022490,0.011541,-1.949,-0.002996,0.004613
1e5d81dc-961d-455a-b80f-d6c30c518cde,Caden Nemoff,M,180,-0.013449,0.008397,-1.602,-0.003031,0.004317
14d61e81-14d5-4cb3-ae33-d427fbc1b4f6,Quang Duong,M,294,-0.008590,0.006117,-1.404,-0.003044,0.003886
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,M,619,-0.005768,0.004012,-1.438,-0.003250,0.003137
608756f6-bfc7-41b5-9cfd-5e69eacfe513,Victoria Dimuzio,F,164,-0.015073,0.008547,-1.764,-0.003352,0.004337
167e7a23-c919-460b-8586-a3966f588dcb,Hong Kit Wong,M,100,-0.017776,0.009222,-1.928,-0.003531,0.004417
258ef186-666f-4fb3-be50-916b633c96e6,Maximilian Wild,M,83,-0.025847,0.011542,-2.239,-0.003531,0.004613
736475dd-7ccd-40d8-8b43-8c2d9ef9e674,Maggie Brascia,F,368,-0.007999,0.005146,-1.555,-0.003547,0.003598
a95df9a8-772c-4dbf-8c28-e200b7308584,Kiora Kunimoto,F,203,-0.011676,0.006686,-1.746,-0.003768,0.004021
925c1306-6b3b-4510-8482-f34168a0842a,Roscoe Bellamy,M,367,-0.009306,0.005296,-1.757,-0.004042,0.003648
45e53881-72e4-4de1-9763-c2e7f7f854ba,Andrea Koop,F,211,-0.014239,0.006775,-2.102,-0.004604,0.004040
a9a168ae-7822-4d31-b07b-fba40480c1fc,Brandon French,M,371,-0.011038,0.005388,-2.049,-0.004763,0.003678
8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,M,477,-0.009911,0.004735,-2.093,-0.004923,0.003448
1dd5c313-10f5-4e0a-bb9b-699913a5abe8,Mary Brascia,F,351,-0.011583,0.005176,-2.238,-0.005263,0.003608
2e0c0227-6e3e-43d5-8037-7f8bd0f9b935,Gabriel Joseph,M,120,-0.025865,0.009282,-2.787,-0.005326,0.004424
cd7b97fc-d912-4c59-8ab3-c2d70e79d998,Lina Padegimaite,F,320,-0.014451,0.006053,-2.388,-0.005486,0.003870
e96d9339-cfb6-473d-bcb3-23f2887a3e0f,John Lucian Goins,M,211,-0.019842,0.007307,-2.715,-0.005901,0.004145
06dc9b8a-5c01-49cf-bb4d-70d7b5f85acf,Brooke Buckner,F,437,-0.013540,0.005176,-2.616,-0.006214,0.003608
4da698bf-605d-4c6c-8566-6bfbdb6c1a24,Genie Bouchard,F,216,-0.026560,0.007709,-3.445,-0.007438,0.004214
66a6c35b-33a2-4a23-b5db-fa53c96d643a,Kaitlyn Christian,F,502,-0.016519,0.004859,-3.400,-0.008206,0.003496
a91e2b68-7357-4518-baf9-f59b0b4c2477,Christopher Haworth,M,193,-0.032042,0.007594,-4.219,-0.009283,0.004195
88f06134-949b-4242-aee8-edbb029f808f,88f06134,,150,-0.060000,0.009054,-6.627,-0.013619,0.004399
