uuid,name,gender,n_high,n_low,serve_regular,return_regular,serve_big,return_big,regular,big,lift,lift_se,z,skill_adj,lift_rank,skill_adj_rank,lift_halfA,lift_halfB
af472932-bdca-4a6f-96f5-c8474817512e,Stephanie Vogt,F,166,339,-0.1692,0.0674,-0.0269,-0.0663,-0.1017,-0.0932,0.0085,0.2817,0.03,0.1271,326,212,-0.1028,-0.0034
0c1fb7ef-65d8-48bf-b19e-ff7e543f4bbc,Lê Xuân Đức,M,273,545,-0.0684,0.0177,-0.0887,0.045,-0.0508,-0.0437,0.007,0.238,0.03,-0.0511,327,455,0.1912,-0.1966
07a9bb92-74c6-4aef-9148-83b4a3371691,Sarah Jane Lim,F,177,375,-0.247,-0.0383,-0.1715,-0.1082,-0.2852,-0.2797,0.0056,0.2939,0.02,0.2071,328,142,0.0959,-0.0923
3fc70f61-f10c-4539-9b5a-82911efc966a,Ava Cavataio,F,731,1428,0.0031,0.005,0.0762,-0.0641,0.0081,0.0122,0.0041,0.1674,0.02,-0.1281,329,560,0.0431,-0.1642
6cbf25ef-655b-4883-91dc-cba9256545a7,Sarah Burr,F,281,583,0.0048,-0.0398,-0.0669,0.0359,-0.035,-0.031,0.004,0.2397,0.02,-0.0236,330,407,-0.1791,0.178
8ac6f832-de64-44eb-9bef-21031e074faa,Giang Trinh,M,468,939,-0.0052,0.0683,0.0346,0.0318,0.0631,0.0664,0.0033,0.2042,0.02,-0.0666,331,479,0.1945,-0.3537
a2c56686-b330-41e4-b7e8-bda8a3ec97a8,Ryan Fu,M,2732,5428,0.0555,0.0542,0.0474,0.0656,0.1097,0.113,0.0033,0.0964,0.03,-0.2747,332,712,-0.1026,-0.0843
45596674-36ae-4768-b4ee-c7181d9b2ea7,Sammy Lee,M,760,1550,0.0512,-0.0222,0.0381,-0.0059,0.029,0.0322,0.0032,0.1706,0.02,-0.1111,333,540,-0.0966,-0.0223
ebb2a1e0-7c6c-48a4-b994-e81edd8ddb97,Patrick Smith,M,2251,4580,-0.008,0.05,0.0458,-0.0006,0.0421,0.0452,0.0031,0.1033,0.03,-0.0357,334,426,-0.1487,0.0211
a4a34567-4734-41dc-895a-e37928f7647c,Grant Kayworth,M,176,292,-0.0948,-0.1323,-0.1062,-0.1191,-0.2271,-0.2253,0.0018,0.3296,0.01,0.2207,336,131,-0.0129,0.0354
b2188c16-8955-451d-8b6a-945a8907528f,Tom Evans,M,298,645,0.1328,-0.2071,0.0133,-0.0858,-0.0743,-0.0725,0.0018,0.234,0.01,-0.0946,335,519,0.0556,-0.1681
146dd2f7-7f5d-495d-b2f1-96d433742fec,Eduardo Santini Ayon,M,1416,2908,-0.1048,-0.0219,-0.0321,-0.0932,-0.1267,-0.1253,0.0014,0.1369,0.01,-0.0054,337,388,0.13,-0.1642
fb8a1763-24f4-43e5-b7aa-0004402dd4a7,Danna Funaro,F,730,1531,-0.0294,-0.0477,0.0098,-0.0857,-0.0771,-0.0759,0.0011,0.1719,0.01,0.0939,338,249,-0.1227,0.0922
0a287886-b880-4c46-8c66-ea4d198a7eba,Pablo Copetti,M,248,448,-0.2388,-0.0988,-0.2369,-0.0999,-0.3376,-0.3368,0.0008,0.2715,0.0,0.4171,339,39,-0.0297,0.1142
18fe24f0-d51c-4237-abc7-6839f4b6fd30,Cian Li,M,189,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.2247,344,124,0.0,0.0
4d73f750-808b-4f08-a96f-359f8835df54,Izaak Gonzalez,M,241,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.4599,347,29,0.0,0.0
5a48d9fe-f61f-436f-9451-cd3b0bbda6d8,Nicholas Maleganeas,M,164,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.162,341,180,0.0,0.0
98577287-735c-42ef-b9d2-9180156c6704,Jason Tay,M,185,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.342,349,58,0.0,0.0
9c622e48-bbb8-4488-833f-83fb851efa5a,Michael Leonard,M,164,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.0404,340,322,0.0,0.0
a4206588-8cb0-44cb-a526-5de7fabaf8c6,Pieter De Vries,M,194,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.0435,346,314,0.0,0.0
a710716e-7a2b-4ecd-8416-f499c9b120e7,AJ Khawaja,M,155,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.0957,345,244,0.0,0.0
cbfbb61e-c9de-4ef8-b68d-26fe027d14b9,Anders Jansson,M,183,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.0564,348,293,0.0,0.0
dafc4c81-f88d-46cd-ba95-938451cfc7c3,Matthew Pokorny,M,150,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.0153,342,351,0.0,0.0
e4e64e82-81e5-446c-9251-b6fac101373b,Phong Tran Sr,M,151,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123,0.0,0.3258,343,66,0.0,0.0
3f523db3-f8c4-46c8-a54f-533d7220d27b,Kyle Goodburn,M,211,437,-0.0594,-0.108,-0.0389,-0.1292,-0.1674,-0.1681,-0.0007,0.2963,-0.0,0.3491,350,56,-0.0846,0.0389
f1151ea2-759d-4d9f-a5b9-5ccd966dc3ca,Hoang Nam Ly,M,427,838,0.0985,-0.0088,-0.0089,0.0971,0.0897,0.0882,-0.0016,0.2131,-0.01,-0.181,351,622,0.0534,-0.0489
6e0c0d57-704c-4148-9229-1c623b611919,Perry Wang,M,245,505,-0.0992,-0.0381,0.0655,-0.2047,-0.1373,-0.1392,-0.0019,0.255,-0.01,0.042,352,316,0.0926,-0.1132
38b1bfb1-576b-4a3e-ab6b-e8bc46031c1d,Eric Roddy,M,2473,4864,0.0448,-0.0387,0.028,-0.0244,0.0061,0.0035,-0.0025,0.1027,-0.02,-0.0448,353,446,-0.2588,0.1198
bf96031e-108d-4a37-810a-d43f63339231,Audrey Banada,F,1124,2481,0.0312,-0.0056,0.1126,-0.0933,0.0256,0.0192,-0.0064,0.1567,-0.04,0.0001,354,380,0.1377,-0.2637
ce7e7707-c94e-4d33-b34a-37efe3363774,Eli Steiner,M,1172,2196,0.0307,-0.1415,-0.0426,-0.0753,-0.1108,-0.118,-0.0071,0.1533,-0.05,-0.1163,355,543,-0.0789,0.0237
1607a4f2-2592-4745-ba49-21bbeb199151,Sydney Sonday,F,631,1327,-0.0685,-0.0149,-0.0089,-0.0835,-0.0834,-0.0924,-0.009,0.1752,-0.05,-0.0248,356,409,-0.193,0.137
d0bac3dd-65e3-4682-9928-7344468332a5,David Creswell,M,169,390,-0.0831,0.0197,-0.0066,-0.066,-0.0634,-0.0725,-0.0091,0.3303,-0.03,0.1365,357,202,0.0,0.0397
3fc3a7df-63dc-4bcd-afd8-9bce53dd257c,Carl Hilliard,M,250,474,-0.0393,-0.0254,-0.0179,-0.0585,-0.0647,-0.0764,-0.0117,0.2596,-0.05,-0.0875,358,505,0.0688,-0.1058
57a5785e-8dd2-493d-8d2d-31459d308371,Victoria Yu,F,198,416,-0.0031,-0.0453,-0.0163,-0.0441,-0.0484,-0.0603,-0.012,0.2733,-0.04,0.1977,359,149,-0.016,0.0187
626853e5-c9a6-40df-9a45-24381fc6ba69,Rosen Naydenov,M,228,415,-0.073,0.1242,0.03,0.007,0.0512,0.037,-0.0142,0.2558,-0.06,-0.0018,360,381,-0.0048,-0.028
7e657393-16e5-4dd0-b230-47ffe15b6581,Gerald Ferrer,M,285,592,0.0848,-0.071,0.0291,-0.0298,0.0138,-0.0008,-0.0145,0.2514,-0.06,-0.2068,361,654,0.0223,-0.0083
26bd8869-21d6-4c7e-9edc-0bd16aebf18a,Evan Pratt,M,151,299,0.0032,-0.0062,0.0019,-0.0213,-0.003,-0.0194,-0.0164,0.3089,-0.05,0.2605,362,99,0.0,-0.0144
ef40c5da-1ba2-403f-929c-38312222b8e0,Chiron Burl,M,364,743,-0.0199,0.0258,0.0439,-0.0545,0.0059,-0.0106,-0.0165,0.2257,-0.07,-0.1183,363,544,-0.1466,-0.0091
9e21488f-cc47-4ec5-8883-b74edc533747,Paige Miles,F,204,425,0.1679,-0.1498,-0.045,0.0465,0.0182,0.0015,-0.0167,0.2473,-0.07,-0.0771,364,489,0.1223,-0.1501
b179dfb4-dcf9-4da2-94d2-4ed21ef015b0,Cynthia McPherson,F,221,484,-0.0204,-0.0296,0.006,-0.0731,-0.05,-0.0671,-0.0171,0.3475,-0.05,0.2713,365,93,-0.0524,0.0
e4c4c646-5650-45b9-8673-5b5e9d2174e0,Zachary Marceau,M,594,1109,-0.0456,-0.0406,-0.0071,-0.0968,-0.0862,-0.1039,-0.0176,0.2097,-0.08,-0.0668,366,481,-0.023,-0.0061
d0f63c78-f753-45d9-a510-1b05298ea680,Erik Forsythe,M,340,719,-0.1149,0.0843,-0.1203,0.0705,-0.0305,-0.0498,-0.0192,0.2237,-0.09,-0.0209,367,404,-0.1306,0.0143
404094a4-c65d-4e15-8023-f025ac226e30,Riley Bohnert,F,289,540,-0.0357,0.01,-0.0535,0.0079,-0.0256,-0.0456,-0.02,0.2603,-0.08,-0.1883,368,630,-0.0372,0.0018
9e500bd3-b4ff-449e-81fe-9ef54d091dbc,Sarah Ansboury,F,873,1805,-0.1004,-0.0281,-0.1186,-0.0299,-0.1285,-0.1486,-0.0201,0.1599,-0.13,0.1155,369,221,0.1163,-0.1485
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,478,946,-0.0198,-0.1007,-0.1092,-0.0315,-0.1205,-0.1408,-0.0203,0.2372,-0.09,-0.1745,370,617,0.1706,-0.1176
44d043e4-e81d-4496-b9fa-d01f47dfbc10,Gavin Nickerson,M,217,470,-0.1018,-0.0183,-0.0992,-0.0422,-0.1201,-0.1415,-0.0213,0.3282,-0.07,0.2933,371,82,-0.0384,0.0
b871e2a8-3498-47b9-a7c5-e75030bc1b35,Keith Read,M,160,355,-0.1102,0.1003,0.0399,-0.0719,-0.01,-0.032,-0.0221,0.2758,-0.08,0.039,372,325,-0.0294,-0.0542
e319e2cf-0fce-4c72-9197-f2674c7595b8,Zak Parks,M,562,1178,0.0035,0.0567,0.0357,0.0016,0.0602,0.0373,-0.0229,0.2101,-0.11,-0.1645,373,603,-0.124,0.0241
2c115b6b-4c0a-4992-9912-ed00d7bf07fc,Sam Kim,M,153,291,-0.0004,-0.1207,-0.0765,-0.0678,-0.1212,-0.1443,-0.0231,0.3124,-0.07,0.1524,374,188,-0.0201,0.0
fd565e56-6223-4ef0-882e-02346e7e0573,Brooke Caruso,F,1029,2106,0.0588,-0.0747,0.0173,-0.0591,-0.0159,-0.0417,-0.0258,0.1475,-0.18,-0.009,375,390,-0.0074,-0.0768
55b78314-2f02-4a0c-83c2-b7cbfd8b4329,Madalina Grigoriu,F,1153,2204,-0.0905,0.0119,-0.0343,-0.072,-0.0786,-0.1063,-0.0277,0.1501,-0.18,-0.0573,376,463,0.0292,-0.0343
72781a5b-7e26-47ae-a581-625e4fa96099,Hudson De Risi,M,312,630,0.021,-0.1966,-0.1141,-0.0908,-0.1756,-0.2049,-0.0293,0.3278,-0.09,0.6173,377,10,-0.0229,-0.0362
581520bf-6bd3-4c66-9ee3-756f955ec968,Rob Cassidy,M,1145,2259,0.0753,0.0154,0.0205,0.0405,0.0907,0.061,-0.0297,0.1521,-0.2,-0.0742,378,486,-0.0559,-0.1678
0142557a-6231-455b-8eee-daf5f67fc1ff,James Seagraves,M,623,1269,-0.1864,0.0671,-0.0101,-0.1399,-0.1192,-0.1499,-0.0307,0.1927,-0.16,0.0443,379,313,0.2089,-0.1883
738265f6-e8cf-4d0c-8f2e-88ca455d1dc5,Ernesto Russo,M,267,563,-0.1474,-0.061,-0.0976,-0.1424,-0.2084,-0.24,-0.0316,0.262,-0.12,0.2443,380,113,0.1438,-0.1382
79ee2d66-5ba3-47cc-bc43-f489a09d2d5a,George Rangelov,M,1728,3214,0.005,-0.0598,-0.0574,-0.029,-0.0548,-0.0864,-0.0316,0.1322,-0.24,-0.0098,381,392,-0.2526,0.0943
c2a65079-49d6-4023-a03f-a97bc3be3bf8,Daniel Jensen,M,910,1999,-0.1264,0.0396,-0.076,-0.043,-0.0868,-0.1191,-0.0322,0.1579,-0.2,0.002,382,379,-0.0157,0.0079
f72c029b-444a-49f1-a4f7-7bea007dc8ba,Jose Farias,M,298,543,0.0601,-0.1198,-0.0747,-0.0179,-0.0596,-0.0926,-0.0329,0.2472,-0.13,-0.0782,383,490,0.1307,-0.125
7bf10f67-cf48-4d2d-96ea-4e7d2646d9a8,Ryan Smith,M,540,1031,-0.0127,-0.0084,-0.0276,-0.0267,-0.0212,-0.0543,-0.0331,0.2289,-0.14,-0.0253,384,410,-0.2747,0.247
86e1b9d3-15ea-4b76-b488-d3135e78aa7c,Wade Heerboth,M,290,614,-0.0095,-0.0325,0.0981,-0.1735,-0.042,-0.0754,-0.0334,0.2455,-0.14,-0.2597,385,698,0.0518,-0.2204
98019e23-09e2-43ff-917a-b7809c775f4e,Pei Chuan Kao,F,323,636,-0.0226,0.0652,-0.0205,0.0281,0.0426,0.0075,-0.035,0.2199,-0.16,-0.0724,386,483,0.267,-0.4056
1634183c-5c14-410a-a6dd-30b634f27c1a,Jasper Schaadt,M,152,266,-0.1589,0.1175,-0.0049,-0.0719,-0.0414,-0.0769,-0.0354,0.3203,-0.11,0.0531,387,303,0.0,-0.1166
df8c0e05-75ea-4ef3-923e-685ff05f23f5,Selim Ben Ali,M,150,336,0.0195,-0.0801,-0.0001,-0.0989,-0.0607,-0.099,-0.0384,0.3089,-0.12,0.1808,388,163,0.2516,-0.1623
d4fa4b1d-2228-4620-8e8c-f4b182524e86,Alexis Nelson,F,166,309,-0.071,0.2892,0.0711,0.1073,0.2182,0.1785,-0.0398,0.2905,-0.14,-0.1635,389,601,0.0,-0.0254
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,1031,2045,0.036,-0.0554,0.0092,-0.0694,-0.0195,-0.0602,-0.0407,0.1498,-0.27,0.0059,390,372,-0.0557,-0.0302
ae22d796-6114-4ec9-8a76-8393e96cb1d0,Preston Bies,M,172,411,-0.0808,-0.0712,-0.1833,-0.0107,-0.152,-0.194,-0.042,0.2733,-0.15,0.4624,391,28,0.1447,-0.0428
b9dbf1d9-f5a8-4d6b-8685-00d7f477a42e,Henry Boyle,M,607,1286,0.0698,-0.0925,0.0245,-0.091,-0.0227,-0.0666,-0.0439,0.2106,-0.21,-0.2746,392,711,0.064,-0.1765
d24967d0-68b6-440e-9f7c-4ecc2fc3e7f5,Ilvana Trujillo,F,163,409,-0.2529,0.1189,-0.121,-0.0573,-0.134,-0.1782,-0.0443,0.2761,-0.16,0.1213,393,217,-0.0107,0.1487
b8167e12-0591-4cb4-a950-ecb6da83e1e0,Andie Dikosavljevic,F,153,368,0.1241,0.0694,0.0543,0.094,0.1936,0.1482,-0.0454,0.3152,-0.14,-0.1444,394,589,-0.1129,0.0281
cd7b97fc-d912-4c59-8ab3-c2d70e79d998,Lina Padegimaite,F,3018,6029,0.0806,0.0867,0.1169,0.0047,0.1673,0.1216,-0.0457,0.0916,-0.5,-0.1649,395,605,-0.1076,-0.1637
6866df42-48ad-423c-9e57-d7d4d6fb66ef,Vanshik Kapadia,M,257,502,0.121,-0.0215,0.0259,0.0257,0.0996,0.0517,-0.0479,0.2553,-0.19,-0.4274,396,773,-0.1039,-0.0487
89ccc27e-1751-4730-a998-db0cb9224349,Brooke Revuelta,F,206,443,-0.0556,0.0139,-0.0395,-0.0506,-0.0417,-0.0901,-0.0484,0.2485,-0.19,0.021,397,343,0.2239,-0.1781
2e520a54-a71e-4c5b-9536-e5886840ed0c,Mike Anderson,M,166,322,0.1401,-0.0243,-0.0301,0.0973,0.1158,0.0672,-0.0486,0.2827,-0.17,-0.1413,398,581,-0.1156,0.0494
4de68830-5966-4b09-abbd-91bed22df13d,Cade Edwards,M,288,595,-0.0372,0.0757,0.0454,-0.0555,0.0385,-0.0102,-0.0487,0.2349,-0.21,-0.0449,399,447,0.0834,-0.05
b1254256-f3ac-46db-b28c-4dd0c6955ea0,Eileen Wang,F,162,278,-0.0895,0.0308,-0.0336,-0.0739,-0.0587,-0.1074,-0.0488,0.3814,-0.13,-0.048,400,451,-0.0367,0.0
f6fa549d-8a9c-46fd-aeb8-af8a3f0f7a59,Robert Slutsky,M,380,724,0.2364,0.0039,0.0893,0.1006,0.2403,0.1899,-0.0504,0.2339,-0.22,-0.4654,401,782,-0.3049,-0.0206
00ab745e-aec0-4f44-acfb-0c24511b3999,Sarah Pham,F,184,376,0.0486,-0.0796,-0.1227,0.041,-0.031,-0.0817,-0.0507,0.2988,-0.17,-0.0864,402,504,-0.0131,-0.0454
64698ef9-a6f7-409d-b416-4892308af978,Alex Neumann,M,312,579,-0.0148,-0.0063,0.0549,-0.1273,-0.0211,-0.0724,-0.0513,0.2385,-0.22,-0.0883,403,508,-0.2135,0.0501
1d775d93-6cbb-4ed0-addc-244a46d15aae,Louise Kwong,F,225,482,-0.1652,0.0376,-0.1091,-0.0705,-0.1276,-0.1796,-0.052,0.337,-0.15,0.3672,404,51,-0.0056,0.0
bde1ffe8-4651-40ac-8e1b-24e850ff7586,Tommy Labat,M,190,364,-0.2493,0.1809,-0.0961,-0.0245,-0.0684,-0.1206,-0.0522,0.2833,-0.18,0.0863,405,259,-0.0281,-0.0665
658d2f1c-5f7d-4baa-a6ca-d29d3fed6166,Wade Bryant,M,172,304,0.0045,-0.0277,-0.0707,-0.0062,-0.0232,-0.0769,-0.0537,0.3004,-0.18,0.1462,406,194,-0.0004,-0.0182
9034d36a-1b11-4c9d-ad75-5c665d87b8c5,Pierina Imparato,F,2556,5317,-0.0471,0.0771,-0.0151,-0.0102,0.03,-0.0252,-0.0553,0.098,-0.56,-0.1842,407,626,0.0903,-0.3308
27bace9b-afb2-424a-af5b-f69ccce01725,Sabrina Guillebeaux,F,182,394,-0.0803,0.0146,-0.0166,-0.1049,-0.0657,-0.1215,-0.0559,0.2756,-0.2,0.1484,408,192,-0.0281,0.002
c5b50cff-54a3-4897-a8ad-2c57e1e988f9,Ben Newell,M,171,311,0.023,0.1344,0.014,0.0862,0.1574,0.1002,-0.0572,0.2714,-0.21,-0.2313,409,674,-0.0365,-0.0234
91ccec0d-b14e-41bc-8a23-0d9bcacfbe5b,Kevin Pham,M,181,381,0.0017,-0.0751,-0.0719,-0.0596,-0.0733,-0.1315,-0.0581,0.3052,-0.19,0.2417,410,115,-0.0485,-0.0564
24fead20-0b0e-409e-bd9e-dc69fa0a8162,Mark Dancuart,M,191,343,-0.0601,0.1215,-0.0339,0.0369,0.0614,0.003,-0.0584,0.2746,-0.21,-0.2553,411,692,-0.1514,0.0344
71992955-8b6f-470b-a991-796cfa56a826,Liz Truluck,F,3566,7275,0.0645,0.0946,0.1001,-0.0009,0.159,0.0991,-0.0599,0.0838,-0.71,-0.355,412,759,-0.0962,-0.239
cd71f5e4-529b-43e0-ae28-2c9127711ae2,Charles Case,M,237,456,0.0723,0.0164,0.0671,-0.0386,0.0887,0.0284,-0.0603,0.2955,-0.2,0.0027,413,377,0.1021,-0.1365
ce39808f-90a7-4c17-9566-c6c83697b695,Marco Leung,M,607,1136,-0.1321,-0.1193,-0.0848,-0.2276,-0.2514,-0.3124,-0.061,0.214,-0.28,0.1931,414,151,0.1258,-0.0679
222bf2cd-da9b-4c4c-ab99-0fa77bec15c6,Jason Loyd,M,359,646,0.0063,-0.0886,-0.0873,-0.0562,-0.0823,-0.1434,-0.0611,0.2287,-0.27,0.0057,415,374,-0.0297,-0.1013
53cffd68-8c08-4ad7-88fd-a72ee20d716e,Marisa Ruiz,F,537,1082,0.0555,-0.0152,-0.047,0.024,0.0403,-0.023,-0.0633,0.189,-0.34,-0.2231,416,671,0.0019,-0.0601
f56c29a7-f5ce-4897-9dbf-d455860ef3d8,Tyler Hong,M,151,256,0.1763,-0.0247,0.0478,0.0401,0.1516,0.0879,-0.0637,0.2994,-0.21,-0.1031,417,532,-0.0379,-0.0956
9d7b2972-477c-4cea-977d-f65f86dccac5,Parth Mody,M,452,904,0.1331,-0.1234,0.0861,-0.1406,0.0097,-0.0545,-0.0642,0.2039,-0.31,-0.0885,418,509,-0.1556,0.0483
90264f6d-f165-4b60-86e5-451cf64f62ae,Emilia Schmidt,F,721,1446,-0.0199,-0.0965,-0.0622,-0.1195,-0.1164,-0.1817,-0.0653,0.1756,-0.37,-0.1184,419,545,-0.0636,-0.014
6ff20e3d-06ae-4ce4-b487-1ff553681391,HO Hoan,M,230,344,-0.0186,-0.0748,-0.1105,-0.0495,-0.0934,-0.16,-0.0666,0.3434,-0.19,0.0395,420,324,-0.0453,-0.0283
23becc4a-36a4-4854-884e-d2efa8998955,Ana Gordon,F,251,524,-0.0866,-0.0403,-0.1271,-0.0677,-0.127,-0.1947,-0.0678,0.292,-0.23,0.2527,421,104,0.0736,-0.0954
ab6386c6-c7e3-422f-9134-e20e92725ee5,Emma Nelson,F,1018,1981,0.0599,-0.0599,0.0412,-0.1093,0.0,-0.0681,-0.0681,0.1498,-0.45,-0.1924,422,634,-0.0135,-0.0973
f9ae639d-11c5-4336-8b09-71d0fb6f9d9b,Sienna Hitzeman,F,243,416,-0.0504,-0.2013,-0.1581,-0.1629,-0.2517,-0.3209,-0.0693,0.3084,-0.22,0.2404,423,116,0.0203,0.0539
8af38fdd-73ad-4c9e-9bcb-d5c5cf861d4e,Isabella Ochoa,F,206,370,0.0688,-0.1267,-0.0845,-0.0436,-0.0578,-0.1281,-0.0702,0.2574,-0.27,-0.0588,424,467,-0.095,0.0
b67f32da-c777-48ab-a6bd-4f5087d2a40f,Ekaterina Biakina,F,584,1247,-0.1348,-0.1767,-0.2028,-0.1791,-0.3115,-0.3819,-0.0704,0.1961,-0.36,0.0525,425,305,0.0997,-0.1808
b6fe1237-b049-405c-a641-d57f8170a9a0,Albie Huang,F,1044,2173,0.0733,-0.1409,-0.0926,-0.047,-0.0676,-0.1396,-0.072,0.1474,-0.49,-0.0371,426,430,-0.0981,-0.0062
a95df9a8-772c-4dbf-8c28-e200b7308584,Kiora Kunimoto,F,1767,3852,0.0378,0.0535,0.0704,-0.0512,0.0913,0.0192,-0.0722,0.118,-0.61,-0.2855,427,721,-0.1273,-0.1469
1c49ab19-88d1-43b4-94cb-ab7ec9205ec9,Regina Goldberg,F,1088,2236,0.1149,-0.0688,0.0773,-0.104,0.0461,-0.0267,-0.0728,0.1478,-0.49,-0.0286,428,414,-0.0055,-0.1583
091e8c64-3b31-4263-889e-7170c2313b97,Santhosh Narayanan,M,590,1220,-0.0075,0.1763,0.1264,-0.0306,0.1688,0.0958,-0.073,0.1987,-0.37,-0.1882,429,629,-0.2272,0.1145
67e3b942-0f26-41b5-8abf-51fa09849e19,Walter Lau,M,211,461,-0.0397,0.0008,-0.026,-0.087,-0.0389,-0.113,-0.0741,0.327,-0.23,0.0661,430,278,-0.092,-0.0625
04ab231b-f2ab-456a-a79a-1728f29e42fa,Eliel Herminas,M,321,667,-0.0444,-0.0691,-0.2027,0.0146,-0.1135,-0.1881,-0.0746,0.3231,-0.23,0.1961,431,150,0.1367,-0.2002
46964855-27d5-412f-be82-2df7e45a99e5,Jaden Lam,M,204,340,-0.0861,-0.0072,-0.0693,-0.1024,-0.0933,-0.1717,-0.0784,0.2724,-0.29,0.1023,432,231,-0.2963,0.1513
4214dfa2-6d13-43c3-b98b-f36e4556402d,Kayla Williams,F,613,1178,-0.079,0.0727,0.0193,-0.1067,-0.0064,-0.0874,-0.0811,0.1824,-0.44,-0.0667,433,480,-0.0391,-0.1102
2a8b7adb-5f06-4b01-88a7-86e56d8d9274,Hannah Fife,F,196,388,-0.0125,-0.0873,-0.1303,-0.0516,-0.0997,-0.1819,-0.0822,0.2862,-0.29,0.1428,434,198,0.0,0.0079
e5915579-1c1d-4406-b707-6d877bcebedd,Kwan Wun Man,F,250,610,-0.1055,-0.1352,-0.1954,-0.1306,-0.2408,-0.326,-0.0853,0.2768,-0.31,0.0979,435,241,-0.0398,0.025
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,2497,5152,-0.0699,0.0162,-0.0341,-0.1055,-0.0538,-0.1396,-0.0858,0.1006,-0.85,-0.2377,436,678,-0.1854,-0.0522
50982c9d-4d95-48ce-8e38-6704fde63599,Thomas Romano,M,162,318,0.1056,0.085,0.0791,0.0227,0.1906,0.1019,-0.0887,0.2966,-0.3,-0.0402,437,437,-0.1387,-0.0849
9c9c45e5-6fb8-4f4f-a85e-16cebb11972d,Andi Godwin,F,486,1048,-0.1543,-0.2528,-0.1924,-0.3053,-0.4071,-0.4977,-0.0906,0.224,-0.4,0.3582,438,53,0.1152,-0.1971
1d200bd4-3d5b-41f2-9235-3ebfce0a4bb0,Miyu Hazawa,F,152,326,-0.0412,-0.1227,-0.1376,-0.1181,-0.1638,-0.2558,-0.0919,0.3299,-0.28,0.3047,439,74,-0.0902,0.1043
22135bb3-55b3-404e-9853-ee3ea3b18a06,Kei Sawaki,F,326,671,-0.0441,-0.0323,-0.0766,-0.0931,-0.0764,-0.1697,-0.0933,0.2469,-0.38,0.1192,440,218,-0.0787,-0.1256
435e466e-22c7-4917-8cb4-ff45bbccde19,Tamaryn Emmrich,F,3260,6552,0.056,0.0461,0.0336,-0.0257,0.102,0.0079,-0.0941,0.0873,-1.08,-0.1942,441,638,-0.2821,0.015
cecffdc0-29ee-46c0-9832-2dbe04700307,Nejc Sitar,M,430,975,-0.0018,0.2335,0.1502,-0.0129,0.2317,0.1374,-0.0943,0.2275,-0.41,-0.2031,442,646,-0.1702,-0.0981
3352fcce-bc05-4a02-bf59-c1984cec3e56,Chris Walker,M,160,259,-0.0674,-0.0017,-0.0937,-0.0706,-0.0691,-0.1643,-0.0953,0.3597,-0.26,0.4124,443,40,0.0,-0.0743
92b20d3a-70c5-453e-8b2d-38c1c552b693,Edward Kim,M,257,538,-0.2104,-0.0048,-0.1649,-0.1469,-0.2152,-0.3117,-0.0965,0.294,-0.33,0.1628,444,179,0.1147,-0.0719
1374dfe9-4573-4ab6-991d-16bed0a6d25c,Edward Perez,M,2239,4354,-0.1065,-0.0724,-0.1014,-0.1741,-0.1789,-0.2755,-0.0966,0.1141,-0.85,-0.0277,445,412,0.097,-0.2683
5d6ffa8c-1dd3-467d-82ab-f15f348a434f,Nasa Hatakeyama,M,322,630,-0.0971,0.1258,-0.0192,-0.0508,0.0286,-0.07,-0.0986,0.2518,-0.39,0.0954,446,245,-0.0352,-0.0752
d708aae7-c00c-47dc-9931-dad8216076c6,Leander Lazaro,M,191,360,0.1381,-0.1898,-0.0911,-0.0599,-0.0517,-0.151,-0.0993,0.2958,-0.34,-0.2733,447,708,0.0097,-0.0832
079cece3-01b2-4dd1-9e95-957b83b14cd7,Victor Rodrigo,M,411,800,0.2341,0.0004,0.0906,0.0432,0.2345,0.1339,-0.1006,0.2095,-0.48,-0.1945,448,639,-0.1267,-0.1421
d05d0739-3776-491b-8973-51cd4826a885,Taylor Stockton,M,198,415,-0.0615,-0.0013,-0.1372,-0.0269,-0.0628,-0.1642,-0.1014,0.3477,-0.29,0.094,449,248,-0.2023,0.056
69f2c636-4483-4d7b-81bd-e2ac920b88e0,Angel Hernandez,M,213,475,0.0326,0.0676,0.0102,-0.0126,0.1001,-0.0025,-0.1026,0.3296,-0.31,0.0702,450,272,0.0,-0.1039
