uuid,name,gender,n_high,n_low,serve_regular,return_regular,serve_big,return_big,regular,big,lift,lift_se,z,skill_adj,lift_rank,skill_adj_rank,lift_halfA,lift_halfB
66d6c944-63ff-400d-a729-da58b13dced2,Vova Zverkovsky,M,270,468,0.0655,-0.1414,-0.1463,-0.0325,-0.076,-0.1787,-0.1027,0.3452,-0.3,0.2454,451,112,-0.1362,0.0184
109b8cf8-56c9-4b40-9b16-e4326c55138b,Nguyen Thang,M,246,534,-0.0948,0.0538,0.0017,-0.1456,-0.041,-0.1439,-0.1028,0.2513,-0.41,-0.032,453,423,-0.2149,0.0709
9ca93d3c-68c2-4d4f-a534-fc4b00bfe362,Collin Vero-Casavant,M,157,285,-0.0839,0.012,-0.0899,-0.0849,-0.072,-0.1748,-0.1028,0.2884,-0.36,-0.0449,452,448,-0.1817,0.0204
37e3c67c-bc80-4057-af95-b15bcc682ac7,Jake Walker,M,209,336,0.0383,0.0421,-0.0288,0.006,0.0804,-0.0228,-0.1031,0.2843,-0.36,-0.102,454,529,-0.2055,0.006
ef8fa89c-c1aa-45f6-ad44-6900d0161013,Austin Walker,M,209,336,0.0383,0.0421,-0.0288,0.006,0.0804,-0.0228,-0.1031,0.2843,-0.36,-0.1021,455,530,-0.2055,0.006
e2466ee7-aaa4-4c6a-a288-63e717054640,Bret Berryman,M,1391,2674,0.0066,-0.0798,-0.0835,-0.095,-0.0733,-0.1785,-0.1052,0.1665,-0.63,0.0089,456,364,-0.1607,-0.0991
98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,F,597,1269,0.1824,0.2555,0.0552,0.2764,0.4379,0.3316,-0.1063,0.1814,-0.59,-0.4979,457,786,-0.2286,-0.1233
89d0497d-bd25-485e-a32c-872afa95b3d5,Mary Monson,F,360,788,-0.2013,0.1881,-0.1525,0.0319,-0.0133,-0.1205,-0.1073,0.2358,-0.45,0.1918,458,153,0.0722,-0.2029
f40135fa-ed68-4d6f-9dbd-a9fb0a210e4b,Justin Slattery,M,237,460,0.0074,-0.0705,-0.0496,-0.1217,-0.0631,-0.1714,-0.1082,0.2911,-0.37,0.11,459,226,-0.1053,-0.0422
1072c348-fd0a-4303-9dc3-be20c9736074,Jessica Jones,F,349,729,-0.1446,-0.1863,-0.1198,-0.3194,-0.3309,-0.4392,-0.1083,0.2646,-0.41,0.4035,460,42,-0.0194,0.0174
8085a986-b03a-4c96-9d50-a42d3cba3934,Jacob Bolkowy,M,162,282,-0.1556,0.1928,-0.0313,-0.0406,0.0372,-0.0718,-0.109,0.3622,-0.3,-0.054,461,459,0.0,-0.0883
3d81052b-beb5-43a8-9941-a5595a0be3c8,Brianna Kemp,F,271,472,0.0631,-0.108,-0.1452,-0.0093,-0.045,-0.1546,-0.1096,0.2728,-0.4,-0.0292,462,416,-0.0397,-0.0986
0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M,471,1013,-0.0132,0.1395,-0.0456,0.0619,0.1263,0.0163,-0.11,0.2188,-0.5,-0.5294,464,789,-0.1659,-0.1412
1dcfe215-9845-4590-9432-8a3087e748af,Brittany Levkulich,F,419,810,-0.239,-0.0314,-0.256,-0.1245,-0.2705,-0.3805,-0.11,0.2394,-0.46,0.1876,463,157,-0.1065,-0.0668
79046b96-4601-4443-ad6a-b1d2451be668,Rachel Summers,F,1125,2319,-0.1406,-0.034,-0.116,-0.1687,-0.1746,-0.2847,-0.1101,0.1495,-0.74,-0.0447,465,445,-0.1635,-0.0526
cfb42bdb-d0a0-4fc7-b1ea-a77c40aff2d2,Mota Alhouni,M,1693,3539,0.0508,-0.0123,0.0075,-0.0815,0.0384,-0.074,-0.1124,0.1183,-0.95,-0.1442,466,588,-0.0646,-0.1984
42f928d1-d33d-4f8a-b6f4-90d785e60cbe,Parker Dyer,M,152,215,-0.0734,0.1117,-0.1195,0.0445,0.0383,-0.075,-0.1133,0.3321,-0.34,-0.0727,467,485,0.0302,-0.1767
87d60b6f-6f2e-4610-ab89-487e8acc097e,Mya Bui,F,2356,4519,-0.0588,0.087,-0.0729,-0.0126,0.0282,-0.0855,-0.1137,0.1037,-1.1,-0.2311,468,672,-0.2859,-0.0306
33fd646f-21cf-4475-a4e1-5064b97b5917,Athilla Miasara Bt Azizul Azhar,F,188,358,0.0196,-0.2521,-0.1821,-0.1648,-0.2325,-0.3469,-0.1144,0.3081,-0.37,0.4393,469,34,0.0685,-0.0648
d0513962-42f2-40e9-904e-b5b615587b98,Janaye Sakkas,F,246,527,-0.0519,0.0253,-0.0675,-0.0736,-0.0266,-0.1411,-0.1145,0.3393,-0.34,0.0963,470,243,0.0,-0.141
2f28b85f-2645-4f75-8571-67335413387b,Morgan Downing,F,216,502,-0.012,-0.0811,-0.0432,-0.1654,-0.0932,-0.2086,-0.1154,0.2923,-0.39,0.3198,471,71,0.046,-0.1318
2e0acd0d-95a3-49c3-8648-720ed0fbc7d5,Lingwei Kong,F,2702,5467,0.0729,0.022,0.0728,-0.0941,0.0949,-0.0214,-0.1162,0.0959,-1.21,-0.2905,472,727,-0.2139,-0.167
28df3b18-505d-45b2-ad6d-c773c0dbd0b1,Breaden Brooks,M,160,348,-0.0233,-0.0551,-0.037,-0.1579,-0.0784,-0.195,-0.1166,0.3363,-0.35,0.0599,473,288,-0.1353,0.0233
a552ba50-5178-4107-aec6-ab9c0a0989b3,Aizec Olson,M,211,476,0.0269,-0.0103,-0.0618,-0.0383,0.0166,-0.1001,-0.1167,0.3748,-0.31,0.169,474,175,0.0,-0.1461
cdb01e3a-b0e0-449b-a7c5-278127f2cd61,Mary McGowan,F,669,1293,-0.1379,0.0101,-0.1612,-0.085,-0.1278,-0.2463,-0.1185,0.1852,-0.64,-0.1243,475,554,0.1579,-0.3751
dca3335c-a2fa-4863-b26c-a2e587de7534,Maebry Jones,F,294,687,0.0599,-0.0743,-0.0755,-0.0586,-0.0144,-0.1341,-0.1197,0.2689,-0.44,0.092,476,253,-0.1793,0.0401
47690bb2-18cf-4172-889a-1f9cc5bb6d9d,Amir Tabatabaeian,M,228,463,-0.0517,-0.0591,-0.1107,-0.1199,-0.1108,-0.2306,-0.1198,0.2607,-0.46,0.0023,477,378,-0.2878,0.1885
11989ea1-e653-42f9-91ce-13f1a78c0b4f,Lucas Coutinho,M,272,485,0.0177,-0.0026,0.0278,-0.1335,0.0151,-0.1057,-0.1208,0.2364,-0.51,-0.0637,478,473,-0.1062,0.0039
3760b164-aabd-4893-b5a1-91a4eef558c1,Callan Dawson,M,1774,3477,-0.0334,0.1173,-0.0605,0.0221,0.0839,-0.0384,-0.1223,0.1167,-1.05,-0.2887,479,726,-0.2267,-0.1423
eb7c3159-99e3-41d6-988f-71443cda0a75,Austin White,M,245,556,-0.0154,0.0096,-0.057,-0.0719,-0.0058,-0.1288,-0.123,0.2605,-0.47,0.0351,480,331,-0.2846,0.2038
95015a41-423e-4439-94ee-84e275c45787,Stephen Preissler,M,190,448,-0.0194,-0.0138,-0.1161,-0.0404,-0.0333,-0.1565,-0.1232,0.2645,-0.47,-0.2597,481,697,-0.0726,0.0
9eb2503a-b18e-42e2-986d-6c8ee07d0a36,Cade Pierson,F,496,1009,0.0149,-0.1032,-0.0009,-0.2107,-0.0883,-0.2117,-0.1233,0.1999,-0.62,-0.0875,482,506,-0.246,0.1524
12b298bc-6545-409a-ba9d-bd5b2d6f0e00,Sepand (sep) Attar,M,202,433,-0.0185,-0.0502,-0.1608,-0.0315,-0.0687,-0.1923,-0.1236,0.2831,-0.44,0.0717,483,271,0.1483,-0.2998
3aaa968d-90ed-4a57-bc29-938a618b6aa9,Jamie Haas,F,854,1672,0.0082,0.0899,0.0851,-0.1112,0.0981,-0.026,-0.1241,0.1585,-0.78,-0.2691,484,704,-0.0789,-0.1618
0a84556e-30f6-4500-8c95-a9ccbc51c7b1,Leah J,F,177,326,-0.0257,-0.1064,-0.1351,-0.1222,-0.1321,-0.2573,-0.1251,0.3425,-0.37,0.288,485,87,-0.1414,0.0756
d0d6d65c-6a52-4676-8c71-281d29a8db01,Harrison Brown,M,243,511,-0.1685,0.161,-0.0612,-0.0719,-0.0075,-0.1331,-0.1256,0.2674,-0.47,-0.0385,486,435,-0.0504,-0.1625
7bee4b61-53bf-41c1-a04f-1be4ade890ad,Sabrina Palavra,F,197,398,-0.0023,-0.1468,-0.201,-0.0755,-0.1491,-0.2766,-0.1275,0.3157,-0.4,0.3355,487,61,-0.1344,-0.0083
1abf464c-e8fc-472b-b1c8-f42a5c1fc02a,Natalie Hur,F,718,1409,-0.092,-0.0363,-0.0557,-0.2004,-0.1283,-0.2561,-0.1278,0.1748,-0.73,-0.2313,488,673,0.0202,-0.1628
4c87b545-c39a-482a-aa24-0ce2951f20d8,Connie Lee,F,465,934,0.0944,-0.0779,-0.0367,-0.075,0.0166,-0.1117,-0.1283,0.2019,-0.64,-0.0813,489,496,0.2517,-0.3927
7afc02f4-1e87-45c2-a101-0d48ecc05f8d,Martin Stanchev,M,240,525,0.1322,-0.0919,-0.1102,0.0222,0.0403,-0.088,-0.1283,0.2905,-0.44,-0.2848,490,720,-0.0486,-0.055
f2a996de-50a0-4d1d-b16f-f6450daa4a1e,Kelsey Laurente,F,491,986,0.0234,0.0663,0.0706,-0.1108,0.0897,-0.0402,-0.13,0.2129,-0.61,-0.3099,491,739,-0.3894,0.087
276c3b2a-2dca-4124-a404-18ab4d412dcb,Jordan Bridge,M,273,483,-0.1135,-0.039,-0.1945,-0.0881,-0.1525,-0.2826,-0.1301,0.273,-0.48,0.0952,492,246,-0.0994,-0.137
4be45b4a-461b-43e3-b0a4-33effdc2248a,Dalia Garza,F,326,734,0.0466,-0.1839,-0.1285,-0.1398,-0.1372,-0.2682,-0.131,0.2565,-0.51,0.2696,493,95,0.0422,-0.052
b43c46a3-0b98-4fdb-aa93-6c3982761aeb,Rob Hutchins,M,170,383,-0.0575,0.0596,-0.1197,-0.0099,0.0021,-0.1296,-0.1316,0.2913,-0.45,0.1022,494,232,-0.2606,0.0759
d6adc70a-8e20-4c7d-93f1-026f368c6210,Louis Laville,M,261,622,-0.1688,0.1448,-0.0061,-0.1496,-0.0239,-0.1557,-0.1317,0.2339,-0.56,0.0238,495,340,-0.0826,0.0031
be74032b-1035-4ece-bf4f-773b45da4d58,Mehvish Safdar,F,1910,3679,0.0335,-0.028,-0.0552,-0.0715,0.0054,-0.1267,-0.1321,0.1106,-1.19,-0.1571,496,596,-0.2062,-0.0098
c844b814-8025-407b-becf-3c96ea4b19a6,Preston Gordon,M,310,521,0.0683,-0.1169,-0.1497,-0.0312,-0.0486,-0.1809,-0.1323,0.2649,-0.5,-0.168,497,607,0.0047,-0.1334
6518ca38-f4c7-4fd8-84e1-38a7904132c2,Sharienne Ricardo,F,228,520,-0.0897,-0.1385,-0.222,-0.1396,-0.2282,-0.3616,-0.1334,0.2573,-0.52,0.2,498,145,0.0541,-0.1957
68c97127-3873-41f9-a1ec-9bb608a7a74a,Nicolas Almeida,M,288,556,-0.0179,0.1094,-0.1269,0.0827,0.0915,-0.0442,-0.1357,0.2565,-0.53,0.0271,499,336,0.2354,-0.2971
c4ca8085-84ed-451f-81c0-6df4a1c8d59f,Dominique Schaefer,F,1550,3116,0.0551,0.0172,0.044,-0.1081,0.0723,-0.0641,-0.1364,0.1262,-1.08,-0.299,500,733,-0.1791,-0.195
d0a30dc1-a7d7-475c-bfc9-d55e0aa8e7e3,Ethan Bakalinsky,M,579,1165,-0.1118,0.0354,-0.1538,-0.0594,-0.0764,-0.2132,-0.1368,0.2252,-0.61,-0.1266,501,557,-0.1303,0.0098
61e0ca34-5642-40bd-9eaf-acd7ea93480a,Marcel Chan,M,230,473,-0.0822,0.1845,-0.0823,0.0475,0.1023,-0.0348,-0.1371,0.2597,-0.53,-0.0823,502,501,-0.0946,-0.1122
1936f665-e630-462a-bd89-0dcfcf7c9e6b,Indigo Dagnall,M,443,846,0.0271,-0.0603,-0.0672,-0.1057,-0.0331,-0.1729,-0.1398,0.2194,-0.64,-0.1268,505,558,-0.242,-0.0784
5e5e27c7-e3bf-479b-b339-4276a5fa5516,Jolie Lam,F,153,282,0.0547,-0.1457,-0.1055,-0.1253,-0.0911,-0.2308,-0.1398,0.2829,-0.49,0.0653,503,281,-0.1901,0.0436
9d55617e-fe7a-4d1c-8bda-3637647ff5cc,Jonny Pickleball Andrews,M,782,1580,-0.1244,-0.0928,-0.2739,-0.0831,-0.2172,-0.357,-0.1398,0.1749,-0.8,0.1512,504,190,0.0307,-0.1192
33116bdf-0bf4-4281-bbd8-6f4090e9312c,Kara Wheatley,F,439,868,-0.1462,0.1211,-0.0431,-0.1226,-0.0251,-0.1657,-0.1405,0.2163,-0.65,-0.1488,506,594,-0.1374,-0.1004
b3f6f49d-bc24-44fd-8068-4e5971e9d61a,Daniel Miron,M,888,1713,-0.0028,-0.0292,-0.0069,-0.1661,-0.032,-0.173,-0.1411,0.1654,-0.85,-0.1356,507,575,-0.0516,-0.2275
18ee08e4-2965-4966-a1a4-257d66f0bdfa,Jessica Haywood,F,491,914,-0.0768,0.0716,-0.1187,-0.0301,-0.0052,-0.1488,-0.1436,0.2091,-0.69,-0.021,508,405,-0.2378,0.1371
8bfb2660-cdda-43fb-81cb-5ff420c9f86e,Jae Centonze,M,232,532,-0.0375,-0.0022,-0.0599,-0.1248,-0.0397,-0.1847,-0.1449,0.3175,-0.46,-0.0659,509,478,0.0544,-0.1554
237778ff-378f-4f99-82cb-cc3bb7b5d02e,Caleb Herrick,M,159,293,0.1754,-0.1163,0.0268,-0.1129,0.0591,-0.0861,-0.1452,0.3275,-0.44,0.0092,510,363,-0.0524,-0.0308
78a3a6aa-7466-4741-9247-1d6636afcff9,Cheyenne Jones,F,197,398,-0.1766,0.0584,-0.1496,-0.115,-0.1182,-0.2646,-0.1464,0.295,-0.5,0.2318,511,121,-0.2432,-0.0189
cbd1cfb1-5a03-4181-bbbd-67689238cf50,Johan Nilsson,M,225,478,0.0368,-0.0514,-0.0299,-0.1313,-0.0146,-0.1612,-0.1467,0.2926,-0.5,0.0627,512,286,-0.0505,-0.1364
7d1a5320-aaee-46b1-a912-da2edd195248,Rika Fujiwara,F,297,561,0.066,-0.0995,-0.0685,-0.1133,-0.0335,-0.1818,-0.1484,0.2481,-0.6,-0.0141,513,397,0.052,-0.2195
f843b220-41cb-4203-831b-6aac32b8f02a,Riley Inn,M,844,1663,0.1163,-0.0429,-0.1392,0.064,0.0734,-0.0752,-0.1486,0.1668,-0.89,-0.2864,514,722,-0.1959,-0.1527
988e88e7-a3e0-4d04-8d2a-a26802cbbe8e,Rachel Janssen,F,310,720,0.0925,-0.0436,-0.0567,-0.0445,0.0489,-0.1012,-0.15,0.3175,-0.47,0.1375,515,201,-0.059,-0.0798
33fcb3fe-f32a-4b52-9f31-4d2225c9b126,Jemere Plummer,M,219,502,-0.1133,0.1337,-0.0771,-0.0528,0.0204,-0.1299,-0.1503,0.2633,-0.57,-0.0817,516,499,-0.1772,0.1149
ad6e69ff-7913-4b21-86dd-9489f749be01,Paula Rives,F,1753,3522,0.0623,0.0029,0.03,-0.1175,0.0651,-0.0875,-0.1527,0.1173,-1.3,-0.274,517,709,-0.0767,-0.2696
dd1fe72e-5c35-47ea-8996-1f6a3c0c5538,Justin Fullmer,M,219,488,-0.0122,-0.0498,-0.0531,-0.1618,-0.062,-0.2149,-0.153,0.3128,-0.49,0.1741,518,172,-0.2141,0.0233
4e3bcf37-c264-475d-b956-7c3992d3d7fd,Brandon Nsekpong,M,858,1599,-0.0946,0.0338,-0.0958,-0.1188,-0.0608,-0.2146,-0.1538,0.1757,-0.88,-0.1201,519,546,-0.0518,-0.2838
72b85855-dcb3-4d14-931f-edd3c0b097a0,Madison Grollman,F,293,590,-0.0789,0.1136,-0.0057,-0.1141,0.0347,-0.1198,-0.1545,0.2325,-0.66,-0.379,520,765,-0.0234,-0.2439
d9ce8a56-7c25-4d42-9f9b-964a5a02e537,Elliot Markowitz,M,212,417,-0.1602,0.0491,-0.1475,-0.1191,-0.1111,-0.2666,-0.1554,0.2523,-0.62,0.0361,521,329,0.1619,-0.2635
f0484f0e-f240-4b6f-9da5-b6dba3fa370e,Kenta Miyoshi,M,1014,1997,0.0522,-0.0322,-0.1654,0.0287,0.02,-0.1367,-0.1567,0.1538,-1.02,-0.2419,522,681,-0.1159,-0.2566
666db10a-f8de-4310-a988-cb0005f38a30,Edgaras Zilys,M,223,445,-0.0365,0.0153,-0.0562,-0.1221,-0.0212,-0.1783,-0.1571,0.2781,-0.57,-0.1776,523,619,0.019,-0.1386
6b446a3b-76f2-4d55-8c84-94ea8bdde2ac,Andrew Wang,M,249,462,-0.0753,0.0285,-0.1156,-0.0886,-0.0468,-0.2042,-0.1574,0.3388,-0.46,0.1282,525,211,-0.1343,-0.0273
f03d156f-3d8a-4830-a5d1-ae4372ad5009,Wesley Burrows,M,2279,4457,-0.0855,0.064,-0.06,-0.119,-0.0216,-0.179,-0.1574,0.1075,-1.46,-0.1113,524,541,-0.2082,-0.2459
574957ae-e8d5-486e-aabc-a1cc6a392f8d,Jalina Ingram,F,2363,4761,0.0501,0.0305,0.0755,-0.1544,0.0807,-0.0789,-0.1595,0.1032,-1.55,-0.299,526,732,-0.2997,-0.0912
b14dd745-7463-4dc1-acbd-7ab1b32af58d,Anna Clarice Patrimonio,F,156,301,0.0472,-0.0482,-0.1176,-0.043,-0.001,-0.1606,-0.1596,0.313,-0.51,0.0899,527,255,-0.2274,0.1232
a179a271-6190-4516-b19c-ae7ba47d5821,Drake Palm,M,526,1012,-0.0357,0.1816,0.0109,-0.025,0.1458,-0.0141,-0.16,0.1957,-0.82,-0.2115,528,660,-0.0872,-0.118
0ccab93d-398c-40a8-821f-07a2ded79dde,Zoeya Khan,F,1823,3688,-0.0307,0.0429,-0.1036,-0.0444,0.0122,-0.148,-0.1602,0.114,-1.41,-0.1692,529,608,-0.3138,-0.0376
c32446f8-bb47-4d48-8d5b-26aba4b20cb2,Trang Huynh,F,494,1008,-0.1601,0.1379,-0.0725,-0.1101,-0.0222,-0.1826,-0.1604,0.1983,-0.81,-0.2944,530,730,-0.0243,-0.2496
f13c20c3-1fed-4a9e-abec-f3f3bf1f8f91,Anne-Sophie Courteau,F,849,1666,0.0023,0.06,-0.0598,-0.0391,0.0623,-0.0989,-0.1612,0.1607,-1.0,-0.1299,531,564,-0.3103,0.1548
db21a8a7-2a8d-4601-9c95-f00c80a982f0,Miguel Alda,M,563,1038,0.0436,0.0594,-0.1794,0.1197,0.103,-0.0597,-0.1627,0.2103,-0.77,-0.1471,532,593,-0.1717,-0.1188
f6e249dc-5bb9-483a-a99f-df364df93341,Kelly Goodnow,F,655,1311,0.1296,0.032,-0.0141,0.0109,0.1616,-0.0033,-0.1649,0.1799,-0.92,-0.221,533,669,-0.3939,0.0174
358376d4-f156-492c-b4c6-0bd3f5a69f86,Justin Dages,M,199,398,0.0311,-0.0012,-0.0733,-0.0622,0.0299,-0.1355,-0.1654,0.2974,-0.56,0.0979,534,242,-0.1428,0.0328
798294b4-02e6-4c16-b3f6-9337758ae915,Kendall Kikkawa,M,192,443,-0.0197,0.0558,-0.0493,-0.0806,0.0361,-0.13,-0.1661,0.2575,-0.65,-0.201,536,645,-0.1409,-0.1101
c3066b2d-fc90-4774-a571-cde5fc5583d4,Chloe Diskin,F,588,1147,-0.1174,-0.0379,-0.134,-0.1874,-0.1553,-0.3214,-0.1661,0.1891,-0.88,-0.1703,535,611,-0.1179,-0.1218
4e82e645-294f-424e-b1e7-28f93e2cb7cc,Benjamin Bramblett,M,329,713,-0.218,0.0299,-0.2141,-0.1407,-0.1881,-0.3548,-0.1667,0.2543,-0.66,0.2603,537,100,-0.1616,0.0356
40c23f2e-99c3-4c87-8cc6-32f8b2d7b334,Carolina Mayorga-Perry,F,316,585,0.0544,-0.0385,-0.1121,-0.0388,0.0159,-0.151,-0.1669,0.2322,-0.72,-0.0958,538,523,-0.2063,-0.1062
ad13ca35-c83d-4c06-8555-7b4f20b416bc,Noah Zwiren,M,162,294,-0.0632,0.0901,-0.0202,-0.1198,0.0269,-0.14,-0.1669,0.2916,-0.57,-0.1306,539,567,0.1331,-0.3048
493d192e-3eff-4058-8f2f-fa84530b5a39,Easton Horricks,M,596,1238,-0.0621,0.119,0.0014,-0.1118,0.0568,-0.1104,-0.1673,0.2062,-0.81,-0.0595,540,469,-0.18,0.0421
1d5698ad-f0a1-4ff7-8321-6c166069946e,Pally Ray,M,646,1277,-0.1525,-0.0745,-0.2508,-0.1441,-0.227,-0.3949,-0.1679,0.2256,-0.74,-0.0369,541,428,0.0625,-0.2069
c14774e8-bb9b-4512-a867-fb4aed28941d,Harrison Yee,M,431,886,0.1015,-0.2208,-0.0705,-0.2172,-0.1193,-0.2876,-0.1683,0.2621,-0.64,0.0081,542,368,-0.2736,0.0666
d70642e4-3d95-430a-a537-acc04e56c97d,Dustin Boyer,M,363,775,0.064,0.0411,-0.0517,-0.0118,0.1051,-0.0635,-0.1686,0.2568,-0.66,-0.1961,543,642,-0.184,-0.1386
8b7405b5-f3bc-4e32-bfbc-cc2e14f7454c,Jose Martinez,M,706,1348,-0.0773,0.0984,0.0369,-0.1855,0.0211,-0.1486,-0.1697,0.1853,-0.92,-0.2053,544,651,0.0247,-0.3122
3a48d245-8dea-460b-9eba-0b4fe7abc1dc,Amir Evgamukov,M,182,341,0.0565,0.0724,-0.0632,0.0219,0.1289,-0.0413,-0.1703,0.3015,-0.56,-0.1884,545,631,-0.1598,-0.0398
d554d53f-5941-46e9-b02f-a56cb2d4a04d,Camila Garcia Wright,F,322,649,-0.0575,0.307,-0.0093,0.0877,0.2495,0.0784,-0.1711,0.246,-0.7,-0.3148,546,745,-0.0873,-0.2847
acf4ae69-cc7f-4a30-a613-c8ca0b80e11c,Zachary Grabovic,M,173,343,0.0022,0.0828,-0.0465,-0.0402,0.085,-0.0867,-0.1718,0.273,-0.63,-0.1738,547,616,-0.05,-0.2145
d36e9231-a965-46ae-9a8a-7ce05416805c,Joshua Reason,M,376,774,-0.1462,0.0913,-0.163,-0.0637,-0.0549,-0.2267,-0.1718,0.2531,-0.68,-0.0641,548,474,-0.1198,-0.0872
7864fbf6-245b-40e7-af07-0fb16958c3c1,Kamden Bradstreet,M,322,618,-0.0363,0.009,-0.0826,-0.1168,-0.0274,-0.1994,-0.172,0.2594,-0.66,-0.1425,549,584,0.1598,-0.2681
756a7a13-a3d8-4d89-8afb-e2071ec6dc82,Lauren Mercado,F,360,720,0.1235,0.022,-0.0247,-0.002,0.1456,-0.0267,-0.1723,0.2217,-0.78,-0.1434,550,586,-0.2372,-0.0747
c4542ad5-6e33-408f-b457-75535f5bd72a,Adrian Garza,M,228,469,-0.1669,0.0536,-0.1816,-0.1048,-0.1133,-0.2864,-0.1731,0.2553,-0.68,0.0497,551,306,-0.1317,0.0042
469e5fa1-ea76-4286-bdf8-ddd2d18aab5a,Emma Van Hee,F,546,1110,-0.0628,-0.0076,-0.122,-0.1249,-0.0704,-0.247,-0.1766,0.1915,-0.92,-0.189,552,633,-0.0881,-0.0851
2c1692a6-0fa2-47b0-9d2b-e12b5c054ef4,Janet Liu,F,563,1162,0.1259,-0.2611,-0.0552,-0.2571,-0.1352,-0.3123,-0.1771,0.2118,-0.84,-0.0898,553,510,-0.1462,-0.0256
77deb777-2c7f-42a3-9ed0-856a13d4e3cc,Hsieh Chen-An,M,413,884,-0.0168,-0.1975,-0.1492,-0.2426,-0.2143,-0.3919,-0.1775,0.2963,-0.6,0.0399,554,323,0.209,-0.2424
f2f22110-2d83-4a94-9e5b-811d3b01898c,Clayton Boydston,M,682,1319,-0.1562,0.1091,-0.2056,-0.0195,-0.0471,-0.2251,-0.178,0.1878,-0.95,0.0271,555,337,-0.2624,0.0137
5046c75e-a79b-4902-8d4a-d92bd3c58e9b,Aryaan Bhatia,M,466,912,-0.0379,0.0689,-0.083,-0.0647,0.031,-0.1477,-0.1787,0.2331,-0.77,-0.2004,556,644,-0.1899,-0.0775
26ef815c-33ef-404d-a3b8-f0a26c240109,Stephen Madonia,M,1251,2711,-0.0567,0.0064,-0.1162,-0.1135,-0.0503,-0.2296,-0.1793,0.1408,-1.27,-0.107,557,536,-0.1923,-0.1833
b6928a70-4384-418f-87d9-76ae2637ea69,Bryce Larson,M,522,1137,-0.0129,-0.1418,-0.2789,-0.0573,-0.1546,-0.3362,-0.1815,0.2082,-0.87,0.0615,558,287,0.0693,-0.2247
aabcf6ba-177f-4f35-ade3-0ea5de2f193f,Ben Slive,M,443,881,0.0313,0.0617,-0.065,-0.0238,0.093,-0.0888,-0.1818,0.2112,-0.86,-0.1706,559,612,0.0275,-0.3093
8aac4bf9-2442-48f4-83c1-589b0a00b071,Mulima Mulenga,M,160,331,-0.0909,0.0733,-0.0901,-0.1096,-0.0176,-0.1997,-0.182,0.3555,-0.51,0.2502,560,107,-0.2,0.0
6ecac506-64e3-44ea-b82f-689fad6865e0,Tya Karina,F,368,779,-0.0017,-0.0753,-0.1356,-0.1236,-0.0771,-0.2593,-0.1822,0.2574,-0.71,0.0129,561,357,-0.2354,-0.0442
964141f0-2f93-4294-a303-c41735341b46,Allie Davis,F,321,617,0.0821,-0.1639,-0.1104,-0.1556,-0.0818,-0.2661,-0.1842,0.2608,-0.71,0.0986,562,237,0.0923,-0.129
02a3c8ae-fb47-4b82-8001-b33d9446a90e,Robert Laidlaw,M,647,1318,-0.0333,0.1831,-0.0502,0.0122,0.1498,-0.038,-0.1878,0.1905,-0.99,-0.3474,563,757,-0.1249,-0.2384
23a8af5a-fed3-445d-99aa-1a5f69a05ff6,Brie Aldridge,F,723,1534,-0.0412,-0.1088,-0.2317,-0.1067,-0.15,-0.3383,-0.1884,0.1973,-0.95,0.0185,564,346,0.0292,-0.1761
947ad32d-852b-4b3f-b488-c1f20147f44a,Brian Kerr,M,267,593,0.0494,-0.0848,-0.0776,-0.1465,-0.0354,-0.2241,-0.1887,0.2424,-0.78,0.0847,565,262,-0.2437,0.0338
11ed643d-b6df-4198-a0b1-bee4fb905625,Mihae Kwon,F,627,1331,0.0083,0.0935,-0.0985,0.0113,0.1018,-0.0873,-0.189,0.2077,-0.91,-0.1809,566,621,-0.0634,-0.259
ac8ceab0-87e0-4d34-8f30-ca2b5c01bbad,Keaten Kappes,M,584,1119,-0.0121,-0.1123,-0.147,-0.168,-0.1244,-0.315,-0.1906,0.1913,-1.0,-0.0649,567,475,0.056,-0.3953
571d4503-e073-4580-a555-be3c7f93c59c,Chuck Taylor,M,2387,4573,-0.0081,-0.005,-0.1683,-0.0362,-0.013,-0.2044,-0.1914,0.1052,-1.82,-0.1375,568,577,-0.2228,-0.3348
d57934e4-fe65-4168-8fd7-26da1b07cb2d,Michelle Murphy,F,484,977,-0.0867,-0.0494,-0.1451,-0.184,-0.1361,-0.3291,-0.193,0.2182,-0.88,-0.0482,569,452,-0.1572,-0.068
0c3263ce-a370-475e-8cd7-32414ea409dd,Ben Cawston,M,235,399,-0.0632,-0.0366,-0.1124,-0.1808,-0.0999,-0.2932,-0.1933,0.2943,-0.66,-0.1224,570,549,-0.1302,0.0047
6e24f405-954d-487e-a419-eb2f5c87ec2f,Nguyen Huy,M,265,556,-0.0483,0.0465,-0.1116,-0.0875,-0.0018,-0.1991,-0.1973,0.2957,-0.67,-0.096,571,525,-0.1393,-0.047
7d2587cd-0152-4be3-9b29-25d06e5d93c3,Jay Wang,M,167,345,-0.0161,0.0398,-0.1499,-0.0241,0.0237,-0.174,-0.1977,0.3114,-0.63,-0.0943,572,517,-0.0604,-0.176
