uuid,name,gender,n,attack,attack_se,defend,defend_se,level_serve,level_return,total
f86cff72-5f9c-40b1-9f28-f28aafae245f,Wyatt Stone,M,14681,0.1589191682436298,0.02411385529811514,0.14416587518353705,0.02431696016832076,0.005762214948195566,0.06654002427856345,0.30308504342716686
9decd87b-03ac-4d79-a1e7-d03ca3f7519b,James Ignatowich,M,18554,0.13302760810192607,0.02137136504350355,0.16877601388501257,0.021354602565015875,-0.012043473310015623,0.09473845117607547,0.30180362198693866
74afd19c-8f82-4ca2-9345-e4d693111033,Marshall Brown,M,11169,0.17859379730568622,0.027756917574397726,0.12203605146103627,0.027898527209825195,0.009228018507505167,0.028306396580646966,0.3006298487667225
719e2d3b-d10d-402d-a195-41f072214679,Isabella Dunlap,F,9276,0.15698504756905607,0.030319728661669612,0.1425381184294602,0.03033441040932502,0.008145137090207963,0.0018875536691971028,0.29952316599851625
5da57cf9-dfc6-41f5-b853-48f191b873bf,Roman Estareja,M,1672,0.08062292026189653,0.0620409134104932,0.21868947805345232,0.06070363717398963,0.008243595253803849,-0.04918616277381549,0.29931239831534884
051f5c82-82ce-4ab8-b4f8-36976638a89b,Sahra Dennehy,F,4583,0.1259051023515593,0.04160988130111041,0.16987401916719153,0.04175573182241804,0.015220405562758258,0.07168353382537482,0.29577912151875085
7925aefe-e260-4b83-8bfc-214da1d14fb5,Travis Rettenmaier,M,12429,0.14248156487141728,0.025830957397280085,0.152765121156118,0.02572374512669274,0.01469184895855348,0.06345101388202497,0.2952466860275353
2bfe44bb-d558-411f-abeb-c8522dd42ce9,Julian Arnold,M,16884,0.17469962433628952,0.022184674242816782,0.1199081262977877,0.02230928691940699,0.04744888669424634,0.018520011765792,0.29460775063407724
b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9,Max Freeman,M,14270,0.140149538936102,0.02396378504466055,0.154083271281947,0.024454736411683442,0.04018897065499252,0.0527201454533054,0.294232810218049
2856d69d-887b-4e89-a5c9-975f581f84a0,Len Yang,M,7481,0.16533447564873924,0.033746519187728606,0.12824622470973027,0.033416270582674545,-0.07688684192621756,0.09076857335683311,0.2935807003584695
3e6b668a-8d26-4424-9420-3ceb18486b65,Daria Walczak,F,2671,0.1534369563502011,0.049782585622841324,0.13981349910250013,0.050447800195629444,0.08800496636854037,-0.03769019231536078,0.29325045545270123
30eb9a2b-1570-473f-8cf1-0f7c9d21b303,Zane Navratil,M,15765,0.16313961783891096,0.02297581552295961,0.12827183434604192,0.02315806094311637,0.04588415650365654,0.03164068024576125,0.2914114521849529
eb14fc6e-ede1-4999-bec3-e36695e7f94e,Milan Rane,F,17437,0.1548386885115851,0.022461436122987323,0.13353687163441572,0.022203943693171038,0.05862083629260239,0.010909830805369437,0.28837556014600085
99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M,5812,0.1563820535868005,0.036928525962994785,0.13056594786465353,0.03692428523278349,-0.04484947526513914,0.09577098850726963,0.28694800145145405
e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M,14106,0.1479038192580323,0.02452885326228391,0.13870271504250056,0.02420970714620199,0.03037758971040788,0.03685400115211279,0.28660653430053284
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,8395,0.12449159746817015,0.03246312109138027,0.1615115288461723,0.03260188696252053,0.06655023006705843,-0.012994825758582908,0.28600312631434244
a498be96-114c-4857-9d60-4ff2a3e89434,Collin Shick,M,7297,0.13063170171801208,0.033253358004488365,0.15379710721114612,0.03405276647361979,0.08572522431682543,-0.019971365747842834,0.28442880892915823
