context,date,event_id,event_name,game,match_id,reason,stage,tour
mixed,2026-02-17,fc07fe03-0caa-4cb1-a71f-845438129aa5,PPA Tour: 2026 Carvana Mesa Cup,,33bd66c4-6eb1-4bed-9875-bda397fa076f,no played games (forfeit/walkover),Round 128,PPA
womens,2026-02-20,fc07fe03-0caa-4cb1-a71f-845438129aa5,PPA Tour: 2026 Carvana Mesa Cup,,f9f251ec-6075-4abd-b977-053548b662c7,no played games (forfeit/walkover),Quarter Finals,PPA
mens,2026-02-22,fc07fe03-0caa-4cb1-a71f-845438129aa5,PPA Tour: 2026 Carvana Mesa Cup,,4ada0e2f-2d03-489e-a294-d2cd551e2592,no played games (forfeit/walkover),Bronze,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,f38f88cb-6d07-4c37-a520-bf0e7627efa8,no played games (forfeit/walkover),,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,64191f86-3889-427e-a222-88797ee0602d,no played games (forfeit/walkover),,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,a30f0a84-0952-4daa-a82d-17bddfefd117,no played games (forfeit/walkover),Round 64,PPA
mens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,33043198-a95d-447a-b07d-a787f3a5249c,"bracket bye/shell (empty side, no scores)",,PPA
womens,2026-05-23,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,193e44a6-4164-4ff9-a170-e071e901e2b6,"bracket bye/shell (empty side, no scores)",,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,c8ea38c1-ba9b-442d-9ccc-ddbb785ff63d,no played games (forfeit/walkover),,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,286019a7-7e5b-4e13-82e7-c19c7f8494f1,no played games (forfeit/walkover),,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,3f1680ba-d188-4908-8f63-1210649fdfae,no played games (forfeit/walkover),,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,dfa772cb-3851-458c-85e6-04bbf5069dd3,no played games (forfeit/walkover),,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,e012c9cc-751c-4ea1-b4f4-a3b4bea90f9e,no played games (forfeit/walkover),,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,1feef659-4447-4d8f-a308-a9bb404ae9bf,no played games (forfeit/walkover),Round 64,PPA
mixed,2026-05-24,ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026 Wilson PPA Challenger,,82a10317-f84c-410b-ae25-3dcb2103b8c5,"bracket bye/shell (empty side, no scores)",,PPA
