idx,player_id,full_name,gender
0,05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M
1,e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M
2,aa45af3b-41b0-4e03-9a17-4ca16a108df3,Vincent Rettke,M
3,c971bb40-090b-4e47-be58-905495e38401,Miles Hoover,M
4,fd565e56-6223-4ef0-882e-02346e7e0573,Brooke Caruso,F
5,38fdc174-96d6-459f-a27c-df35eb9f945c,Ashley Griffith,F
6,dba7cf49-9f57-43e3-878d-a63ced26a243,Jaeda Minniefield,F
7,bf84d952-c6a8-4494-943d-064b223e764f,Estee Widdershoven,F
8,34270d82-e968-407d-a918-8aa57f0123a6,Elsie Hendershot,F
9,cd7b97fc-d912-4c59-8ab3-c2d70e79d998,Lina Padegimaite,F
10,65bcab7c-9c93-4dc8-a847-a34da426b933,Martina Frantova,F
11,79046b96-4601-4443-ad6a-b1d2451be668,Rachel Summers,F
12,1d51becb-4ea0-4878-9660-e3fd2dfaa0ea,Ewa Radzikowska,F
13,435e466e-22c7-4917-8cb4-ff45bbccde19,Tamaryn Emmrich,F
14,6a87bc44-5190-44db-8a2f-467de4de48c6,Christa Gecheva,F
15,be74032b-1035-4ece-bf4f-773b45da4d58,Mehvish Safdar,F
16,f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M
17,99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M
18,b1ab7d76-a859-4136-8405-3ed7c9be287a,Mari Humberg,F
19,45e53881-72e4-4de1-9763-c2e7f7f854ba,Andrea Koop,F
20,1d36eae4-41f1-4739-b9d2-0783fd371112,Samantha Buyckx,F
21,f2a996de-50a0-4d1d-b16f-f6450daa4a1e,Kelsey Laurente,F
22,5925398b-b2a9-4e8f-ae46-5c2b59b1b818,Nicole Conard,F
23,ad6e69ff-7913-4b21-86dd-9489f749be01,Paula Rives,F
24,c3012322-e95e-4e38-a0d8-106f9e236869,Keilly Ulery,F
25,4214dfa2-6d13-43c3-b98b-f36e4556402d,Kayla Williams,F
26,cecffdc0-29ee-46c0-9832-2dbe04700307,Nejc Sitar,M
27,79ee2d66-5ba3-47cc-bc43-f489a09d2d5a,George Rangelov,M
28,d8d51930-abf9-468b-9e43-55a9c0728d58,Anouar Braham,M
29,2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M
30,1e538b1f-66e9-4166-ac60-3aef311ee0b5,Jada Bui,F
31,87d60b6f-6f2e-4610-ab89-487e8acc097e,Mya Bui,F
32,7cf93ef3-86b7-4bb4-937b-5b5dc4c72c32,Valerie R Simon,F
33,efedfcd1-7638-4c6e-8225-fea7f8d40031,Victoria Simon,F
34,306da673-de7e-44f5-bc16-0738b44bd089,Christopher Crouch,M
