p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Madalina Grigoriu,Cailyn Campbell,womens,3,0.007,0.196,0.507,73.6
Sarah Hua,Shelby Bates,womens,5,-0.005,0.181,0.489,41.6
Noe Khlif,Collin Johns,mens,10,-0.01,0.181,0.479,24.7
Cason Campbell,Luke Wasson,mens,2,-0.006,0.184,0.496,38.7
Audrey Adele Brown,Sarah Ansboury,womens,2,0.0,0.182,0.494,56.3
Connor Mogle,Nicholas Romano,mens,30,-0.007,0.169,0.494,33.8
Zoey Weil,Felicity Di Laura,womens,2,0.003,0.182,0.517,63.2
Alix Truong,Etta Tuionetoa,womens,6,-0.012,0.19,0.473,21.5
Genie Erokhina,Christa Gecheva,womens,5,0.005,0.192,0.506,67.4
Lauren Hidalgo-Smith,Tatiana Ruhl,womens,2,-0.01,0.181,0.494,24.1
James Seagraves,Anouar Braham,mens,8,0.009,0.168,0.531,76.6
Caden Nemoff,Kenta Miyoshi,mens,3,-0.007,0.192,0.485,32.7
Andre Mercado,Cailyn Campbell,mixed,3,-0.013,0.191,0.474,17.6
Nicole Conard,Anouar Braham,mixed,18,0.037,0.193,0.548,97.5
Andre Mercado,Mike Radermacher,mens,3,-0.008,0.183,0.499,29.7
Rio Newcombe,Riley Inn,mens,3,-0.005,0.186,0.49,41.1
Caden Nemoff,Shelby Bates,mixed,4,0.029,0.181,0.563,95.5
Matthew Finnerty,Bret Berryman,mens,6,-0.016,0.173,0.475,11.3
Eli Steiner,Oliver Frank,mens,11,-0.008,0.181,0.47,29.9
Ella Yeh,Wil Shaffer,mixed,4,-0.018,0.183,0.476,8.9
Brooke Buckner,Quang Duong,mixed,7,0.02,0.176,0.543,90.0
AJ Koller,Kaitlyn Christian,mixed,10,0.002,0.168,0.495,59.8
Jaume Martinez Vich,Tyra Hurricane Black,mixed,6,0.006,0.174,0.525,71.6
Milan Rane,Connor Garnett,mixed,59,0.035,0.181,0.572,96.7
Marshall Brown,Alex Walker,mixed,3,-0.006,0.193,0.492,36.3
Ivan Jakovljevic,Samantha Parker,mixed,3,0.024,0.197,0.539,92.9
Etta Tuionetoa,Federico Staksrud,mixed,33,0.046,0.19,0.567,98.8
Abbigal Hatton,Jase Edwards,mixed,4,-0.004,0.183,0.5,44.8
Andrei Daescu,Meghan Dizon,mixed,31,-0.007,0.162,0.476,33.5
Collin Johns,Tina Pisnik,mixed,9,-0.003,0.189,0.504,47.2
Layne Sleeth,Donald Young,mixed,5,-0.013,0.172,0.465,18.8
Roscoe Bellamy,Lindsey Newman,mixed,3,-0.004,0.19,0.474,45.8
Edward Perez,Polina Libo,mixed,16,0.033,0.186,0.564,96.5
Aiko Yoshitomi,Kenta Miyoshi,mixed,8,0.017,0.186,0.523,86.3
Stephen Madonia,Danna Funaro,mixed,2,-0.002,0.172,0.501,50.7
Lauren Hidalgo-Smith,Yuta Funemizu,mixed,3,0.018,0.168,0.53,87.4
Tatiana Ruhl,Juan Benitez,mixed,2,-0.007,0.184,0.481,33.3
Jalina Ingram,Rio Newcombe,mixed,8,0.045,0.195,0.578,98.8
Chloe Igleski,James Delgado,mixed,15,0.036,0.188,0.564,97.2
Alia Brown,Thomas Yu,mixed,11,0.004,0.177,0.512,64.7
Dylan Frazier,Vivienne David,mixed,11,0.027,0.186,0.567,94.0
Victoria Dimuzio,Brandon French,mixed,4,-0.01,0.192,0.484,24.3
Lingwei Kong,Anderson Scarpa,mixed,6,0.02,0.183,0.535,89.9
Rafa Hewett,Genie Erokhina,mixed,14,-0.004,0.173,0.496,45.2
Todd Fought,Marcela Aguila Ampon,mixed,6,-0.013,0.18,0.475,17.5
Michael Loyd,Lina Padegimaite,mixed,4,0.008,0.195,0.517,74.9
Noe Khlif,Kate Fahey,mixed,22,0.014,0.187,0.519,82.9
Zane Navratil,Christa Gecheva,mixed,7,-0.005,0.172,0.496,42.2
Zoeya Khan,Spencer Smith,mixed,4,-0.01,0.169,0.466,24.0
Zane Ford,Michelle Esquivel,mixed,2,0.001,0.178,0.496,57.2
Cason Campbell,Rachel Summers,mixed,2,-0.015,0.158,0.473,12.9
Zoeya Khan,Tatiana Ruhl,womens,2,-0.003,0.177,0.506,47.3
Vivienne David,Mari Humberg,womens,4,0.0,0.177,0.494,55.5
Lingwei Kong,Martina Frantova,womens,2,-0.012,0.185,0.485,20.1
Pablo Tellez,Hayden Patriquin,mens,13,0.024,0.183,0.54,92.7
Matt Wright,Dekel Bar,mens,7,0.0,0.194,0.5,55.8
Dylan Frazier,Andrei Daescu,mens,14,-0.015,0.181,0.479,13.2
Zane Navratil,Ryan Fu,mens,5,0.017,0.173,0.535,86.5
Meghan Dizon,Allyce Jones,womens,4,-0.024,0.191,0.454,4.0
Zane Ford,Ivan Jakovljevic,mens,5,0.035,0.185,0.556,96.8
Edward Perez,Adam Harvey,mens,9,-0.026,0.178,0.457,2.7
Kaitlyn Christian,Milan Rane,womens,22,0.007,0.168,0.508,73.6
Callie Smith,Etta Tuionetoa,womens,18,0.036,0.182,0.574,97.1
Victoria Dimuzio,Christa Gecheva,womens,5,-0.012,0.186,0.49,20.5
Mota Alhouni,Spencer Smith,mens,7,0.015,0.169,0.531,84.2
Noe Khlif,Jay Devilliers,mens,20,-0.033,0.185,0.434,1.2
Quang Duong,Tyson McGuffin,mens,8,-0.003,0.182,0.492,46.8
Tanner Tomassi,Etienne Blaszkewycz,mens,2,0.005,0.185,0.511,69.8
Riley Newman,Max Freeman,mens,5,-0.019,0.192,0.479,8.2
Sammy Lee,Thomas Yu,mens,3,-0.001,0.188,0.518,52.2
Julia Ronney,Shea Donahue,womens,3,-0.001,0.179,0.517,53.8
Genie Bouchard,Layne Sleeth,womens,4,0.004,0.191,0.519,66.0
Audrey Adele Brown,Marcela Aguila Ampon,womens,2,-0.005,0.187,0.496,40.9
Mohaned Alhouni,Chuck Taylor,mens,2,0.006,0.177,0.506,71.3
Collin Johns,James Ignatowich,mens,19,0.042,0.19,0.57,98.5
James Delgado,Luke Wasson,mens,12,0.014,0.182,0.523,83.6
Samantha Parker,Pierina Imparato,womens,4,-0.011,0.193,0.495,22.1
Camila Zilveti,Rachel Summers,womens,2,0.002,0.174,0.503,59.7
Stephen Madonia,Juan Benitez,mens,2,0.004,0.188,0.489,65.3
Roscoe Bellamy,Darrian Young,mens,20,0.022,0.184,0.546,91.6
Felicity Di Laura,Danna Funaro,womens,6,0.007,0.196,0.514,73.3
Genie Erokhina,Lindsey Newman,womens,7,-0.004,0.18,0.485,46.1
Chloe Igleski,Helena Jansen,womens,2,-0.009,0.197,0.484,29.2
Lauren Hidalgo-Smith,Polina Libo,womens,2,-0.0,0.175,0.507,55.3
Liz Truluck,Michelle Esquivel,womens,2,-0.004,0.171,0.51,44.0
Tam Trinh,Yuta Funemizu,mens,2,-0.013,0.186,0.467,16.1
Elsie Hendershot,Braden Jacobson,mixed,10,-0.029,0.197,0.449,1.9
Andre Mercado,Luke Ness,mens,7,0.015,0.185,0.526,84.3
Ryan Smith,Braden Jacobson,mens,7,-0.009,0.19,0.486,29.3
Pally Ray,Rafael Lenhard,mens,5,-0.016,0.179,0.472,11.4
Pablo Tellez,Lina Padegimaite,mixed,4,-0.007,0.181,0.49,35.1
Stephen Madonia,Ava Ignatowich,mixed,4,-0.024,0.181,0.453,3.6
Lauren Hidalgo-Smith,Luke Wasson,mixed,4,-0.006,0.185,0.49,35.7
Jack Sock,Kaitlyn Christian,mixed,2,-0.006,0.176,0.484,36.8
Jace Morris,Cailyn Campbell,mixed,8,-0.008,0.172,0.493,30.5
Parris Todd,Dekel Bar,mixed,15,0.029,0.184,0.546,95.2
Eric Oncins,Mya Bui,mixed,5,0.014,0.189,0.53,83.6
Layne Sleeth,Tyler Loong,mixed,32,0.024,0.176,0.546,92.7
Lingwei Kong,Wesley Burrows,mixed,2,-0.006,0.187,0.478,39.3
James Ignatowich,Tyra Hurricane Black,mixed,27,0.082,0.214,0.639,100.0
Patrick Smith,Alex Walker,mixed,6,-0.016,0.189,0.477,11.8
Olivia McMillan,Anderson Scarpa,mixed,3,-0.008,0.175,0.496,32.1
Ryan Smith,Maddy Rasmusen,mixed,7,-0.02,0.189,0.467,6.9
Parris Todd,Rachel Rohrabacher,womens,8,-0.007,0.189,0.486,33.4
Mya Bui,Milan Rane,womens,29,0.04,0.18,0.565,98.0
Jack Sock,Ivan Jakovljevic,mens,2,-0.001,0.187,0.496,53.0
Dylan Frazier,Dekel Bar,mens,23,0.022,0.191,0.541,91.0
Jay Devilliers,Pablo Tellez,mens,11,0.002,0.164,0.503,60.1
Marshall Brown,Yuta Funemizu,mens,3,0.003,0.181,0.514,63.9
Bryanna Ojeda,Allie Davis,womens,5,0.002,0.191,0.491,60.5
Elsie Hendershot,Maddy Rasmusen,womens,6,0.004,0.181,0.506,66.8
Genie Erokhina,Genie Bouchard,womens,5,0.01,0.19,0.519,78.7
Hannah Blatt,Lingwei Kong,womens,3,0.002,0.192,0.506,61.6
Etta Tuionetoa,Allyce Jones,womens,31,0.077,0.215,0.624,99.9
Meghan Dizon,Mari Humberg,womens,20,0.001,0.182,0.492,57.7
Matt Wright,Jaume Martinez Vich,mens,19,0.036,0.187,0.549,97.4
Spartak Rahachou,John Lucian Goins,mens,5,0.003,0.178,0.491,63.3
AJ Koller,Spencer Smith,mens,8,0.001,0.18,0.506,58.3
James Ignatowich,Max Freeman,mens,41,-0.005,0.168,0.481,40.7
Cason Campbell,Adam Harvey,mens,22,0.028,0.178,0.55,94.9
Quang Duong,Hunter Johnson,mens,21,-0.001,0.182,0.503,52.1
Noe Khlif,Tyler Loong,mens,5,-0.005,0.18,0.498,41.8
Blaine Hovenier,Patrick Smith,mens,10,0.009,0.181,0.519,76.8
Riley Newman,Augustus Ge,mens,6,-0.013,0.195,0.488,17.9
Marcela Aguila Ampon,Ava Ignatowich,womens,4,-0.019,0.188,0.476,7.4
Callie Smith,Lindsey Newman,womens,2,-0.005,0.183,0.479,39.9
Todd Fought,Roscoe Bellamy,mens,3,-0.001,0.189,0.5,53.4
Ryan Fu,Connor Garnett,mens,4,-0.011,0.177,0.469,21.9
Allison Phillips,Olivia McMillan,womens,15,-0.018,0.18,0.483,9.5
Steve Deakin,Wesley Burrows,mens,5,-0.008,0.172,0.488,31.0
Rafa Hewett,Julian Arnold,mens,2,-0.007,0.182,0.488,35.3
Zane Ford,Stephen Madonia,mens,16,-0.012,0.176,0.473,19.3
Lauren Hidalgo-Smith,Audrey Adele Brown,womens,2,-0.004,0.181,0.49,43.8
Alix Truong,Lauren Stratman,womens,3,0.02,0.173,0.539,89.5
Edward Perez,James Delgado,mens,12,0.006,0.18,0.525,70.6
Oscar Serra,Sanil Jagtiani,mens,38,-0.012,0.195,0.468,20.4
Parth Mody,Dale Kim,mens,4,-0.008,0.179,0.485,31.2
Ting Chieh Wei,Liz Truluck,womens,10,-0.007,0.187,0.496,33.0
Helena Jansen,Pierina Imparato,womens,9,0.03,0.182,0.554,95.8
Luca Mack,Juan Varon,mens,14,-0.021,0.18,0.439,6.1
Daniel Miron,Anouar Braham,mens,5,-0.004,0.202,0.495,44.7
Christopher Crouch,Jhonnatan Medina Alvarez,mens,10,0.045,0.181,0.564,98.6
Alex Guy,David Bieger,mens,5,0.003,0.185,0.501,63.5
Pablo Copetti,Adair Garcia,mens,17,-0.012,0.192,0.475,19.4
Tristan Dussault,Easton Horricks,mens,38,0.003,0.187,0.507,64.2
Mehvish Safdar,Komal Safdar,womens,6,-0.016,0.189,0.478,12.0
Estee Widdershoven,Hailee Haymore,womens,2,-0.017,0.183,0.474,9.6
Joshua Giannelli,Kevin Caulfield,mens,6,0.008,0.182,0.507,74.8
Ashley Griffith,Brooke Caruso,womens,14,-0.004,0.175,0.499,45.6
Emma Van Hee,Maebry Jones,womens,2,-0.006,0.195,0.501,36.7
Mehvish Safdar,David Bieger,mixed,8,-0.001,0.188,0.491,52.8
Tristan Dussault,Stevie Petropouleas,mixed,3,-0.013,0.185,0.476,16.1
Ashley Griffith,George Rangelov,mixed,23,0.022,0.18,0.543,91.5
Carlos Di Laura III,Pierina Imparato,mixed,7,-0.025,0.191,0.451,3.3
Alex Guy,Ting Chieh Wei,mixed,7,-0.023,0.196,0.455,4.9
Ana Gordon,Preston Gordon,mixed,10,-0.009,0.177,0.479,29.6
Helena Jansen,James Delgado,mixed,9,0.009,0.19,0.516,77.9
Jhonnatan Medina Alvarez,Komal Safdar,mixed,8,-0.011,0.171,0.491,23.6
Brookes Jones,Maebry Jones,mixed,2,-0.002,0.182,0.496,50.4
Jessica Haywood,William Hart,mixed,8,-0.019,0.199,0.471,8.1
Christopher Crouch,Andi Godwin,mixed,2,-0.018,0.182,0.475,9.3
Simone Leonard,Eli Steiner,mixed,14,0.006,0.183,0.501,72.2
Ariana Rodriguez,David Bieger,mixed,16,0.014,0.182,0.544,83.1
Demetric Marrero Jr,Ella Cosma,mixed,11,0.007,0.171,0.52,74.3
Zach Gonnering,Bret Berryman,mens,13,0.001,0.169,0.49,58.0
Carl Hilliard,Anouar Braham,mens,4,-0.008,0.18,0.491,31.5
Hunter Johnson,Vivienne David,mixed,44,0.038,0.188,0.564,97.8
Genie Bouchard,Juan Benitez,mixed,5,0.004,0.177,0.509,66.5
Genie Erokhina,Roscoe Bellamy,mixed,2,-0.026,0.19,0.47,3.0
John Cincola,Rachel Rettger,mixed,8,0.022,0.178,0.536,91.6
Zoey Weil,Wyatt Stone,mixed,20,0.005,0.169,0.514,68.8
Martina Frantova,Travis Rettenmaier,mixed,4,0.009,0.166,0.508,76.7
Mohaned Alhouni,Pierina Imparato,mixed,2,-0.011,0.191,0.489,22.8
Kate Fahey,Hayden Patriquin,mixed,19,-0.006,0.188,0.49,37.7
Dylan Frazier,Jackie Kawamoto,mixed,13,-0.035,0.182,0.446,0.9
Mehvish Safdar,Anderson Scarpa,mixed,16,0.001,0.184,0.491,59.1
Anouar Braham,Hailee Haymore,mixed,2,-0.008,0.197,0.487,31.7
Chloe Igleski,Rafa Hewett,mixed,2,-0.013,0.187,0.464,16.3
Stephen Madonia,Marcela Aguila Ampon,mixed,9,0.027,0.187,0.543,94.4
Max Freeman,Tyra Hurricane Black,mixed,2,-0.023,0.189,0.467,4.3
Yates Johnson,Samantha Parker,mixed,5,0.019,0.206,0.548,88.3
Allison Phillips,Steve Deakin,mixed,3,-0.003,0.174,0.491,49.0
Federico Staksrud,Anna Bright,mixed,26,0.006,0.176,0.508,71.4
Quang Duong,Jade Kawamoto,mixed,4,-0.01,0.176,0.475,25.9
Sam Querrey,Camila Zilveti,mixed,4,0.004,0.189,0.518,65.1
Zane Navratil,Lina Padegimaite,mixed,9,0.019,0.172,0.526,88.9
Etta Tuionetoa,James Ignatowich,mixed,2,-0.016,0.163,0.461,10.7
Lingwei Kong,Marshall Brown,mixed,3,0.004,0.179,0.512,67.3
Donald Young,Ava Ignatowich,mixed,2,-0.006,0.181,0.492,37.5
AJ Koller,Christa Gecheva,mixed,8,-0.027,0.187,0.454,2.6
Tamaryn Emmrich,Michael Loyd,mixed,30,0.019,0.174,0.538,88.4
Zane Ford,Liz Truluck,mixed,5,0.014,0.186,0.52,83.3
Andrea Koop,Daniel De la Rosa,mixed,9,0.023,0.177,0.552,91.8
Victoria Dimuzio,Vivienne David,womens,25,-0.014,0.182,0.472,15.0
Quang Duong,Michael Loyd,mens,2,-0.019,0.187,0.465,8.0
Parris Todd,Lacy Schneemann,womens,10,-0.015,0.193,0.481,12.9
Dylan Frazier,Eric Oncins,mens,31,0.023,0.171,0.549,91.9
Riley Newman,Patrick Smith,mens,7,-0.0,0.192,0.498,55.1
Genie Bouchard,Marcela Aguila Ampon,womens,6,0.003,0.18,0.516,63.7
Julian Arnold,Matt Wright,mens,4,-0.006,0.184,0.474,35.6
Ivan Jakovljevic,Steve Deakin,mens,5,-0.002,0.187,0.495,51.4
Ella Cosma,Cailyn Campbell,womens,5,0.002,0.179,0.504,60.6
Ariana Rodriguez,Simone Leonard,womens,3,-0.003,0.183,0.51,46.7
Sam Querrey,Wesley Burrows,mens,13,-0.017,0.173,0.474,9.9
Jonathan Truong,David Bieger,mens,10,-0.018,0.185,0.473,8.7
Brie Aldridge,Shea Donahue,womens,2,0.013,0.186,0.507,82.7
Layne Sleeth,Alix Truong,womens,7,0.003,0.191,0.504,62.8
Yates Johnson,Marshall Brown,mens,11,0.019,0.175,0.539,88.6
Tom Protzek,Freddie Powell,mens,10,0.006,0.179,0.511,71.5
Mohaned Alhouni,Stephen Madonia,mens,4,0.004,0.188,0.517,65.3
Jhonnatan Medina Alvarez,Rosen Naydenov,mens,2,-0.008,0.18,0.499,31.9
Pesa Teoni,Yuta Funemizu,mens,2,-0.006,0.178,0.505,36.7
Adam Harvey,Juan Benitez,mens,8,0.017,0.174,0.521,87.2
Polina Libo,Cleo Bond,womens,2,0.001,0.169,0.511,57.5
Lingwei Kong,Ava Ignatowich,womens,2,-0.014,0.189,0.489,15.3
Lucy Kovalova,Mehvish Safdar,womens,2,-0.015,0.201,0.469,13.8
James Ignatowich,Ryan Fu,mens,2,0.003,0.187,0.514,63.4
Callie Smith,Milan Rane,womens,5,0.012,0.196,0.492,80.8
Roscoe Bellamy,Max Freeman,mens,4,0.005,0.182,0.501,67.8
Lea Jansen,Mari Humberg,womens,7,0.003,0.18,0.514,63.6
Rafa Hewett,Hunter Johnson,mens,6,-0.023,0.196,0.465,4.5
Blaine Hovenier,John Cincola,mens,5,0.004,0.176,0.519,66.7
Martina Frantova,Dominique Schaefer,womens,2,-0.011,0.193,0.477,22.1
Zoey Weil,Helena Jansen,womens,2,-0.004,0.17,0.496,45.2
Jessica Haywood,Komal Safdar,womens,2,0.013,0.176,0.514,81.9
Zane Navratil,Carlos Di Laura III,mens,2,-0.011,0.184,0.47,22.6
Camila Zilveti,Rachel Rettger,womens,2,-0.013,0.171,0.479,17.0
Jose Martinez,Bret Berryman,mens,2,0.015,0.188,0.537,84.7
Felicity Di Laura,Tatiana Ruhl,womens,4,0.036,0.185,0.569,97.3
Zoeya Khan,Danna Funaro,womens,8,0.008,0.186,0.515,74.5
Sophia Phuong Anh Tran,Mayu Ito,womens,2,-0.01,0.186,0.488,24.8
Ella Yeh,Elsie Hendershot,womens,7,0.005,0.167,0.514,69.4
Connor McCartney,Chase Mason,mens,4,-0.011,0.182,0.471,23.6
Yufei Long,HO Tam,womens,5,-0.026,0.189,0.45,2.8
Jimmy Liong Kai Long,Marco Leung,mens,6,-0.009,0.174,0.494,26.5
Zoeya Khan,Austin Bricker,mixed,25,0.015,0.186,0.525,85.2
Yufei Long,Marco Leung,mixed,8,0.01,0.185,0.524,78.9
James Seagraves,Danna Funaro,mixed,5,0.017,0.177,0.524,87.2
Jose Martinez,Tatiana Ruhl,mixed,8,-0.014,0.185,0.49,15.6
Jimmy Liong Kai Long,Athilla Miasara Bt Azizul Azhar,mixed,2,-0.001,0.185,0.501,53.2
HO Tam,Hsieh Chen-An,mixed,3,0.015,0.174,0.537,84.6
Victoria Dimuzio,Todd Fought,mixed,21,0.028,0.177,0.548,95.1
Cleo Bond,Donald Young,mixed,7,0.019,0.172,0.52,89.0
Riley Newman,Jackie Kawamoto,mixed,26,-0.009,0.172,0.496,28.8
Eric Oncins,Tina Pisnik,mixed,54,0.026,0.173,0.541,93.8
Rachel Rohrabacher,Jackie Kawamoto,womens,35,0.036,0.189,0.559,97.2
Etta Tuionetoa,Tina Pisnik,womens,16,-0.021,0.175,0.455,5.9
Victoria Dimuzio,Vivian Glozman,womens,12,-0.019,0.178,0.449,7.5
Lingwei Kong,Cleo Bond,womens,2,-0.006,0.175,0.495,39.1
Anna Leigh Waters,Will Howells,mixed,34,-0.0,0.177,0.507,55.0
Lea Jansen,CJ Klinger,mixed,32,-0.009,0.177,0.494,29.5
Riley Newman,Dekel Bar,mens,16,-0.004,0.189,0.489,44.5
Eric Oncins,Christian Alshon,mens,28,-0.013,0.18,0.473,17.8
Zane Navratil,Meghan Dizon,mixed,17,-0.009,0.173,0.476,26.8
Parris Todd,Andrei Daescu,mixed,46,0.014,0.168,0.521,83.5
Zane Navratil,Will Howells,mens,20,0.031,0.174,0.549,96.1
Andrei Daescu,CJ Klinger,mens,35,0.027,0.18,0.54,94.4
Anna Leigh Waters,Meghan Dizon,womens,31,0.042,0.18,0.59,98.3
Parris Todd,Lea Jansen,womens,39,-0.004,0.171,0.482,43.9
Blaine Hovenier,Ryan Fu,mens,31,0.014,0.183,0.529,83.0
Ryan Fu,Judit Castillo,mixed,14,-0.017,0.179,0.484,10.0
Etta Tuionetoa,Christian Alshon,mixed,36,-0.008,0.187,0.486,31.6
Todd Fought,Jaume Martinez Vich,mens,23,-0.028,0.182,0.452,2.3
Zane Ford,Donald Young,mens,10,-0.004,0.191,0.491,43.7
Zane Ford,Lingwei Kong,mixed,2,0.004,0.188,0.501,66.5
Samantha Parker,Lacy Schneemann,womens,23,-0.002,0.186,0.5,50.3
Genie Bouchard,Jessie Irvine,womens,13,0.008,0.168,0.52,75.3
Dylan Frazier,Federico Staksrud,mens,31,0.023,0.184,0.538,92.5
Jack Sock,Tyson McGuffin,mens,28,0.006,0.182,0.509,71.3
Tamaryn Emmrich,Kaitlyn Christian,womens,8,-0.014,0.175,0.465,14.6
Allyce Jones,Connor Garnett,mixed,39,0.054,0.174,0.599,99.5
Jay Devilliers,Mya Bui,mixed,14,-0.013,0.176,0.47,16.8
Augustus Ge,JW Johnson,mens,50,-0.037,0.182,0.449,0.6
Collin Johns,Kaitlyn Christian,mixed,8,-0.001,0.174,0.505,53.4
Genie Erokhina,Allyce Jones,womens,21,-0.067,0.193,0.364,0.1
Dylan Frazier,Samantha Parker,mixed,23,-0.036,0.196,0.456,0.8
Tamaryn Emmrich,Ben Johns,mixed,10,-0.017,0.186,0.474,10.6
Federico Staksrud,Lacy Schneemann,mixed,25,-0.015,0.173,0.465,13.3
Jessie Irvine,Tyson McGuffin,mixed,27,0.031,0.181,0.56,96.0
Genie Erokhina,Tyler Loong,mixed,19,-0.021,0.176,0.473,6.3
Zachary Grabovic,Olivia McMillan,mixed,2,0.001,0.182,0.504,59.3
Sarah Jane Lim,Leander Lazaro,mixed,14,-0.004,0.177,0.48,43.2
Connie Lee,Eunggwon Kim,mixed,4,-0.018,0.184,0.469,8.7
Hong Kit Wong,Sarah Hua,mixed,2,0.0,0.181,0.498,56.7
Quang Duong,Catherine Parenteau,mixed,15,0.018,0.183,0.526,87.4
Quang Duong,AJ Koller,mens,3,0.012,0.187,0.516,81.1
AJ Koller,Jade Kawamoto,mixed,3,-0.01,0.174,0.47,24.2
Jade Kawamoto,Catherine Parenteau,womens,53,-0.016,0.175,0.459,12.1
George Wall,Sarah Burr,mixed,7,0.009,0.194,0.519,76.7
Robert Stirling,Andie Dikosavljevic,mixed,3,-0.015,0.185,0.471,14.1
Joseph Wild,Eunggwon Kim,mens,6,-0.008,0.186,0.48,30.9
Jai Grewal,Rob Cassidy,mens,6,-0.007,0.188,0.501,34.2
Hong Kit Wong,George Wall,mens,5,0.004,0.203,0.515,66.2
Robert Stirling,Zachary Grabovic,mens,5,0.022,0.208,0.551,91.2
Mitchell Hargreaves,Nicola Schoeman,mixed,4,0.004,0.178,0.499,65.7
Jamie Haas,Sarah Burr,womens,14,0.003,0.172,0.492,62.2
Danni-Elle Townsend,Michelle Esquivel,womens,5,-0.001,0.178,0.482,53.1
Paula Rives,Olivia McMillan,womens,3,0.008,0.193,0.512,75.1
Vanshik Kapadia,Leander Lazaro,mens,2,-0.002,0.191,0.504,49.9
Lucas Pascoe,Mitchell Hargreaves,mens,2,-0.005,0.176,0.492,39.8
Kate Fahey,Anna Bright,womens,38,-0.02,0.185,0.47,6.6
Gabriel Tardio,Anna Bright,mixed,2,-0.004,0.177,0.495,45.8
Callie Smith,Vivienne David,womens,13,-0.012,0.175,0.486,19.1
Callie Smith,Max Freeman,mixed,17,-0.025,0.181,0.463,3.4
James Ignatowich,Vivienne David,mixed,8,0.001,0.185,0.503,58.4
Collin Johns,Liz Truluck,mixed,2,-0.007,0.19,0.49,32.4
Andrei Daescu,Roscoe Bellamy,mens,5,-0.024,0.2,0.454,3.9
Tamaryn Emmrich,Liz Truluck,womens,5,-0.006,0.188,0.485,37.2
Kate Fahey,Gabriel Tardio,mixed,34,0.033,0.171,0.573,96.4
Lea Jansen,Roscoe Bellamy,mixed,5,0.005,0.184,0.509,69.3
Ross Whittaker,Liz Truluck,mixed,1,0.009,0.186,0.519,77.8
Cleo Bond,Dominique Schaefer,womens,5,-0.013,0.185,0.489,17.4
Tamaryn Emmrich,Martin Emmrich,mixed,4,0.002,0.174,0.512,60.7
Ross Whittaker,Martin Emmrich,mens,4,-0.035,0.18,0.426,1.1
Ross Whittaker,Zoey Weil,mixed,3,-0.015,0.177,0.47,13.4
Zoey Weil,Tamaryn Emmrich,womens,3,-0.007,0.174,0.479,35.4
Usama Khalid,Lucas Pereyra,mens,14,-0.02,0.182,0.464,6.3
Miles Hoover,Bret Berryman,mens,6,0.021,0.175,0.539,90.2
Filipe Parichkov,George Rangelov,mens,15,-0.0,0.186,0.486,54.9
Caitlin Klaassen,Liz Truluck,womens,7,-0.004,0.187,0.477,44.1
Christopher Crouch,Brooke Caruso,mixed,5,-0.012,0.189,0.474,19.8
Angie Walker,Anderson Scarpa,mixed,12,0.003,0.177,0.502,64.0
Nicole Conard,Juan Benitez,mixed,2,-0.02,0.189,0.465,6.7
Tatiana Ruhl,Bret Berryman,mixed,3,-0.005,0.178,0.491,40.5
Dennis Uspensky,Amanda Rosati,mixed,19,0.002,0.19,0.511,61.2
Jackson Ayotte,TY Parrish,mens,5,0.009,0.185,0.51,77.5
Garrison Eaby,Jaeda Minniefield,mixed,7,-0.011,0.182,0.476,21.8
Kentaro Hamaguchi,Giorgia Vitale,mixed,12,-0.01,0.191,0.493,24.4
Jade Rau,Zachary Marceau,mixed,5,0.01,0.172,0.509,78.3
Wil Shaffer,Giovanna Morelli,mixed,2,-0.004,0.201,0.489,45.7
James Seagraves,Mouaad Alhouni,mens,4,-0.01,0.181,0.484,25.6
Anouar Braham,Rio Newcombe,mens,12,-0.009,0.173,0.493,28.6
Jimmy Liong Kai Long,Eunggwon Kim,mens,5,0.01,0.188,0.499,78.5
Ting Chieh Wei,Eunggwon Kim,mixed,10,-0.029,0.199,0.446,1.9
James Seagraves,Sharienne Ricardo,mixed,2,-0.001,0.18,0.491,52.9
Freddie Powell,Shea Donahue,mixed,3,-0.004,0.196,0.489,45.5
Ella Yeh,Sam Weinbach,mixed,5,-0.009,0.169,0.478,28.4
Brandon Nsekpong,Nicole Conard,mixed,7,0.006,0.188,0.504,72.4
Ella Yeh,Shea Donahue,womens,8,0.003,0.166,0.496,63.5
Sharienne Ricardo,Estee Widdershoven,womens,5,-0.014,0.173,0.479,14.4
Joshua Giannelli,Demetric Marrero Jr,mens,4,-0.004,0.194,0.494,43.1
Phillip Locklear,Rob Cassidy,mens,6,-0.006,0.181,0.481,38.1
Jessica Mason,Chase Mason,mixed,2,-0.009,0.187,0.49,29.1
Jimmy Liong Kai Long,HO Tam,mixed,8,0.008,0.19,0.516,74.8
Zach Gonnering,Alexander Crum,mens,5,0.001,0.179,0.509,58.3
Cailyn Campbell,Kelsey Laurente,womens,8,0.015,0.188,0.533,85.0
Jade Rau,Giovanna Morelli,womens,3,0.002,0.192,0.51,59.6
Ella Cosma,Jaeda Minniefield,womens,2,-0.005,0.179,0.494,40.2
Yufei Long,Ting Chieh Wei,womens,33,0.026,0.176,0.536,93.4
Kayla Williams,Dale Kim,mixed,2,-0.016,0.194,0.467,11.6
Zoeya Khan,Caden Nemoff,mixed,3,-0.01,0.183,0.494,24.7
