idx,p1_id,p2_id,p1_name,p2_name,context
0,1e538b1f-66e9-4166-ac60-3aef311ee0b5,87d60b6f-6f2e-4610-ab89-487e8acc097e,Jada Bui,Mya Bui,womens
1,525bfe63-4047-4100-9289-b4af47a25f98,55b78314-2f02-4a0c-83c2-b7cbfd8b4329,Alia Brown,Madalina Grigoriu,womens
2,72781a5b-7e26-47ae-a581-625e4fa96099,c2c74ae6-6b11-4a40-80e6-b7b924d2d83f,Hudson De Risi,Matthew Finnerty,mens
3,aa45af3b-41b0-4e03-9a17-4ca16a108df3,c971bb40-090b-4e47-be58-905495e38401,Vincent Rettke,Miles Hoover,mens
4,1d36eae4-41f1-4739-b9d2-0783fd371112,f2a996de-50a0-4d1d-b16f-f6450daa4a1e,Samantha Buyckx,Kelsey Laurente,womens
5,2398b148-15c1-4a56-8c02-0d62ed504f03,d840aa40-c197-45ce-8bf3-a0751268bd0b,Arianna Raga,Ali Quintero,womens
6,9c622e48-bbb8-4488-833f-83fb851efa5a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,Michael Leonard,John Lucian Goins,mens
7,3d9c8684-953f-4008-b355-b6104ee56a5b,8b7405b5-f3bc-4e32-bfbc-cc2e14f7454c,Connor Mogle,Jose Martinez,mens
8,0d659a6e-9386-45c5-a3c0-8f8ce4efaa14,af94be9e-b2f9-413a-aa9c-450cf6021c10,Poongi Hong,Michael Vallejo,mens
9,2a0171dc-c866-4170-9021-78d3c53c7318,3a48d245-8dea-460b-9eba-0b4fe7abc1dc,Andrew Loftin,Amir Evgamukov,mens
10,3d67b6d0-063e-466c-a475-7679d0764354,7464628e-931a-44c9-b0df-749a7cb32eaa,Austin Bricker,Adam Harvey,mens
11,24fead20-0b0e-409e-bd9e-dc69fa0a8162,c3b08889-9218-45d7-a712-72d78dd9a0bb,Mark Dancuart,Tanner Tomassi,mens
12,4aac5b4b-3afd-48db-a11a-d4f48bd685bb,c4bf85e4-2024-4991-9298-3600b25dde91,Robby Greenlaw,Thiago Braga,mens
