p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Kleyton Martins da Silva,Carlos Miranda,mens,2,0.003,0.492,0.501,58.4
Camden Chaffin,Juan Benitez,mens,11,0.152,0.482,0.617,93.9
Ahmad El-Zarif,Stephen Preissler,mens,14,0.056,0.509,0.545,77.4
Haley Ferguson,Sharienne Ricardo,womens,4,-0.0,0.497,0.485,56.6
Caroline Stepnowski,Veronica Alteri,womens,2,-0.033,0.501,0.471,38.9
Andrea Koop,Mari Humberg,womens,9,-0.076,0.461,0.432,16.4
Freddie Powell,Zachary Card,mens,4,-0.048,0.493,0.474,30.4
Colton Thielman,Christian Lund,mens,2,-0.072,0.501,0.444,18.3
Valerie R Simon,Victoria Simon,womens,27,0.083,0.472,0.559,85.0
Jazz Hearn IV,Kimberly Bacalla,womens,2,-0.05,0.453,0.478,29.4
Tim Ahlersmeyer,John Moorin,mens,2,-0.02,0.499,0.479,45.9
Joshua Elliott,Jae Centonze,mens,4,-0.001,0.478,0.499,56.2
Noah Torres,Brendan Gallagher,mens,2,-0.01,0.515,0.499,51.4
Kayla Williams,Keilly Ulery,womens,14,0.002,0.488,0.496,57.7
Michelle McMahon,Stephanie Galainena,womens,2,-0.068,0.516,0.458,20.0
Eliel Herminas,Jorge Garcia,mens,2,-0.051,0.518,0.474,28.7
Preston Engel,Noah Waddell,mens,5,0.058,0.491,0.536,77.9
Brett Barrette,Elijah Chernoff,mens,2,-0.079,0.513,0.441,15.6
Eduardo Correia,Benjamin Pepion,mens,2,-0.029,0.526,0.469,40.7
Nicole Conard,Paula Rives,womens,5,-0.097,0.522,0.427,10.5
Piercarlo Usai,Domenico Geminiani,mens,2,-0.061,0.472,0.448,23.7
Scout Johnson,Adrienn Hidvegi,womens,2,-0.048,0.489,0.458,30.5
Johan Nilsson,Michael Shaw,mens,4,-0.034,0.522,0.469,38.6
Julian Slive,Adair Garcia,mens,3,-0.1,0.537,0.434,9.8
Zach Gonnering,Jake Anderson,mens,12,-0.023,0.474,0.489,44.1
George Bulger,Benjamin Bramblett,mens,15,-0.082,0.514,0.438,14.7
Alexis Almy,Olivia Almy,womens,2,-0.096,0.484,0.419,10.6
Parth Mody,Ben Slive,mens,5,0.079,0.516,0.576,84.1
Gautham Bondugula,Daniel Gallegos,mens,2,-0.054,0.517,0.442,26.6
Chris Walker,Nicholas Romano,mens,4,0.027,0.503,0.516,68.7
Ryan Lucci,Diego Lebron Perez,mens,2,-0.053,0.505,0.454,27.4
Ryan Nolan,Dan Nguyen,mens,2,-0.072,0.508,0.448,18.4
Lauren Lennertz,Christee Chargot,womens,2,-0.03,0.476,0.478,40.2
Zachary Higginson,Samuel Higginson,mens,6,-0.012,0.506,0.493,50.3
Nicole Conard,Freddie Powell,mixed,2,-0.119,0.511,0.416,6.2
Marisa Ruiz,Jae Centonze,mixed,13,0.076,0.507,0.556,83.5
Natalia Maynetto,Domenico Geminiani,mixed,4,0.01,0.509,0.514,61.1
Veronica Alteri,Diego Lebron Perez,mixed,2,-0.031,0.465,0.473,39.9
Mark Dancuart,Riley Bohnert,mixed,6,0.078,0.502,0.546,83.8
Christopher Crouch,Paula Rives,mixed,44,0.065,0.455,0.575,80.1
Kayla Williams,Parth Mody,mixed,12,-0.062,0.47,0.456,23.2
Tobias Moreno,Ali Quintero,mixed,3,-0.004,0.471,0.494,54.8
Jada Bui,Juan Benitez,mixed,6,-0.003,0.486,0.495,55.3
Zach (ernesto) Hunter,Christa Gecheva,mixed,6,-0.047,0.48,0.459,31.1
Madalina Grigoriu,Nejc Sitar,mixed,5,-0.053,0.509,0.456,27.6
Ashley Griffith,George Rangelov,mixed,51,0.348,0.519,0.749,99.6
Mehvish Safdar,Anouar Braham,mixed,12,0.192,0.495,0.635,96.3
Jhonnatan Medina Alvarez,Olivia McMillan,mixed,11,0.102,0.491,0.576,88.1
Jemere Plummer,Victoria Simon,mixed,12,0.012,0.483,0.506,62.2
Austin Bricker,Mya Bui,mixed,18,0.116,0.476,0.586,90.1
Brie Aldridge,Federico Nani,mixed,2,-0.082,0.509,0.439,14.6
Andrew Loftin,Brittni Tonnessen,mixed,4,0.091,0.474,0.572,86.4
Eva Kohutova,Jake Benjamin,mixed,2,-0.044,0.492,0.463,32.6
Zachary Higginson,Valerie R Simon,mixed,2,-0.058,0.509,0.439,25.0
Martina Frantova,William Sobek,mixed,6,-0.039,0.473,0.474,35.7
Preston Engel,Rachel Summers,mixed,12,-0.06,0.466,0.459,24.0
Caio Bardauil,Michelle Esquivel,mixed,7,0.026,0.513,0.52,68.3
Poongi Hong,Kelsey Laurente,mixed,15,-0.07,0.471,0.451,19.3
Kimberly Bacalla,Ben Slive,mixed,5,-0.016,0.477,0.49,48.5
Tanner Tomassi,Jessica Warren,mixed,5,0.072,0.489,0.55,82.1
Jay Evans,Katie Mell,mixed,2,-0.027,0.516,0.48,41.7
Ewa Radzikowska,Martin Emmrich,mixed,35,-0.18,0.483,0.366,1.6
Seone Mendez,Jake Anderson,mixed,5,0.109,0.487,0.571,89.2
Zane Ford,Maria Ford,mixed,24,0.189,0.494,0.64,96.1
Andrea Koop,Camden Chaffin,mixed,4,-0.054,0.485,0.456,26.2
Adair Garcia,Jaeda Minniefield,mixed,4,0.089,0.493,0.564,86.1
Vincent Rettke,Andrea Miller,mixed,2,-0.091,0.517,0.43,12.1
Luca Mack,Estee Widdershoven,mixed,30,-0.113,0.492,0.416,7.1
Arianna Raga,Vladimir Orellana,mixed,2,0.044,0.503,0.534,74.2
Audrey Banada,MJ Marrero,mixed,24,0.047,0.493,0.535,75.2
Jazz Hearn IV,Julian Slive,mixed,3,0.026,0.501,0.511,68.2
Brittany Levkulich,Roger Dugas,mixed,9,0.018,0.455,0.519,65.1
Mandy Gabriel,Michael Leonard,mixed,2,-0.067,0.532,0.466,20.3
Regina Goldberg,Johnny Goldberg,mixed,10,-0.096,0.46,0.429,10.7
Eliel Herminas,Monica Perez,mixed,2,-0.051,0.475,0.459,28.7
Brandon Johnson,Scout Johnson,mixed,2,-0.014,0.5,0.485,49.4
Adalynn Lund,Christian Lund,mixed,17,-0.026,0.49,0.479,42.6
Tom Protzek,Tamaryn Emmrich,mixed,2,-0.155,0.499,0.385,2.6
Haley Ferguson,Adam Harvey,mixed,3,-0.07,0.537,0.449,19.1
Alicia Lai,Miles Hoover,mixed,2,-0.107,0.474,0.426,8.3
Zach Gonnering,Christee Chargot,mixed,2,-0.065,0.512,0.464,21.6
Ernesto Fajardo,Alia Brown,mixed,3,-0.013,0.496,0.492,49.8
Morgan Downing,Brendan Gallagher,mixed,3,0.045,0.476,0.529,74.6
Caroline Stepnowski,Joe Wiencek,mixed,2,-0.007,0.481,0.495,53.2
Samantha Buyckx,Michael Vallejo,mixed,2,-0.109,0.468,0.411,8.1
Warren Tamanaha,Yaamunan Venkatesan,mens,10,-0.085,0.5,0.431,13.9
Jake Panno,Eric Diaz,mens,11,-0.012,0.502,0.494,50.4
Natalie Hur,Jaikin Gomez,mixed,8,-0.003,0.484,0.494,54.9
Janaye Sakkas,Joshua Yoo,mixed,2,0.024,0.507,0.526,67.4
Nicolas Almeida,Karthik Ganesh,mens,4,-0.044,0.487,0.47,33.0
Carson Nguyen,Sunny Krittayaweth,mens,2,-0.046,0.47,0.473,31.7
Abigail Okelley,Will Mackinnon,mixed,5,0.022,0.495,0.515,66.3
Kelly Jensen,Eric Diaz,mixed,12,0.071,0.509,0.557,81.8
Brodie Smith,Omar Garcia-Heredia,mens,16,0.073,0.511,0.548,82.6
Maddox Castellanos,Rob Hutchins,mens,2,-0.01,0.48,0.481,51.3
Carlota Trevino,Rafael Lenhard,mixed,9,-0.179,0.499,0.361,1.6
Jessica Bowman,Matthew Mead,mixed,4,0.085,0.498,0.569,85.4
Cori Sidell,Tayah Cross,womens,2,-0.011,0.5,0.496,51.2
Natalie Hur,Lyn Yuen Choo,womens,30,0.044,0.465,0.519,74.4
Santhosh Narayanan,Harrison Brown,mens,5,0.048,0.505,0.544,75.7
Elliott Schupp,Kyle Koszuta,mens,36,0.107,0.489,0.576,88.8
David Litvinov,Maddy Rasmusen,mixed,5,0.021,0.472,0.522,66.2
Jase Edwards,Dana Raugust,mixed,4,0.063,0.507,0.543,79.4
Jericho Grollman,Madison Grollman,mixed,14,0.114,0.494,0.579,89.9
Jaden Lam,Jace Howard,mens,11,0.078,0.495,0.556,83.9
Josh Barber,Liam Jesperson,mens,3,0.015,0.499,0.511,63.5
Matthew Sah,Alyssia Fossorier,mixed,18,0.086,0.473,0.563,85.6
Michelle McLaughlan,Alyssia Fossorier,womens,2,-0.019,0.518,0.484,46.2
Victor Rodrigo,Matt Burkhardt,mens,16,0.08,0.485,0.563,84.4
Anderson Ju,Harrison Yee,mens,3,-0.074,0.49,0.439,17.4
Chase Holderman,Derek Shearer,mens,5,-0.045,0.522,0.469,32.2
Indigo Dagnall,Armaan Jiwa Mawji,mens,5,-0.019,0.459,0.496,46.3
Connor McCartney,Jack Sahid,mens,14,-0.002,0.511,0.5,55.9
Naomi Nguyen,Rio Newcombe,mixed,18,0.063,0.471,0.553,79.5
Kathryn Glavinovich,Blake Suard,mixed,2,-0.057,0.482,0.453,25.3
Isabella Hoang,Matt Burkhardt,mixed,3,0.051,0.492,0.533,76.1
Averee Beck,Joel Poland,mixed,5,0.017,0.493,0.514,64.4
Cc Eleven Sacca,Ethan Bakalinsky,mixed,6,0.083,0.508,0.57,84.9
Nicolas Almeida,Stevie Petropouleas,mixed,7,0.167,0.501,0.626,94.8
Dayna La Belle,Sunny Krittayaweth,mixed,2,-0.071,0.478,0.441,18.9
Preston Lynch,Fabian Jacobo,mens,2,-0.064,0.52,0.46,22.3
Anderson Ju,Chloe Pham,mixed,4,0.018,0.51,0.519,65.1
Matthew Powley,Mackenzie Lee,mixed,2,-0.024,0.482,0.478,43.1
Olivia Phillips,Braden Jacobson,mixed,5,-0.029,0.47,0.476,40.8
Ishan Balakrishnan,Julianne Le,mixed,6,-0.004,0.487,0.508,54.7
Josh Barber,Tayah Cross,mixed,3,-0.036,0.517,0.472,37.0
Natalia Simson,Karthik Ganesh,mixed,26,0.169,0.485,0.623,94.9
Matthew Sah,Cadell Traya,mens,8,-0.056,0.514,0.466,25.5
Dawoud Ghafarshad,Carl Taibl,mens,6,0.038,0.483,0.521,72.3
Ashley Mackie,Janaye Sakkas,womens,5,-0.031,0.486,0.475,39.5
Natalia Simson,Caroline Maguire,womens,6,0.181,0.5,0.654,95.5
Olivia Phillips,Maddy Rasmusen,womens,3,-0.01,0.489,0.5,51.6
Naomi Nguyen,Averee Beck,womens,7,0.112,0.492,0.588,89.5
Carlota Trevino,Cc Eleven Sacca,womens,10,-0.091,0.475,0.441,12.2
Dayna La Belle,Kathryn Glavinovich,womens,2,-0.039,0.496,0.476,35.5
Connor McCartney,Jessica Mason,mixed,10,-0.088,0.515,0.434,13.0
Hannah Ward,Michael Kuhlman,mixed,5,0.013,0.481,0.524,62.6
Julianna Hess,Jessica Ho,womens,2,-0.099,0.486,0.423,9.9
Lyn Yuen Choo,Ryan Skufca,mixed,8,0.094,0.479,0.579,86.9
Michelle McLaughlan,Chase Ora,mixed,2,0.001,0.505,0.494,57.3
Janet Liu,Angel Hernandez,mixed,2,-0.051,0.5,0.456,28.6
Mike Radermacher,Jessica Ho,mixed,9,-0.084,0.495,0.421,14.1
Rafael Lenhard,Troy Akin,mens,25,0.317,0.5,0.734,99.3
Dylan Fullmer,Justin Fullmer,mens,11,0.023,0.504,0.526,67.2
Josh Bellisime,Matthew Mead,mens,5,-0.036,0.491,0.476,36.8
Isaac Hall,Aiden Schliekelman,mens,12,-0.074,0.516,0.439,17.3
Brian Bonilla,Mike Radermacher,mens,8,-0.099,0.506,0.432,10.1
Ant Tran,Flynn Orton,mens,5,0.083,0.5,0.561,85.0
Roman Hill,Alexander Valencia,mens,2,-0.068,0.501,0.429,19.9
Amir Tabatabaeian,Tiffany Wang,mixed,9,0.039,0.484,0.529,72.9
Ethan Bakalinsky,Eddy Kim,mens,11,0.168,0.494,0.641,94.9
Tennessee P,Logan Formaniuk,mens,2,-0.05,0.536,0.486,29.2
Levi Daniel,Amir Tabatabaeian,mens,8,-0.035,0.5,0.466,38.0
Duncan Mulenga Jr.,Martin Thomas,mens,11,0.027,0.497,0.518,68.6
Savanna Ticknor,Jace Howard,mixed,2,-0.1,0.478,0.422,9.7
Julianna Hess,Aizec Olson,mixed,4,0.079,0.489,0.576,84.1
Scott Berke,Chloe Diskin,mixed,3,-0.092,0.511,0.439,11.8
Martin Thomas,Elizabeth Roy,mixed,10,-0.063,0.476,0.456,22.5
Cori Sidell,Harrison Brown,mixed,3,-0.004,0.506,0.496,54.6
Erik Pailet,Jericho Grollman,mens,8,-0.095,0.515,0.426,10.9
Aizec Olson,Lucas Bellamy,mens,5,-0.066,0.487,0.448,21.2
Luke Calvert,Will Gardner,mens,3,-0.006,0.5,0.486,53.5
Janet Liu,Tiffany Wang,womens,2,-0.128,0.502,0.407,5.0
Hayden Rand,William Hsieh,mens,9,0.013,0.473,0.517,62.5
Beau Martin,Kyle Borawski,mens,4,-0.085,0.472,0.423,13.9
Louie Payetta,Chase Ora,mens,2,-0.054,0.47,0.468,26.8
Aaron Li,Matthew Powley,mens,11,0.13,0.452,0.611,91.8
Duncan Mulenga Jr.,Journey Barajas,mixed,2,-0.102,0.505,0.416,9.3
Jordan Theron,Chiron Burl,mens,7,0.041,0.484,0.54,73.6
Mackonner Dy,Michael McCaffrey,mens,3,0.015,0.496,0.522,63.4
Ishan Balakrishnan,Joshua Yoo,mens,10,0.028,0.502,0.514,68.8
Tanner Suard,Blake Suard,mens,2,-0.102,0.522,0.424,9.5
Jackson Ayotte,Jerry Worsham,mens,6,0.072,0.507,0.557,82.3
Chas Howard,Ethan Mahony,mens,2,-0.042,0.465,0.462,33.9
Zach Gonnering,Bret Berryman,mens,9,-0.022,0.478,0.48,44.9
Jonathan Truong,Alix Truong,mixed,24,-0.046,0.449,0.465,31.4
Stephen Madonia,Pierina Imparato,mixed,6,-0.001,0.506,0.501,56.4
Eduardo Santini Ayon,Joel Poland,mens,90,0.036,0.495,0.514,71.7
Maggie Brascia,Augustus Ge,mixed,7,-0.145,0.478,0.379,3.4
Ivan Jakovljevic,Judit Castillo,mixed,46,0.398,0.509,0.788,99.7
Christian Alshon,Tyra Hurricane Black,mixed,21,0.186,0.468,0.647,95.8
Ella Yeh,Adam Harvey,mixed,6,-0.036,0.48,0.486,37.5
Jade Rau,Cason Campbell,mixed,4,0.035,0.495,0.53,71.1
Caden Nemoff,Jaeda Minniefield,mixed,2,-0.064,0.49,0.456,22.2
Kento Tamaki,Claudio Quinones Garcia,mens,6,0.088,0.485,0.572,86.1
Gabriel Joseph,Ella Cosma,mixed,6,0.106,0.474,0.566,88.7
Catherine Parenteau,Gabriel Tardio,mixed,79,-0.004,0.455,0.496,54.6
Christine Trifunovic,Spartak Rahachou,mixed,4,-0.016,0.5,0.494,48.1
Elsie Hendershot,Andrew Caldarella,mixed,4,0.078,0.503,0.546,83.7
Chao Yi Wang,Tyson McGuffin,mixed,30,-0.083,0.459,0.436,14.5
Dekel Bar,Jackie Kawamoto,mixed,10,-0.05,0.518,0.467,29.2
Jalina Ingram,John Lucian Goins,mixed,15,0.012,0.462,0.514,62.5
Ethan Violette,Jase Edwards,mens,3,-0.071,0.54,0.447,18.7
Brooke Buckner,Pablo Tellez,mixed,27,-0.109,0.458,0.421,8.0
Rafa Hewett,Genie Bouchard,mixed,4,0.017,0.509,0.502,64.4
Austin Bricker,Camila Zilveti,mixed,4,-0.039,0.491,0.48,35.9
Luana Stanciu,Wil Shaffer,mixed,2,0.022,0.494,0.518,66.4
Juan Benitez,Brooke Caruso,mixed,5,0.008,0.466,0.505,60.5
Jorja Johnson,JW Johnson,mixed,95,-0.14,0.442,0.374,3.8
Etta Tuionetoa,Hunter Johnson,mixed,6,-0.012,0.481,0.487,50.5
Tamaryn Emmrich,Grayson Goldin,mixed,4,-0.14,0.502,0.401,3.7
Eric Oncins,Meghan Dizon,mixed,20,0.091,0.451,0.573,86.5
Collin Johns,Albie Huang,mixed,19,0.13,0.482,0.594,91.9
Ashley Griffith,John Cincola,mixed,2,-0.091,0.522,0.428,12.0
Max Freeman,Milan Rane,mixed,4,0.018,0.458,0.526,64.6
Armaan Bhatia,Mya Bui,mixed,4,-0.14,0.477,0.393,3.7
Riley Newman,Cailyn Campbell,mixed,26,0.155,0.482,0.62,94.2
Tom Protzek,Allison Phillips,mixed,10,0.057,0.469,0.555,77.7
Jaikin Gomez,Mouaad Alhouni,mens,21,-0.026,0.46,0.469,42.6
David Litvinov,Angel Hernandez,mens,6,0.005,0.479,0.515,59.1
Ross Whittaker,Ava Ignatowich,mixed,2,0.014,0.509,0.506,63.2
Lucy Kovalova,Matt Wright,mixed,24,0.258,0.523,0.68,98.3
Tyler Loong,Kiora Kunimoto,mixed,6,0.04,0.487,0.531,73.0
Naveen Beasley,Rio Newcombe,mens,4,0.144,0.485,0.607,93.4
Ting Chieh Wei,Anderson Scarpa,mixed,4,0.005,0.503,0.498,59.0
Zoeya Khan,Brandon French,mixed,2,-0.006,0.491,0.499,53.7
Noe Khlif,Tina Pisnik,mixed,46,0.01,0.428,0.499,61.3
Callie Smith,CJ Klinger,mixed,11,0.171,0.497,0.614,95.0
Rachel Rettger,Wesley Burrows,mixed,4,0.07,0.507,0.546,81.6
Andre Mercado,Isabella Dunlap,mixed,2,-0.205,0.492,0.341,1.0
Luc Pham,Giovanna Morelli,mixed,4,0.288,0.511,0.711,99.0
Anna Bright,Hayden Patriquin,mixed,138,0.103,0.456,0.573,88.2
Nicole Conard,Pesa Teoni,mixed,12,0.055,0.511,0.544,77.2
Blaine Hovenier,Jade Kawamoto,mixed,5,-0.221,0.488,0.34,0.5
Marshall Brown,Olivia McMillan,mixed,6,0.147,0.47,0.614,93.6
Albert Wan,Dylan Goldman,mens,3,-0.005,0.464,0.499,54.3
Roscoe Bellamy,Alex Walker,mixed,3,-0.013,0.481,0.486,50.0
Donald Young,Lindsey Newman,mixed,5,0.007,0.456,0.526,60.3
Chuck Taylor,Abbigal Hatton,mixed,3,-0.056,0.472,0.446,25.6
Craig Johnson,Audrey Adele Brown,mixed,5,0.037,0.5,0.526,72.0
Zane Navratil,Lina Padegimaite,mixed,6,-0.205,0.521,0.369,1.0
Lingwei Kong,Michael Loyd,mixed,4,0.046,0.5,0.519,75.1
Julian Arnold,Lauren Stratman,mixed,11,-0.075,0.46,0.432,17.0
Yates Johnson,Samantha Parker,mixed,2,-0.032,0.498,0.48,39.0
Rachel Rohrabacher,Will Howells,mixed,8,0.132,0.466,0.596,92.2
Christa Gecheva,Yuta Funemizu,mixed,22,-0.147,0.479,0.368,3.3
Allyce Jones,Connor Garnett,mixed,45,0.12,0.448,0.583,90.9
Eric Roddy,Marcela Aguila Ampon,mixed,2,-0.018,0.52,0.48,47.1
Anna Leigh Waters,Ben Johns,mixed,111,-0.002,0.439,0.479,55.5
Jay Devilliers,Jessie Irvine,mixed,44,0.162,0.433,0.644,94.6
Liz Truluck,Martin Emmrich,mixed,5,-0.211,0.524,0.351,0.8
Mary Brascia,Wyatt Stone,mixed,15,0.089,0.478,0.576,86.3
Jack Sock,Mari Humberg,mixed,10,-0.036,0.49,0.473,37.2
Hannah Blatt,Christopher Haworth,mixed,4,0.06,0.472,0.541,78.7
Abigail Okelley,Stevie Petropouleas,womens,2,-0.075,0.499,0.448,16.8
Kaitlyn Christian,Travis Rettenmaier,mixed,4,0.068,0.501,0.559,80.9
Chloe Igleski,Darrian Young,mixed,9,-0.076,0.509,0.428,16.7
Kate Fahey,Federico Staksrud,mixed,78,0.163,0.426,0.643,94.6
Tyler Loong,Brandon French,mens,8,0.021,0.474,0.514,66.2
Rachel Rohrabacher,Catherine Parenteau,womens,61,0.195,0.445,0.652,96.5
Abbigal Hatton,Albie Huang,womens,7,0.129,0.477,0.594,91.8
Ben Johns,Gabriel Tardio,mens,113,-0.072,0.441,0.433,18.4
Tam Trinh,Juan Benitez,mens,4,0.006,0.493,0.505,59.4
Julian Arnold,Patrick Smith,mens,8,0.264,0.51,0.691,98.5
Luana Stanciu,Rachel Rettger,womens,4,-0.03,0.512,0.489,40.5
Ella Yeh,Jaeda Minniefield,womens,4,0.044,0.489,0.531,74.5
Elsie Hendershot,Ella Cosma,womens,2,0.002,0.491,0.49,58.1
Hunter Johnson,Wyatt Stone,mens,7,-0.035,0.478,0.473,38.0
Hannah Blatt,Allison Phillips,womens,7,-0.121,0.502,0.406,5.9
Samantha Parker,Christa Gecheva,womens,12,0.118,0.47,0.589,90.7
Kate Fahey,Tina Pisnik,womens,7,-0.122,0.502,0.392,5.8
Angie Walker,Alex Walker,womens,22,0.046,0.473,0.543,74.9
Zoeya Khan,Kiora Kunimoto,womens,3,-0.111,0.506,0.419,7.6
AJ Koller,Jonathan Truong,mens,6,0.027,0.48,0.514,68.5
Jace Morris,Wil Shaffer,mens,5,-0.033,0.453,0.479,38.7
Dylan Frazier,Lea Jansen,mixed,41,0.192,0.465,0.655,96.4
Zane Navratil,Blaine Hovenier,mens,7,0.202,0.494,0.642,96.9
Michael Loyd,Donald Young,mens,6,-0.098,0.489,0.422,10.5
Stephen Madonia,Connor Mogle,mens,9,0.037,0.503,0.544,72.1
Cailyn Campbell,Giovanna Morelli,womens,4,-0.053,0.477,0.462,27.1
Noe Khlif,Will Howells,mens,41,-0.177,0.476,0.349,1.8
Zane Ford,John Lucian Goins,mens,4,-0.053,0.516,0.459,27.0
Daniel Phillips,Chuck Taylor,mens,2,0.006,0.529,0.5,59.7
Armaan Bhatia,Yuta Funemizu,mens,7,0.105,0.462,0.59,88.5
Gabriel Joseph,Spartak Rahachou,mens,6,-0.05,0.483,0.462,29.4
Travis Rettenmaier,Braden Jacobson,mens,6,0.058,0.466,0.539,77.8
Edward Perez,Austin Bricker,mens,7,0.027,0.513,0.514,68.6
Gregory Dow,Anderson Scarpa,mens,28,-0.199,0.488,0.343,1.1
Andre Mercado,Tama Shimabukuro,mens,3,0.056,0.47,0.546,77.5
Angie Walker,James Delgado,mixed,7,-0.159,0.485,0.384,2.4
Mohaned Alhouni,Genie Erokhina,mixed,10,-0.135,0.491,0.379,4.2
Anna Leigh Waters,Anna Bright,womens,98,-0.154,0.463,0.359,2.8
Cason Campbell,Adam Harvey,mens,37,0.049,0.453,0.541,75.9
Grayson Goldin,Christopher Haworth,mens,5,0.076,0.494,0.551,83.3
Mohaned Alhouni,Mota Alhouni,mens,3,-0.022,0.453,0.478,44.6
Ross Whittaker,Ivan Jakovljevic,mens,21,0.087,0.469,0.561,85.9
Jack Sock,Pablo Tellez,mens,33,0.232,0.478,0.664,97.7
Roscoe Bellamy,Darrian Young,mens,7,-0.024,0.468,0.477,43.6
Nicole Conard,Isabella Dunlap,womens,29,0.139,0.465,0.616,93.1
Yates Johnson,Marshall Brown,mens,2,-0.026,0.496,0.477,42.3
Christopher Crouch,Anouar Braham,mens,4,-0.031,0.496,0.479,39.7
Andrew Caldarella,John Cincola,mens,2,-0.032,0.518,0.489,39.2
Christian Alshon,Hayden Patriquin,mens,95,-0.215,0.465,0.322,0.6
JW Johnson,CJ Klinger,mens,88,0.243,0.484,0.686,98.0
Craig Johnson,Luke Wasson,mens,2,-0.048,0.489,0.451,30.3
Pesa Teoni,Luc Pham,mens,4,-0.026,0.466,0.482,42.5
Eric Roddy,James Delgado,mens,2,-0.073,0.5,0.449,17.9
Caden Nemoff,Wesley Burrows,mens,2,0.025,0.523,0.524,67.6
Jade Kawamoto,Jackie Kawamoto,womens,29,0.196,0.459,0.646,96.6
Andrei Daescu,Lacy Schneemann,mixed,7,-0.019,0.504,0.494,46.2
Jorja Johnson,Tyra Hurricane Black,womens,83,-0.025,0.426,0.46,43.1
Kaitlyn Christian,Jessie Irvine,womens,44,-0.129,0.453,0.399,4.8
Camila Zilveti,Ava Ignatowich,womens,2,-0.049,0.495,0.461,29.9
Ting Chieh Wei,Liz Truluck,womens,4,0.043,0.486,0.522,74.1
