idx,player_id,full_name,gender
0,8dd7bb87-1082-4114-809e-888ac57df014,Chase Mason,M
1,4e82e645-294f-424e-b1e7-28f93e2cb7cc,Benjamin Bramblett,M
2,61e0ca34-5642-40bd-9eaf-acd7ea93480a,Marcel Chan,M
3,0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M
4,337c76f4-2e83-4a59-b66b-7dc2e0555ce2,Cassidy Hoag,F
5,fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Anderson Scarpa,M
6,4057f30d-d42a-4189-a158-11576fb5f52a,Blaine Hovenier,M
7,2e0acd0d-95a3-49c3-8648-720ed0fbc7d5,Lingwei Kong,F
8,89ccc27e-1751-4730-a998-db0cb9224349,Brooke Revuelta,F
9,763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M
10,d57934e4-fe65-4168-8fd7-26da1b07cb2d,Michelle Murphy,F
11,b9078ad5-9d55-4617-9c9d-131823dfca0b,Luke Ness,M
12,6876576c-b20e-47e3-99e4-d32759cc9f48,Patrick Kawka,M
13,756a7a13-a3d8-4d89-8afb-e2071ec6dc82,Lauren Mercado,F
14,b4b00d3c-1974-48f2-b74e-9cf9faa04d69,Kevin Dayan,M
15,c32446f8-bb47-4d48-8d5b-26aba4b20cb2,Trang Huynh,F
16,cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,M
17,f86cff72-5f9c-40b1-9f28-f28aafae245f,Wyatt Stone,M
18,469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M
19,8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,M
20,1728d016-1f02-4789-be73-63d12d5a5b42,Parris Todd,F
21,614e164a-4197-44eb-855c-586cf79fbfc9,Ivan Jakovljevic,M
22,4e39b9bd-436d-495d-99d7-c2818bbea4ab,Camila Zilveti,F
23,27bace9b-afb2-424a-af5b-f69ccce01725,Sabrina Guillebeaux,F
24,8d4ab63d-f14c-4013-a97a-3789015b9bd8,Tatiana Ruhl,F
25,b67f32da-c777-48ab-a6bd-4f5087d2a40f,Ekaterina Biakina,F
26,ebb2a1e0-7c6c-48a4-b994-e81edd8ddb97,Patrick Smith,M
27,1bb4e304-37c1-43eb-b223-6eb45ab3b78a,Madeline Schulte,F
28,f03d156f-3d8a-4830-a5d1-ae4372ad5009,Wesley Burrows,M
29,1bbc9415-96dd-4751-9513-95274c5fc0f9,Nicole Eugenio,F
30,f8b6b217-f9f8-4fd3-a71d-ae4dfcbb9c89,Ava Ignatowich,F
31,06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M
32,20684550-cb89-4ea2-9e2f-0f44eb920b45,Chao Yi Wang,F
33,38b1bfb1-576b-4a3e-ab6b-e8bc46031c1d,Eric Roddy,M
34,e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M
35,461f063e-a587-4638-bad9-421ff33d91d7,Genie Erokhina,F
36,571d4503-e073-4580-a555-be3c7f93c59c,Chuck Taylor,M
37,4025f403-d676-42ee-97a1-61d9b38c211b,Allison Phillips,F
38,a9950e78-2b86-495e-a0d2-bb8efac93531,Malia K Lum,F
39,676b1cbc-766c-4616-bf39-1787ffd8c72a,Etta Tuionetoa,F
40,52726ab1-2ac9-46c0-be90-6b0e7a2d56eb,Pablo Tellez,M
41,ca3c21b0-a715-40fd-bf00-c81e22d7da11,Daniel De la Rosa,M
42,435e466e-22c7-4917-8cb4-ff45bbccde19,Tamaryn Emmrich,F
43,6160a7c7-6b90-41f1-96d3-af5fa1623ca5,Collin Johns,M
44,06dc9b8a-5c01-49cf-bb4d-70d7b5f85acf,Brooke Buckner,F
45,98c2531f-f5ce-48b5-b251-eb69425d409c,Jillian Braverman,F
46,fc05556e-3e38-4a38-99c2-f855174a7c28,Hayden Patriquin,M
47,736475dd-7ccd-40d8-8b43-8c2d9ef9e674,Maggie Brascia,F
48,84bc805f-1c7a-4151-8c50-f3236805edea,Aanik Lohani,M
49,64698ef9-a6f7-409d-b416-4892308af978,Alex Neumann,M
50,0dfe6dd7-dcc9-407b-a761-1cafc880401b,Erik Pailet,M
51,d56a6779-9a18-4f34-9519-9a7c7c8b2d0e,Derek Shearer,M
52,7edb882c-6d17-4129-8208-710e3c82364c,Federico Staksrud,M
