player_id,full_name,gender,singles_games,singles_value
4658891a-4ac0-4764-bf5c-096507750f0d,Silvia Margarita Torok,F,8,-0.8788
810c90de-6246-476c-82c9-d7b33516ab17,Abby Trieu,F,2,-0.8795
1212cb97-01fb-4783-af53-2b03ef4f8367,Asako Pastrana,F,2,-0.888
49c50680-bbf0-48b9-b13c-659140d1c66e,Jeff Yurk,M,2,-0.8888
ff97a8a3-f431-4313-9922-397231cf3407,Lily Goodwin,F,13,-0.8898
b2c494e6-408c-419b-aeb5-d6e18c48bb88,Linda Yang,F,6,-0.8902
170d15b2-aab4-4856-a939-ec0cb3e5a163,Arnas Sabonis,M,4,-0.8948
1b9a9760-3d43-4a14-9733-988022033b47,Koki Naruyama,M,2,-0.8966
79163590-efd6-4440-84cb-a6c04df9baa6,Casey McNulty IV,M,2,-0.8984
4cff1a90-27f8-46a4-8c43-05fefe778a8a,Alexander Cherman,M,4,-0.9013
8567171e-a1d1-4923-94e0-9f6c331dbd45,Mike Millett,M,3,-0.9078
431a4812-ea50-4fbf-a3ae-36820453bef4,Cobi Gibson,M,4,-0.9083
162df7a5-a024-4861-b7f4-c2da6b6c8794,Olivia Pedro,F,2,-0.9182
23a8af5a-fed3-445d-99aa-1a5f69a05ff6,Brie Aldridge,F,4,-0.9201
22839b0d-41bf-4830-8f1e-0da170ebc723,Haley Ferguson,F,3,-0.9211
80a42cf5-dacd-47cc-be90-154df1938b82,Katie Queen,F,2,-0.9213
c1b61b31-2218-46da-9bff-6980dca4a866,Cassandra Boyer,F,2,-0.9219
c6203d4b-4f5c-4e40-ac93-d6a9506b7c3c,Isaac Pearlstone,M,2,-0.9267
bd9fd24f-54e5-4fbb-8aec-f0c9db26a658,David S,M,4,-0.9276
