vod,event,date,match_id,court_residual_ft,court_within_half_ft,n_rallies_timeline,n_rallies_covered,n_rallies_dropped,rally_drop_reasons,backend,frames_kept,det_gate_drops,camera_gate,anchor_offset_med_s,endmap_check,halves_check,gender_check,spotcheck_rallies,spotcheck_swaps,thin_player_games
SQg2mHBPHC0,PPA Indoor Nationals,2026-01-25,c4eb30d0,0.000,0.98,141,90,51,anchor_not_found:11;identity_no_serving_config:2;no_detections:10;no_pose:28,rtmpose-balanced,45380,camera:15614;offcourt:1374;side:19110;speed:155;unnamed:4847,0.52_main,7.3,63/63,25/30,59/126,0,0,0
