match_id,game_number,ra_pre,wa_pre,rb_pre,wb_pre,ra_post,wa_post,rb_post,wb_post
412b2b48-3a9d-438d-b201-97f8bcab273c,3,4,2,7,6,3,1,7,5
41308e5b-b7df-443b-afe1-435506a834dd,1,10,6,5,0,8,5,5,3
413bd12a-de72-45d5-8d95-9f7a4fb80faf,3,15,6,8,0,6,5,5,3
414543b9-c537-4b7c-bc23-27255c1f30e7,3,10,5,11,6,4,2,6,5
4164be3f-9088-4bdc-8797-ee821ac82d99,1,14,6,14,5,8,5,2,0
418439ac-a57e-446c-aa5b-06d5963e980e,3,7,1,12,6,3,1,7,5
41849e8c-01b5-4763-9032-0ebc64fde548,1,6,6,0,0,11,5,7,1
41895238-fa7e-4971-9a2c-35889808d760,3,8,3,9,6,6,0,9,2
419110ec-6084-43db-824d-ea5751fc734a,1,16,6,12,2,7,5,5,3
41ba9e02-40e7-4c6f-84bb-25af2ced86c0,3,11,6,9,4,7,1,6,1
41bee111-bf51-4c57-be11-268b0e49bdff,1,13,5,13,6,12,6,10,2
41c46d9e-7b49-4512-a714-44ef7aeb4ae1,3,17,6,14,3,6,5,4,2
41c4a013-b5b0-43d2-9ed0-9c4a518f1e53,1,5,3,7,6,2,0,7,5
41cd7a42-c7c7-4187-b48a-85f44e20d077,3,14,6,14,5,23,5,24,8
41d6ff8e-034e-4cae-b032-a199c7dfb7d3,3,5,3,7,6,0,0,5,5
41e36e7e-7495-4e7d-95ab-d05b84c3a7f3,3,9,1,13,6,3,1,7,5
41e444fb-7fc8-4169-af67-dc1933974d18,3,17,5,17,6,10,4,10,5
41f0d82b-21e2-4ebb-8035-2c6a075c4e12,1,14,6,13,5,6,5,3,1
42019dde-405f-4d25-bde2-a311d8e51fab,3,9,5,9,6,14,6,10,2
4205e06b-0767-4c62-b8ea-ee3b9b27884e,3,10,6,5,1,10,5,12,6
420b34b7-27f3-4488-a036-60a384ff1be5,1,8,4,10,6,13,5,13,5
421da8a0-d9ef-494c-b9bf-77622518f1b7,3,10,6,5,1,14,5,16,6
4229630a-1e46-4f83-81cb-e5bcfb610e29,3,10,6,7,2,8,5,4,2
422c46c0-2f38-4f10-99ab-11c7476f971c,1,10,6,4,2,13,5,4,0
423c787a-8520-4e75-9944-a82b497ab8d7,1,7,2,11,6,23,9,21,7
42469f73-c09f-4925-b183-31a5411d6090,3,12,6,12,5,12,5,9,3
42568382-e63a-4976-b50e-1e13d5d915fb,3,10,5,10,6,7,1,10,5
425e97e1-1657-4446-88c4-d695135373c5,3,5,2,9,6,19,10,13,4
4262a7f0-01ae-4d9b-b552-3ffdd2cfe4a0,3,12,6,9,2,10,5,6,2
4268f2ab-f0b0-4162-b86d-88dbcfa446df,3,9,6,5,1,7,5,5,3
426a6115-74c6-47ee-819f-df8ff03ecc74,3,3,1,7,6,6,2,10,5
42800e2c-8a93-49b0-866f-6788e63a0550,3,17,4,18,6,8,4,10,4
4282a59d-b78a-4290-aa33-66a2fa5bd8e2,3,5,0,11,6,26,6,24,5
4299ed17-e8b3-4f20-b671-8676a1758675,3,16,6,14,3,16,5,15,5
42a23971-8e02-46c4-a013-5d7e3f3fb4cf,1,8,6,2,0,6,5,3,1
42aab237-34a1-4e0a-87c5-2b1186994d13,3,13,6,12,4,13,3,15,7
42bf0e6b-6084-4c5d-a014-257e2f394a7b,3,12,5,12,6,7,1,11,5
42c23566-e5f7-4d85-b9e5-0755f2daa656,3,3,0,8,6,0,0,6,5
42c3d7cd-9cd7-4f8d-82bf-a5fa4a49e8b2,3,10,6,5,1,7,5,2,0
42c8c15f-a108-43d8-a5ee-23308d99ac63,3,15,6,13,3,10,5,9,4
42c991a6-1ee4-4984-975c-c5911ba9da35,3,5,1,9,6,15,7,14,5
42e6563e-fc7a-4a05-8003-50fa53a05d48,1,2,0,8,6,5,1,8,5
42fe3d4a-6fd3-4a23-88d7-0e083e4445a3,1,9,6,4,1,12,5,13,5
43215059-a608-4d11-859c-7c50ca981968,1,11,3,11,6,6,2,7,5
4325b48c-b44d-4e6c-b0ae-2294f9924d75,3,6,2,7,3,0,0,0,0
43292758-82e3-47b3-b442-4ccb74e4f790,3,6,3,9,6,21,8,16,2
433d30c2-65e4-4b1b-bfc5-981b7d347830,3,11,6,6,1,10,5,7,1
43513852-0e35-44bc-a6f1-9301334e06fa,1,14,5,14,6,4,0,10,5
435b3a04-0203-44d3-a9f5-64b3ecae5e40,1,8,6,4,1,13,5,11,3
436dabeb-e18d-49a9-9796-4e93bd5bc987,3,0,0,6,6,9,3,7,5
436e12a0-78c2-4960-abf5-7f3b7763efe5,1,14,6,9,3,6,5,4,2
4371764f-28d6-48d2-930a-0ad004d4400d,1,9,3,11,6,10,2,14,5
43799e99-6ac5-453c-9705-b2cb7e9d2a8e,3,14,5,15,6,6,0,10,5
4381a520-f818-4697-aed2-b4556cf5e54d,1,15,4,16,6,11,7,9,3
438623c7-b51b-49a0-aa7d-bcddad893c38,1,15,6,11,2,9,5,8,4
43ab6af3-2293-48a7-ab6f-c4e4ae80e5b6,1,6,5,2,0,16,8,6,0
43b0f8c8-3bb1-4b7e-82e5-1128d319ea7e,3,4,1,9,6,10,2,12,5
43b2e456-4a4c-4e98-be05-7d611f0fd327,3,6,4,3,1,0,0,0,0
43ca551a-0aa8-4ab8-af12-3a0e15f96c40,3,15,6,14,5,12,3,15,6
43df3cde-aaa3-4713-9734-3f1e7a718f87,1,15,6,11,3,7,5,2,0
43e6176b-a048-44d9-b8be-96e3cb18367e,3,11,4,12,6,5,3,8,5
43ea8681-78f0-417a-8897-20f8361f986a,3,12,6,9,3,13,5,11,3
43f123b6-89bf-44d1-be69-1ce6b9537027,3,5,1,9,6,11,5,12,5
43f8fd1e-5935-4cb5-9648-8a47bcbe3600,3,5,2,9,6,14,7,12,5
440011b5-2aaa-4f12-8a58-d8e945eb5dc3,3,12,6,8,2,12,5,13,4
44047ea5-6161-4c4e-9410-bc18f4312cb4,1,9,1,13,6,10,4,12,5
440b14a1-8aaa-44b9-b342-62aba8a65249,3,9,6,3,0,24,9,29,13
441162f1-5a38-44a0-be3f-f34ab5a4ee26,3,9,5,7,4,0,0,0,0
4411f33e-252a-4e49-bea9-6e1c41ba3f26,1,10,6,5,1,8,5,7,3
4417f033-089d-463d-9481-b4a7ab1edf93,1,1,0,7,6,0,0,5,5
44247cc2-633a-4951-bd38-5bafa30375b6,3,18,5,17,6,4,2,8,5
44365a9b-7fb5-4537-aea0-d67f15bf4a5b,3,9,2,11,6,11,3,13,5
44381ccb-8851-4d55-90c0-867323578d12,3,15,6,13,4,5,2,9,7
445e1c83-c865-4e60-8971-d87370a0438f,1,15,6,12,2,13,5,12,3
44614dd0-8b59-4d82-b4de-5c1466d6036f,3,3,1,7,5,7,0,9,1
4463d09b-2c87-4a51-b961-3cbb52ad3d4b,1,10,6,5,1,8,5,4,0
44695b72-6176-4d94-b152-d7e069a55a10,3,8,3,11,6,23,8,18,3
446f0a77-ca8d-4adc-ba5a-668218e2ada0,1,12,6,11,4,10,5,4,0
447413e7-3188-4722-b0ca-da2f3cc90b66,3,8,4,5,1,0,0,0,0
44a2b771-c641-42c7-94ab-afe8ba85d320,3,12,6,9,2,11,5,7,1
44bb50ef-3ab3-40a7-af39-f1d81d3a8e67,1,12,6,10,3,12,5,12,5
44d688f2-4bd1-44b4-a9e1-f3574031a655,3,8,6,6,2,8,2,4,0
44e731a2-679b-496a-9330-bb0b768d7207,3,10,6,6,1,6,5,0,0
44e96198-e4bc-4591-b19e-71c8b750e228,3,3,1,8,6,16,6,16,5
44ead740-1507-475c-9dc9-5e4e68fb65ad,1,9,6,6,3,18,5,22,10
45032fd1-29b6-450b-9b21-d2fd48e74bd2,1,12,6,12,5,8,5,4,2
450b48f7-f944-4a03-a261-77d1329b6054,3,12,6,7,0,12,5,11,5
450dfab8-e694-4ecf-a1d6-2cbe0d0f1ea6,3,14,5,14,6,3,1,8,5
45128157-2d69-4dc6-949a-cfc1a958e98f,3,11,6,9,3,10,5,5,1
45335837-402b-4eb0-a61d-3122f6ce9064,3,10,6,8,4,13,6,14,6
455a9e02-e51f-4c40-8ee9-0845921540dd,3,14,6,10,3,7,5,4,1
455ff999-bd11-4e85-abf5-e52184531b2f,3,8,6,5,3,9,5,8,4
45622d7d-fea1-44df-b79f-2d16445cfc08,3,12,5,12,6,9,6,5,1
4573042e-025b-4726-97e4-346511717e01,1,11,2,14,6,0,0,6,5
457e3a7f-7834-460d-888d-6f84b88fc3f1,1,7,1,12,6,21,7,19,5
4587a152-ca8f-4455-8779-6c504bf4b0c2,1,11,6,9,4,11,5,9,3
458c2ace-8b45-4773-a1b7-84f2158a53e7,3,1,0,7,6,10,4,11,5
4591f1cb-29ee-49e2-8d8e-eaa477438bc1,3,10,6,9,4,7,5,4,2
4597354b-224c-450d-8aae-473b7e46b0b6,3,15,5,13,4,9,5,4,0
459a3e47-4dbb-419e-a0fb-bf28835d594f,3,13,6,12,4,8,5,3,1
459b7aa4-3d07-4544-8c27-8112959c24d7,3,18,6,16,4,8,5,5,1
45aa9482-5c12-46e0-a1eb-e4f478b23fdc,3,16,6,16,5,5,3,6,6
45b401b5-0820-4fa1-9065-64e547715f4d,3,12,6,10,4,8,5,5,1
45d516ab-989e-4289-a97f-d92f6dd0cd6d,1,14,6,12,3,14,5,13,5
460c01b6-ac9b-410c-b99e-a7aae9b05496,3,2,0,8,6,13,0,30,13
461ddc3e-9838-4f44-805a-3bb12c6ba91f,3,7,6,1,0,7,5,3,1
4625f814-602c-46a6-9ae8-8dc889d645f1,3,11,6,11,5,14,4,15,7
462e123e-5424-4924-8e27-d3c07ed60075,3,8,3,10,6,12,8,9,3
465c14bc-0332-4ba3-86d1-1306b0dde918,1,6,6,4,3,10,5,8,4
4668ab0a-d156-432b-bf41-ed9cc96edcd3,3,10,5,8,2,11,5,8,2
466fd12d-d6c2-4246-9326-1b5f76ced094,1,6,1,11,6,9,3,10,5
468d1e27-842c-4b56-9aa9-7e25ee98b4e1,3,15,6,14,4,8,5,2,0
4698e018-247d-48c3-80eb-63ae2dd565c5,3,5,2,8,6,2,0,5,2
46a56d9c-767b-4ec9-8de6-1df94c657f31,3,9,6,8,4,10,5,9,2
46a59e6d-8e94-4ed7-823c-3a13dcf9c23f,3,16,6,14,4,6,1,11,7
46b93790-9b3d-41f5-a5f2-13a994bc6c71,1,13,6,12,5,10,5,7,1
46bc0542-5ca1-444e-b934-21d83b0f5fed,3,6,6,1,0,8,5,4,2
46c4d9b0-82bc-407d-9cc5-923f821c3150,1,14,5,16,6,11,6,7,2
46c6cdcc-f811-4f61-bedf-f9db8aea3e9c,1,15,6,10,1,6,5,2,0
46cf0907-83c6-44b2-8b4b-77c781f273b6,3,13,6,8,1,11,5,7,1
46db5638-1649-4328-8eeb-7ec61bb76642,1,13,6,11,4,11,5,8,2
46e4f2da-a28e-4565-903e-3f3c85461b7f,1,16,5,17,6,7,1,11,5
46ee2273-ea80-4171-8bb8-36888db49914,1,9,3,11,6,13,5,13,5
4709f47a-9540-4daa-8667-55085501026f,3,11,6,8,3,11,5,10,4
47188f68-df73-46ff-ad0f-d450c68a4ec7,3,10,6,7,3,6,5,3,1
474a3926-4f68-4bd2-891a-72e1a9f15c1a,1,8,0,14,6,2,0,7,4
475d5670-76d5-4757-9db8-dc170897f14f,3,9,6,5,2,10,4,14,10
4761eb9f-d57c-4797-8ec5-e2066890a8eb,3,8,6,10,5,7,5,2,0
47728e30-f194-4c28-8172-0b1f6c82862a,3,8,2,12,6,16,9,7,0
477526db-3e0e-4438-a120-7822e72cc257,1,4,2,8,5,13,7,11,5
477eb5f8-7db6-4013-b1f2-0c7dadf84fe5,3,5,2,8,6,4,0,9,5
4794454b-b67d-457e-b384-e04c9c9e36b9,3,8,6,3,0,14,5,17,9
47b10b14-d1b5-450c-a0a3-6009450ee289,1,9,4,11,6,8,4,8,5
47bbed19-a034-49c4-979d-d04a5ba63988,1,8,1,12,6,2,0,7,5
47c48c7d-a61e-48d6-b8cf-546d346ae421,3,10,6,6,2,13,5,13,5
47c8afad-1817-4797-a46b-c262d31c5606,3,5,1,10,6,15,6,12,5
47cef19f-08cb-4c98-bc39-46b0dd61276f,1,4,0,11,6,13,5,13,5
47dd1ad9-dd2e-4dbc-8560-22e6f6ef1ddc,3,7,3,10,6,10,6,8,5
47e600a0-c7eb-425e-b1db-0f1369d7d392,1,13,5,13,6,10,4,11,5
47e921db-bc4c-4cd1-b967-5f8cdfc8d6f7,1,4,1,9,6,12,4,12,5
4806f287-9ce7-4803-99c6-ad6848436888,3,14,6,12,4,6,5,2,0
48107680-ec20-45bc-86b3-7ff39a6f96a4,1,10,6,10,5,7,5,4,2
481142c2-96f9-4170-adfb-84451b0ea54c,1,10,4,11,6,5,1,10,5
4819c9a5-f9f3-4f9a-b594-1e347df69f05,3,8,4,10,6,7,1,11,5
482613c3-ca00-4bf1-adcf-78381fd10963,3,12,6,11,5,12,5,7,1
482ecab2-74ad-4607-9b8a-9718ab4fa964,1,10,6,6,2,12,5,12,4
484591c7-2c31-4fdc-a0d8-231fc508607e,3,12,6,9,3,10,5,8,2
48683fe3-ea7e-4fca-9de0-84faa4ea6b2a,1,8,4,9,6,12,7,8,2
486b4e7b-4311-4465-8e6d-a060b5109fe6,1,0,0,6,6,0,0,5,5
487d3835-85f3-41cd-b297-66fe725b820d,3,10,3,13,6,2,0,7,5
4889b144-1d66-4361-a1a7-363d39141c5f,3,10,6,6,2,8,5,5,1
48b0ddcc-2708-4ec8-a1e3-0906d649724e,3,16,6,9,2,13,5,13,5
48cb1930-b35e-4677-a52f-a6ec3ebbca00,1,12,2,15,6,8,2,11,5
48ccd959-0690-4dbf-8d18-ae5c9269054f,1,6,2,10,6,14,4,15,5
48d3a84e-905a-4a7c-beb6-01b62ebc5d48,1,7,2,10,6,13,1,18,5
48e5ef85-9ac8-4495-9e75-ac0c839c388c,1,12,3,14,6,15,8,13,6
48fbb5bf-8e87-4f6c-b2f6-afb9a9281da6,3,9,6,3,0,9,5,5,1
48fd67f8-7519-4eba-b5c1-8d6649003617,3,13,6,8,1,10,5,11,5
4917b9e2-9874-4ef5-9750-eaaa853747da,1,10,6,6,1,13,5,11,3
491ef889-18be-4a1b-b0fe-53e48d105fb5,3,7,1,11,6,4,0,9,5
49361fdd-f2f0-44e0-8a3e-5049ace1dbf2,3,9,6,9,5,10,1,12,5
49428ad0-b7cc-4e89-a68e-c595ca663354,3,11,4,12,6,0,0,7,5
49505fa0-c9d8-4756-a649-873ae6207e70,1,12,6,11,5,13,4,15,7
4950d364-71d2-4659-9a72-af5bfaadbae0,3,7,1,14,4,0,0,0,0
4952f445-5f51-453c-af5a-2e334e99b199,3,15,5,16,6,10,4,11,5
4953524f-0f13-407b-a58a-c68ba69949e7,3,10,6,8,4,7,5,5,3
49680783-0f03-4664-bc12-b390e3277866,3,11,2,14,6,16,8,15,6
4977ae33-484e-4e9c-be95-b272a98bdd5d,1,12,5,13,6,10,6,8,3
497a69db-60a7-4279-95ed-a827f164419b,3,13,4,14,6,5,3,8,5
499b9385-a0c0-4c03-ac17-053d3bb100ea,1,11,3,14,6,7,3,8,5
499bbc25-a84f-450d-984c-d7aac2d3723c,3,12,3,14,6,5,0,9,2
499d9cce-c09a-4974-9aca-04d69f1b4ea3,3,10,6,6,2,12,3,18,9
49a0a4da-8e41-4df3-99ca-8b35ed888d7c,3,9,6,7,3,11,5,10,4
49a167ef-047d-41d8-84b1-99442790ec81,3,15,6,9,0,13,5,12,4
49a82d87-d57d-4d43-bca0-8c0541c9e055,1,9,6,6,2,12,5,8,2
49ac531f-73e3-4320-a9b5-9f25a0b74111,1,8,6,3,1,6,5,4,2
49b28e4c-4f3a-48f6-84cb-71fabf40cc6d,1,5,2,9,6,11,3,13,5
49c53243-2848-47bc-8997-78ebf717f88b,1,11,6,7,2,10,3,16,9
49ca41a8-c4d8-4d61-975b-eb276cc67fd6,3,11,6,7,3,8,5,6,2
49ca8328-3771-425b-9852-53f06fe2f6e7,3,10,6,5,0,21,6,24,10
49dccdaf-2ee7-4265-acf1-f6793dca828a,3,13,4,15,6,18,8,15,4
49ed3bd8-c625-40d7-9741-67b11bed245f,3,8,2,12,6,6,2,8,5
49ff8920-7051-40ad-b589-8e1bb189feaa,3,11,3,13,6,2,0,7,5
4a088640-4353-45f4-ac04-533ce9b04a42,1,13,6,12,5,6,5,2,0
4a2d6c8d-27a1-4700-864d-b479c163c363,1,14,6,11,3,15,6,15,7
4a4d59a7-bcf4-42c0-9058-93c8aad513ab,3,14,6,14,5,8,5,2,0
4a817bd7-7ad6-497e-9c26-d857e1f79889,3,11,5,12,6,11,6,5,0
4a91f7f8-e42c-400a-b36f-5ea74e3dd7a8,1,13,6,10,3,11,5,10,4
4aaa85ef-9573-4794-9ea3-dbf4818a8b1f,3,13,6,10,3,14,5,12,4
4ab98da9-4969-4114-8975-391497e7b156,1,11,3,13,6,2,0,8,5
4abe9b2d-27b4-4d95-ae21-6580d8c43515,3,6,3,8,6,11,5,11,5
4abed20e-40f6-4196-a544-3e330dcf8c84,1,11,6,7,2,7,5,2,0
4aca212a-95c6-4634-a4f4-c8c3a0a920d6,1,12,2,14,5,14,9,6,0
4acb55f0-0cc2-4143-9c6e-426c5e5d2673,3,11,6,11,5,12,4,14,7
4af52b4f-a71f-4f22-82f9-477ef37a7390,1,11,6,11,4,10,2,14,7
4af71536-4110-42cb-91da-75542b47b3ee,1,10,6,8,4,13,5,12,4
4affc7fc-e12c-4079-b7ea-e99c87c7d688,1,12,5,12,6,14,7,11,4
4b232d44-b348-4cf2-a65b-e431669bdacb,3,16,6,11,1,13,5,14,6
4b28339a-da86-4635-a09d-c1ecf4acd037,1,12,5,12,6,4,0,11,5
4b2998c7-3442-49d8-83c0-175b21075c10,3,11,5,12,6,9,3,10,5
4b2c45af-333a-4570-87dd-e4031396621b,3,10,1,14,6,4,0,7,5
4b3588a6-2ee0-4ee0-afb8-992609379c4a,3,10,4,11,6,21,7,21,7
4b3b7c58-1e08-4d32-9d71-aec5921658f7,3,15,6,10,0,8,5,5,3
4b3d8a52-51dc-46a7-bfb3-79bc69db2d7d,1,14,4,15,6,4,1,9,5
4b3f6e90-355e-4f6e-a504-2220300b2541,3,13,5,14,6,10,3,11,5
4b46794e-cedb-4109-abd0-225a41db8c64,1,1,0,7,6,2,0,7,5
4b50a0eb-8656-447c-b584-e79e141c04bd,3,5,2,8,6,13,7,12,4
4b652c31-1d95-450e-9c93-e92daa63d958,1,5,3,7,6,2,0,9,5
4b6bfdf0-0673-426c-ad20-be1dcb8fd09b,1,10,6,8,3,12,4,16,9
4b6fc24c-236b-4d59-8673-f0ca7b6ce586,3,11,6,9,3,14,5,14,6
4b7094fe-cbd6-4ab7-adf9-3d5254cbd51c,1,16,6,14,4,12,6,12,6
4b9c2cf7-1d05-4a8a-abda-ef16e76cb7dc,1,5,0,14,6,0,0,6,5
4ba5ee01-bfd3-48e9-83c2-92c65e7046aa,3,10,6,8,3,11,5,12,6
4baeefcb-7f7e-4ccb-aed6-412b9eb385a6,3,14,6,12,4,9,3,12,7
4bc95653-7ae4-41e8-9e43-b9108c423a6d,3,14,6,13,5,7,5,2,0
4bdcd6de-cfff-420d-85c4-35b381082f7b,3,12,6,7,0,16,5,12,2
4bdf972f-9ee5-4700-b65d-b11d92f262b3,1,10,6,6,2,10,5,8,2
4be0ffca-8a17-4754-8d13-c774a989407a,3,12,6,11,4,8,5,2,0
4bf29f9e-7020-4b38-930d-5d39a09d97cc,3,12,6,8,2,8,5,7,3
4bf4e24c-3f3e-4d7d-9bc1-607a55346f34,1,12,6,7,0,7,5,4,2
4bfe95ab-1555-4f0c-a166-a7756a57ae94,3,12,6,9,2,7,5,2,0
4c16233f-bb6f-4e00-bbb5-e19565c0395a,3,9,6,5,2,7,5,4,2
4c22c44b-a2cf-4beb-b9f2-bd685dfac9bd,1,14,5,14,6,12,6,8,1
4c3b1f0a-ec7e-457c-9e5d-56a0b1d61a7a,3,6,6,1,0,10,5,8,4
4c467030-38a6-4e44-af9e-db35e1ca7a54,3,12,6,8,2,8,5,8,4
4c540334-5b3f-41a7-9a39-912f560059c2,3,15,6,12,3,6,3,2,0
4c54f77a-cfcc-48b2-a7ee-86cc990aa3bf,1,9,3,11,6,2,0,5,3
4c6be1f4-2eea-40c4-b805-d179ddff2790,3,8,6,5,3,10,5,12,6
4c75b586-8c67-4476-8c6e-a75e34a65a38,1,6,1,10,6,2,0,8,5
4c7ba704-0cd6-4131-a68b-89517e71ce37,1,0,0,0,0,8,0,21,14
4c7bd2a9-f079-4600-9759-e17e45021228,1,10,6,7,3,10,5,10,4
4c90d387-3ebb-4b98-8123-481f5e52c079,1,14,6,10,2,9,5,4,0
4c948d91-aab9-420b-82ba-301371904127,3,10,6,5,1,6,5,2,0
4c9bcbf4-e36c-412d-bd90-e054ebc29058,3,18,4,20,6,6,2,8,5
4ca8fffa-a61e-42cc-823c-ec32b6242f6b,1,9,3,12,6,5,1,9,5
4caee8a6-d3be-43e4-8d3f-17454e2a4fcc,1,10,6,5,1,6,5,5,3
4cb1a451-cd0f-4053-b96e-b5c48d11c672,3,12,6,11,5,15,4,17,7
4cb9bb3e-9fa5-4d5f-a8d0-d07927776a56,1,11,4,12,6,14,8,15,8
4cc16390-4a3c-4836-8f51-d682ff09f5cb,3,12,5,12,6,0,0,6,5
4cc342ad-1a8f-402d-a072-456765130c19,3,11,4,13,6,2,0,7,5
4ce93714-f4cd-4e43-8456-a5f35c0e80ed,1,13,6,13,5,8,5,4,2
4d0d1495-26ff-4e9e-a29e-8610aff00699,3,17,5,17,6,5,3,8,5
4d28794d-e73f-4a27-b820-cdc2361b1d24,3,6,2,10,6,7,1,11,5
4d6e6eeb-dd14-4918-b3fa-2368fd636e21,3,13,6,10,3,8,5,8,4
4d6f84ca-9562-4c79-92b5-ebe5aa9e0ac8,3,9,6,8,5,12,6,11,5
4d788122-f8a8-4cb4-a52c-d22301a4fb75,1,9,6,5,2,9,5,5,1
4d7a7259-311b-472e-881f-aa927519d303,3,8,6,5,2,7,5,3,1
4d81d251-c6e8-4036-81fd-c7520a7c523c,3,7,4,9,6,10,7,6,3
4d963d4a-ddc3-4fd1-8a50-23f17b5c93fb,3,6,6,0,0,13,5,13,5
4d98200f-93e1-43a0-bcd9-17bb027a0e54,1,10,3,12,6,4,2,8,5
4d9c0f79-4cc4-43ef-9f35-990f61dfcbb2,3,4,1,9,6,5,3,7,5
4da6bd0c-cb30-45a9-9583-1cafab57d171,1,9,2,13,6,5,3,7,5
4da70b85-8aac-447d-a480-981f80a780e2,1,9,4,11,6,10,7,5,1
4db0a138-f04e-48ab-beac-faf0596993e5,3,13,4,16,5,6,2,9,5
4db42a56-a601-4fa9-af91-275d07bc37aa,3,14,6,13,4,8,2,12,7
4dbfb331-2e6b-49cf-b6ea-1adb8f9ebe62,3,5,2,9,6,15,5,16,5
4dc200dc-f67d-4d2b-a5c0-f8c4f29015c0,3,11,5,12,6,9,6,4,1
4dc8d881-d7d4-4e3a-a429-54927b9680fb,1,18,6,16,4,14,3,18,7
4dcf582d-b76b-410d-a629-0563c8d8b5ad,3,10,3,13,6,15,8,10,3
4dcff942-12e3-4314-9a9e-2afba69d3636,3,12,6,8,1,12,5,8,2
4dd4432b-1a81-42a8-9a63-a3982c1e5af9,3,9,6,3,0,10,5,8,4
4dd70625-e227-4cda-b87b-b50cdf87e05c,1,9,6,3,0,16,5,16,4
4de8f0d0-7d1a-4bbc-9bfa-847702a29e48,1,15,6,12,3,5,5,0,0
4def9303-e138-4a5a-a820-0c29b58909ce,3,10,6,8,4,8,5,6,2
4e16093a-6d71-404d-a291-82b81e0addf1,3,13,4,15,6,5,1,8,5
4e36d733-bb9a-44f2-b2ab-e78c231b49fa,3,13,2,16,6,10,4,11,5
4e5915e8-5b17-4747-964e-676df5cb66cc,3,8,6,6,3,22,8,23,9
4e597118-4680-462b-9e29-07100a45fa42,3,6,2,10,6,17,7,15,5
4e5e4d38-1c85-4161-af2f-58436e0216c3,1,11,5,11,6,9,6,7,3
4e6f1987-a327-4ffd-a1a7-d3f207bb9cb1,3,2,0,7,6,2,0,8,5
4e7f092a-e4ba-4217-bc25-caddbc66d869,1,10,6,5,1,9,5,7,3
4eaebefe-b92f-4cf4-a489-f0d854150ef3,1,14,4,16,6,8,2,11,5
4ebb9b18-3e01-4eb5-8008-b33d3e441336,3,10,6,8,4,8,5,4,0
4ebf0f0a-46d4-4715-8c09-bf272aaac844,1,14,6,11,2,14,4,19,10
4eca53fa-9a73-4087-99fc-f664f815707c,1,1,0,7,6,13,1,16,5
4ecffc31-f5d2-438d-b64a-2f3f0171c372,3,5,2,8,6,11,9,5,1
4ed094b4-b870-425d-9efd-d8a53f1abad5,3,4,1,8,6,2,0,8,5
4ee57e82-2b10-4ab3-97de-40dfba33592a,1,11,3,14,6,7,3,9,5
4eead8bd-8d21-4bf0-8b22-755c36068cfe,3,11,6,10,4,6,5,0,0
4eed0cbe-92c6-4958-86db-d1b187093b24,3,8,6,10,4,7,5,7,3
4f04e9a3-4daa-4024-a17d-0ae4e09faa0e,1,16,6,14,3,8,5,5,3
4f0900b7-8217-4b44-bfa0-28cbc871c95e,1,8,1,12,6,2,0,7,5
4f09d0af-74aa-435a-a2b9-6d7255afe46c,1,6,0,11,6,4,0,10,5
4f0b34a1-c189-471e-8985-7e8e17aed37f,3,11,4,13,6,8,2,12,5
4f0e4f26-b2fd-4bcf-bd03-ad4466727565,3,15,5,16,6,16,4,14,1
4f1260b5-7ac2-4190-88bf-eae74f29fb97,3,12,6,12,4,10,5,9,5
4f24633c-a39d-4d0f-b082-0d115f362fff,3,15,3,18,6,4,0,10,5
4f3899a3-d37e-44da-a909-5ea825f5af4c,3,13,6,8,2,0,0,0,0
4f5164b3-59f7-43c3-a771-e073317ef5e9,3,11,6,7,2,10,5,4,0
4f5d4d86-60e1-4d95-92bd-db8e38d3dc2e,1,15,6,12,2,7,5,3,1
4f6908b5-094e-4ed2-a6ba-c58869f30884,1,12,6,10,3,9,5,4,0
4f780c34-9a6a-4136-a2da-73ea477be679,3,9,6,5,1,6,5,0,0
4f94ea2c-e8a5-4e77-a50e-1e768b2c9f0c,3,13,6,10,3,10,5,4,0
4f96370e-9c6f-4306-b6c5-ac87a8329892,1,12,6,7,0,6,5,0,0
4f9a6749-aeac-4c3f-9973-85ff75c1e906,3,9,6,6,3,7,5,3,1
4fa3db0c-5ade-4dd8-bd42-540d5b5ce965,3,10,6,9,4,10,5,4,0
4fd38e1d-37fa-4811-8cc1-e269afddfb7f,3,7,6,3,2,11,5,4,1
4fda2d83-bdbd-4954-b32f-9c19d916d58d,3,12,6,10,2,11,5,7,1
4fe8a210-d905-4efb-b661-65825411fd21,1,6,3,5,2,17,7,18,10
4ff4c758-6edf-4c4b-b95e-f4e91be77575,3,1,0,7,6,7,0,20,13
4ff6b1a9-cbaf-4032-8b21-472abe339df3,1,8,3,10,6,2,0,7,5
4ffdbb75-c337-4c31-ac32-907f407e2300,3,11,3,13,6,12,8,7,1
500fbbe2-e9a6-4442-80d6-a315c6b3cfb0,1,8,2,12,6,3,1,7,5
502578b6-d070-4439-8536-e918174ef81c,3,11,6,8,2,23,6,24,8
502d3ab1-f93b-4a2e-afce-c9cfb1e8b454,1,4,0,10,6,12,4,12,5
502d6044-a8e1-46b4-80b7-fc8637f06b70,3,8,6,4,1,9,5,8,4
502fbc97-289b-44d9-b5eb-517af4a698ab,3,12,6,9,3,11,5,7,1
50669bd7-8f9b-4a67-a27c-17f8301d054f,1,10,6,6,2,8,5,5,1
506a6623-199c-463c-a5ef-f1cb6a5f4931,3,1,0,6,6,5,1,9,5
