p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Brie Aldridge,Morgan Downing,womens,3,-0.009,0.418,0.477,51.0
Adalynn Lund,Monica Perez,womens,7,0.012,0.429,0.498,63.5
Ernesto Fajardo,Tobias Moreno,mens,2,-0.076,0.473,0.442,11.3
Caio Bardauil,Rey Greenlaw,mens,8,0.058,0.44,0.552,82.2
Ewa Radzikowska,Tamaryn Emmrich,womens,30,0.322,0.459,0.752,99.7
Christa Gecheva,Mehvish Safdar,womens,10,0.097,0.447,0.594,90.9
Jay Evans,William Hsieh,mens,9,0.02,0.441,0.512,67.8
Brian Chamberlin,Tyler Glowaki,mens,3,-0.046,0.44,0.462,25.2
William Owens,Brayden Nguyen,mens,5,0.012,0.438,0.512,63.6
Rodrigo Reyes,Maksims Kazijevs,mens,3,-0.063,0.451,0.44,16.2
TJ Rudden,Matthew Mead,mens,2,-0.016,0.452,0.476,46.1
Evan Ankrom,Matthew Pokorny,mens,11,0.081,0.442,0.571,88.0
Cole Whitaker,Nicholas Wade,mens,3,-0.096,0.44,0.42,6.2
Kleyton Martins da Silva,Carlos Miranda,mens,2,-0.006,0.442,0.491,53.0
Camden Chaffin,Juan Benitez,mens,11,0.12,0.448,0.585,93.8
Ahmad El-Zarif,Stephen Preissler,mens,14,0.038,0.455,0.534,75.5
Haley Ferguson,Sharienne Ricardo,womens,4,-0.003,0.435,0.491,54.5
Caroline Stepnowski,Veronica Alteri,womens,2,-0.03,0.461,0.473,36.1
Andrea Koop,Mari Humberg,womens,9,-0.058,0.426,0.45,18.4
Freddie Powell,Zachary Card,mens,4,-0.034,0.442,0.477,33.4
Colton Thielman,Christian Lund,mens,2,-0.064,0.447,0.452,15.6
Valerie R Simon,Victoria Simon,womens,27,0.074,0.43,0.559,86.4
Jazz Hearn IV,Kimberly Bacalla,womens,2,-0.044,0.424,0.469,26.3
Tim Ahlersmeyer,John Moorin,mens,2,-0.018,0.462,0.491,44.9
Joshua Elliott,Jae Centonze,mens,4,0.005,0.416,0.502,59.6
Noah Torres,Brendan Gallagher,mens,2,0.003,0.471,0.506,58.5
Kayla Williams,Keilly Ulery,womens,14,-0.001,0.435,0.502,55.7
Michelle McMahon,Stephanie Galainena,womens,2,-0.056,0.448,0.458,19.4
Eliel Herminas,Jorge Garcia,mens,2,-0.036,0.44,0.469,32.4
Preston Engel,Noah Waddell,mens,5,0.056,0.439,0.539,81.4
Brett Barrette,Elijah Chernoff,mens,2,-0.065,0.448,0.437,15.0
Eduardo Correia,Benjamin Pepion,mens,2,-0.03,0.479,0.484,36.8
Nicole Conard,Paula Rives,womens,5,-0.08,0.474,0.438,10.1
Piercarlo Usai,Domenico Geminiani,mens,2,-0.049,0.429,0.464,23.5
Scout Johnson,Adrienn Hidvegi,womens,2,-0.043,0.438,0.464,27.1
Johan Nilsson,Michael Shaw,mens,4,-0.023,0.458,0.479,41.2
Julian Slive,Adair Garcia,mens,3,-0.088,0.495,0.421,8.0
Zach Gonnering,Jake Anderson,mens,12,-0.018,0.426,0.481,44.8
George Bulger,Benjamin Bramblett,mens,15,-0.067,0.482,0.444,14.1
Alexis Almy,Olivia Almy,womens,2,-0.073,0.454,0.437,12.4
Parth Mody,Ben Slive,mens,5,0.068,0.458,0.567,85.0
Gautham Bondugula,Daniel Gallegos,mens,2,-0.051,0.435,0.451,22.1
Chris Walker,Nicholas Romano,mens,4,0.014,0.45,0.521,64.8
Ryan Lucci,Diego Lebron Perez,mens,2,-0.04,0.446,0.452,29.4
Ryan Nolan,Dan Nguyen,mens,2,-0.067,0.461,0.463,14.3
Lauren Lennertz,Christee Chargot,womens,2,-0.03,0.435,0.473,36.1
Zachary Higginson,Samuel Higginson,mens,6,-0.025,0.449,0.486,40.0
Nicole Conard,Freddie Powell,mixed,2,-0.092,0.453,0.419,7.2
Marisa Ruiz,Jae Centonze,mixed,13,0.073,0.452,0.558,86.0
Natalia Maynetto,Domenico Geminiani,mixed,4,-0.001,0.457,0.496,56.0
Veronica Alteri,Diego Lebron Perez,mixed,2,-0.031,0.436,0.471,35.6
Mark Dancuart,Riley Bohnert,mixed,6,0.064,0.46,0.551,84.0
Christopher Crouch,Paula Rives,mixed,44,0.053,0.419,0.549,80.3
Kayla Williams,Parth Mody,mixed,12,-0.048,0.446,0.455,24.2
Tobias Moreno,Ali Quintero,mixed,3,0.002,0.447,0.495,58.0
Jada Bui,Juan Benitez,mixed,6,-0.002,0.439,0.504,55.2
Zach (ernesto) Hunter,Christa Gecheva,mixed,6,-0.026,0.422,0.477,39.4
Madalina Grigoriu,Nejc Sitar,mixed,5,-0.043,0.469,0.461,27.4
Ashley Griffith,George Rangelov,mixed,51,0.284,0.462,0.721,99.6
Mehvish Safdar,Anouar Braham,mixed,12,0.16,0.441,0.628,96.5
Jhonnatan Medina Alvarez,Olivia McMillan,mixed,11,0.084,0.457,0.567,88.5
Jemere Plummer,Victoria Simon,mixed,12,0.019,0.456,0.495,67.0
Austin Bricker,Mya Bui,mixed,18,0.086,0.431,0.569,88.8
Brie Aldridge,Federico Nani,mixed,2,-0.066,0.45,0.435,14.6
Andrew Loftin,Brittni Tonnessen,mixed,4,0.077,0.443,0.572,87.3
Eva Kohutova,Jake Benjamin,mixed,2,-0.036,0.45,0.475,32.1
Zachary Higginson,Valerie R Simon,mixed,2,-0.043,0.446,0.456,26.9
Martina Frantova,William Sobek,mixed,6,-0.032,0.433,0.47,34.4
Preston Engel,Rachel Summers,mixed,12,-0.048,0.421,0.451,24.3
Caio Bardauil,Michelle Esquivel,mixed,7,0.031,0.469,0.523,72.2
Poongi Hong,Kelsey Laurente,mixed,15,-0.054,0.439,0.463,20.4
Kimberly Bacalla,Ben Slive,mixed,5,-0.012,0.438,0.505,49.4
Tanner Tomassi,Jessica Warren,mixed,5,0.062,0.433,0.545,83.0
Jay Evans,Katie Mell,mixed,2,-0.024,0.468,0.471,40.5
Ewa Radzikowska,Martin Emmrich,mixed,35,-0.148,0.432,0.371,1.7
Seone Mendez,Jake Anderson,mixed,5,0.094,0.439,0.576,90.4
Zane Ford,Maria Ford,mixed,24,0.159,0.458,0.613,96.4
Andrea Koop,Camden Chaffin,mixed,4,-0.04,0.446,0.466,29.6
Adair Garcia,Jaeda Minniefield,mixed,4,0.067,0.452,0.556,84.7
Vincent Rettke,Andrea Miller,mixed,2,-0.066,0.46,0.446,14.6
Luca Mack,Estee Widdershoven,mixed,30,-0.101,0.435,0.416,5.4
Arianna Raga,Vladimir Orellana,mixed,2,0.037,0.429,0.531,75.2
Audrey Banada,MJ Marrero,mixed,24,0.038,0.441,0.533,75.5
Jazz Hearn IV,Julian Slive,mixed,3,0.024,0.444,0.514,69.3
Brittany Levkulich,Roger Dugas,mixed,9,0.011,0.412,0.528,62.9
Mandy Gabriel,Michael Leonard,mixed,2,-0.051,0.488,0.471,21.9
Regina Goldberg,Johnny Goldberg,mixed,10,-0.082,0.41,0.439,9.7
Eliel Herminas,Monica Perez,mixed,2,-0.033,0.426,0.478,33.9
Brandon Johnson,Scout Johnson,mixed,2,-0.015,0.455,0.49,47.0
Adalynn Lund,Christian Lund,mixed,17,-0.018,0.446,0.484,45.0
Tom Protzek,Tamaryn Emmrich,mixed,2,-0.128,0.45,0.396,2.5
Haley Ferguson,Adam Harvey,mixed,3,-0.056,0.468,0.466,19.5
Alicia Lai,Miles Hoover,mixed,2,-0.086,0.453,0.427,8.4
Zach Gonnering,Christee Chargot,mixed,2,-0.053,0.444,0.468,21.1
Ernesto Fajardo,Alia Brown,mixed,3,-0.008,0.44,0.486,51.6
Morgan Downing,Brendan Gallagher,mixed,3,0.039,0.437,0.533,75.7
Caroline Stepnowski,Joe Wiencek,mixed,2,-0.001,0.434,0.506,56.0
Samantha Buyckx,Michael Vallejo,mixed,2,-0.083,0.43,0.43,9.3
Warren Tamanaha,Yaamunan Venkatesan,mens,10,-0.079,0.452,0.435,10.4
Jake Panno,Eric Diaz,mens,11,-0.004,0.459,0.499,54.2
Natalie Hur,Jaikin Gomez,mixed,8,-0.006,0.436,0.499,53.2
Janaye Sakkas,Joshua Yoo,mixed,2,0.013,0.453,0.516,64.1
Nicolas Almeida,Karthik Ganesh,mens,4,-0.037,0.438,0.476,31.4
Carson Nguyen,Sunny Krittayaweth,mens,2,-0.045,0.427,0.475,25.8
Abigail Okelley,Will Mackinnon,mixed,5,0.007,0.44,0.511,61.2
Kelly Jensen,Eric Diaz,mixed,12,0.057,0.46,0.561,81.9
Brodie Smith,Omar Garcia-Heredia,mens,16,0.053,0.447,0.543,80.4
Maddox Castellanos,Rob Hutchins,mens,2,-0.017,0.435,0.496,45.5
Carlota Trevino,Rafael Lenhard,mixed,9,-0.15,0.466,0.391,1.6
Jessica Bowman,Matthew Mead,mixed,4,0.067,0.458,0.556,84.7
Cori Sidell,Tayah Cross,womens,2,-0.003,0.455,0.497,54.6
Natalie Hur,Lyn Yuen Choo,womens,30,0.035,0.42,0.525,73.8
Santhosh Narayanan,Harrison Brown,mens,5,0.037,0.452,0.541,74.7
Elliott Schupp,Kyle Koszuta,mens,36,0.084,0.427,0.577,88.6
David Litvinov,Maddy Rasmusen,mixed,5,0.031,0.427,0.532,72.1
Jase Edwards,Dana Raugust,mixed,4,0.05,0.454,0.531,78.8
Jericho Grollman,Madison Grollman,mixed,14,0.097,0.442,0.589,91.0
Jaden Lam,Jace Howard,mens,11,0.071,0.441,0.558,85.8
Josh Barber,Liam Jesperson,mens,3,0.012,0.432,0.506,63.2
Matthew Sah,Alyssia Fossorier,mixed,18,0.075,0.441,0.549,86.7
Michelle McLaughlan,Alyssia Fossorier,womens,2,-0.018,0.455,0.485,44.4
Victor Rodrigo,Matt Burkhardt,mens,16,0.066,0.43,0.552,84.3
Anderson Ju,Harrison Yee,mens,3,-0.046,0.43,0.459,25.3
Chase Holderman,Derek Shearer,mens,5,-0.028,0.455,0.478,37.9
Indigo Dagnall,Armaan Jiwa Mawji,mens,5,-0.018,0.438,0.479,44.7
Connor McCartney,Jack Sahid,mens,14,0.006,0.453,0.497,60.2
Naomi Nguyen,Rio Newcombe,mixed,18,0.056,0.445,0.541,81.6
Kathryn Glavinovich,Blake Suard,mixed,2,-0.044,0.447,0.454,25.9
Isabella Hoang,Matt Burkhardt,mixed,3,0.043,0.434,0.546,77.2
Averee Beck,Joel Poland,mixed,5,0.008,0.435,0.504,61.4
Cc Eleven Sacca,Ethan Bakalinsky,mixed,6,0.067,0.441,0.561,84.7
Nicolas Almeida,Stevie Petropouleas,mixed,7,0.136,0.449,0.602,94.9
Dayna La Belle,Sunny Krittayaweth,mixed,2,-0.06,0.432,0.451,17.5
Preston Lynch,Fabian Jacobo,mens,2,-0.052,0.453,0.456,21.4
Anderson Ju,Chloe Pham,mixed,4,0.023,0.463,0.503,68.9
Matthew Powley,Mackenzie Lee,mixed,2,-0.02,0.437,0.476,43.7
Olivia Phillips,Braden Jacobson,mixed,5,-0.013,0.43,0.486,48.2
Ishan Balakrishnan,Julianne Le,mixed,6,-0.008,0.436,0.496,52.3
Josh Barber,Tayah Cross,mixed,3,-0.034,0.459,0.481,33.5
Natalia Simson,Karthik Ganesh,mixed,26,0.15,0.433,0.618,95.8
Matthew Sah,Cadell Traya,mens,8,-0.046,0.465,0.471,25.6
Dawoud Ghafarshad,Carl Taibl,mens,6,0.036,0.423,0.522,74.5
Ashley Mackie,Janaye Sakkas,womens,5,-0.03,0.448,0.48,36.9
Natalia Simson,Caroline Maguire,womens,6,0.142,0.451,0.631,95.3
Olivia Phillips,Maddy Rasmusen,womens,3,-0.011,0.439,0.506,50.1
Naomi Nguyen,Averee Beck,womens,7,0.09,0.434,0.579,89.6
Carlota Trevino,Cc Eleven Sacca,womens,10,-0.084,0.42,0.443,8.9
Dayna La Belle,Kathryn Glavinovich,womens,2,-0.03,0.441,0.477,36.1
Connor McCartney,Jessica Mason,mixed,10,-0.07,0.457,0.434,13.4
Hannah Ward,Michael Kuhlman,mixed,5,0.013,0.422,0.509,63.9
Julianna Hess,Jessica Ho,womens,2,-0.084,0.447,0.439,8.8
Lyn Yuen Choo,Ryan Skufca,mixed,8,0.074,0.425,0.555,86.4
Michelle McLaughlan,Chase Ora,mixed,2,-0.001,0.443,0.497,55.9
Janet Liu,Angel Hernandez,mixed,2,-0.036,0.453,0.472,32.4
Mike Radermacher,Jessica Ho,mixed,9,-0.062,0.437,0.446,16.7
Rafael Lenhard,Troy Akin,mens,25,0.258,0.45,0.721,99.3
Dylan Fullmer,Justin Fullmer,mens,11,0.017,0.448,0.513,65.8
Josh Bellisime,Matthew Mead,mens,5,-0.024,0.425,0.481,40.6
Isaac Hall,Aiden Schliekelman,mens,12,-0.065,0.462,0.435,15.0
Brian Bonilla,Mike Radermacher,mens,8,-0.091,0.451,0.432,7.4
Ant Tran,Flynn Orton,mens,5,0.056,0.474,0.534,81.3
Roman Hill,Alexander Valencia,mens,2,-0.062,0.428,0.436,16.3
Amir Tabatabaeian,Tiffany Wang,mixed,9,0.041,0.42,0.531,76.3
Ethan Bakalinsky,Eddy Kim,mens,11,0.143,0.437,0.639,95.4
Tennessee P,Logan Formaniuk,mens,2,-0.044,0.459,0.476,26.3
Levi Daniel,Amir Tabatabaeian,mens,8,-0.024,0.456,0.476,40.9
Duncan Mulenga Jr.,Martin Thomas,mens,11,0.019,0.453,0.519,66.9
Savanna Ticknor,Jace Howard,mixed,2,-0.082,0.423,0.429,9.5
Julianna Hess,Aizec Olson,mixed,4,0.064,0.444,0.549,84.1
Scott Berke,Chloe Diskin,mixed,3,-0.073,0.454,0.448,12.5
Martin Thomas,Elizabeth Roy,mixed,10,-0.054,0.445,0.457,20.5
Cori Sidell,Harrison Brown,mixed,3,-0.011,0.461,0.495,49.7
Erik Pailet,Jericho Grollman,mens,8,-0.079,0.431,0.436,10.5
Aizec Olson,Lucas Bellamy,mens,5,-0.057,0.455,0.449,18.7
Luke Calvert,Will Gardner,mens,3,0.002,0.454,0.502,57.6
Janet Liu,Tiffany Wang,womens,2,-0.099,0.44,0.432,5.7
Hayden Rand,William Hsieh,mens,9,0.019,0.433,0.536,67.0
Beau Martin,Kyle Borawski,mens,4,-0.069,0.418,0.421,13.8
Louie Payetta,Chase Ora,mens,2,-0.044,0.442,0.462,26.3
Aaron Li,Matthew Powley,mens,11,0.103,0.425,0.6,91.9
Duncan Mulenga Jr.,Journey Barajas,mixed,2,-0.082,0.444,0.427,9.4
Jordan Theron,Chiron Burl,mens,7,0.02,0.415,0.517,67.3
Mackonner Dy,Michael McCaffrey,mens,3,0.011,0.454,0.518,62.9
Ishan Balakrishnan,Joshua Yoo,mens,10,0.024,0.465,0.513,69.3
Tanner Suard,Blake Suard,mens,2,-0.089,0.455,0.426,7.9
Jackson Ayotte,Jerry Worsham,mens,6,0.065,0.452,0.554,84.2
Chas Howard,Ethan Mahony,mens,2,-0.035,0.433,0.467,33.2
Zach Gonnering,Bret Berryman,mens,9,-0.019,0.437,0.481,43.7
Jonathan Truong,Alix Truong,mixed,24,-0.04,0.408,0.47,29.6
Stephen Madonia,Pierina Imparato,mixed,6,0.008,0.438,0.501,61.3
Eduardo Santini Ayon,Joel Poland,mens,90,0.023,0.441,0.491,68.6
Maggie Brascia,Augustus Ge,mixed,7,-0.119,0.446,0.396,3.3
Ivan Jakovljevic,Judit Castillo,mixed,46,0.33,0.465,0.754,99.8
Christian Alshon,Tyra Hurricane Black,mixed,21,0.157,0.418,0.643,96.3
Ella Yeh,Adam Harvey,mixed,6,-0.029,0.444,0.468,37.5
Jade Rau,Cason Campbell,mixed,4,0.032,0.439,0.534,72.4
Caden Nemoff,Jaeda Minniefield,mixed,2,-0.051,0.442,0.47,21.8
Kento Tamaki,Claudio Quinones Garcia,mens,6,0.067,0.426,0.559,84.8
Gabriel Joseph,Ella Cosma,mixed,6,0.087,0.43,0.576,89.3
Catherine Parenteau,Gabriel Tardio,mixed,79,0.003,0.415,0.501,58.3
Christine Trifunovic,Spartak Rahachou,mixed,4,-0.009,0.458,0.494,51.3
Elsie Hendershot,Andrew Caldarella,mixed,4,0.063,0.452,0.541,83.5
Chao Yi Wang,Tyson McGuffin,mixed,30,-0.066,0.417,0.435,14.7
Dekel Bar,Jackie Kawamoto,mixed,10,-0.046,0.444,0.466,25.5
Jalina Ingram,John Lucian Goins,mixed,15,0.003,0.413,0.504,58.2
Ethan Violette,Jase Edwards,mens,3,-0.061,0.485,0.457,17.1
Brooke Buckner,Pablo Tellez,mixed,27,-0.095,0.414,0.427,6.8
Rafa Hewett,Genie Bouchard,mixed,4,0.014,0.464,0.512,64.7
Austin Bricker,Camila Zilveti,mixed,4,-0.035,0.444,0.476,33.2
Luana Stanciu,Wil Shaffer,mixed,2,0.026,0.442,0.494,70.0
Juan Benitez,Brooke Caruso,mixed,5,-0.0,0.43,0.508,56.4
Jorja Johnson,JW Johnson,mixed,95,-0.115,0.394,0.381,3.6
Etta Tuionetoa,Hunter Johnson,mixed,6,-0.014,0.434,0.484,47.9
Tamaryn Emmrich,Grayson Goldin,mixed,4,-0.123,0.447,0.396,3.0
Eric Oncins,Meghan Dizon,mixed,20,0.073,0.416,0.569,86.3
Collin Johns,Albie Huang,mixed,19,0.1,0.439,0.584,91.4
Ashley Griffith,John Cincola,mixed,2,-0.069,0.476,0.455,13.7
Max Freeman,Milan Rane,mixed,4,0.015,0.431,0.526,65.1
Armaan Bhatia,Mya Bui,mixed,4,-0.114,0.443,0.399,3.7
Riley Newman,Cailyn Campbell,mixed,26,0.127,0.441,0.595,94.2
Tom Protzek,Allison Phillips,mixed,10,0.048,0.43,0.545,78.4
Jaikin Gomez,Mouaad Alhouni,mens,21,-0.031,0.43,0.471,35.4
David Litvinov,Angel Hernandez,mens,6,0.006,0.426,0.521,60.1
Ross Whittaker,Ava Ignatowich,mixed,2,0.02,0.446,0.517,67.6
Lucy Kovalova,Matt Wright,mixed,24,0.204,0.452,0.667,98.1
Tyler Loong,Kiora Kunimoto,mixed,6,0.027,0.433,0.523,70.5
Naveen Beasley,Rio Newcombe,mens,4,0.108,0.432,0.584,92.6
Ting Chieh Wei,Anderson Scarpa,mixed,4,0.008,0.453,0.5,61.5
Zoeya Khan,Brandon French,mixed,2,-0.009,0.438,0.501,51.2
Noe Khlif,Tina Pisnik,mixed,46,0.009,0.41,0.489,61.7
Callie Smith,CJ Klinger,mixed,11,0.128,0.444,0.593,94.3
Rachel Rettger,Wesley Burrows,mixed,4,0.061,0.47,0.545,82.9
Andre Mercado,Isabella Dunlap,mixed,2,-0.17,0.46,0.373,0.8
Luc Pham,Giovanna Morelli,mixed,4,0.231,0.466,0.681,98.9
Anna Bright,Hayden Patriquin,mixed,138,0.081,0.418,0.575,88.2
Nicole Conard,Pesa Teoni,mixed,12,0.056,0.434,0.558,81.2
Blaine Hovenier,Jade Kawamoto,mixed,5,-0.186,0.453,0.35,0.4
Marshall Brown,Olivia McMillan,mixed,6,0.121,0.424,0.604,93.9
Albert Wan,Dylan Goldman,mens,3,0.003,0.423,0.509,58.1
Roscoe Bellamy,Alex Walker,mixed,3,-0.016,0.43,0.489,46.5
Donald Young,Lindsey Newman,mixed,5,0.0,0.436,0.511,57.0
Chuck Taylor,Abbigal Hatton,mixed,3,-0.052,0.428,0.454,21.6
Craig Johnson,Audrey Adele Brown,mixed,5,0.03,0.438,0.523,71.6
Zane Navratil,Lina Padegimaite,mixed,6,-0.163,0.475,0.376,1.1
Lingwei Kong,Michael Loyd,mixed,4,0.033,0.42,0.509,72.7
Julian Arnold,Lauren Stratman,mixed,11,-0.053,0.439,0.453,20.6
Yates Johnson,Samantha Parker,mixed,2,-0.026,0.429,0.483,39.3
Rachel Rohrabacher,Will Howells,mixed,8,0.101,0.41,0.603,91.7
Christa Gecheva,Yuta Funemizu,mixed,22,-0.128,0.419,0.385,2.5
Allyce Jones,Connor Garnett,mixed,45,0.108,0.414,0.581,92.6
Eric Roddy,Marcela Aguila Ampon,mixed,2,-0.017,0.458,0.478,46.1
Anna Leigh Waters,Ben Johns,mixed,111,0.005,0.405,0.501,59.8
Jay Devilliers,Jessie Irvine,mixed,44,0.131,0.399,0.615,94.5
Liz Truluck,Martin Emmrich,mixed,5,-0.167,0.461,0.376,0.9
Mary Brascia,Wyatt Stone,mixed,15,0.067,0.429,0.559,84.9
Jack Sock,Mari Humberg,mixed,10,-0.027,0.427,0.476,38.6
Hannah Blatt,Christopher Haworth,mixed,4,0.052,0.414,0.542,79.7
Abigail Okelley,Stevie Petropouleas,womens,2,-0.053,0.452,0.46,20.9
Kaitlyn Christian,Travis Rettenmaier,mixed,4,0.049,0.451,0.545,78.7
Chloe Igleski,Darrian Young,mixed,9,-0.057,0.457,0.436,18.6
Kate Fahey,Federico Staksrud,mixed,78,0.118,0.394,0.603,93.6
Tyler Loong,Brandon French,mens,8,0.016,0.437,0.525,65.7
Rachel Rohrabacher,Catherine Parenteau,womens,61,0.169,0.409,0.651,97.0
Abbigal Hatton,Albie Huang,womens,7,0.1,0.44,0.579,91.5
Ben Johns,Gabriel Tardio,mens,113,-0.059,0.406,0.445,17.8
Tam Trinh,Juan Benitez,mens,4,0.006,0.442,0.513,60.0
Julian Arnold,Patrick Smith,mens,8,0.217,0.469,0.671,98.5
Luana Stanciu,Rachel Rettger,womens,4,-0.023,0.443,0.494,41.1
Ella Yeh,Jaeda Minniefield,womens,4,0.034,0.436,0.534,73.6
Elsie Hendershot,Ella Cosma,womens,2,0.002,0.426,0.498,57.9
Hunter Johnson,Wyatt Stone,mens,7,-0.033,0.431,0.476,34.1
Hannah Blatt,Allison Phillips,womens,7,-0.096,0.442,0.423,6.4
Samantha Parker,Christa Gecheva,womens,12,0.084,0.414,0.581,88.5
Kate Fahey,Tina Pisnik,womens,7,-0.093,0.435,0.435,7.1
Angie Walker,Alex Walker,womens,22,0.034,0.427,0.546,73.4
Zoeya Khan,Kiora Kunimoto,womens,3,-0.09,0.462,0.429,7.7
AJ Koller,Jonathan Truong,mens,6,0.029,0.439,0.518,71.4
Jace Morris,Wil Shaffer,mens,5,-0.026,0.421,0.475,39.6
Dylan Frazier,Lea Jansen,mixed,41,0.16,0.419,0.643,96.5
Zane Navratil,Blaine Hovenier,mens,7,0.169,0.452,0.63,97.0
Michael Loyd,Donald Young,mens,6,-0.085,0.446,0.432,8.6
Stephen Madonia,Connor Mogle,mens,9,0.029,0.434,0.535,71.4
Cailyn Campbell,Giovanna Morelli,womens,4,-0.04,0.414,0.464,29.5
Noe Khlif,Will Howells,mens,41,-0.152,0.423,0.363,1.5
Zane Ford,John Lucian Goins,mens,4,-0.057,0.46,0.458,19.2
Daniel Phillips,Chuck Taylor,mens,2,0.005,0.447,0.501,60.0
Armaan Bhatia,Yuta Funemizu,mens,7,0.081,0.434,0.577,88.1
Gabriel Joseph,Spartak Rahachou,mens,6,-0.046,0.425,0.457,25.1
Travis Rettenmaier,Braden Jacobson,mens,6,0.044,0.413,0.538,77.3
Edward Perez,Austin Bricker,mens,7,0.013,0.439,0.514,63.8
Gregory Dow,Anderson Scarpa,mens,28,-0.164,0.462,0.371,1.0
Andre Mercado,Tama Shimabukuro,mens,3,0.04,0.421,0.528,76.1
Angie Walker,James Delgado,mixed,7,-0.13,0.441,0.379,2.3
Mohaned Alhouni,Genie Erokhina,mixed,10,-0.11,0.447,0.404,4.1
Anna Leigh Waters,Anna Bright,womens,98,-0.134,0.426,0.364,2.1
Cason Campbell,Adam Harvey,mens,37,0.041,0.407,0.524,76.4
Grayson Goldin,Christopher Haworth,mens,5,0.058,0.455,0.539,82.0
Mohaned Alhouni,Mota Alhouni,mens,3,-0.024,0.414,0.481,40.4
Ross Whittaker,Ivan Jakovljevic,mens,21,0.07,0.437,0.562,85.5
Jack Sock,Pablo Tellez,mens,33,0.19,0.427,0.656,97.7
Roscoe Bellamy,Darrian Young,mens,7,-0.028,0.419,0.476,38.2
Nicole Conard,Isabella Dunlap,womens,29,0.111,0.42,0.599,93.2
Yates Johnson,Marshall Brown,mens,2,-0.024,0.455,0.489,40.8
Christopher Crouch,Anouar Braham,mens,4,-0.027,0.452,0.474,38.9
Andrew Caldarella,John Cincola,mens,2,-0.017,0.461,0.496,46.0
Christian Alshon,Hayden Patriquin,mens,95,-0.187,0.423,0.333,0.4
JW Johnson,CJ Klinger,mens,88,0.196,0.441,0.674,97.9
Craig Johnson,Luke Wasson,mens,2,-0.037,0.429,0.459,31.5
Pesa Teoni,Luc Pham,mens,4,-0.019,0.418,0.481,43.8
Eric Roddy,James Delgado,mens,2,-0.064,0.463,0.453,15.4
Caden Nemoff,Wesley Burrows,mens,2,0.005,0.469,0.511,59.5
Jade Kawamoto,Jackie Kawamoto,womens,29,0.166,0.428,0.644,96.9
Andrei Daescu,Lacy Schneemann,mixed,7,-0.015,0.453,0.503,47.4
Jorja Johnson,Tyra Hurricane Black,womens,83,-0.018,0.398,0.466,44.3
Kaitlyn Christian,Jessie Irvine,womens,44,-0.103,0.402,0.412,5.2
Camila Zilveti,Ava Ignatowich,womens,2,-0.041,0.433,0.466,28.8
Ting Chieh Wei,Liz Truluck,womens,4,0.038,0.437,0.531,75.3
