uuid,name,gender,n_high,n_low,regular,big,lift,lift_rank,skill_adj,skill_adj_rank,lift_halfA,lift_halfB
0c1bb94d-3af2-42f4-b938-d712c707ace4,Callie Smith,F,5687,11482,0.2103,0.8035,0.5932,44,0.3296,64,0.4873,0.398
ba491f1c-0112-47a8-a348-4695289e958a,Augustus Ge,M,5440,10812,0.0557,0.6421,0.5864,45,0.2403,117,0.384,0.5182
ff789b9c-80c4-442c-b97e-2e2311298cfb,Vivian Glozman,F,2381,4957,0.253,0.8171,0.5642,46,0.0671,276,0.2965,0.4247
736475dd-7ccd-40d8-8b43-8c2d9ef9e674,Maggie Brascia,F,3547,7060,0.2389,0.8027,0.5638,47,0.2243,125,0.4042,0.3626
52726ab1-2ac9-46c0-be90-6b0e7a2d56eb,Pablo Tellez,M,6204,12238,0.0425,0.6059,0.5634,48,0.2585,101,0.3766,0.4871
4057f30d-d42a-4189-a158-11576fb5f52a,Blaine Hovenier,M,4528,8836,0.0523,0.6062,0.554,49,0.2849,88,0.4485,0.341
33292af3-984d-4752-8d18-b3a5c147e9fe,Armaan Bhatia,M,1680,3434,0.0159,0.5614,0.5455,50,0.1789,165,0.3881,0.344
ce4f0e14-80ea-4ed0-a81c-7341d356d427,Yuta Funemizu,M,1282,2323,0.0318,0.5773,0.5455,51,0.1777,167,0.4469,0.3036
2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M,1078,2224,-0.0628,0.4753,0.5381,52,0.2521,105,0.4441,0.2998
8e2f9629-19d0-409d-81dc-b64fe2f3d3ff,Jessie Irvine,F,6455,13058,0.2353,0.769,0.5338,53,0.1876,158,0.2874,0.4831
4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Tama Shimabukuro,M,2460,4672,0.0078,0.515,0.5072,54,0.2482,108,0.4463,0.3043
efe9989b-5864-48c2-806c-06697024e1da,Allyce Jones,F,5544,10911,0.2294,0.7349,0.5055,55,0.0886,257,0.4134,0.2925
2856d69d-887b-4e89-a5c9-975f581f84a0,Len Yang,M,1867,3795,-0.0478,0.4525,0.5003,56,0.2576,102,0.3865,0.2419
62955f38-bdf5-46af-9622-13c7afe90619,Jonathan Truong,M,2510,4987,0.0715,0.5611,0.4895,57,0.219,133,0.3019,0.3633
f86cff72-5f9c-40b1-9f28-f28aafae245f,Wyatt Stone,M,3712,7284,0.0289,0.5096,0.4807,58,0.2172,136,0.3572,0.3232
6876576c-b20e-47e3-99e4-d32759cc9f48,Patrick Kawka,M,901,1661,0.0729,0.5532,0.4803,59,0.2215,128,0.2724,0.2763
1d51becb-4ea0-4878-9660-e3fd2dfaa0ea,Ewa Radzikowska,F,2139,4170,0.2003,0.6799,0.4795,60,0.0415,318,0.3619,0.1986
5c817399-aea7-481d-9a83-aab7431eabc1,Alex Emery,M,482,878,-0.0185,0.4455,0.464,61,0.1593,182,0.612,-0.0693
655e0349-7e66-4233-b999-b6cca2298f9b,Yana Newell,F,264,489,0.0757,0.5337,0.458,62,0.0533,302,0.0895,0.4449
99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M,1431,2963,-0.0305,0.4261,0.4566,63,0.2361,120,0.331,0.3424
646f7432-e6ad-4ccf-95ee-a0e5d9514d28,Alix Truong,F,4646,8985,0.1431,0.599,0.4559,64,0.0661,279,0.377,0.3425
88fb0858-b9c3-4620-9408-0dda0eb241ef,Tyler Loong,M,4757,9036,0.013,0.4663,0.4533,65,0.2267,123,0.3464,0.315
3270dc72-53b7-4d35-aa4c-7f8b7b6bf905,Matthew Barlow,M,506,1101,-0.1297,0.3215,0.4513,66,0.2968,81,-0.0218,0.4738
20684550-cb89-4ea2-9e2f-0f44eb920b45,Chao Yi Wang,F,4455,8686,0.1927,0.6437,0.451,67,0.0074,370,0.2209,0.3999
9decd87b-03ac-4d79-a1e7-d03ca3f7519b,James Ignatowich,M,4769,9064,0.0951,0.539,0.4439,68,0.1778,166,0.2854,0.316
7925aefe-e260-4b83-8bfc-214da1d14fb5,Travis Rettenmaier,M,3215,5958,0.0823,0.5252,0.4429,69,0.2505,106,0.2919,0.2757
719e2d3b-d10d-402d-a195-41f072214679,Isabella Dunlap,F,2350,4639,0.0642,0.5032,0.439,70,0.1176,219,0.3537,0.264
06dc9b8a-5c01-49cf-bb4d-70d7b5f85acf,Brooke Buckner,F,4195,8141,0.272,0.7055,0.4334,71,0.1006,235,0.2063,0.3182
20945292-032a-47f1-93c5-d44ada6e4783,Yufei Long,F,1080,2163,0.1162,0.544,0.4278,72,0.1291,210,0.2459,0.3129
9ce32de7-16c9-4786-a7b0-8c1c2c623d69,Rafael Lenhard,M,1663,3327,-0.092,0.3283,0.4203,73,0.2539,103,0.3608,0.2332
ca3c21b0-a715-40fd-bf00-c81e22d7da11,Daniel De la Rosa,M,2531,5026,0.0378,0.457,0.4192,74,0.122,215,0.3692,0.1632
e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M,3555,6995,0.0926,0.5116,0.419,75,0.1387,200,0.3467,0.2236
2bfe44bb-d558-411f-abeb-c8522dd42ce9,Julian Arnold,M,4239,8400,0.068,0.486,0.418,76,0.1746,171,0.2169,0.3755
b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9,Max Freeman,M,3623,7066,0.1034,0.5213,0.4179,77,0.1146,222,0.1981,0.368
e96d9339-cfb6-473d-bcb3-23f2887a3e0f,John Lucian Goins,M,1764,3584,-0.0194,0.3985,0.4179,78,0.1303,209,0.2995,0.2092
a65a8877-2c30-4964-8b0c-52e92ecfab5c,Sophie Abrams,F,277,530,-0.2334,0.1832,0.4165,79,0.3317,63,0.204,0.3558
f90428f0-e4a3-4a08-a664-518ba7f188d2,Jack Munro,M,481,1006,0.0949,0.5103,0.4154,80,0.0154,350,-0.0931,0.3529
30eb9a2b-1570-473f-8cf1-0f7c9d21b303,Zane Navratil,M,3964,7792,0.0935,0.503,0.4095,81,0.1979,148,0.278,0.2546
051f5c82-82ce-4ab8-b4f8-36976638a89b,Sahra Dennehy,F,1218,2252,0.1419,0.5514,0.4094,82,-0.0092,391,0.2553,0.2636
4b6abf90-6e87-49af-b365-0c6135b55a5f,Erik Lange,M,204,375,-0.0314,0.3717,0.403,83,0.1441,197,0.2939,0.1461
504e8c08-caf6-4db8-b454-11ffa321261c,Lucy Kovalova,F,3653,7423,0.2795,0.6812,0.4016,84,0.0647,284,0.334,0.1632
eb14fc6e-ede1-4999-bec3-e36695e7f94e,Milan Rane,F,4314,8637,0.2215,0.6206,0.3991,85,0.0702,273,0.2355,0.2511
5da57cf9-dfc6-41f5-b853-48f191b873bf,Roman Estareja,M,460,849,-0.1334,0.2652,0.3986,86,0.1755,170,0.1005,0.3498
585c0024-286f-4489-ab4e-ab713ed71252,Ryan Dawidjan,M,233,385,-0.3904,0.0058,0.3962,87,0.4451,32,0.4043,0.1318
698c5236-e88f-411c-b44f-e54f16b2d6b5,George Wall,M,530,1063,0.0408,0.4279,0.3871,88,0.055,297,0.1116,0.3963
7f36e416-0907-43b2-8ec4-e9533088e30f,Bobbi Oshiro,F,774,1509,0.3363,0.7167,0.3804,89,-0.0951,520,0.0139,0.2791
29e8121d-6f86-4192-b7af-ab05b77b89fe,Ting Chieh Wei,F,2457,4854,0.1438,0.522,0.3783,90,0.0237,341,0.146,0.3806
a226291c-c48b-408b-a846-f45400d313a9,Alexa Schull,F,809,1581,0.1205,0.4938,0.3732,91,0.104,229,0.1335,0.2809
7af5cd0a-26b8-4424-b743-ed83d4a1c201,Richard Livornese Jr,M,311,608,-0.1446,0.2282,0.3728,92,0.2053,143,0.1709,0.3792
bf84d952-c6a8-4494-943d-064b223e764f,Estee Widdershoven,F,1366,2776,0.1467,0.5179,0.3711,93,0.0404,321,0.2995,0.1383
6160a7c7-6b90-41f1-96d3-af5fa1623ca5,Collin Johns,M,4899,9485,0.0937,0.4643,0.3706,94,0.1309,208,0.3802,0.0919
a498be96-114c-4857-9d60-4ff2a3e89434,Collin Shick,M,1888,3467,0.0238,0.3942,0.3704,95,0.2827,90,0.2451,0.1843
c18fb17d-e0bb-415c-901b-fa2f928ab22c,Harsh Mehta,M,413,837,0.1223,0.4912,0.3689,96,0.0574,291,0.1819,0.1826
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,2096,4237,0.0424,0.3999,0.3574,97,0.1683,176,0.2727,0.1617
3e6b668a-8d26-4424-9420-3ceb18486b65,Daria Walczak,F,653,1259,0.1059,0.4626,0.3567,98,0.038,327,0.3148,0.1076
a51b59c5-1a13-4472-821a-eb9866e72adf,Joseph Wild,M,463,938,-0.0232,0.3236,0.3468,99,0.0316,334,0.5849,0.0292
1d701c30-6b5d-485f-ae97-60f3b0c50896,Zoey Weil,F,2462,4951,0.1174,0.4638,0.3464,100,0.0382,326,0.272,0.1418
d3e486f2-7c25-4bcf-b9dd-81c14f644f60,Etienne Blaszkewycz,M,1574,3147,0.0753,0.4201,0.3448,101,0.0375,328,0.1547,0.2557
fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Anderson Scarpa,M,3669,7599,0.1267,0.4697,0.343,102,0.0251,339,0.2906,0.0914
aec5d8be-9ce0-4cc5-98a4-140fad555fe0,Donald Young,M,2831,5728,0.0108,0.3477,0.3368,103,0.055,298,0.2188,0.1445
925c1306-6b3b-4510-8482-f34168a0842a,Roscoe Bellamy,M,3553,6833,0.0383,0.3728,0.3345,104,0.014,355,0.0398,0.3843
74afd19c-8f82-4ca2-9345-e4d693111033,Marshall Brown,M,2770,5583,0.0157,0.3449,0.3292,105,0.1006,234,0.3363,0.0307
c2a34b34-0ed2-4d7d-8ec9-3b0cd3d9233b,Randy Blanco,M,281,523,0.144,0.4717,0.3277,106,0.0687,274,0.253,0.0467
ba7380b8-4820-4239-89d2-772b9c853839,Logan Rosenbach,M,153,330,-0.4999,-0.1795,0.3204,107,0.4004,44,0.2889,0.0
34049405-b415-4f3a-aade-5be0111ac7db,Bruno Faletto,M,628,1259,0.0083,0.3221,0.3138,108,-0.0657,476,0.3039,0.0103
6b432472-f73b-4f2b-b65d-5848657d117b,Amber Policare,F,396,760,-0.195,0.1157,0.3107,109,0.2904,85,0.1977,0.2644
f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M,2191,4173,0.0904,0.3923,0.3019,110,0.0059,373,0.3106,0.0261
84bc805f-1c7a-4151-8c50-f3236805edea,Aanik Lohani,M,764,1475,-0.1109,0.1886,0.2996,111,0.2624,98,0.3164,0.0802
602ac701-c27e-408d-9e4e-1f7c02578def,Tam Trinh,M,873,1775,-0.0551,0.2397,0.2948,112,0.2189,134,0.1549,0.2888
5e3e0f33-bbb6-4c23-94c2-c92cfee744f6,Zandrix Acob,M,315,578,-0.2554,0.0363,0.2917,113,0.3285,65,0.1143,0.2718
06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M,4243,8350,0.1207,0.4118,0.291,114,0.0124,358,0.0935,0.287
461f063e-a587-4638-bad9-421ff33d91d7,Genie Erokhina,F,4071,8295,0.1366,0.425,0.2885,115,-0.0103,394,0.1536,0.0955
a067b12b-b26b-4a30-aed8-0f707c52beaa,Mark Dancuart,M,423,783,0.0216,0.3079,0.2863,116,0.067,277,0.1776,0.0866
1e538b1f-66e9-4166-ac60-3aef311ee0b5,Jada Bui,F,810,1577,-0.108,0.1698,0.2778,117,0.1851,160,0.0537,0.3606
4fdcaa8b-8ebf-4cba-b759-d7c8e9d55ec0,Elliott Schupp,M,336,674,0.0549,0.3266,0.2717,118,0.0081,366,0.0865,0.1938
2177a8cd-bc2d-4dfd-a6ed-e80eb7bf1cc6,Luke Williams,M,262,459,-0.091,0.1725,0.2635,119,0.155,184,0.1032,0.1265
d45a3391-82f4-45d0-ba66-f1901854a8d0,Darrian Young,M,3623,6936,0.0421,0.2995,0.2573,120,0.0948,247,0.1243,0.1386
763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M,3851,7636,0.0812,0.3384,0.2572,121,0.0162,349,0.2535,-0.0031
590dbe5f-6dd5-4ffe-9d8a-4f7c26ea9546,Tingwen Wang,F,161,297,-0.2748,-0.0234,0.2514,122,0.3034,76,0.0,0.231
52915580-0a12-4791-8f82-6f6e56e90f76,Elizabeth Boydston,F,170,315,-0.3545,-0.1101,0.2445,123,0.5113,20,0.037,0.276
90661183-81b1-49aa-b1fe-b977bb7bf272,Jonah Matos,M,167,252,-0.2323,0.0086,0.2409,124,0.5266,16,0.2089,0.0243
07ba5aa2-4581-4f2e-a62a-ec802353725c,Irina Tereschenko,F,500,972,-0.0511,0.186,0.2371,125,0.0588,289,0.2569,-0.0465
ab473dbc-8449-427a-968d-5f59bd1f65fd,Eunggwon Kim,M,1245,2627,0.014,0.2505,0.2365,126,0.088,258,0.18,0.1893
b5256e08-9c6a-4eb3-8fe6-f522b269c1ab,Dana Raugust,F,780,1376,-0.0697,0.1648,0.2345,127,0.1985,146,0.2711,0.0716
c96f7a83-9cc1-4fbe-a610-126ed8e3a202,Gregory Dow,M,1956,3997,0.0021,0.2333,0.2312,128,0.1348,203,-0.0154,0.3451
67a8852b-b49d-4cb0-8ff0-1f4ddf644485,Amanda Hendry,F,382,775,0.0305,0.2591,0.2286,129,0.1541,186,0.2518,-0.0534
03b91579-1bd5-4f20-a9c1-e400cbd21255,Antoaneta Toskova,F,296,569,-0.273,-0.0455,0.2274,130,0.2689,96,0.0613,0.1316
315153f1-6830-49ac-9b35-8a68b82d120d,Jack Foster,M,239,442,-0.4426,-0.2156,0.227,131,0.4121,41,0.2284,0.0601
42b8527d-b84e-4f50-8e0b-5937664981e3,Sanil Jagtiani,M,780,1587,-0.0264,0.1995,0.2259,132,0.0415,320,0.1721,0.1213
220e3821-0cac-4fce-a722-a079a5359262,Casey Garretson,M,492,987,-0.2833,-0.0582,0.2252,133,0.2179,135,0.0671,0.1924
55ed7e0a-ff2d-4ac2-aad6-b6772ef4f448,Layne Sleeth,F,2768,5307,0.142,0.3658,0.2238,134,-0.1608,599,-0.018,0.2233
2debba8d-e0c6-4fec-9ff2-dcb4732abe90,Chandra Kusuma,F,308,572,-0.4714,-0.2521,0.2193,135,0.4217,37,0.2684,0.2378
4b52c4a5-80c7-49e1-9728-460a9d242392,Phillip Locklear,M,689,1384,-0.0364,0.1825,0.2189,136,0.0731,270,0.1637,0.0754
283c842a-ddbd-4e94-9922-ef3080f75ad3,Maksims Kazijevs,M,200,353,-0.0835,0.1271,0.2106,137,0.0435,315,0.1476,0.1733
17acdeab-879d-46c1-bc2c-b31d17acb8ed,Jeremy Lim,M,303,508,-0.2131,-0.0043,0.2088,138,0.5609,12,0.1926,0.0954
093e132a-0458-472b-aaee-ee7e15d25e20,Chris Jammal,M,241,525,-0.1749,0.0324,0.2074,139,0.1982,147,0.0415,0.1928
3d9c8684-953f-4008-b355-b6104ee56a5b,Connor Mogle,M,2097,4145,0.1244,0.3317,0.2072,140,-0.0941,516,0.1043,0.0575
2b508074-59ec-455c-8974-31de393bc165,Lyn Yuen Choo,F,371,775,-0.0985,0.1077,0.2063,141,0.0757,267,0.2068,0.0872
66a6c35b-33a2-4a23-b5db-fa53c96d643a,Kaitlyn Christian,F,4656,9637,0.1751,0.3811,0.206,142,-0.0456,449,0.0527,0.1283
e21cb6e0-aabb-43b2-a112-c0a0a59081bf,Oliver Frank,M,430,831,-0.0329,0.1722,0.205,143,0.0105,361,0.164,0.0033
0c5b84bb-4c04-4906-86bc-deb533ff4eec,Zane Ford,M,2335,4698,-0.0885,0.1148,0.2033,144,0.1571,183,0.0288,0.1575
76419f3a-712c-4241-8940-6f9bda847ba7,Lauren Stratman,F,3851,7792,0.1917,0.3932,0.2015,145,-0.0495,453,0.1979,-0.0582
a91e2b68-7357-4518-baf9-f59b0b4c2477,Christopher Haworth,M,1892,3659,0.0757,0.2763,0.2007,146,-0.0431,440,0.07,0.1058
06e87b30-1f70-46e6-a6a8-17a4086d609a,Kailas Shekar,M,834,1620,-0.2462,-0.0465,0.1997,147,0.0108,360,0.212,0.1
dcd029fb-2814-401b-a1cb-0c4269d9954b,Allie Reichert,F,689,1438,-0.0987,0.0998,0.1985,148,-0.1233,551,-0.0838,0.314
30d6d999-b324-4744-b08c-8309e83c57b0,Naveen Beasley,M,1197,2397,-0.0136,0.1797,0.1933,149,-0.0305,420,0.0393,0.1322
2819525e-d485-4ab3-a300-1c6dbdb3ae39,Quan Do,M,756,1580,0.0172,0.2094,0.1922,150,-0.0418,438,0.0486,0.2167
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,932,1885,0.247,0.4381,0.1911,151,-0.1247,556,0.2071,-0.041
03c7da24-3aa8-4bad-8932-85c2a72ccf71,Emily Stumpf,F,210,338,-0.1594,0.0314,0.1908,152,0.1759,169,0.4232,-0.1792
05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M,2772,5452,0.0143,0.2045,0.1901,153,-0.0042,384,0.1899,0.0167
0df3b359-d935-4c79-a16a-ce373f55db07,Ernesto Fajardo,M,347,664,-0.2011,-0.0117,0.1894,154,0.2968,80,0.0239,0.2961
5a2bcefc-c495-4a2d-b3cc-03b6cdecd84f,Xiao Yi Wang-Beckvall,F,817,1609,-0.0548,0.1325,0.1873,155,0.0794,264,-0.093,0.3116
4d79c4da-92de-4292-b231-59d2bd32c944,Alex Bowers,F,205,385,-0.1811,0.0049,0.186,156,0.4189,38,0.146,0.0
d43db93c-6710-4a18-a406-497eb7a068ce,Spencer Smith,M,1915,3919,0.0366,0.2213,0.1847,157,0.0565,292,-0.129,0.2686
04158680-ebb3-4554-96a1-500cc6d00882,Chloe Igleski,F,1437,2873,0.0057,0.1891,0.1835,158,0.082,263,-0.1221,0.3491
7cb07784-a295-4038-b712-ec86ecd70c39,Michelle Esquivel,F,1127,2318,0.1514,0.3319,0.1805,159,-0.0619,471,0.3232,-0.2599
b68c0204-d9d4-4cba-bf23-46706abd77bf,Clayton Powell,M,1393,2731,0.1167,0.2968,0.1801,160,-0.0382,432,0.0275,0.106
cd1bf109-4907-4208-bca1-4d12f9494a4c,Casey Diamond,M,1235,2349,0.0847,0.2644,0.1798,161,0.0352,330,0.0475,0.0903
5ff7095c-6dc7-4534-8e29-1b62c6f66bba,Felicity Di Laura,F,557,1089,-0.1512,0.0242,0.1754,162,0.0849,261,0.2625,0.0598
794634b2-7e1a-4928-ac82-a13fd3e984b2,Jessica Wilcox,F,224,442,-0.2571,-0.082,0.175,163,0.2391,119,-0.1951,0.3282
c84377c6-b0ca-42dd-bc1a-2fd3d3c4ef9f,Ryan Torresin,M,623,1201,0.0647,0.2348,0.1701,164,-0.0434,442,0.009,0.1517
efedfcd1-7638-4c6e-8225-fea7f8d40031,Victoria Simon,F,759,1447,-0.2521,-0.0838,0.1683,165,0.2274,122,0.2291,0.0073
e2b605ed-b830-499b-a1b0-c74546ff4777,Sophia Nhi Huynh,F,433,874,-0.1871,-0.019,0.1681,166,0.3044,75,0.2502,-0.0065
c28e1a62-b0af-4336-8d1c-8b77a210b705,Andre Feliz,M,363,762,0.0115,0.178,0.1666,167,-0.0849,503,0.0315,0.0981
614e164a-4197-44eb-855c-586cf79fbfc9,Ivan Jakovljevic,M,3242,6560,0.0552,0.2211,0.1659,168,0.0081,367,0.0212,0.062
e18b2cb6-ae9b-4175-8947-697eabf80061,Mark Growcott,M,373,778,0.008,0.1739,0.1659,169,0.0926,250,0.1647,0.1313
3ad652aa-3fdd-4e53-8f34-dfdedc3c1901,Christine Maddox,F,574,1177,0.0498,0.2135,0.1636,170,-0.0542,460,0.1272,0.0455
bd8e1ad4-5402-4c55-a95b-1d39c1de2344,Spencer Liang,F,165,294,-0.1629,0.0002,0.1631,171,0.3131,72,-0.0006,0.2068
524b89ad-b76b-40b4-a0db-736bdc7b8adb,Hien Truong,M,400,770,0.1364,0.2987,0.1623,172,-0.147,592,0.0632,0.0231
0fadc58c-ce4c-4a9b-884f-8993354775ca,Rianna Valdes,F,272,595,0.0035,0.1656,0.1621,173,-0.0101,393,0.0533,0.2559
ababc250-f834-4e1b-a3e5-f7152faf0888,Kendall Warren,F,169,357,-0.202,-0.0401,0.1619,174,0.3204,70,0.1588,0.0
fc684593-8841-4dd1-b77c-5154b2f25bca,Hailee Haymore,F,603,1254,-0.3481,-0.1868,0.1613,175,0.2466,110,-0.0049,0.2858
65bcab7c-9c93-4dc8-a847-a34da426b933,Martina Frantova,F,2628,5053,0.088,0.2478,0.1597,176,-0.0821,500,0.0329,0.0691
1e71a00f-4ec7-4a9b-9e13-c19e90e92598,Taylor Garcia,F,163,328,-0.3481,-0.1901,0.158,177,0.4776,25,0.0028,0.3141
b4b00d3c-1974-48f2-b74e-9cf9faa04d69,Kevin Dayan,M,731,1569,-0.1787,-0.0212,0.1576,178,0.1124,224,0.071,0.028
28084fc7-8653-4ff0-bc3b-1bf582d03a75,Jay Evans,M,441,931,-0.4408,-0.2864,0.1544,179,0.6749,7,0.1729,0.0734
70c18684-f615-4d05-9aa9-5cbdbd53ab9f,Carlota Trevino,F,1072,2079,0.0036,0.1579,0.1543,180,-0.1932,636,0.0222,0.1861
6794d224-7da3-43d9-8300-e24e731f5dea,Samantha Parker,F,2274,4458,0.1215,0.2753,0.1537,181,-0.1818,623,0.0002,0.0782
96fa4141-9648-475f-ab95-fb6796c2f489,Sam Weinbach,M,379,753,0.0533,0.2055,0.1522,182,0.049,307,0.2392,-0.1489
4fde43e3-433f-45df-8a9e-1f3abbf82dc8,Lorena Duknic,F,195,392,-0.0039,0.1481,0.152,183,0.0981,239,0.1288,0.0705
5f367bee-cf3e-4aad-a6e6-72cca04d97e2,Angie Walker,F,3499,7189,0.1506,0.3017,0.151,184,-0.0384,434,0.1268,-0.01
9eff9049-c45c-42ee-9a49-e9a797cc2116,Cailyn Campbell,F,2643,5207,0.0147,0.1652,0.1505,185,-0.0952,522,-0.0402,0.1182
90b27004-f6bd-4a12-9cfa-acde87301310,Joel Cassens,M,300,597,-0.1209,0.0279,0.1488,186,0.2103,141,0.1825,-0.0442
7886d6aa-2310-4ae8-9874-f0fc9c3e534f,James Delgado,M,3440,6581,0.0212,0.1695,0.1483,187,0.0116,359,0.0967,0.0016
e8dcdb9a-872b-45cd-8338-f2746bc0a0b1,Mikus Losbergs,M,348,725,0.0737,0.222,0.1483,188,-0.0833,502,0.0537,0.1025
fb9360bc-8a5e-4a54-a460-5a4d4541ac81,Marie Lutz,F,283,624,-0.1244,0.0222,0.1467,189,0.3729,50,-0.0057,0.1638
2512a654-2feb-48f2-936e-7ddd02ca2508,Samantha Greenhut,F,158,337,-0.0185,0.1276,0.1461,191,0.1229,214,0.0825,0.0619
e02ba405-3969-4135-8be6-d320b09c4f3b,Salome Devidze,,575,1209,0.0142,0.1604,0.1461,190,-0.028,413,0.27,-0.0866
c3b08889-9218-45d7-a712-72d78dd9a0bb,Tanner Tomassi,M,876,1749,-0.047,0.0956,0.1425,192,-0.0195,401,-0.1002,0.3242
dc7f6ac5-f007-4b8f-b343-95e524dc7d0a,Luc Pham,M,1588,3307,-0.0286,0.1137,0.1423,193,0.0097,362,-0.1506,0.2994
9647bc45-f17b-43c8-9658-32448d4d95b9,Leah Tauber,F,612,1217,0.0348,0.1736,0.1389,194,0.0321,333,0.1528,-0.1174
1dd5c313-10f5-4e0a-bb9b-699913a5abe8,Mary Brascia,F,3412,6893,0.2059,0.3444,0.1385,195,-0.0807,493,-0.0336,0.0904
5358928b-dc8d-431a-a57e-0c0236b09b35,Elizabeth Skufca,F,172,298,-0.1876,-0.0493,0.1383,196,0.3246,68,-0.0853,0.2171
6a87bc44-5190-44db-8a2f-467de4de48c6,Christa Gecheva,F,2657,5181,0.0951,0.232,0.1369,197,-0.0045,386,0.0067,0.134
12890797-7355-49ca-848e-56d67e33c4de,Marianna Petrei,F,400,720,-0.0809,0.0554,0.1363,198,-0.1349,573,-0.0785,0.2287
bd7773b4-7b8e-4da2-96ce-98fe3490ee93,Lindsey Newman,F,2076,4107,0.0836,0.2193,0.1358,199,-0.0528,458,-0.0112,0.0666
3cec5850-24e2-44e3-96bc-ee87aa34581d,Katerina Stewart,F,176,321,-0.0669,0.0686,0.1355,200,-0.0146,398,0.1509,-0.0489
f6dd1c21-d872-42e6-a8a4-7c42d9063b74,Jes Rochefort,F,197,388,-0.1596,-0.0243,0.1352,201,0.1835,161,0.1244,0.0214
8ad8769e-9ecc-41dd-804f-b84e3ef90593,Sarah Hua,F,389,784,0.0055,0.1401,0.1346,202,0.0759,266,0.1661,-0.1162
1bfba782-55f3-42e4-9889-9018e793c0b5,Leigh Waters,F,203,422,0.176,0.3095,0.1335,203,-0.2841,719,0.0851,0.0431
141a5d80-7998-46e9-ac83-1019c415f2e6,Nick Petterson,M,199,385,-0.1304,0.0018,0.1321,204,0.2926,83,0.214,-0.0459
c85c50d9-eaa4-4581-b6bb-583a808706bf,Kyle Koszuta,M,729,1338,0.0275,0.1589,0.1314,205,-0.0344,425,0.1835,-0.0655
941ee654-0687-490d-b570-8e779ceff2ac,Florencia Rossi Luqur,F,291,549,0.0054,0.1338,0.1284,206,0.0558,295,-0.1046,0.2321
e838b7b5-ffd5-4a47-ac0b-f748dc6841d9,David Bieger,M,463,1027,0.0115,0.1397,0.1282,207,-0.0307,421,-0.1,0.1619
43a35ec2-3d7a-4c6f-b412-cac02d237a46,Vritti Sethi,F,312,690,-0.1601,-0.0321,0.128,208,0.1643,178,-0.0098,0.1846
47cdc6f5-3e06-4249-adde-f588681bb483,Maria Klokotzky,F,400,784,-0.0982,0.0292,0.1274,209,0.1805,164,0.0447,0.1148
5dc48fe9-12fa-4762-8814-7892ac78c67a,Jayden Broderick,M,273,469,-0.0575,0.0669,0.1244,210,-0.0124,395,0.278,-0.0315
306da673-de7e-44f5-bc16-0738b44bd089,Christopher Crouch,M,2416,4828,0.0841,0.2079,0.1238,211,-0.0295,417,-0.0051,0.0407
12c765d0-8384-41d3-a498-de63fd7c37da,Naomi Nguyen,F,607,1215,-0.0258,0.0969,0.1227,212,0.0543,301,0.0951,0.0893
397b3fba-650e-465c-ae98-03422712e358,Riley Hanks,F,152,289,-0.1621,-0.0398,0.1223,213,0.5149,19,0.1068,0.0
20a05d48-2059-4900-ad17-c58c875d715b,Thatcher Schwendiman,M,252,475,-0.1319,-0.01,0.1218,214,0.2915,84,0.3446,-0.143
ec4cdfe2-c6f6-4de1-824e-9adcaeb31196,Judit Castillo,F,3001,5748,0.1816,0.3027,0.1211,215,-0.193,635,0.1127,-0.1088
bb4de7dc-9f25-4218-a601-318492e0884c,Usama Khalid,M,890,1562,-0.1857,-0.0649,0.1208,216,0.0771,265,0.2688,-0.2746
1bab49f1-6891-4d3e-8f77-42aa4fc1d18e,Mohaned Alhouni,M,3045,5884,0.0391,0.1591,0.12,217,-0.1107,539,0.1535,-0.0768
fe1a9f36-62eb-4ce2-b068-cb754c00051e,Nicola Schoeman,F,634,1249,0.1125,0.2282,0.1158,218,-0.0907,512,-0.1032,0.197
a7e358b0-517e-4972-89ff-d95f0797e1c7,Jase Edwards,M,836,1559,-0.1511,-0.0362,0.1149,219,0.0902,254,-0.2756,0.3024
57d81852-8998-4d7c-9ed6-737c404c8650,Jericho Grollman,M,956,1814,0.1224,0.2363,0.1139,220,0.0454,312,0.0229,-0.0008
81535c8c-27d9-452c-a72a-61fc9f755b01,Will Mackinnon,M,1606,3149,0.1799,0.292,0.1121,221,-0.081,495,0.1667,-0.2071
3d8167c1-429c-4e5d-91cc-2caefa151f19,Paranya Jareonvongrayab,F,168,301,-0.2111,-0.1015,0.1096,222,0.2241,126,0.0785,0.0696
9972caa3-8ae5-4559-b5f3-720f9cb6317b,Zac Hirschler,M,217,456,-0.1179,-0.0112,0.1067,223,0.1322,206,-0.0428,0.1333
