p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Naomi De Hart,Lily Goodwin,womens,5,-0.023,0.38,0.477,34.4
Justin Fullmer,Clayton Boydston,mens,2,-0.02,0.4,0.472,38.6
Loren Hsiao,Cristobal Del Castillo,mens,2,-0.023,0.372,0.471,34.3
Hannah Fife,Wendy Weston,womens,2,-0.065,0.374,0.446,6.9
Jase Edwards,Matt Burkhardt,mens,8,-0.045,0.381,0.455,16.5
Matthew Gilbert,Blake Suard,mens,2,0.01,0.429,0.501,64.0
Alec Weller,Ben McNair,mens,3,0.028,0.352,0.52,75.2
Courtney Clark,Katie Neils,womens,2,-0.007,0.372,0.506,50.8
Brady Madrid,Jared Brungard,mens,3,-0.004,0.397,0.495,53.7
Gavin Fowler,Payton Weber,mens,2,-0.03,0.366,0.462,27.6
Elsie Hendershot,Braden Jacobson,mixed,9,0.179,0.403,0.669,99.3
Cameron Luhring,Chloe Diskin,mixed,12,-0.107,0.369,0.404,1.5
Isabella Dunlap,Rafael Lenhard,mixed,11,0.04,0.369,0.551,81.0
Andrew Caldarella,Kelly Goodnow,mixed,6,0.035,0.374,0.538,78.9
Antonio Medina,Mya Barron,mixed,4,0.03,0.376,0.535,76.2
Russell K,Missy Turasky,mixed,2,-0.055,0.389,0.451,11.0
Chuck Taylor,Melissa Beré,mixed,5,0.025,0.348,0.534,73.5
Maddy Rasmusen,Rio Newcombe,mixed,10,0.016,0.377,0.528,69.1
Ninh Nguyen,Mayu Omori,mixed,4,-0.034,0.373,0.448,24.6
Hannah Fife,Miles Hoover,mixed,8,0.061,0.373,0.54,88.5
Sarah Beeston,Wesley Burrows,mixed,6,-0.08,0.381,0.421,4.1
Liam Duffin,Ella Boydston,mixed,4,-0.081,0.372,0.421,4.1
Allie Davis,Ben McNair,mixed,3,-0.052,0.36,0.449,12.6
Daniel Traxler,Emmaline Nichols,mixed,4,-0.036,0.354,0.456,22.6
Duncan Mulenga Jr.,Meggan William,mixed,3,0.068,0.39,0.561,90.6
Alexa Brent,Jared Brungard,mixed,4,0.005,0.38,0.491,60.7
Ella Cosma,Jase Edwards,mixed,8,-0.025,0.384,0.485,33.1
Benson Parry,Angela Morisette,mixed,3,-0.021,0.383,0.48,36.5
Nicolas Almeida,Olivia Phillips,mixed,3,0.009,0.37,0.511,63.8
V. Mary Rivas,Mike Radermacher,mixed,2,0.001,0.39,0.495,57.4
Payton Weber,Nina Rhoades,mixed,5,0.002,0.39,0.498,58.6
Diana Kozenyatko,Justin Fullmer,mixed,2,-0.016,0.368,0.484,42.1
Lizzie McFarland,Hudson G,mixed,2,-0.004,0.36,0.483,53.2
Journey Barajas,Chris Turvey,mixed,2,0.014,0.364,0.506,67.4
Zach Gonnering,Jamie Voelker,mixed,5,0.077,0.397,0.562,92.1
Garrett Whitehead,Lily Goodwin,mixed,6,0.047,0.37,0.539,83.5
Katie Neils,Kendall Kikkawa,mixed,3,-0.003,0.375,0.489,54.3
Elizabeth Boydston,Ryder Boydston,mixed,8,0.001,0.365,0.504,57.3
Brian Buzianis,Naomi De Hart,mixed,2,-0.037,0.371,0.473,22.2
Crystal Sorem,Blake Suard,mixed,3,-0.0,0.375,0.508,55.8
Maddox Castellanos,Flynn Orton,mens,3,-0.015,0.371,0.495,43.2
Justin Guiltinan,Levi Daniel,mens,7,0.057,0.362,0.569,87.0
Tuny Betancourt,William Hsieh,mens,2,-0.007,0.39,0.489,51.0
Kento Tamaki,Chase Ora,mens,5,-0.024,0.369,0.467,33.4
Brodie Smith,Fabian Jacobo,mens,3,0.014,0.377,0.516,68.0
Jaikin Gomez,Austin White,mens,2,-0.045,0.376,0.46,16.7
Cadell Traya,Nathan Tsai,mens,4,0.012,0.372,0.511,65.6
Kelly Jensen,Austin White,mixed,3,-0.072,0.39,0.426,5.5
Martin Thomas,Melissa Beré,mixed,7,0.059,0.383,0.564,87.8
Callan Dawson,Alex Emery,mens,8,0.047,0.373,0.531,83.9
Kelly Jensen,Dayna La Belle,womens,6,0.014,0.361,0.509,67.6
Mike Radermacher,Angela Morisette,mixed,8,-0.021,0.397,0.482,36.6
Levi Daniel,Janaye Sakkas,mixed,9,-0.091,0.377,0.417,2.3
Cade Pierson,Indigo Ciochetti,womens,2,-0.052,0.388,0.45,12.4
Adelie Osher,Sienna Hitzeman,womens,10,0.07,0.36,0.561,91.0
Wil Shaffer,Mike Radermacher,mens,7,0.059,0.365,0.563,88.0
Carter Southern,Carl Taibl,mens,2,-0.037,0.399,0.471,22.1
Bennett Miller,Madalena Flores,mixed,3,-0.008,0.381,0.489,50.2
Thao Tran,Preston Wong,mixed,5,-0.019,0.405,0.471,38.9
Carson Nguyen,Dohyun Lee,mens,2,-0.005,0.399,0.496,52.1
Tyler Roop,Gregorie Vinueza-Daly,mens,3,-0.007,0.371,0.489,50.9
Bryanna Ojeda,Kento Tamaki,mixed,9,0.093,0.387,0.566,94.6
Tuny Betancourt,Daniella Eisman,mixed,2,-0.02,0.377,0.489,37.7
E. Elenga Satuala,Rosapale S,womens,7,0.021,0.406,0.507,71.6
Preston Lynch,Kyle Morris,mens,2,-0.03,0.351,0.469,28.3
Jessica Bowman,Maddox Castellanos,mixed,3,-0.064,0.389,0.466,7.4
Justin Guiltinan,Tatiana Diaz,mixed,2,-0.013,0.369,0.473,45.1
Sam Angelo,Pesa Teoni,mens,7,0.089,0.358,0.578,94.0
Aaron Li,Yaamunan Venkatesan,mens,5,-0.022,0.374,0.479,36.3
Matthew Sah,Sunny Krittayaweth,mens,3,-0.005,0.408,0.485,52.6
Ava Cavataio,Mota Alhouni,mixed,9,-0.028,0.357,0.471,29.8
Caden Nemoff,Rachel Rettger,mixed,2,-0.038,0.419,0.472,21.2
Andre Mercado,Cori Elliott,mixed,3,-0.053,0.367,0.455,11.7
Caden Nemoff,Yates Johnson,mens,2,-0.054,0.379,0.438,11.4
Jade Kawamoto,Catherine Parenteau,womens,29,-0.012,0.348,0.476,46.3
Ting Chieh Wei,Kate Fahey,womens,6,0.05,0.375,0.545,84.6
Eric Oncins,Jessie Irvine,mixed,7,-0.018,0.38,0.476,39.8
Collin Johns,Christa Gecheva,mixed,6,0.005,0.369,0.508,60.9
Will Mackinnon,Kiora Kunimoto,mixed,5,-0.029,0.387,0.465,28.4
Victoria Dimuzio,Yuta Funemizu,mixed,3,-0.022,0.387,0.48,36.0
Kenta Miyoshi,Olivia McMillan,mixed,3,0.028,0.392,0.524,74.9
Jace Morris,Will Mackinnon,mens,5,0.086,0.369,0.574,93.6
Nicole Conard,Luc Pham,mixed,3,0.043,0.354,0.532,82.3
Naomi Nguyen,AJ Koller,mixed,2,-0.035,0.382,0.477,23.3
Isabella Dunlap,Nicolas Acevedo,mixed,14,0.139,0.388,0.619,98.0
Layne Sleeth,Tyler Loong,mixed,12,0.036,0.374,0.523,79.3
Zoey Weil,Michael Loyd,mixed,7,0.062,0.366,0.56,88.8
Christopher Crouch,Mota Alhouni,mens,3,-0.088,0.392,0.417,2.9
Michael Loyd,Luc Pham,mens,12,0.05,0.36,0.556,84.6
Genie Erokhina,Rafael Lenhard,mixed,5,-0.073,0.383,0.434,5.2
Hong Kit Wong,Aiko Yoshitomi,mixed,2,0.028,0.383,0.526,74.8
Hannah Blatt,Yates Johnson,mixed,4,0.058,0.397,0.551,87.7
Federico Staksrud,Tina Pisnik,mixed,6,0.012,0.41,0.511,66.3
Danni-Elle Townsend,Clayton Powell,mixed,7,0.012,0.387,0.525,65.7
Adam Harvey,Paula Rives,mixed,5,-0.022,0.377,0.47,35.6
Cason Campbell,Marcela Aguila Ampon,mixed,2,-0.017,0.383,0.484,41.0
Tom Protzek,Rafa Hewett,mens,2,-0.047,0.388,0.46,15.8
Noe Khlif,Tyson McGuffin,mens,7,0.055,0.365,0.565,86.6
Riley Newman,Connor Garnett,mens,11,0.114,0.384,0.606,96.7
Layne Sleeth,Isabella Dunlap,womens,9,0.015,0.389,0.516,68.2
Chao Yi Wang,Kaitlyn Christian,womens,6,-0.012,0.358,0.492,46.0
Christa Gecheva,Albie Huang,womens,5,0.025,0.396,0.54,73.7
Naomi Nguyen,Cailyn Campbell,womens,7,0.008,0.373,0.51,62.9
Ella Yeh,Marcela Aguila Ampon,womens,4,0.087,0.386,0.57,93.7
Augustus Ge,Darrian Young,mens,5,-0.127,0.385,0.396,0.5
Blaine Hovenier,AJ Koller,mens,6,-0.025,0.347,0.474,33.1
Jonathan Truong,Alexa Schull,mixed,2,-0.024,0.376,0.478,34.2
Brooke Buckner,Augustus Ge,mixed,3,-0.002,0.362,0.495,54.8
Len Yang,Mya Bui,mixed,4,-0.063,0.387,0.456,7.9
Etta Tuionetoa,Allyce Jones,womens,20,0.049,0.364,0.544,84.5
Federico Staksrud,Milan Rane,mixed,18,0.029,0.355,0.533,75.4
Eric Oncins,Layne Sleeth,mixed,15,0.127,0.372,0.626,97.5
Genie Erokhina,Pablo Tellez,mixed,6,0.145,0.383,0.634,98.2
Layne Sleeth,Lea Jansen,womens,17,0.026,0.363,0.52,73.9
Genie Erokhina,Mya Bui,womens,9,-0.169,0.396,0.363,0.1
Tama Shimabukuro,Etta Tuionetoa,mixed,18,0.054,0.369,0.569,86.0
Jade Kawamoto,Ben Johns,mixed,19,0.133,0.373,0.622,97.8
Daniel Phillips,Brandon French,mens,1,0.001,0.354,0.497,56.8
Gabriel Tardio,Hayden Patriquin,mens,25,0.154,0.356,0.648,98.6
Lacy Schneemann,Milan Rane,womens,16,0.028,0.361,0.517,75.2
Danni-Elle Townsend,Alix Truong,womens,14,0.14,0.382,0.632,98.1
Andrei Daescu,Alix Truong,mixed,5,0.113,0.384,0.599,96.6
Len Yang,Pablo Tellez,mens,10,-0.092,0.372,0.415,2.3
Augustus Ge,JW Johnson,mens,19,0.017,0.353,0.521,69.2
Camden Chaffin,Judit Castillo,mixed,2,-0.0,0.364,0.496,55.7
JW Johnson,Tyra Hurricane Black,mixed,3,-0.068,0.368,0.442,6.2
Alexa Schull,Judit Castillo,womens,4,-0.086,0.403,0.436,3.4
Brooke Buckner,Tyra Hurricane Black,womens,5,0.07,0.389,0.561,90.9
Abbigal Hatton,Brandon French,mixed,7,-0.063,0.375,0.431,7.5
Kate Fahey,Anna Bright,womens,25,0.153,0.373,0.632,98.5
Daniel Phillips,Samantha Parker,mixed,2,-0.008,0.391,0.498,50.3
Kate Fahey,Gabriel Tardio,mixed,19,0.141,0.377,0.633,98.1
Jack Sock,Federico Staksrud,mens,15,-0.038,0.358,0.465,21.6
Andrei Daescu,CJ Klinger,mens,25,-0.025,0.369,0.474,32.7
Tama Shimabukuro,Connor Garnett,mens,20,-0.124,0.38,0.375,0.6
Ben Johns,Max Freeman,mens,20,0.034,0.376,0.541,78.4
James Broker,Sanil Jagtiani,mens,2,0.001,0.409,0.501,57.1
Troy Jenike,Paul Davis,mens,2,0.014,0.391,0.521,68.0
William Hart,Andrew Angulo,mens,2,0.029,0.364,0.518,75.7
Andrea Koop,Lauren Stratman,womens,16,0.252,0.403,0.739,99.9
Jada Bui,Maria Klokotzky,womens,4,-0.05,0.361,0.451,14.0
Clayton Powell,Anouar Braham,mens,6,0.085,0.374,0.578,93.3
Garrett Swaney,Riley Durkin,mens,2,-0.032,0.351,0.485,26.2
George Rangelov,Bret Berryman,mens,2,0.023,0.37,0.527,72.4
Aneesh Kodali,Anudeep Kodali,mens,2,-0.031,0.393,0.485,27.3
Edward Kim,Lucas Pereyra,mens,2,0.006,0.403,0.508,61.2
Jayce Landheer,DJ Zeiler,mens,2,-0.006,0.366,0.506,51.2
Natalia Simson,Luana Stanciu,womens,2,-0.054,0.365,0.452,11.6
Natalie Kim,Ava Pisacrita,womens,7,0.079,0.404,0.555,92.4
Jase V,Ethan Varney,mens,2,-0.023,0.366,0.486,35.4
Zoeya Khan,Giovanna Morelli,womens,4,-0.026,0.383,0.479,31.1
Sarah Carpenter,Kayla Nesbitt,womens,2,0.029,0.382,0.515,75.3
Jarryd Woog,Selim Ben Ali,mens,3,-0.009,0.389,0.488,49.5
Rafael Kayo,Luis Fernando Myers Martinez,mens,3,0.007,0.357,0.511,62.1
Alex Guy,Joshua Giannelli,mens,2,0.019,0.362,0.524,70.2
Elisha Turner,Shay Payne,mens,2,-0.021,0.381,0.479,37.2
Yolena Carlon,Anna Lenhart,womens,2,-0.003,0.395,0.496,54.4
Garrison Eaby,Preston Gordon,mens,9,-0.017,0.393,0.492,41.2
Jack Wasserman,Justin Moore,mens,3,0.016,0.366,0.519,68.6
Alex Chanthaphaeng,Bradon Ly,mens,2,-0.016,0.371,0.474,42.3
Audrey Adele Brown,Komal Safdar,womens,2,-0.003,0.412,0.499,54.0
AJ Carney,Max Carrol,mens,2,0.033,0.402,0.537,77.9
Immanuel Zion,Kyle Borawski,mens,2,-0.027,0.389,0.476,30.3
Zach Gonnering,Johnny Goldberg,mens,2,0.053,0.382,0.551,85.7
Adam Yeager,Hudson Yeager,mens,2,-0.03,0.427,0.479,27.6
Jimmy Terzian,Perry Wang,mens,2,-0.022,0.406,0.488,36.2
Emilien Burnel,Blake Suard,mens,2,0.042,0.389,0.532,81.8
Monika Wynne,Janet Liu,womens,4,-0.019,0.352,0.485,39.3
Jessica Haywood,Karolina Fleming,womens,2,-0.018,0.382,0.507,40.2
Rachel Summers,Keilly Ulery,womens,4,-0.025,0.377,0.481,32.4
Mike Block,Landon Davis,mens,2,-0.05,0.416,0.47,14.1
Madelyn Porter,Maya Wilson,womens,2,-0.029,0.381,0.486,28.6
William Hsieh,Dmitry Ivanenko,mens,2,-0.029,0.379,0.459,28.6
Mary McGowan,Alexa Quintanilla,womens,6,-0.026,0.391,0.469,32.2
Cc Eleven Sacca,Caroline Maguire,womens,2,-0.047,0.416,0.463,15.8
Andrew Loftin,Nicolas Almeida,mens,2,-0.004,0.366,0.516,53.0
Ram Kotnana,Jack Hared,mens,2,0.009,0.387,0.515,63.6
Juan Varon,Usama Khalid,mens,2,0.041,0.37,0.549,81.5
Dhanvin Sureshbabbu,Brayden Brown,mens,2,-0.036,0.366,0.469,22.9
Amber Policare,Helen To,womens,4,-0.003,0.381,0.505,54.5
Luke Kusmider,Kevin Caulfield,mens,2,0.031,0.394,0.536,76.5
Hridhay P,Arsh Bassan,mens,2,-0.014,0.363,0.495,44.0
Jade Rau,Isabella Nelson,womens,3,-0.082,0.385,0.408,3.8
Wesley Hanson,Wade Heerboth,mens,2,0.026,0.379,0.525,74.3
Andrew Curtis,Mc Dranreb Africa,mens,2,-0.016,0.373,0.479,42.2
Nicholas Dehmer,Ted Holway,mens,2,0.003,0.365,0.504,59.6
Rafa Hewett,James Delgado,mens,2,-0.083,0.37,0.413,3.7
Nicolas Acevedo,Yuta Funemizu,mens,9,-0.019,0.362,0.48,39.0
Pierina Imparato,Mehvish Safdar,womens,3,-0.079,0.388,0.429,4.2
Julian Arnold,Etienne Blaszkewycz,mens,2,0.023,0.389,0.54,72.7
Parth Patel,Jay Patel,mens,2,-0.034,0.374,0.454,24.9
Kevin Chen,Sarinreach Leng,mens,2,0.012,0.368,0.515,65.4
Austin Keefer,Piyush Mavanur,mens,2,0.011,0.356,0.508,65.1
Regina Goldberg,Carlota Trevino,womens,4,0.039,0.386,0.539,80.8
Jay Evans,Tristan Watson,mens,3,-0.013,0.365,0.481,45.1
Averee Beck,Marcela Aguila Ampon,womens,4,0.031,0.4,0.528,76.7
Andrew Wang,Jayce Fitzpatrick,mens,3,-0.02,0.384,0.478,38.0
Marisa Ruiz,Nicole Conard,womens,7,0.02,0.358,0.512,70.7
Daniel Weber,Ben Rice,mens,2,0.006,0.358,0.505,61.4
Caitlin Klaassen,Ashley Griffith,womens,4,0.029,0.392,0.534,75.8
Eric Roddy,Collin Shick,mens,2,0.033,0.385,0.537,77.4
Brian Tober,Anthony Lacqua,mens,2,-0.034,0.392,0.478,25.3
Harrison Kircher,John Kircher,mens,2,-0.041,0.368,0.461,19.7
Anna Leigh Waters,Jorja Johnson,womens,25,0.184,0.384,0.672,99.3
Ella Yeh,Luc Pham,mixed,4,-0.059,0.386,0.446,9.8
Samantha Parker,Darrian Young,mixed,3,-0.043,0.391,0.466,17.7
Ella Yeh,Genie Erokhina,womens,7,-0.013,0.371,0.486,44.7
Pablo Tellez,Luc Pham,mens,2,-0.052,0.366,0.451,12.5
Anna Leigh Waters,Noe Khlif,mixed,25,0.11,0.374,0.619,96.1
Jorja Johnson,Will Howells,mixed,21,0.045,0.354,0.548,82.8
Clayton Powell,Estee Widdershoven,mixed,27,0.17,0.404,0.66,99.0
Nicole Conard,Mark Dancuart,mixed,9,0.043,0.385,0.541,82.4
Lauren Stratman,Nicolas Acevedo,mixed,11,0.033,0.337,0.529,77.3
James Broker,Amber Policare,mixed,4,0.02,0.351,0.512,70.6
Samantha Buyckx,Anouar Braham,mixed,8,-0.027,0.364,0.472,30.8
Usama Khalid,Komal Safdar,mixed,5,-0.009,0.381,0.495,48.9
Eric Roddy,Pierina Imparato,mixed,6,-0.048,0.393,0.444,15.0
Alexander Grubbs,Helena Jansen,mixed,5,0.013,0.384,0.527,66.5
Kendall Clay,Jack Matistic,mixed,2,-0.023,0.402,0.499,35.4
Matthew Kawamoto,Maria Klokotzky,mixed,2,-0.005,0.371,0.503,52.2
Jessica Haywood,Perry Wang,mixed,2,-0.034,0.365,0.469,24.5
AJ Carney,Mackenzie Cassady,mixed,2,-0.025,0.383,0.487,33.0
Kenai Rios,Georgia Pooley,mixed,2,-0.035,0.373,0.464,24.0
Mehvish Safdar,Etienne Blaszkewycz,mixed,6,0.024,0.386,0.518,72.8
Evie Kenna,Dale Kim,mixed,5,0.006,0.369,0.509,61.5
Jarryd Woog,Masa Grgan,mixed,2,-0.028,0.373,0.474,29.0
Andre Mercado,Brie Aldridge,mixed,5,-0.01,0.376,0.491,47.7
Sarah Carpenter,Jayce Fitzpatrick,mixed,2,-0.028,0.384,0.473,30.0
Carlota Trevino,Nicholas Wade,mixed,13,0.055,0.343,0.558,86.7
Maya Wilson,Lucas Pereyra,mixed,2,0.007,0.371,0.507,62.0
Braylon Ohrel,Courtney Kendall,mixed,2,-0.025,0.363,0.482,32.5
Eliana Ling,Andrew Angulo,mixed,2,-0.03,0.378,0.485,28.2
Joshua Giannelli,Lauralei Singsank,mixed,2,-0.021,0.375,0.473,37.5
Jade Rau,Adam Harvey,mixed,12,0.042,0.366,0.541,81.9
Sarah McGee,Alex Cortright,mixed,2,-0.037,0.383,0.476,22.1
Haley Ferguson,Colby Hill,mixed,9,0.021,0.391,0.501,71.7
Garrison Eaby,Mary McGowan,mixed,4,0.045,0.385,0.543,82.8
Joey Campagna,Karolina Fleming,mixed,2,-0.041,0.372,0.449,19.5
Rafa Hewett,Marcela Aguila Ampon,mixed,3,-0.07,0.38,0.442,5.9
Preston Gordon,Alexa Quintanilla,mixed,8,0.037,0.374,0.548,79.4
Emma Cook,Alex Chanthaphaeng,mixed,2,-0.029,0.386,0.463,28.7
Megan Poe,Selim Ben Ali,mixed,2,-0.017,0.378,0.491,40.8
Madison Turosinski,Jayce Landheer,mixed,3,0.029,0.375,0.521,75.6
Rachael Fitzgerald,Edward Kim,mixed,2,-0.022,0.377,0.471,36.5
Austin Bricker,Andrea Koop,mixed,5,-0.027,0.38,0.484,30.1
Caitlin Klaassen,Liam Duffin,mixed,7,0.066,0.383,0.558,90.1
Zoeya Khan,Julian Arnold,mixed,6,-0.005,0.365,0.498,52.3
Natalie Kim,Sanil Jagtiani,mixed,3,-0.028,0.36,0.476,29.5
Averee Beck,DJ Zeiler,mixed,2,-0.013,0.386,0.501,44.8
Nicholas Dehmer,Caroline Maguire,mixed,2,-0.002,0.374,0.505,54.7
Kayla Nesbitt,Ben Rice,mixed,2,-0.056,0.359,0.464,10.6
Casey Garretson,Teresa Romero,mixed,2,-0.01,0.367,0.491,48.0
Natalia Simson,Johnny Goldberg,mixed,2,-0.023,0.36,0.481,35.1
Madelyn Porter,Nicolas Almeida,mixed,3,0.003,0.381,0.494,59.4
Augustus Ge,Tyra Hurricane Black,mixed,1,0.034,0.374,0.53,78.2
Camden Chaffin,Alexa Schull,mixed,5,0.09,0.389,0.581,94.2
Elsie Hendershot,John Lucian Goins,mixed,1,-0.022,0.383,0.474,36.1
Alexa Schull,Wyatt Stone,mixed,1,0.003,0.358,0.505,58.9
Tama Shimabukuro,Victoria Dimuzio,mixed,2,-0.05,0.38,0.451,13.6
Jonathan Truong,Judit Castillo,mixed,2,0.022,0.379,0.524,72.2
Daniel Phillips,Darrian Young,mens,1,-0.009,0.38,0.494,48.5
Jonathan Truong,Camden Chaffin,mens,6,0.012,0.372,0.519,66.2
Brooke Buckner,JW Johnson,mixed,16,0.091,0.361,0.579,94.4
Allison Phillips,Darrian Young,mixed,2,-0.074,0.396,0.429,4.9
Victoria Dimuzio,Allyce Jones,womens,1,-0.028,0.35,0.455,29.4
Victoria Dimuzio,Etta Tuionetoa,womens,1,-0.03,0.416,0.467,27.7
Victoria Dimuzio,Connor Garnett,mixed,1,-0.028,0.357,0.481,29.6
Dekel Bar,Tyson McGuffin,mens,15,-0.009,0.382,0.489,48.4
Jessie Irvine,Jaume Martinez Vich,mixed,9,-0.112,0.365,0.393,1.1
Isabella Dunlap,Estee Widdershoven,womens,18,-0.105,0.38,0.407,1.5
Parris Todd,Danni-Elle Townsend,womens,6,0.02,0.368,0.513,70.9
Blaine Hovenier,Liz Truluck,mixed,9,0.097,0.39,0.581,95.1
Cason Campbell,Martina Frantova,mixed,3,-0.048,0.338,0.436,14.7
Jay Devilliers,Kaitlyn Christian,mixed,7,-0.101,0.381,0.414,1.7
Sahra Dennehy,Anouar Braham,mixed,6,-0.001,0.378,0.504,55.4
Callie Smith,Liz Truluck,womens,7,-0.012,0.365,0.499,45.9
Zoey Weil,Martina Frantova,womens,24,0.071,0.355,0.573,91.2
Ting Chieh Wei,Mari Humberg,womens,11,-0.084,0.372,0.414,3.6
Sahra Dennehy,Emma Nelson,womens,5,-0.072,0.394,0.435,5.4
Zane Navratil,Hunter Johnson,mens,11,0.098,0.39,0.589,95.3
Michael Loyd,Anouar Braham,mens,5,0.013,0.358,0.511,66.4
Blaine Hovenier,Roscoe Bellamy,mens,8,-0.091,0.373,0.417,2.4
Christopher Crouch,Travis Rettenmaier,mens,4,-0.112,0.386,0.401,1.1
Zane Navratil,Mari Humberg,mixed,10,-0.087,0.369,0.42,3.1
Sofia Sewing,Tyson McGuffin,mixed,14,0.066,0.353,0.561,90.1
Connor Mogle,Allison Phillips,mixed,1,-0.027,0.393,0.474,30.4
Ting Chieh Wei,Hunter Johnson,mixed,10,0.036,0.354,0.55,79.2
Sofia Sewing,Tina Pisnik,womens,25,0.093,0.364,0.603,94.5
Connor Mogle,Brandon French,mens,1,-0.035,0.383,0.458,23.4
Christopher Crouch,Martina Frantova,mixed,1,0.001,0.363,0.513,57.5
Michael Loyd,Emma Nelson,mixed,2,-0.033,0.38,0.469,25.4
Zoey Weil,Cason Campbell,mixed,13,0.001,0.353,0.501,56.9
Zoey Weil,Christopher Crouch,mixed,2,-0.08,0.401,0.44,4.2
Callie Smith,Chao Yi Wang,womens,5,-0.168,0.416,0.333,0.1
Abbigal Hatton,Darrian Young,mixed,5,0.009,0.384,0.526,63.8
Connor Mogle,Samantha Parker,mixed,1,-0.001,0.379,0.507,55.3
Sahra Dennehy,Kiora Kunimoto,womens,8,0.08,0.375,0.583,92.6
Connor Mogle,Darrian Young,mens,1,-0.009,0.379,0.486,48.3
Alexander Crum,Judit Castillo,mixed,1,-0.028,0.398,0.466,30.0
Zoey Weil,Paula Rives,womens,1,-0.014,0.38,0.479,43.8
Zach Drost,Dave Bacalla,mens,5,-0.006,0.381,0.487,51.5
Jacob Becker,Prapav Patel,mens,2,-0.017,0.395,0.493,41.2
Levi Daniel,Martin Thomas,mens,3,-0.035,0.37,0.462,23.2
Angel Hernandez,Alex Long,mens,6,0.022,0.38,0.522,72.3
Caden Nemoff,Maverick Messinger,mens,4,-0.003,0.393,0.493,53.9
Bassem Kheireddin,Matt Ngo,mens,2,0.013,0.355,0.512,67.2
Antonio Medina,TJ Rudden,mens,5,0.015,0.397,0.502,68.1
Daniel Adsit,Uriah Werner,mens,3,-0.036,0.403,0.469,23.1
Rio Newcombe,Riley Inn,mens,9,-0.099,0.393,0.399,1.8
Kyle Yates,Eli Steiner,mens,12,0.176,0.403,0.664,99.2
Jay Evans,Devon Sikora,mens,4,0.075,0.38,0.586,91.8
Nicolas Almeida,Jeffrey Moulton,mens,4,0.04,0.376,0.531,80.9
Maddy Rasmusen,Jaeda Minniefield,womens,17,0.103,0.358,0.6,95.7
Noah Hlavac,Kyle Morris,mens,4,0.018,0.352,0.509,70.1
Naomi Nguyen,Sydney Sonday,womens,11,-0.022,0.34,0.471,35.9
Andre Mercado,Zach Gonnering,mens,8,0.033,0.366,0.533,77.8
Daniel Byun,Edward Kim,mens,12,0.106,0.361,0.589,95.8
Grayson Brandon,Jace Howard,mens,4,0.046,0.376,0.543,83.3
Luke Wasson,Matthew Mino,mens,5,-0.005,0.379,0.496,52.3
Luke W,Karson Feyereisen,mens,4,0.016,0.401,0.515,69.0
Alicia Lai,Elise Fortino,womens,5,-0.023,0.355,0.474,34.6
Marianna Petrei,Ella Boydston,womens,10,0.027,0.385,0.524,74.5
Enrique Castillo,Santiago Castillo,mens,2,-0.081,0.37,0.426,4.0
Rey Bacalla,Gautham Bondugula,mens,2,-0.023,0.381,0.471,34.8
Daniel Traxler,Jaikin Gomez,mens,7,0.045,0.374,0.549,82.9
Jackson Ayotte,Mike Radermacher,mens,5,-0.031,0.363,0.479,26.8
Alexander Cherman,Eric Levy,mens,2,-0.046,0.381,0.466,16.0
Dawson Davis,Hudson G,mens,5,-0.019,0.391,0.485,39.5
Jillian Niemann,Samantha Morgan,womens,4,0.015,0.393,0.516,68.3
Deanna Pham,Janaye Sakkas,womens,2,-0.005,0.368,0.496,52.7
Dan Nguyen,Yaamunan Venkatesan,mens,2,-0.033,0.368,0.479,25.7
Miles Hoover,Troy Akin,mens,4,-0.039,0.371,0.463,20.8
Ella Yeh,Kelly Goodnow,womens,8,0.057,0.394,0.555,87.2
Daniel Connell,Keith Gyory,mens,2,-0.031,0.369,0.471,27.4
Frida Mudsam,Tomoko Taniguchi,womens,4,0.003,0.373,0.502,59.0
Meggan William,Courtenay Leonard,womens,2,-0.053,0.378,0.441,11.7
Juan Varon,Jose Martinez,mens,4,-0.022,0.38,0.477,35.8
Jason McCrary,Hayden Rand,mens,5,-0.003,0.386,0.5,54.3
Ben Baravik,Jerry Huang,mens,3,0.017,0.385,0.521,69.2
Nicolas Lopez,James Singer,mens,2,-0.03,0.391,0.464,27.9
Noah Ivey,Eric Lewandowski,mens,3,-0.034,0.377,0.481,24.3
Linda Yang,Elizabeth Roy,womens,3,-0.012,0.381,0.49,45.8
Risa Hirano,Wendy Weston,womens,2,-0.009,0.39,0.489,48.4
Alex Lantz,Claudio Quinones Garcia,mens,3,-0.034,0.372,0.47,24.2
Ashley Oluschak,Tiffany Ash,womens,2,-0.035,0.357,0.463,23.7
Dave Conley,Rikk Shimizu,mens,2,-0.05,0.387,0.452,13.9
Mackonner Dy,Vincent Rettke,mens,2,-0.043,0.389,0.466,18.4
Lucas Coutinho,Kendall Kikkawa,mens,7,-0.017,0.388,0.482,41.6
Dora Kurdi,Belani Soto,womens,2,-0.024,0.365,0.478,33.6
Alli Hazrati,Noelle Cerone,womens,2,-0.032,0.368,0.475,26.7
Clayton Powell,Yuta Funemizu,mens,1,-0.044,0.401,0.459,17.1
Christopher Crouch,Cason Campbell,mens,12,0.113,0.377,0.606,96.6
Chao Yi Wang,Roscoe Bellamy,mixed,12,0.28,0.435,0.734,100.0
