uuid,name,gender,n_high,n_low,low,high,clutch,clutch_se,z
11124e87-7f5d-45fd-8282-728c39068a3c,Nick Black,M,1106,2111,-0.06148358178196938,0.009131049972135943,0.07061463175410532,0.16003105237933266,0.44125581069555536
ebb2a1e0-7c6c-48a4-b994-e81edd8ddb97,Patrick Smith,M,2251,4580,-0.005130962780768099,0.0614251095000667,0.0665560722808348,0.10342166430773268,0.6435409130798381
5358928b-dc8d-431a-a57e-0c0236b09b35,Elizabeth Skufca,F,172,298,-0.060621329945590434,0.004275978991761692,0.06489730893735213,0.31014656348597075,0.20924722881956972
9e2a5ee1-cdc9-4635-a15a-540ee99192b7,Mitchell Hargreaves,M,517,1074,-0.16664204673744382,-0.10256585337000138,0.06407619336744244,0.21813886291176401,0.2937403840477564
9a449e9c-69aa-4a48-8f28-217766ab25f7,Armaan Jiwa Mawji,M,468,895,-0.04223177496373304,0.02066186651412668,0.06289364147785972,0.20463795268394666,0.30734104135119006
25104e43-16f9-4ce3-9085-70243d8b350a,Ella Yeh,F,1648,3461,-0.02741410189557328,0.03420057635908452,0.0616146782546578,0.12495741593995897,0.4930854066657649
5925398b-b2a9-4e8f-ae46-5c2b59b1b818,Nicole Conard,F,2543,4914,-0.0824679073587449,-0.02096765073424556,0.061500256624499344,0.10224235617210241,0.6015144694139996
9e21488f-cc47-4ec5-8883-b74edc533747,Paige Miles,F,204,425,-0.0813639712558652,-0.02064069746753687,0.06072327378832833,0.24745810492204362,0.24538809835086184
c5964640-5d39-4c95-b6a4-7a1faeda89a6,Amanda Rosati,F,503,1052,0.08170231989188624,0.14228590933225935,0.060583589440373106,0.21067949213857304,0.28756282268102606
404094a4-c65d-4e15-8023-f025ac226e30,Riley Bohnert,F,289,540,-0.1272648893059768,-0.06685252566265529,0.060412363643321504,0.2601980885101536,0.23217835299725526
14c4c96f-0a49-4d07-b16d-f6cb782491f4,Kentaro Hamaguchi,M,860,1711,-0.0425130707856954,0.017751605658810617,0.06026467644450602,0.17789318764703224,0.3387688828426669
21787278-0f3a-4bcd-9d1f-e73deac5d400,Averry Chew,F,243,465,-0.07091785682478993,-0.011160755337801129,0.0597571014869888,0.24820063676826087,0.24076127388336482
6ee6ec8b-17cd-44f0-ad2a-a3e3460100ce,Dave Bacalla,M,477,907,-0.017278638407096748,0.040542347114491936,0.05782098552158868,0.22268472539449075,0.2596540261985081
24fead20-0b0e-409e-bd9e-dc69fa0a8162,Mark Dancuart,M,191,343,-0.09031599065686055,-0.03341925962644709,0.05689673103041346,0.27444894095309635,0.20731262737915676
f51d6dfa-5101-49d8-aea5-269e481e1918,Helen To,F,603,1250,-0.008052905748348847,0.04573664457851069,0.05378955032685954,0.19265131902667676,0.2792067586073013
ef40c5da-1ba2-403f-929c-38312222b8e0,Chiron Burl,M,364,743,-0.07034319747672521,-0.01800638771005149,0.05233680976667372,0.22573929130050593,0.23184625709222478
0d23964f-d43f-4006-b1e0-13001393216c,Ross Whittaker,M,1914,3947,-0.03718196406693805,0.014732274098431086,0.051914238165369136,0.11490941151971278,0.451784039956233
ca3a3394-b5c4-4c95-9d31-910d4ce5bc9c,Brandon Fritze,M,327,722,-0.010708359481905617,0.04087485111028513,0.051583210592190745,0.23394544147813365,0.2204924800683159
0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M,471,1013,-0.09685516086900828,-0.0453976570373214,0.05145750383168688,0.21898051446666933,0.2349866788696359
a92239e2-429d-4a0a-85b7-58cac29488ee,Jordan Chrysostom,M,947,1939,-0.03922609952926309,0.011638629933703862,0.050864729462966954,0.16831858991521337,0.30219317716830263
07aabe65-d0a6-4599-9ebf-48683b900917,Madison Wold,F,226,430,-0.16690851150886563,-0.11665489539084363,0.050253616118021996,0.26820588132592005,0.18736955308207617
8b96b5a9-1ed8-4bb8-956f-c46e8de9ab24,Mikar Larenzo Fisher,M,200,426,-0.19977846763941376,-0.15137213922167952,0.048406328417734235,0.28580089590725843,0.16937080712805724
71992955-8b6f-470b-a991-796cfa56a826,Liz Truluck,F,3566,7275,-0.02276000961680037,0.02473490668587109,0.047494916302671455,0.08413606278438678,0.5645012938671186
3fc70f61-f10c-4539-9b5a-82911efc966a,Ava Cavataio,F,731,1428,-0.07699101815316352,-0.030974967134648205,0.04601605101851532,0.1678306233491038,0.2741814938195011
fb9360bc-8a5e-4a54-a460-5a4d4541ac81,Marie Lutz,F,283,624,0.03979946013701048,0.08535817030343767,0.045558710166427194,0.24583832762830196,0.18531980186307725
0c1fb7ef-65d8-48bf-b19e-ff7e543f4bbc,Lê Xuân Đức,M,273,545,-0.07648295309273043,-0.03099072487995773,0.0454922282127727,0.2380959586985555,0.1910667802235515
141a5d80-7998-46e9-ac83-1019c415f2e6,Nick Petterson,M,199,385,-0.02707139129613017,0.017909319356149426,0.0449807106522796,0.29302207464822083,0.15350621862287983
e6be2540-8ee3-4cd7-90e4-f7a2b70851ec,Hao Nguyen,M,375,621,-0.021268391910067255,0.023099337941492562,0.04436772985155982,0.2436842397659529,0.18207057581636343
a6f57d71-bf90-48fc-b05b-abe66980a132,Mike Radermacher,M,916,1810,0.015929287005943926,0.06020363218183082,0.044274345175886895,0.19403620407081876,0.22817569220086256
9034d36a-1b11-4c9d-ad75-5c665d87b8c5,Pierina Imparato,F,2556,5317,-0.08156153939258781,-0.038925640808441346,0.042635898584146466,0.0982931626696066,0.43376260795940375
b9dbf1d9-f5a8-4d6b-8685-00d7f477a42e,Henry Boyle,M,607,1286,-0.09525296554048888,-0.05592353715827562,0.03932942838221327,0.21069596720387304,0.1866643624182775
e41881d8-b1e1-465d-afcf-a58602cd92bd,Aidan Schenk,M,192,336,0.039455335887613734,0.07695159828023254,0.03749626239261881,0.25406476940551914,0.14758544634250365
f5e7df5b-e14b-4a8d-9c13-e7b73ff4e48c,Sebastian Herrera,M,169,341,-0.09909552009380618,-0.06338688366008052,0.035708636433725655,0.29144437377088267,0.12252299116879778
5ba3597f-0147-4420-bbc3-00da18ccf339,Justin Hunter,M,259,545,-0.09555230646056263,-0.06096571887831165,0.034586587582250986,0.3013381228904814,0.11477667429029936
3fc3a7df-63dc-4bcd-afd8-9bce53dd257c,Carl Hilliard,M,250,474,-0.085712356178292,-0.05160315431020304,0.034109201868088954,0.2595627984338409,0.1314102100682311
d4fa4b1d-2228-4620-8e8c-f4b182524e86,Alexis Nelson,F,166,309,0.1417774420032188,0.17559577004528049,0.033818328042061696,0.290595886532162,0.11637579748851268
397b3fba-650e-465c-ae98-03422712e358,Riley Hanks,F,152,289,-0.03208375803884235,-0.0006245323857517263,0.031459225653090624,0.36243377105843355,0.08679992916007431
c5b50cff-54a3-4897-a8ad-2c57e1e988f9,Ben Newell,M,171,311,0.03479463587298361,0.0655757089267403,0.030781073053756693,0.2714074174604021,0.11341279225814675
ce7e7707-c94e-4d33-b34a-37efe3363774,Eli Steiner,M,1172,2196,-0.11379931640269314,-0.084566851278126,0.029232465124567134,0.1538394483138572,0.19001930548352075
008a1230-584f-429a-bafe-5c6ec6488123,Allison Chuang,F,191,400,0.10837261370246364,0.13667795058390184,0.0283053368814382,0.252018238099377,0.11231463680924833
581520bf-6bd3-4c66-9ee3-756f955ec968,Rob Cassidy,M,1145,2259,0.026608620192735,0.05460775585150428,0.027999135658769277,0.15248980181816849,0.183613168388506
8ac6f832-de64-44eb-9bef-21031e074faa,Giang Trinh,M,468,939,0.05752058555609394,0.0838159233845125,0.026295337828418565,0.20444955668867562,0.1286152841527538
158f965e-0732-4358-8f9c-ae78a48bdbdb,Arielle Butler,F,188,377,0.10921870174915571,0.13440503292444297,0.025186331175287263,0.2859240168891316,0.08808749768318128
3d8167c1-429c-4e5d-91cc-2caefa151f19,Paranya Jareonvongrayab,F,168,301,-0.10394979377967968,-0.07916020828848977,0.02478958549118991,0.2943233117104946,0.08422569502606611
a95df9a8-772c-4dbf-8c28-e200b7308584,Kiora Kunimoto,F,1767,3852,-0.08061038972655049,-0.056070365388427426,0.024540024338123065,0.11846746502853496,0.20714568622036583
8fb8df0b-4365-4585-b5b9-a489397a79c9,Khuong Huynh,M,205,423,-0.010720649159698697,0.013365962490093867,0.024086611649792564,0.2897700597184253,0.08312318972221613
2e520a54-a71e-4c5b-9536-e5886840ed0c,Mike Anderson,M,166,322,0.028845577194293592,0.05233936572748997,0.023493788533196377,0.2828717364800369,0.08305456326441579
d93f56ce-61cc-477d-a26c-17d04e53b2ff,Anna Lenhart,F,175,349,-0.24961032698654753,-0.2284044176981656,0.021205909288381924,0.312846357943416,0.06778378187869907
325b8321-aeb0-4079-8892-c824da665aeb,Amanda Studnicki,F,222,481,-0.00949110530563814,0.010696773361989001,0.02018787866762714,0.24622909145183283,0.08198819460606376
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,478,946,-0.13823010483482917,-0.11805520121581128,0.020174903619017887,0.23753750140533123,0.08493355154305368
6cbf25ef-655b-4883-91dc-cba9256545a7,Sarah Burr,F,281,583,-0.011929396274208692,0.006997874794812342,0.018927271069021034,0.2399518973586982,0.07887943907660426
5a5237bd-64cd-433c-99ba-34badaa2820c,Braylon Ohrel,M,212,363,-0.007654629676250016,0.007833153449592359,0.015487783125842374,0.2869388814089488,0.05397589566737384
e319e2cf-0fce-4c72-9197-f2674c7595b8,Zak Parks,M,562,1178,-0.016031767478239534,-0.0006154828637393982,0.015416284614500135,0.21037460106099093,0.0732801608975159
98019e23-09e2-43ff-917a-b7809c775f4e,Pei Chuan Kao,F,323,636,-0.005861299725655689,0.007737346745343723,0.013598646470999412,0.22001262050148113,0.06180848371335983
66cb85be-fe8b-402d-a4f7-4a8e6a7c3ad7,Lucas Pascoe,M,759,1505,0.02326306512362378,0.03622251080938116,0.012959445685757378,0.17059082213018795,0.07596801236978187
e4c4c646-5650-45b9-8673-5b5e9d2174e0,Zachary Marceau,M,594,1109,-0.11261955630649928,-0.09979894229387033,0.012820614012628948,0.20986672786925817,0.06108931197810391
ab6386c6-c7e3-422f-9134-e20e92725ee5,Emma Nelson,F,1018,1981,-0.060719703758087766,-0.054551646326922776,0.00616805743116499,0.15008259722990308,0.0410977524710376
c2a65079-49d6-4023-a03f-a97bc3be3bf8,Daniel Jensen,M,910,1999,-0.050692075009081766,-0.046013681818234856,0.004678393190846911,0.15837259293687278,0.029540421761685212
97da7b88-56d2-4e36-b0b2-2bd28d8320c1,Lucah Folden,F,161,322,-0.09628485918340951,-0.09177457914061751,0.004510280042791998,0.32004236401910735,0.014092759427694774
64698ef9-a6f7-409d-b416-4892308af978,Alex Neumann,M,312,579,-0.06143498694010617,-0.058016691220257294,0.0034182957198488767,0.23853066772430642,0.014330634096072463
146dd2f7-7f5d-495d-b2f1-96d433742fec,Eduardo Santini Ayon,M,1416,2908,-0.09162503924218068,-0.08852788671931283,0.003097152522867852,0.13720150331007458,0.02257375063790887
53cffd68-8c08-4ad7-88fd-a72ee20d716e,Marisa Ruiz,F,537,1082,-0.06536577352488732,-0.06296366321427702,0.0024021103106103003,0.18903008757464687,0.012707555402584898
f72c029b-444a-49f1-a4f7-7bea007dc8ba,Jose Farias,M,298,543,-0.09468564766733699,-0.09253037800185918,0.002155269665477813,0.24739939166022237,0.008711701556800327
9e500bd3-b4ff-449e-81fe-9ef54d091dbc,Sarah Ansboury,F,873,1805,0.0031612384330531734,0.004244265147837226,0.0010830267147840522,0.16066134920700048,0.006741053278400214
fd565e56-6223-4ef0-882e-02346e7e0573,Brooke Caruso,F,1029,2106,-0.006183654859201845,-0.0052510017259088555,0.0009326531332929898,0.14806797376833086,0.006298817425247079
18fe24f0-d51c-4237-abc7-6839f4b6fd30,Cian Li,M,189,362,0.0,0.0,0.0,0.412310562561766,0.0
4d73f750-808b-4f08-a96f-359f8835df54,Izaak Gonzalez,M,241,506,0.0,0.0,0.0,0.412310562561766,0.0
5a48d9fe-f61f-436f-9451-cd3b0bbda6d8,Nicholas Maleganeas,M,164,318,0.0,0.0,0.0,0.412310562561766,0.0
98577287-735c-42ef-b9d2-9180156c6704,Jason Tay,M,185,303,0.0,0.0,0.0,0.412310562561766,0.0
9c622e48-bbb8-4488-833f-83fb851efa5a,Michael Leonard,M,164,349,0.0,0.0,0.0,0.412310562561766,0.0
a4206588-8cb0-44cb-a526-5de7fabaf8c6,Pieter De Vries,M,194,383,0.0,0.0,0.0,0.412310562561766,0.0
a710716e-7a2b-4ecd-8416-f499c9b120e7,AJ Khawaja,M,155,289,0.0,0.0,0.0,0.412310562561766,0.0
cbfbb61e-c9de-4ef8-b68d-26fe027d14b9,Anders Jansson,M,183,369,0.0,0.0,0.0,0.412310562561766,0.0
dafc4c81-f88d-46cd-ba95-938451cfc7c3,Matthew Pokorny,M,150,333,0.0,0.0,0.0,0.412310562561766,0.0
e4e64e82-81e5-446c-9251-b6fac101373b,Phong Tran Sr,M,151,303,0.0,0.0,0.0,0.412310562561766,0.0
4de68830-5966-4b09-abbd-91bed22df13d,Cade Edwards,M,288,595,-0.010732167809820212,-0.011455593120357262,-0.0007234253105370507,0.234960552417677,-0.0030789224109886142
90264f6d-f165-4b60-86e5-451cf64f62ae,Emilia Schmidt,F,721,1446,-0.19188060639306045,-0.19434927380540767,-0.0024686674123472196,0.1760770491197768,-0.014020381558461394
79ee2d66-5ba3-47cc-bc43-f489a09d2d5a,George Rangelov,M,1728,3214,-0.02305302401706357,-0.02625272918337404,-0.0031997051663104695,0.1325551032149755,-0.02413867960346457
d0f63c78-f753-45d9-a510-1b05298ea680,Erik Forsythe,M,340,719,-0.051801086232621044,-0.06019138456381573,-0.008390298331194687,0.2239787516068041,-0.037460242415869434
f78254c2-5dbe-4ccd-85d2-bf5538cb179c,Komal Safdar,F,592,1211,-0.2294461826758653,-0.24042630049817215,-0.010980117822306845,0.1918609322335387,-0.05722956567802728
2e0acd0d-95a3-49c3-8648-720ed0fbc7d5,Lingwei Kong,F,2702,5467,0.0035677423304045254,-0.007897073788465138,-0.011464816118869663,0.09622735788387173,-0.11914300019237288
435e466e-22c7-4917-8cb4-ff45bbccde19,Tamaryn Emmrich,F,3260,6552,0.026039055052865977,0.014196108909419572,-0.011842946143446406,0.08746406460884394,-0.13540356484014698
fb8a1763-24f4-43e5-b7aa-0004402dd4a7,Danna Funaro,F,730,1531,0.05551516710594433,0.04178613829223139,-0.013729028813712935,0.1727071735868164,-0.0794931011178388
7e657393-16e5-4dd0-b230-47ffe15b6581,Gerald Ferrer,M,285,592,0.03884305008468758,0.025011930092902313,-0.013831119991785268,0.25151579436775917,-0.054991059414590086
f56c29a7-f5ce-4897-9dbf-d455860ef3d8,Tyler Hong,M,151,256,0.1015981824730668,0.08691144905187356,-0.01468673342119324,0.2994116795664867,-0.04905197232939585
55b78314-2f02-4a0c-83c2-b7cbfd8b4329,Madalina Grigoriu,F,1153,2204,-0.07407183627888804,-0.08926858529944318,-0.015196749020555136,0.1504702852337576,-0.10099501703573421
87d60b6f-6f2e-4610-ab89-487e8acc097e,Mya Bui,F,2356,4519,-0.05253626122663363,-0.06830476317463469,-0.015768501948001057,0.10392235338618779,-0.15173349557821728
e48f177b-ac64-42a5-9dfc-d5e0ac5b3fa6,Michael Wolf,M,197,393,0.024928886878343215,0.008873831918175396,-0.01605505496016782,0.3108430728212625,-0.05165003297145894
b8167e12-0591-4cb4-a950-ecb6da83e1e0,Andie Dikosavljevic,F,153,368,0.17950367011127563,0.16241780810761564,-0.017085862003659996,0.31525005389569694,-0.054197808350932096
ba70f3a5-4693-4aa8-a8cc-1b5c0544b75a,Nicholas Romano,M,927,1751,-0.11368011423481286,-0.13471718126692506,-0.021037067032112194,0.18119013945320583,-0.11610492213095971
00ab745e-aec0-4f44-acfb-0c24511b3999,Sarah Pham,F,184,376,-0.03665460903360945,-0.057735780772930984,-0.02108117173932153,0.29914757224411587,-0.07047081004594778
c4ca8085-84ed-451f-81c0-6df4a1c8d59f,Dominique Schaefer,F,1550,3116,-0.025444884306277997,-0.048011035029188805,-0.022566150722910808,0.1265622315221809,-0.17830082838698946
72b85855-dcb3-4d14-931f-edd3c0b097a0,Madison Grollman,F,293,590,-0.1556604683865923,-0.1794232532115063,-0.02376278482491398,0.23289421170793098,-0.1020325264876678
1607a4f2-2592-4745-ba49-21bbeb199151,Sydney Sonday,F,631,1327,-0.01824102386548087,-0.044024770390748376,-0.025783746525267506,0.1754723179932297,-0.14693911165100312
1c49ab19-88d1-43b4-94cb-ab7ec9205ec9,Regina Goldberg,F,1088,2236,-0.01090986453236284,-0.03888940017882302,-0.027979535646460184,0.14827810344282547,-0.1886963415151099
9e8ad96a-17a3-48bf-9363-7b35cc96b2b8,Averee Beck,F,312,715,0.004008955737060865,-0.02513122092350073,-0.029140176660561595,0.26236709249316703,-0.1110664313258741
091e8c64-3b31-4263-889e-7170c2313b97,Santhosh Narayanan,M,590,1220,0.10027309738757167,0.07098725601074711,-0.029285841376824565,0.19888402920813095,-0.14725084509514388
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,2497,5152,-0.061570703347733374,-0.09379664164427706,-0.03222593829654369,0.1008997529340429,-0.31938570075200723
626853e5-c9a6-40df-9a45-24381fc6ba69,Rosen Naydenov,M,228,415,0.07560681750678927,0.041767359621801135,-0.033839457884988135,0.25596432384538537,-0.13220380628289738
af94be9e-b2f9-413a-aa9c-450cf6021c10,Michael Vallejo,M,198,417,0.023523945919215736,-0.011879616847319252,-0.03540356276653499,0.3001712419214607,-0.1179445523825306
3760b164-aabd-4893-b5a1-91a4eef558c1,Callan Dawson,M,1774,3477,-0.006282616867147123,-0.04183059123060001,-0.03554797436345289,0.11679432040164722,-0.30436389578881895
649a30be-e691-4be4-8677-b9a55699f2b8,Ivy Tschetter,F,277,589,-0.1244978690445532,-0.16019177643063975,-0.03569390738608655,0.2449105027198869,-0.1457426569693133
d8610fd6-1ab3-409a-bea3-d7f7b87d7ee0,Shea Donahue,F,703,1477,-0.013070783371068621,-0.04950105901536959,-0.036430275644300965,0.17908574603901098,-0.20342364733129129
1e71a00f-4ec7-4a9b-9e13-c19e90e92598,Taylor Garcia,F,163,328,-0.1005276055259277,-0.13876400993852125,-0.03823640441259356,0.27887660450986557,-0.13710868460907735
9120d7ec-1a7e-413a-82cf-0e29009175d5,Maximo Agoglia,M,178,311,0.035526325149208636,-0.002812850758943315,-0.03833917590815195,0.3036308170086479,-0.12626905360222374
4565d8c4-de25-4391-bcf3-3e822ad7783d,Jai Grewal,M,251,480,-0.05693406748769714,-0.09636098111307617,-0.039426913625379034,0.2686745038596123,-0.14674601817067232
7bf10f67-cf48-4d2d-96ea-4e7d2646d9a8,Ryan Smith,M,540,1031,0.02360306691630704,-0.01634222446117639,-0.03994529137748343,0.2290365279787956,-0.17440576719352643
07a9bb92-74c6-4aef-9148-83b4a3371691,Sarah Jane Lim,F,177,375,-0.19692344401487155,-0.23757614824810533,-0.04065270423323378,0.2943519326411243,-0.13810918062765976
28084fc7-8653-4ff0-bc3b-1bf582d03a75,Jay Evans,M,441,931,-0.14550782208519242,-0.18675100442114817,-0.04124318233595575,0.3400036830208529,-0.12130216346340653
0142557a-6231-455b-8eee-daf5f67fc1ff,James Seagraves,M,623,1269,-0.05310113852263254,-0.09443434973566342,-0.04133321121303088,0.1930153918990389,-0.21414463792945154
cc994f98-879e-4ef1-a4e6-bfe46cdaea7a,Chase Blocker,M,246,444,-0.07542153242935518,-0.11919640682604762,-0.04377487439669245,0.2751677220684626,-0.15908433615553616
b40f1add-dfc3-446d-9c65-b1ab7bec6194,Victor Camilo Iii,M,193,365,0.05461061961945762,0.009892013459740384,-0.04471860615971724,0.33280934423841774,-0.13436703906871603
9d7b2972-477c-4cea-977d-f65f86dccac5,Parth Mody,M,452,904,-0.0291118012978082,-0.0743128473828676,-0.0452010460850594,0.20430870220194322,-0.2212389663186333
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,1031,2045,0.01689054103953689,-0.029186996202361794,-0.04607753724189868,0.15038967314798643,-0.3063876413678848
f2a996de-50a0-4d1d-b16f-f6450daa4a1e,Kelsey Laurente,F,491,986,0.03648464163215037,-0.010476911088683094,-0.046961552720833466,0.21301476312751932,-0.22046149305022752
11e203e1-6239-4f00-aaf9-752aae883120,Rodrigo Reyes,M,308,706,0.03018260955105031,-0.018978832997218295,-0.049161442548268604,0.22368523870954052,-0.21977955645122232
cfb42bdb-d0a0-4fc7-b1ea-a77c40aff2d2,Mota Alhouni,M,1693,3539,0.021044739822089324,-0.029091238125081985,-0.05013597794717131,0.1186062976077145,-0.42270924022090306
cecffdc0-29ee-46c0-9832-2dbe04700307,Nejc Sitar,M,430,975,0.1926835572227823,0.14126463567331973,-0.051418921549462565,0.22756520776337283,-0.22595247338041702
5106c31c-ea6c-49ba-81ca-b622b1d7afd1,Mackonner Dy,M,161,276,0.012011157884980882,-0.03972077728566143,-0.05173193517064231,0.2820365707257143,-0.18342279172353346
af472932-bdca-4a6f-96f5-c8474817512e,Stephanie Vogt,F,166,339,-0.014420593410117713,-0.07093562820716481,-0.0565150347970471,0.2817125236602244,-0.20061243306744256
d554d53f-5941-46e9-b02f-a56cb2d4a04d,Camila Garcia Wright,F,322,649,0.1183562626348433,0.06118915680396998,-0.057167105830873324,0.24611177494064987,-0.2322810675948326
079cece3-01b2-4dd1-9e95-957b83b14cd7,Victor Rodrigo,M,411,800,0.15721136707978112,0.09999114835019336,-0.057220218729587755,0.20980553942474878,-0.2727297805695498
d708aae7-c00c-47dc-9931-dad8216076c6,Leander Lazaro,M,191,360,-0.0654882319614534,-0.12578454077500378,-0.06029630881355039,0.2959385310354793,-0.20374605700236317
4214dfa2-6d13-43c3-b98b-f36e4556402d,Kayla Williams,F,613,1178,-0.007265167846212492,-0.06876116222620628,-0.061495994379993785,0.18268726817538333,-0.33661893898898543
7afc02f4-1e87-45c2-a101-0d48ecc05f8d,Martin Stanchev,M,240,525,-0.034296162208581324,-0.09629904641288789,-0.062002884204306566,0.2905923527426061,-0.21336722600964655
3aaa968d-90ed-4a57-bc29-938a618b6aa9,Jamie Haas,F,854,1672,-0.012676096290980945,-0.0766045510397663,-0.06392845474878535,0.1589677103934638,-0.402147420948285
b6fe1237-b049-405c-a641-d57f8170a9a0,Albie Huang,F,1044,2173,0.006949776259280574,-0.05861722954267427,-0.06556700580195485,0.14786068722281473,-0.4434377185272404
1634183c-5c14-410a-a6dd-30b634f27c1a,Jasper Schaadt,M,152,266,0.013096377659477021,-0.05421011560065274,-0.06730649326012976,0.32047460928287125,-0.21002129750853607
b871e2a8-3498-47b9-a7c5-e75030bc1b35,Keith Read,M,160,355,0.0781201405367642,0.008885126379851484,-0.06923501415691272,0.2760676468001043,-0.2507900326583526
4798e757-53f5-4e52-92aa-98172c8f7862,Roos Van Reek,F,336,638,-0.10727019156168732,-0.17661039620733035,-0.06934020464564303,0.23286906974491037,-0.29776476850961675
57a5785e-8dd2-493d-8d2d-31459d308371,Victoria Yu,F,198,416,0.07251379788525285,0.000955547603817566,-0.07155825028143528,0.27401396823804314,-0.26114818431179665
89ccc27e-1751-4730-a998-db0cb9224349,Brooke Revuelta,F,206,443,0.029098541422407042,-0.04396102016257079,-0.07305956158497783,0.24894032345160744,-0.29348223129138895
d0bac3dd-65e3-4682-9928-7344468332a5,David Creswell,M,169,390,-9.975916705691479e-05,-0.07370483807053685,-0.07360507890347993,0.3301898280274618,-0.22291746339732255
79046b96-4601-4443-ad6a-b1d2451be668,Rachel Summers,F,1125,2319,-0.10806887283862315,-0.18486782587132367,-0.07679895303270051,0.1500012565188,-0.5119887313948942
574957ae-e8d5-486e-aabc-a1cc6a392f8d,Jalina Ingram,F,2363,4761,-0.0031829820087415413,-0.08007600989392713,-0.0768930278851856,0.10366520683166026,-0.7417438332038497
cd71f5e4-529b-43e0-ae28-2c9127711ae2,Charles Case,M,237,456,0.11865248399508155,0.038928157016071704,-0.07972432697900984,0.29545772537764,-0.2698332794551573
4adbb03a-4a62-4a76-9a3a-c11357556ba9,Robert Stirling,M,418,885,0.008734983400430482,-0.07110962340384189,-0.07984460680427237,0.22274045457306565,-0.3584647744268696
ad6e69ff-7913-4b21-86dd-9489f749be01,Paula Rives,F,1753,3522,0.05051458202791691,-0.02977158771527107,-0.08028616974318797,0.11766456146106925,-0.6823309307939046
8dd7bb87-1082-4114-809e-888ac57df014,Chase Mason,M,338,702,-0.12832520717036996,-0.2107545897264573,-0.08242938255608734,0.24353115619901813,-0.33847571638318236
ef8fa89c-c1aa-45f6-ad44-6900d0161013,Austin Walker,M,209,336,0.05930994816795415,-0.024593080027246795,-0.08390302819520094,0.2842166860884332,-0.29520796034154995
37e3c67c-bc80-4057-af95-b15bcc682ac7,Jake Walker,M,209,336,0.059309948167954214,-0.02459308002724676,-0.08390302819520097,0.2842166860884332,-0.29520796034155006
1374dfe9-4573-4ab6-991d-16bed0a6d25c,Edward Perez,M,2239,4354,-0.07069466285436277,-0.1583156807101303,-0.08762101785576754,0.11453588978119573,-0.7650092737145957
be74032b-1035-4ece-bf4f-773b45da4d58,Mehvish Safdar,F,1910,3679,-0.006599721370371774,-0.10035364470280299,-0.09375392333243121,0.11088853667248343,-0.8454789480119084
1abf464c-e8fc-472b-b1c8-f42a5c1fc02a,Natalie Hur,F,718,1409,-0.14524480742411378,-0.24032958771543741,-0.09508478029132364,0.17494307259489558,-0.5435184079080705
a4a34567-4734-41dc-895a-e37928f7647c,Grant Kayworth,M,176,292,-0.06496778238155104,-0.16171523447055558,-0.09674745208900454,0.3300692348904134,-0.29311260142474577
8af38fdd-73ad-4c9e-9bcb-d5c5cf861d4e,Isabella Ochoa,F,206,370,-0.03411826029623824,-0.13185018060063358,-0.09773192030439534,0.25750834564004055,-0.3795291374401141
6e0c0d57-704c-4148-9229-1c623b611919,Perry Wang,M,245,505,0.060279932708943974,-0.038423306288740064,-0.09870323899768405,0.25552481799514765,-0.3862765259833133
c32446f8-bb47-4d48-8d5b-26aba4b20cb2,Trang Huynh,F,494,1008,-0.06449688453383692,-0.16408090322587182,-0.0995840186920349,0.1991861366401404,-0.49995456697846574
f03d156f-3d8a-4830-a5d1-ae4372ad5009,Wesley Burrows,M,2279,4457,-0.0161004622413852,-0.11610558217496317,-0.10000511993357797,0.10774675783860611,-0.9281496904377917
67e3b942-0f26-41b5-8abf-51fa09849e19,Walter Lau,M,211,461,-0.023393265149249692,-0.12415516349914998,-0.10076189834990029,0.3270230798614435,-0.3081186147246614
b1254256-f3ac-46db-b28c-4dd0c6955ea0,Eileen Wang,F,162,278,0.028255370898449747,-0.07391478033134995,-0.1021701512297997,0.38240291433020596,-0.267179321603118
9949cb55-32d2-4707-8da2-34af35bf6a37,Jesse Witten,M,152,311,0.03153928543812743,-0.07506316633591185,-0.10660245177403929,0.29915909712537575,-0.3563403312765142
f843b220-41cb-4203-831b-6aac32b8f02a,Riley Inn,M,844,1663,0.018225958470965323,-0.08981157322851714,-0.10803753169948246,0.16699215894214556,-0.6469617039738499
2c115b6b-4c0a-4992-9912-ed00d7bf07fc,Sam Kim,M,153,291,0.012216273899050743,-0.09611813185188747,-0.10833440575093822,0.3128251349505502,-0.3463097866738335
33116bdf-0bf4-4281-bbd8-6f4090e9312c,Kara Wheatley,F,439,868,-0.018362029729152823,-0.12692630426214793,-0.10856427453299511,0.21677988989266928,-0.5008041778540748
4a7604e0-0f45-4057-8da0-bbfd0a58df83,Cami Blake,F,210,536,0.11862123937471869,0.008775196371036464,-0.10984604300368223,0.3145986304615317,-0.3491624958523585
6ff20e3d-06ae-4ce4-b487-1ff553681391,HO Hoan,M,230,344,-0.01812076078791415,-0.1284719894372922,-0.11035122864937806,0.34364919561814106,-0.3211159230298302
