match_id,date,team_uuid,team_title,order,order_names,order_genders
8f1a2a25-d3b8-46b4-92f6-b3f9b3aacf0b,2025-05-25,0c38d948-0091-469a-9ddb-e6ecc0cf1dee,New Jersey 5s,d0f19d1e-2a6e-4eb3-b10c-1311edd599a8|30eb9a2b-1570-473f-8cf1-0f7c9d21b303|129b2771-34b5-4b7f-9c23-e020a6aa3e6a|8f521dcc-1cb5-4c8d-933c-af6b267bd395,Will Howells|Zane Navratil|Anna Leigh Waters|Meghan Dizon,MMFF
8f1a2a25-d3b8-46b4-92f6-b3f9b3aacf0b,2025-05-25,01835b00-5626-4d6e-ad40-9357b072eb73,Dallas Flash,bd061b42-2f82-4bbe-82be-d8bcfb37f9e1|ba491f1c-0112-47a8-a348-4695289e958a|b51ea0fb-c243-4427-85f8-b798febb51ff|fec65f7e-f2c8-482f-ab5b-541cf53b1064,JW Johnson|Augustus Ge|Jorja Johnson|Tyra Hurricane Black,MMFF
147e92c8-396d-4776-82c7-8335f7740ad0,2025-08-02,71e58382-1a3a-40b2-bcbb-0a391e67c519,Chicago Slice,b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9|9decd87b-03ac-4d79-a1e7-d03ca3f7519b|ff789b9c-80c4-442c-b97e-2e2311298cfb|0c1bb94d-3af2-42f4-b938-d712c707ace4,Max Freeman|James Ignatowich|Vivian Glozman|Callie Smith,MMFF
147e92c8-396d-4776-82c7-8335f7740ad0,2025-08-02,802e3e69-7173-48e4-9ac9-622d2fd20463,Orlando Squeeze,7edb882c-6d17-4129-8208-710e3c82364c|1de884f8-7bf7-4b49-9de8-3f1fd74cabd6|eb14fc6e-ede1-4999-bec3-e36695e7f94e|a3ed7970-35d2-485c-8285-187c298a2d83,Federico Staksrud|Dylan Frazier|Milan Rane|Lacy Schneemann,MMFF
3c7200a8-f57e-47dd-9f0f-59903cbf7aea,2026-06-14,e9b1ce59-d394-4570-8776-2782c94723f5,Florida Smash,518626d4-2600-4134-8c6a-0ae9315f9625|306da673-de7e-44f5-bc16-0738b44bd089|1d701c30-6b5d-485f-ae97-60f3b0c50896|65bcab7c-9c93-4dc8-a847-a34da426b933,Cason Campbell|Christopher Crouch|Zoey Weil|Martina Frantova,MMFF
3c7200a8-f57e-47dd-9f0f-59903cbf7aea,2026-06-14,bb45f80b-4be3-4b57-9537-9fb899819a9a,California Black Bears,d8d51930-abf9-468b-9e43-55a9c0728d58|7886d6aa-2310-4ae8-9874-f0fc9c3e534f|051f5c82-82ce-4ab8-b4f8-36976638a89b|a95df9a8-772c-4dbf-8c28-e200b7308584,Anouar Braham|James Delgado|Sahra Dennehy|Kiora Kunimoto,MMFF
936fc978-9d02-43a4-b8cc-a8609233dd0c,2026-05-30,6e6e4897-ccb9-4ea0-8fda-219e79f7a1ab,Carolina Hogs,a9a168ae-7822-4d31-b07b-fba40480c1fc|3d9c8684-953f-4008-b355-b6104ee56a5b|4025f403-d676-42ee-97a1-61d9b38c211b|a018902f-114c-4519-997c-4fdf52d4a0e1,Brandon French|Connor Mogle|Allison Phillips|Abbigal Hatton,MMFF
936fc978-9d02-43a4-b8cc-a8609233dd0c,2026-05-30,e9b1ce59-d394-4570-8776-2782c94723f5,Florida Smash,306da673-de7e-44f5-bc16-0738b44bd089|518626d4-2600-4134-8c6a-0ae9315f9625|1d701c30-6b5d-485f-ae97-60f3b0c50896|65bcab7c-9c93-4dc8-a847-a34da426b933,Christopher Crouch|Cason Campbell|Zoey Weil|Martina Frantova,MMFF
1b78b685-4116-42b9-807c-1d5b6341949b,2025-08-17,b7b1049e-446a-44f8-88ff-865db2298db5,Columbus Sliders,581183e8-3d9e-459e-b69f-7337d8b6f3d2|ead35052-7367-4296-96d4-064f546cc2b9|1728d016-1f02-4789-be73-63d12d5a5b42|7319013d-d511-4aa5-a356-4aa2cccf94f5,Andrei Daescu|CJ Klinger|Parris Todd|Lea Jansen,MMFF
1b78b685-4116-42b9-807c-1d5b6341949b,2025-08-17,01835b00-5626-4d6e-ad40-9357b072eb73,Dallas Flash,bd061b42-2f82-4bbe-82be-d8bcfb37f9e1|ba491f1c-0112-47a8-a348-4695289e958a|b51ea0fb-c243-4427-85f8-b798febb51ff|fec65f7e-f2c8-482f-ab5b-541cf53b1064,JW Johnson|Augustus Ge|Jorja Johnson|Tyra Hurricane Black,MMFF
08ac640b-0846-4cd9-a044-0164966a3399,2025-07-27,519868c1-a900-4db4-b123-0a49acd49c34,St. Louis Shock,d50310a6-9378-4228-823f-7fb54f7bd698|fc05556e-3e38-4a38-99c2-f855174a7c28|3af01041-5679-400a-87b8-12c01db8cec4|db5eef5c-99dd-49d9-bbfc-65171a366bda,Gabriel Tardio|Hayden Patriquin|Kate Fahey|Anna Bright,MMFF
08ac640b-0846-4cd9-a044-0164966a3399,2025-07-27,0c38d948-0091-469a-9ddb-e6ecc0cf1dee,New Jersey 5s,1bb8b2c1-ca6f-45ac-afdd-fab7e77d69d4|d0f19d1e-2a6e-4eb3-b10c-1311edd599a8|129b2771-34b5-4b7f-9c23-e020a6aa3e6a|8f521dcc-1cb5-4c8d-933c-af6b267bd395,Noe Khlif|Will Howells|Anna Leigh Waters|Meghan Dizon,MMFF
52da33a5-5c26-4411-a02b-f7415a1cd5e8,2025-06-06,71e58382-1a3a-40b2-bcbb-0a391e67c519,Chicago Slice,b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9|9decd87b-03ac-4d79-a1e7-d03ca3f7519b|ff789b9c-80c4-442c-b97e-2e2311298cfb|9034d36a-1b11-4c9d-ad75-5c665d87b8c5,Max Freeman|James Ignatowich|Vivian Glozman|Pierina Imparato,MMFF
52da33a5-5c26-4411-a02b-f7415a1cd5e8,2025-06-06,45f9b36e-9e22-4218-b40f-e9c25281d225,SoCal Hard Eights,4057f30d-d42a-4189-a158-11576fb5f52a|a2c56686-b330-41e4-b7e8-bda8a3ec97a8|ec4cdfe2-c6f6-4de1-824e-9adcaeb31196|574957ae-e8d5-486e-aabc-a1cc6a392f8d,Blaine Hovenier|Ryan Fu|Judit Castillo|Jalina Ingram,MMFF
