p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Liz Truluck,Marshall Brown,mixed,19,-0.086,0.381,0.414,6.7
Madeline Schulte,Ryan Sherry,mixed,3,0.027,0.384,0.525,71.0
Audrey Adele Brown,Patrick Kawka,mixed,3,0.022,0.392,0.52,68.5
Sarah Ansboury,Wyatt Stone,mixed,8,-0.031,0.391,0.474,34.7
Ivan Jakovljevic,Pierina Imparato,mixed,10,0.025,0.379,0.528,69.8
Martina Frantova,Anderson Scarpa,mixed,2,-0.065,0.419,0.444,13.7
Tyler Loong,Allyce Jones,mixed,7,-0.136,0.385,0.37,1.6
Pesa Teoni,Salome Devidze,mixed,2,-0.006,0.402,0.499,51.3
Pablo Tellez,Lacy Schneemann,mixed,16,-0.006,0.402,0.501,51.5
Brie Aldridge,James Delgado,mixed,20,-0.057,0.38,0.45,17.4
Quang Duong,Allison Phillips,mixed,26,-0.046,0.376,0.434,23.9
Rachel Summers,Brandon French,mixed,2,-0.018,0.384,0.482,43.0
Gregory Dow,Ava Ignatowich,mixed,2,-0.078,0.395,0.422,9.3
Ross Whittaker,Mota Alhouni,mens,6,0.059,0.412,0.556,83.3
Robert Laidlaw,Len Yang,mens,16,-0.014,0.37,0.498,45.8
Kaitlyn Christian,Helena Jansen,womens,2,-0.044,0.4,0.449,25.8
Jessie Irvine,Connor Garnett,mixed,4,-0.093,0.395,0.411,5.5
Martina Frantova,Rachel Summers,womens,7,0.044,0.423,0.544,78.0
Rachael James,Hailee Haymore,womens,4,-0.076,0.402,0.437,10.2
Madeline Schulte,Emilia Schmidt,womens,2,-0.015,0.405,0.491,44.9
Travis Rettenmaier,Connor Garnett,mens,6,0.035,0.388,0.534,73.8
Luke Wasson,Robert Slutsky,mens,2,0.009,0.384,0.509,60.5
Parris Todd,Julian Arnold,mixed,2,-0.093,0.379,0.415,5.6
Todd Fought,Maggie Brascia,mixed,16,0.118,0.41,0.605,94.6
Kailas Shekar,Miguel Alda,mens,4,-0.003,0.375,0.488,53.1
Christian Alshon,Jackie Kawamoto,mixed,18,0.047,0.361,0.554,78.7
Rafa Hewett,Lauren Stratman,mixed,3,-0.024,0.388,0.485,39.2
Eric Roddy,Steve Deakin,mens,12,-0.061,0.363,0.431,15.5
Naveen Beasley,Ryan Eveloff,mens,7,-0.02,0.381,0.491,41.2
Edward Perez,Jonny Pickleball Andrews,mens,4,-0.047,0.401,0.453,23.1
Etta Tuionetoa,Travis Rettenmaier,mixed,8,0.07,0.39,0.569,86.5
Augustus Ge,Jaume Martinez Vich,mens,11,0.091,0.385,0.605,91.4
Sarah Ansboury,Audrey Banada,womens,9,0.011,0.41,0.503,61.9
Callie Smith,Lea Jansen,womens,23,0.09,0.37,0.584,91.1
Audrey Adele Brown,Komal Safdar,womens,2,0.064,0.388,0.572,84.6
Tamaryn Emmrich,Alix Truong,womens,2,-0.036,0.398,0.478,30.9
Naveen Beasley,Tatiana Ruhl,mixed,5,-0.047,0.449,0.457,23.0
Jessica Mason,Chase Mason,mixed,10,-0.035,0.387,0.469,32.1
Christine Maddox,Michael Loyd,mixed,15,0.016,0.403,0.511,64.7
Etta Tuionetoa,Ben Johns,mixed,26,-0.032,0.384,0.482,33.9
Meghan Dizon,Roscoe Bellamy,mixed,2,-0.092,0.366,0.414,5.7
Jamie Haas,Patrick Smith,mixed,3,0.083,0.388,0.577,90.0
Parris Todd,Zane Navratil,mixed,7,0.014,0.392,0.512,64.1
Lauren Stratman,Etienne Blaszkewycz,mixed,2,-0.042,0.404,0.485,26.5
Regina Goldberg,Collin Johns,mixed,8,0.067,0.38,0.566,85.6
Ryan Fu,Ava Ignatowich,mixed,26,-0.009,0.367,0.476,49.1
Pablo Tellez,Jessie Irvine,mixed,14,-0.067,0.371,0.436,13.1
Callan Dawson,Kaitlyn Christian,mixed,6,0.028,0.369,0.521,71.2
CJ Klinger,Alex Walker,mixed,3,-0.051,0.396,0.455,20.8
Ewa Radzikowska,Donald Young,mixed,19,0.105,0.407,0.591,93.7
Julian Arnold,Maggie Brascia,mixed,46,0.055,0.372,0.554,82.2
Brenna Murray,Jonny Pickleball Andrews,mixed,2,-0.013,0.406,0.496,46.6
Pierina Imparato,Wesley Burrows,mixed,8,0.009,0.38,0.508,60.3
Martina Frantova,Todd Fought,mixed,4,0.07,0.382,0.561,86.8
Andrea Koop,Jack Munro,mixed,5,0.082,0.387,0.563,89.7
Yates Johnson,Alix Truong,mixed,2,-0.068,0.403,0.436,12.7
Lingwei Kong,Chuck Taylor,mixed,4,-0.059,0.411,0.456,16.1
Hunter Johnson,Emilia Schmidt,mixed,2,-0.062,0.386,0.429,15.1
Eugenia Carolina Lopez Ascarate,Spencer Smith,mixed,4,0.013,0.385,0.494,63.1
Cassidy Hoag,John Cincola,mixed,2,-0.025,0.405,0.48,38.7
Christian Alshon,Tyler Loong,mens,12,-0.021,0.372,0.48,40.7
Rafa Hewett,Will Howells,mens,17,0.07,0.383,0.565,87.0
Stephen Madonia,Grayson Goldin,mens,6,0.015,0.361,0.511,64.2
Eric Roddy,Casey Diamond,mens,17,0.122,0.395,0.619,95.2
Todd Fought,Spencer Smith,mens,7,-0.128,0.378,0.367,2.0
Dylan Frazier,Yates Johnson,mens,7,0.019,0.411,0.509,66.7
Patrick Kawka,Pesa Teoni,mens,2,-0.065,0.389,0.423,13.6
Madeline Schulte,Camila Zilveti,womens,10,-0.015,0.404,0.484,44.7
Vivienne David,Jackie Kawamoto,womens,10,0.005,0.366,0.506,58.4
Roscoe Bellamy,John Cincola,mens,4,0.042,0.393,0.534,77.3
Layne Sleeth,Jessica Mason,womens,2,0.002,0.408,0.504,55.8
Ernesto Russo,Evgeniy Kim,mens,2,-0.055,0.379,0.453,18.0
Lea Jansen,Tina Pisnik,womens,39,0.154,0.369,0.658,97.6
Regina Goldberg,Christine Trifunovic,womens,2,-0.083,0.411,0.42,7.5
Jessie Irvine,Lacy Schneemann,womens,5,-0.04,0.408,0.461,27.7
Ethan Violette,Luke Wasson,mens,2,-0.045,0.388,0.456,24.8
Samantha Parker,Emilia Schmidt,womens,2,0.006,0.394,0.51,58.7
Noe Khlif,Justin Hunter,mens,3,-0.023,0.403,0.477,39.5
Tam Trinh,Brandon French,mens,5,0.049,0.398,0.537,79.7
Matthew Mead,Farzin Amiri,mens,2,-0.019,0.413,0.475,42.0
Ewa Radzikowska,Eugenia Carolina Lopez Ascarate,womens,5,0.079,0.377,0.581,89.4
Thomas Wilson,Dekel Bar,mens,9,-0.037,0.39,0.465,30.6
Tatiana Ruhl,Rachel Rettger,womens,3,-0.077,0.405,0.426,9.9
Nick Black,Derek Shearer,mens,2,-0.009,0.383,0.488,49.0
Erik Pailet,Wyatt Stone,mens,2,0.016,0.423,0.516,65.3
Ryan Fu,Donald Young,mens,2,-0.074,0.397,0.424,10.8
Rianna Valdes,Tamaryn Emmrich,womens,2,-0.008,0.389,0.494,49.9
Layne Sleeth,Casey Diamond,mixed,10,0.027,0.385,0.516,70.3
Jessica Mason,Luke Ness,mixed,6,-0.022,0.392,0.482,40.1
Dana Raugust,Yuta Funemizu,mixed,5,0.039,0.382,0.534,76.1
Roman Estareja,Tia Elpusan,mixed,12,0.068,0.405,0.565,85.9
Chase Womack,Brian Kerr,mens,4,-0.008,0.43,0.487,50.1
Daniel Byun,Harrison Yee,mens,2,-0.039,0.383,0.474,28.4
Collin Johns,Tina Pisnik,mixed,18,0.101,0.39,0.574,93.1
Ben Johns,Anna Bright,mixed,13,-0.158,0.397,0.354,0.8
Lauren Stratman,Hayden Patriquin,mixed,8,-0.146,0.397,0.386,1.1
Lingwei Kong,Spencer Smith,mixed,39,0.187,0.403,0.669,98.6
Michelle Esquivel,Gregory Dow,mixed,3,-0.044,0.381,0.469,25.1
Zane Navratil,Jessie Irvine,mixed,6,0.061,0.38,0.571,83.8
Craig Johnson,Angie Walker,mixed,9,-0.011,0.394,0.489,47.6
Christine Trifunovic,Chuck Taylor,mixed,3,0.041,0.39,0.547,76.7
Jillian Braverman,Martin Emmrich,mixed,9,-0.037,0.388,0.473,30.5
Rafa Hewett,Lina Padegimaite,mixed,22,0.045,0.385,0.543,78.1
Cade Pierson,Drake Palm,mixed,2,-0.066,0.392,0.44,13.2
Ivy Tschetter,Mitchell Hargreaves,mixed,2,-0.046,0.42,0.471,24.2
Pablo Tellez,Lea Jansen,mixed,2,-0.033,0.39,0.468,33.1
Sam Querrey,Genie Bouchard,mixed,3,-0.008,0.392,0.489,49.8
Pesa Teoni,Alex Walker,mixed,12,0.095,0.395,0.583,92.2
Genie Erokhina,Wyatt Stone,mixed,3,-0.079,0.408,0.431,8.6
Luke Wasson,Lindsey Newman,mixed,2,-0.002,0.379,0.501,53.2
Todd Fought,Dominique Schaefer,mixed,2,0.008,0.412,0.511,60.2
Etta Tuionetoa,Connor Garnett,mixed,6,-0.081,0.41,0.446,8.1
Madeline Schulte,Brandon French,mixed,10,0.019,0.369,0.512,66.8
Irina Tereschenko,Jay Devilliers,mixed,2,-0.061,0.393,0.446,15.4
Thomas Wilson,Matt Wright,mens,8,-0.063,0.375,0.424,14.5
Layne Sleeth,Lindsey Newman,womens,4,-0.057,0.41,0.445,17.3
Cassidy Hoag,Emilia Schmidt,womens,3,-0.044,0.405,0.47,25.5
Jaume Martinez Vich,Tyson McGuffin,mens,74,-0.192,0.368,0.302,0.3
Todd Fought,Roscoe Bellamy,mens,6,0.038,0.401,0.53,75.8
Nicole Eugenio,Trang Huynh,womens,2,-0.001,0.414,0.504,54.1
Michelle Esquivel,Marcela Aguila Ampon,womens,16,0.083,0.412,0.575,89.8
Lucy Kovalova,Lea Jansen,womens,19,0.12,0.4,0.609,95.0
Tyler Loong,Darrian Young,mens,8,0.125,0.397,0.62,95.6
Augustus Ge,Connor Garnett,mens,12,0.062,0.379,0.564,84.3
Claudio Quinones Garcia,Evgeniy Kim,mens,2,-0.066,0.389,0.43,13.1
Kaitlyn Christian,Jillian Braverman,womens,5,0.061,0.421,0.556,83.9
Dalia Garza,Jessica Mason,womens,4,-0.042,0.409,0.446,26.4
Irina Tereschenko,Christine Maddox,womens,4,-0.009,0.397,0.493,48.8
Julian Arnold,Wyatt Stone,mens,2,-0.111,0.404,0.396,3.4
Jake Presser,Chiron Burl,mens,2,-0.057,0.406,0.447,17.5
Lingwei Kong,Rachel Rettger,womens,2,-0.043,0.386,0.455,25.9
Lacy Schneemann,Vivian Glozman,womens,28,0.08,0.372,0.59,89.5
Collin Shick,Brandon French,mens,2,-0.059,0.381,0.441,16.5
Gregory Dow,Casey Diamond,mens,5,0.069,0.401,0.554,86.3
Kento Tamaki,Mitchell Hargreaves,mens,2,0.011,0.376,0.508,61.8
Jamie Haas,Allison Phillips,womens,3,-0.078,0.409,0.42,9.2
Nick Black,Zack Taylor,mens,3,-0.032,0.397,0.477,34.3
Edward Perez,Luke Wasson,mens,6,-0.06,0.385,0.456,15.9
Kailas Shekar,Tavon Morrow,mens,6,-0.015,0.391,0.481,45.2
Clemens Graute,Benjamin Bramblett,mens,2,-0.038,0.38,0.458,29.6
Andre Millet,Luke Ness,mens,8,-0.049,0.41,0.443,22.0
Malia K Lum,Rio Newcombe,mixed,2,-0.028,0.389,0.476,36.6
David Hall,Lauren Wong,mixed,3,-0.046,0.408,0.469,23.7
Jamie Haas,Prycen Haas,mixed,9,0.016,0.383,0.521,65.1
Hannah Blatt,Grayson Goldin,mixed,34,0.008,0.364,0.516,60.0
Jeremy Lim,Gerald Ferrer,mens,2,-0.033,0.415,0.474,33.3
Maddy Rasmusen,Charles Case,mixed,2,-0.055,0.384,0.459,18.0
Thatcher Schwendiman,Brenna Murray,mixed,2,-0.008,0.416,0.488,49.8
Farzin Amiri,Michelle Murphy,mixed,2,-0.019,0.413,0.484,42.5
Mohaned Alhouni,Liz Truluck,mixed,6,0.037,0.392,0.531,75.2
Gabriel Tardio,Milan Rane,mixed,6,-0.032,0.411,0.463,34.3
Rafa Hewett,Ewa Radzikowska,mixed,3,-0.027,0.378,0.499,37.6
Caitlin Klaassen,Edward Perez,mixed,7,-0.008,0.387,0.479,50.5
Genie Erokhina,Todd Fought,mixed,14,-0.051,0.379,0.455,20.4
Mari Humberg,Augustus Ge,mixed,7,0.026,0.386,0.526,70.1
Alix Truong,Connor Garnett,mixed,43,0.153,0.383,0.64,97.5
Andrei Daescu,Martina Frantova,mixed,12,0.042,0.411,0.535,77.4
Jack Sock,Allyce Jones,mixed,5,0.069,0.383,0.552,86.4
Camila Zilveti,Wesley Burrows,mixed,2,-0.019,0.394,0.489,42.3
Zane Navratil,Lina Padegimaite,mixed,4,-0.103,0.383,0.402,4.4
Christian Alshon,Vivian Glozman,mixed,12,0.052,0.395,0.539,80.7
Kaitlyn Christian,Roscoe Bellamy,mixed,3,-0.012,0.416,0.49,47.1
AJ Koller,Emilia Schmidt,mixed,4,0.104,0.4,0.589,93.3
Rob Cassidy,Ivy Tschetter,mixed,2,-0.073,0.404,0.429,10.9
Layne Sleeth,Gregory Dow,mixed,2,-0.015,0.407,0.479,44.5
Federico Staksrud,Jorja Johnson,mixed,3,-0.078,0.397,0.434,9.1
Tamaryn Emmrich,Darrian Young,mixed,5,0.046,0.384,0.544,78.5
Nicole Eugenio,Spencer Smith,mixed,3,-0.1,0.414,0.414,4.7
Maggie Brascia,Collin Shick,mixed,2,-0.063,0.385,0.443,14.3
Michelle Esquivel,Jonny Pickleball Andrews,mixed,2,-0.02,0.384,0.484,41.6
Pablo Tellez,Lindsey Newman,mixed,2,-0.084,0.423,0.411,7.2
Sam Querrey,Audrey Adele Brown,mixed,2,-0.046,0.384,0.459,23.5
Brandon French,Wyatt Stone,mens,15,0.038,0.366,0.556,75.9
Allyce Jones,Tyra Hurricane Black,womens,59,0.179,0.377,0.667,98.4
Noe Khlif,Robert Slutsky,mens,6,-0.037,0.38,0.451,29.9
Michael Loyd,Martin Emmrich,mens,8,0.019,0.379,0.521,67.0
Callie Smith,Anna Bright,womens,10,-0.12,0.36,0.371,2.5
Caden Nemoff,Casey Diamond,mens,3,-0.044,0.41,0.457,25.8
Tyler Loong,Jaume Martinez Vich,mens,7,-0.036,0.404,0.473,31.3
Daniel Jensen,Erik Forsythe,mens,10,-0.03,0.416,0.469,35.2
Allison Phillips,Brooke Revuelta,womens,2,-0.035,0.416,0.465,32.4
Camila Zilveti,Michelle Esquivel,womens,4,0.05,0.42,0.553,80.1
Ryan Smith,Charles Case,mens,7,0.009,0.43,0.504,60.7
Chao Yi Wang,Milan Rane,womens,5,-0.027,0.404,0.483,37.3
Quang Duong,Blaine Hovenier,mens,7,-0.013,0.389,0.502,46.4
Alix Truong,Vivian Glozman,womens,5,0.014,0.398,0.523,63.8
AJ Koller,Augustus Ge,mens,10,-0.016,0.388,0.485,44.0
Christine Trifunovic,Lingwei Kong,womens,2,0.015,0.405,0.516,64.5
Christian Alshon,Connor Garnett,mens,19,-0.146,0.362,0.359,1.0
James Ignatowich,Johnny Goldberg,mens,2,-0.026,0.406,0.474,38.0
Nicole Eugenio,Rachael James,womens,3,-0.005,0.391,0.49,51.9
Amrik Donkena,Tavon Morrow,mens,5,-0.017,0.372,0.485,43.7
Ivy Tschetter,Ekaterina Biakina,womens,2,0.004,0.412,0.499,57.6
Eric Oncins,Roscoe Bellamy,mens,2,-0.118,0.415,0.389,2.7
Farzin Amiri,Derek Shearer,mens,16,0.004,0.4,0.511,57.2
Tamaryn Emmrich,Lina Padegimaite,womens,8,0.054,0.382,0.554,81.4
Mohaned Alhouni,Anderson Scarpa,mens,2,-0.03,0.375,0.469,35.8
Darrian Young,CJ Klinger,mens,3,-0.004,0.383,0.48,52.4
Rachel Summers,Jillian Braverman,womens,4,-0.028,0.413,0.466,36.5
Marshall Brown,Gregory Dow,mens,3,0.035,0.391,0.525,74.2
Yates Johnson,Kento Tamaki,mens,2,-0.06,0.416,0.453,15.7
Andrei Daescu,Meghan Dizon,mixed,61,0.113,0.371,0.613,94.4
Jillian Braverman,CJ Klinger,mixed,2,0.002,0.386,0.507,55.6
Pierina Imparato,Brandon French,mixed,4,-0.059,0.384,0.44,16.4
Quang Duong,Chuck Taylor,mens,6,0.068,0.384,0.566,85.9
Kyle Koszuta,Rio Newcombe,mens,2,-0.004,0.421,0.495,52.4
Andrea Koop,Collin Johns,mixed,5,-0.162,0.389,0.353,0.7
Genie Erokhina,John Cincola,mixed,4,0.018,0.373,0.524,66.3
Todd Fought,Bobbi Oshiro,mixed,5,0.054,0.387,0.541,81.7
Eric Oncins,Lauren Stratman,mixed,6,0.064,0.409,0.565,84.8
Eric Roddy,Rachel Summers,mixed,2,-0.027,0.383,0.486,37.4
Nick Black,Benjamin Bramblett,mens,2,-0.034,0.391,0.464,32.8
Madeline Schulte,Jonny Pickleball Andrews,mixed,2,0.059,0.386,0.56,83.1
Kate Fahey,Kaitlyn Christian,womens,7,-0.03,0.409,0.476,35.3
Caden Nemoff,Aanik Lohani,mens,10,0.075,0.406,0.576,88.5
Cason Campbell,Luke Wasson,mens,5,0.003,0.375,0.508,56.4
Angie Walker,Augustus Ge,mixed,5,-0.059,0.404,0.444,16.2
Marshall Brown,Casey Diamond,mens,2,-0.055,0.432,0.443,18.3
Blaine Hovenier,Tam Trinh,mens,7,0.041,0.389,0.539,77.1
Blaine Hovenier,Genie Bouchard,mixed,19,0.126,0.382,0.614,95.7
Steve Deakin,Sarah Ansboury,mixed,5,0.069,0.381,0.567,86.2
Martina Frantova,Wesley Burrows,mixed,3,-0.103,0.382,0.401,4.3
Mohaned Alhouni,Judit Castillo,mixed,2,0.021,0.415,0.53,67.6
Pablo Tellez,Alix Truong,mixed,5,0.04,0.397,0.538,76.5
Will Howells,CJ Klinger,mens,5,-0.049,0.397,0.454,21.7
Regina Goldberg,Rachel Summers,womens,4,0.013,0.406,0.504,63.3
Dalia Garza,Cade Pierson,womens,2,-0.016,0.359,0.475,44.3
Jade Kawamoto,Travis Rettenmaier,mixed,26,0.082,0.381,0.565,89.6
Kate Fahey,AJ Koller,mixed,2,-0.078,0.395,0.421,9.3
Yates Johnson,Rachel Rettger,mixed,4,0.075,0.374,0.569,88.6
Rob Cassidy,Ryan Gilbert,mens,2,-0.098,0.394,0.401,5.0
Farzin Amiri,Wesley Burrows,mens,4,0.1,0.381,0.604,92.7
Michael Loyd,Milan Rane,mixed,4,0.03,0.42,0.529,72.2
Liz Truluck,Wyatt Stone,mixed,7,0.055,0.395,0.557,82.0
Kaitlyn Christian,Darrian Young,mixed,4,-0.028,0.381,0.466,36.4
Jamie Haas,Patrick Kawka,mixed,2,-0.023,0.392,0.474,39.6
Allison Phillips,Genie Erokhina,womens,9,0.12,0.393,0.606,94.8
Matt Wright,Federico Staksrud,mens,56,-0.072,0.365,0.437,11.2
Christine Trifunovic,Sarah Ansboury,womens,2,-0.01,0.395,0.489,48.1
Lacy Schneemann,Tyson McGuffin,mixed,16,0.083,0.351,0.59,89.8
Jessie Irvine,Gabriel Tardio,mixed,73,0.169,0.363,0.672,98.2
Rafa Hewett,Jaume Martinez Vich,mens,4,0.027,0.376,0.536,70.7
Vivienne David,Tyra Hurricane Black,womens,5,-0.018,0.398,0.481,42.7
Rachel Rettger,Shelby Bates,womens,2,-0.007,0.39,0.494,51.1
Pablo Tellez,James Ignatowich,mens,6,0.027,0.392,0.523,70.6
Gabriel Joseph,Jonny Pickleball Andrews,mens,4,-0.146,0.389,0.375,1.1
Tamaryn Emmrich,Martina Frantova,womens,4,-0.081,0.384,0.426,8.2
Cassidy Hoag,Jamie Haas,womens,7,-0.07,0.374,0.429,12.2
Alix Truong,Jillian Braverman,womens,2,-0.047,0.394,0.45,22.9
Michael Loyd,John Cincola,mens,5,0.01,0.379,0.509,61.1
Parris Todd,Lucy Kovalova,womens,5,-0.05,0.407,0.473,21.5
Helena Jansen,Dominique Schaefer,womens,2,-0.034,0.38,0.468,33.0
Genie Bouchard,Layne Sleeth,womens,12,-0.088,0.394,0.413,6.3
Zane Navratil,Darrian Young,mens,2,-0.071,0.391,0.436,11.7
Chao Yi Wang,Amanda Hendry,womens,6,0.021,0.402,0.504,67.5
Madeline Schulte,Michelle Esquivel,womens,2,0.019,0.376,0.516,66.5
Patrick Kawka,Tyler Loong,mens,5,0.046,0.38,0.553,78.4
Christa Gecheva,Etienne Blaszkewycz,mixed,4,0.071,0.394,0.562,87.2
Donald Young,Dominique Schaefer,mixed,2,-0.041,0.408,0.473,27.4
Callan Dawson,Rachel Summers,mixed,4,0.027,0.371,0.519,70.4
Gregory Dow,Alex Walker,mixed,4,-0.102,0.381,0.395,4.4
Martina Frantova,Patrick Kawka,mixed,14,0.148,0.399,0.641,97.2
Yates Johnson,Angie Walker,mixed,3,-0.018,0.405,0.488,43.1
Alix Truong,Will Howells,mixed,4,-0.036,0.391,0.465,31.2
Amanda Hendry,Darrian Young,mixed,4,-0.037,0.382,0.479,30.0
James Broker,Carlota Trevino,mixed,2,-0.041,0.422,0.466,27.3
Callie Smith,Connor Garnett,mixed,6,-0.052,0.393,0.46,20.0
Cade Pierson,Matthew Mead,mixed,6,0.079,0.411,0.559,89.2
Tyler Loong,Catherine Parenteau,mixed,7,-0.005,0.369,0.491,52.1
Jonny Pickleball Andrews,Salome Devidze,mixed,2,-0.07,0.39,0.436,12.2
Camila Zilveti,Chuck Taylor,mixed,2,0.016,0.382,0.518,65.4
Rob Cassidy,Michelle Esquivel,mixed,22,0.064,0.412,0.561,84.7
Anna Bright,Tyson McGuffin,mixed,11,0.059,0.366,0.573,83.2
Roscoe Bellamy,Milan Rane,mixed,5,0.021,0.414,0.515,67.7
Erik Pailet,Rachel Rettger,mixed,2,0.004,0.38,0.506,57.4
Cason Campbell,Olivia McMillan,mixed,2,0.029,0.394,0.521,71.7
Cassidy Hoag,Michael Loyd,mixed,3,0.01,0.391,0.497,61.0
Quang Duong,Gregory Dow,mens,6,-0.0,0.391,0.487,54.7
Naveen Beasley,Keith Read,mens,2,-0.084,0.408,0.425,7.1
Genie Erokhina,Olivia McMillan,womens,6,-0.002,0.403,0.504,53.4
Layne Sleeth,Dominique Schaefer,womens,12,0.003,0.389,0.509,56.3
Eric Oncins,Rob Cassidy,mens,4,0.05,0.426,0.526,80.2
Federico Staksrud,James Ignatowich,mens,5,-0.07,0.386,0.421,11.9
Luke Wasson,Evgeniy Kim,mens,9,0.1,0.392,0.593,92.9
Matt Wright,Dekel Bar,mens,10,0.06,0.369,0.569,83.5
Ryan Fu,Casey Diamond,mens,2,-0.084,0.385,0.424,7.3
Carlota Trevino,Jessica Mason,womens,2,0.007,0.383,0.518,59.7
Julian Arnold,Pablo Tellez,mens,4,-0.074,0.421,0.456,10.6
Noe Khlif,AJ Koller,mens,6,0.057,0.391,0.545,82.5
Ross Whittaker,Marshall Brown,mens,6,0.029,0.387,0.514,71.6
Kaitlyn Christian,Lacy Schneemann,womens,4,0.038,0.394,0.537,75.6
Martina Frantova,Christa Gecheva,womens,2,-0.049,0.389,0.466,22.3
Jorja Johnson,Tyra Hurricane Black,womens,24,-0.077,0.39,0.438,10.0
Patrick Kawka,Collin Shick,mens,4,-0.033,0.409,0.476,33.7
Cassidy Hoag,Trang Huynh,womens,2,-0.078,0.388,0.425,9.4
Parris Todd,Vivienne David,womens,24,-0.118,0.423,0.392,2.8
Madeline Schulte,Genie Bouchard,womens,2,0.017,0.423,0.512,65.7
Yates Johnson,Roscoe Bellamy,mens,12,0.016,0.384,0.508,65.1
Rachel Summers,Michelle Esquivel,womens,2,-0.019,0.406,0.484,41.8
Samantha Parker,Rachel Rettger,womens,6,0.002,0.403,0.51,55.9
Alix Truong,Lea Jansen,womens,9,-0.09,0.378,0.407,5.8
Tamaryn Emmrich,Lauren Stratman,womens,2,-0.083,0.39,0.417,7.4
Hannah Blatt,Shelby Bates,womens,5,0.015,0.394,0.509,64.3
Kate Fahey,Anna Bright,womens,10,-0.135,0.393,0.37,1.7
Blaine Hovenier,Donald Young,mens,6,-0.08,0.369,0.417,8.3
Dalia Garza,Matthew Mead,mixed,2,-0.112,0.397,0.406,3.2
Pesa Teoni,Trang Huynh,mixed,7,-0.087,0.378,0.429,6.5
Madalina Grigoriu,Jericho Grollman,mixed,3,-0.007,0.397,0.481,51.2
Rianna Valdes,Roscoe Bellamy,mixed,9,-0.072,0.393,0.449,11.1
Naveen Beasley,Ekaterina Biakina,mixed,5,-0.022,0.416,0.473,39.8
Caden Nemoff,Michelle Esquivel,mixed,4,-0.003,0.398,0.504,53.1
Thatcher Schwendiman,Maddy Rasmusen,mixed,5,-0.031,0.402,0.469,34.6
Rob Cassidy,Camila Garcia Wright,mixed,5,0.042,0.412,0.524,77.4
Malia K Lum,Farzin Amiri,mixed,2,-0.068,0.39,0.45,12.8
David Litvinov,Carlota Trevino,mixed,5,0.017,0.392,0.52,65.6
Judit Castillo,Anderson Scarpa,mixed,4,-0.02,0.409,0.498,41.4
Nicole Eugenio,Mota Alhouni,mixed,4,-0.059,0.409,0.449,16.6
Jessica Mason,Yuta Funemizu,mixed,2,-0.02,0.358,0.481,41.7
Will Howells,Milan Rane,mixed,7,0.122,0.409,0.631,95.3
Zack Taylor,Cade Pierson,mixed,2,-0.041,0.406,0.456,27.1
Ryan Finley,Lindsey Newman,mixed,2,0.006,0.39,0.502,58.6
Lauren Stratman,Jack Munro,mixed,7,0.049,0.394,0.544,79.1
Sam Angelo,Ryan Finley,mens,16,0.11,0.399,0.605,94.1
Daniel Byun,Quan Do,mens,9,0.076,0.414,0.566,88.8
Christopher Crouch,Yuta Funemizu,mens,2,-0.003,0.397,0.505,52.8
Angie Walker,Michael Loyd,mixed,2,-0.059,0.387,0.441,16.0
Donald Young,Marcela Aguila Ampon,mixed,6,0.013,0.405,0.507,63.0
Parris Todd,Tyson McGuffin,mixed,13,0.064,0.401,0.563,84.9
Ivan Jakovljevic,Samantha Parker,mixed,11,0.088,0.426,0.561,90.8
Liz Truluck,Steve Deakin,mixed,5,-0.096,0.421,0.424,5.2
Alix Truong,Jaume Martinez Vich,mixed,4,-0.063,0.398,0.435,14.7
Riley Newman,Etta Tuionetoa,mixed,12,0.021,0.373,0.516,68.0
Dekel Bar,Vivian Glozman,mixed,9,-0.011,0.399,0.486,47.8
Callie Smith,Chuck Taylor,mixed,5,-0.033,0.368,0.454,33.8
Kaitlyn Christian,Tyler Loong,mixed,9,0.132,0.4,0.641,96.1
Mary Brascia,Augustus Ge,mixed,18,0.076,0.376,0.574,88.8
Dominique Schaefer,Wesley Burrows,mixed,18,0.149,0.4,0.646,97.2
Christine Trifunovic,Darrian Young,mixed,3,-0.051,0.39,0.458,20.7
Genie Erokhina,Marshall Brown,mixed,6,0.058,0.363,0.564,83.0
Quang Duong,Layne Sleeth,mixed,4,0.006,0.369,0.509,59.2
Craig Johnson,Rachel Rettger,mixed,2,-0.031,0.419,0.469,34.9
Travis Rettenmaier,Jillian Braverman,mixed,2,-0.057,0.37,0.451,17.0
Wyatt Stone,Olivia McMillan,mixed,3,-0.029,0.389,0.472,36.0
Rob Cassidy,Ryan Fu,mens,4,0.026,0.393,0.522,70.0
Pablo Tellez,Jaume Martinez Vich,mens,7,0.004,0.389,0.506,57.0
Travis Rettenmaier,Donald Young,mens,10,0.011,0.373,0.511,61.7
Jericho Grollman,Marshall Brown,mens,5,0.055,0.383,0.538,82.1
Lea Jansen,Vivian Glozman,womens,5,-0.003,0.403,0.503,52.9
Madeline Schulte,Ekaterina Biakina,womens,2,0.016,0.396,0.511,64.8
Ryan Eveloff,Mota Alhouni,mens,2,-0.038,0.387,0.454,29.2
Drake Palm,Rio Newcombe,mens,5,-0.045,0.396,0.456,24.9
Allison Phillips,Lindsey Newman,womens,5,0.029,0.393,0.521,71.8
