player_id,full_name,gender,games,value_mean,value_sd,w_mixed,w_mens,w_womens
ff789b9c-80c4-442c-b97e-2e2311298cfb,Vivian Glozman,F,133,4.633,0.462,-0.023,nan,0.039
05b194b3-db88-4f77-a26f-5ef5cfbf6146,Riley Newman,M,294,4.927,0.35,0.018,-0.001,nan
6396521a-e346-4dbb-b306-b2f026d4f547,Julianne Le,,4,1.987,1.783,0.004,nan,nan
c14774e8-bb9b-4512-a867-fb4aed28941d,Harrison Yee,M,55,0.87,0.81,-0.001,0.005,nan
6f149538-c6f6-4ad5-9e60-2afc100f97c1,Spartak Rahachou,M,50,-0.872,0.806,-0.012,0.003,nan
7cbd7e4d-3d2c-40f8-8c09-40c271d64a73,Louie Payetta,M,13,0.161,1.357,0.0,0.006,nan
1bb5daf7-4380-4bd6-97b6-394f6b49d5b3,Landon Dunn,M,2,-1.467,1.939,nan,-0.003,nan
168e244e-7a4c-44b4-9b0d-7bcd8be46ca9,Farshid Mirzaee,M,2,-1.432,2.079,nan,-0.006,nan
6a87bc44-5190-44db-8a2f-467de4de48c6,Christa Gecheva,F,144,2.846,0.434,-0.015,nan,0.018
6160a7c7-6b90-41f1-96d3-af5fa1623ca5,Collin Johns,M,148,2.679,0.433,0.003,0.011,nan
8d4ab63d-f14c-4013-a97a-3789015b9bd8,Tatiana Ruhl,F,77,-0.309,0.619,-0.0,nan,-0.006
ce4f0e14-80ea-4ed0-a81c-7341d356d427,Yuta Funemizu,M,136,3.476,0.459,-0.02,0.028,nan
608756f6-bfc7-41b5-9cfd-5e69eacfe513,Victoria Dimuzio,F,135,1.609,0.485,0.006,nan,-0.0
c5964640-5d39-4c95-b6a4-7a1faeda89a6,Amanda Rosati,F,45,1.852,0.991,0.004,nan,-0.0
1b5c8cc6-0e5c-4085-a51d-3464584f192b,Lorna Morris,F,2,-0.238,2.011,nan,nan,-0.0
842f8bec-3b5d-43c6-93db-abc161c0d9af,Emmerentia Marx,F,2,-0.26,1.883,nan,nan,-0.0
0c5b84bb-4c04-4906-86bc-deb533ff4eec,Zane Ford,M,160,2.303,0.474,-0.001,0.008,nan
c4ca8085-84ed-451f-81c0-6df4a1c8d59f,Dominique Schaefer,F,95,2.039,0.55,0.008,nan,-0.0
bb20d284-a077-49bd-8409-a3452e3067f3,Kevin Caulfield,M,44,0.611,0.871,-0.006,0.006,nan
3b609732-aeb8-49ef-af26-4321e6e0d151,Bryanna Ojeda,F,33,1.176,0.93,0.002,nan,0.005
1ad19b48-ae39-44aa-b2a0-5a40a6b71420,Daniel Byun,M,46,0.661,0.876,-0.002,0.004,nan
5c428248-d346-49fc-8c5e-ad19fb318da2,Dayna La Belle,F,11,-0.671,1.407,-0.001,nan,-0.005
34757087-a5ce-41f6-837c-0eff5827ea06,Shelley Wong,,2,-1.269,1.905,-0.005,nan,nan
c62c2081-d9ce-4750-93f5-c9163bf46f74,Yaamunan Venkatesan,M,25,-0.775,1.025,0.006,-0.01,nan
ec4cdfe2-c6f6-4de1-824e-9adcaeb31196,Judit Castillo,F,94,2.493,0.559,0.011,nan,-0.004
a9a168ae-7822-4d31-b07b-fba40480c1fc,Brandon French,M,205,3.002,0.424,0.019,-0.012,nan
a9950e78-2b86-495e-a0d2-bb8efac93531,Malia K Lum,F,6,0.129,1.643,0.005,nan,-0.005
ab3af95f-cc49-4ff2-a731-668dd10a6b50,Farzin Amiri,M,19,1.522,1.405,0.01,-0.002,nan
3fc3a7df-63dc-4bcd-afd8-9bce53dd257c,Carl Hilliard,M,33,1.805,1.14,-0.003,0.007,nan
5925398b-b2a9-4e8f-ae46-5c2b59b1b818,Nicole Conard,F,215,1.551,0.422,0.011,nan,-0.01
bdfff14f-d84e-4fe7-a71b-e78e75245caf,Isabella Hoang,F,16,0.599,1.225,0.003,nan,0.0
dc7f6ac5-f007-4b8f-b343-95e524dc7d0a,Luc Pham,M,108,2.38,0.584,0.004,0.003,nan
0d23964f-d43f-4006-b1e0-13001393216c,Ross Whittaker,M,65,0.798,0.63,0.006,-0.006,nan
