player,game,rally,player_uuid,n_frames,peak_share,peak_inc_ft,terr_mean,terr_end
Christian Alshon,"('c4eb30d0', '2')",73,79a11da1-6aeb-4719-9b1e-9918e0163cec,39,0.7336,0.0,0.6155,0.5571
Anna Bright,"('c4eb30d0', '2')",73,db5eef5c-99dd-49d9-bbfc-65171a366bda,39,0.5339,0.0,0.5158,0.6237
Hayden Patriquin,"('c4eb30d0', '2')",73,fc05556e-3e38-4a38-99c2-f855174a7c28,39,0.5571,0.0,0.4842,0.3763
Tyra Hurricane Black,"('c4eb30d0', '2')",74,fec65f7e-f2c8-482f-ab5b-541cf53b1064,20,0.6074,0.0,0.9382,0.9462
Christian Alshon,"('c4eb30d0', '2')",74,79a11da1-6aeb-4719-9b1e-9918e0163cec,20,0.4619,0.0,0.0618,0.0538
Anna Bright,"('c4eb30d0', '2')",74,db5eef5c-99dd-49d9-bbfc-65171a366bda,32,0.8194,4.4,0.4122,0.3196
Hayden Patriquin,"('c4eb30d0', '2')",74,fc05556e-3e38-4a38-99c2-f855174a7c28,32,0.3607,0.0,0.5878,0.6804
Tyra Hurricane Black,"('c4eb30d0', '2')",75,fec65f7e-f2c8-482f-ab5b-541cf53b1064,24,0.5562,0.0,0.4852,0.4879
Christian Alshon,"('c4eb30d0', '2')",75,79a11da1-6aeb-4719-9b1e-9918e0163cec,24,0.5242,0.0,0.5148,0.5121
Anna Bright,"('c4eb30d0', '2')",75,db5eef5c-99dd-49d9-bbfc-65171a366bda,24,0.6445,0.0,0.4503,0.3843
Hayden Patriquin,"('c4eb30d0', '2')",75,fc05556e-3e38-4a38-99c2-f855174a7c28,24,0.4694,0.0,0.5497,0.6157
Christian Alshon,"('c4eb30d0', '2')",77,79a11da1-6aeb-4719-9b1e-9918e0163cec,33,0.8007,2.29,0.618,0.685
Tyra Hurricane Black,"('c4eb30d0', '2')",77,fec65f7e-f2c8-482f-ab5b-541cf53b1064,33,0.4836,0.0,0.382,0.315
Anna Bright,"('c4eb30d0', '2')",77,db5eef5c-99dd-49d9-bbfc-65171a366bda,34,0.6075,1.82,0.6721,0.6791
Hayden Patriquin,"('c4eb30d0', '2')",77,fc05556e-3e38-4a38-99c2-f855174a7c28,34,0.5927,0.0,0.3279,0.3209
Tyra Hurricane Black,"('c4eb30d0', '2')",78,fec65f7e-f2c8-482f-ab5b-541cf53b1064,53,0.5674,0.0,0.961,0.7259
Christian Alshon,"('c4eb30d0', '2')",78,79a11da1-6aeb-4719-9b1e-9918e0163cec,53,0.6353,0.0,0.039,0.2741
Anna Bright,"('c4eb30d0', '2')",78,db5eef5c-99dd-49d9-bbfc-65171a366bda,9,0.5239,0.0,0.4663,0.425
Hayden Patriquin,"('c4eb30d0', '2')",78,fc05556e-3e38-4a38-99c2-f855174a7c28,9,0.5491,0.0,0.5337,0.575
Tyra Hurricane Black,"('c4eb30d0', '2')",79,fec65f7e-f2c8-482f-ab5b-541cf53b1064,68,0.8161,2.87,0.4846,0.4345
Christian Alshon,"('c4eb30d0', '2')",79,79a11da1-6aeb-4719-9b1e-9918e0163cec,68,0.6843,1.4,0.5154,0.5655
Anna Bright,"('c4eb30d0', '2')",79,db5eef5c-99dd-49d9-bbfc-65171a366bda,69,0.5462,0.0,0.4804,0.4059
Hayden Patriquin,"('c4eb30d0', '2')",79,fc05556e-3e38-4a38-99c2-f855174a7c28,69,0.7892,4.81,0.5196,0.5941
Christian Alshon,"('c4eb30d0', '2')",80,79a11da1-6aeb-4719-9b1e-9918e0163cec,90,0.8437,2.13,1.0,1.0
Tyra Hurricane Black,"('c4eb30d0', '2')",80,fec65f7e-f2c8-482f-ab5b-541cf53b1064,90,0.3157,0.0,0.0,0.0
Tyra Hurricane Black,"('c4eb30d0', '2')",81,fec65f7e-f2c8-482f-ab5b-541cf53b1064,44,0.5365,0.0,0.3948,0.3745
Christian Alshon,"('c4eb30d0', '2')",81,79a11da1-6aeb-4719-9b1e-9918e0163cec,44,0.7582,1.42,0.6052,0.6255
Anna Bright,"('c4eb30d0', '2')",81,db5eef5c-99dd-49d9-bbfc-65171a366bda,46,0.4557,0.0,0.5496,0.5811
Hayden Patriquin,"('c4eb30d0', '2')",81,fc05556e-3e38-4a38-99c2-f855174a7c28,46,0.6558,0.0,0.4504,0.4189
Tyra Hurricane Black,"('c4eb30d0', '2')",82,fec65f7e-f2c8-482f-ab5b-541cf53b1064,65,0.534,0.0,0.5345,0.5621
Christian Alshon,"('c4eb30d0', '2')",82,79a11da1-6aeb-4719-9b1e-9918e0163cec,65,0.7379,3.69,0.4655,0.4379
Anna Bright,"('c4eb30d0', '2')",82,db5eef5c-99dd-49d9-bbfc-65171a366bda,65,0.5697,0.0,0.486,0.4565
Hayden Patriquin,"('c4eb30d0', '2')",82,fc05556e-3e38-4a38-99c2-f855174a7c28,65,0.6107,0.0,0.514,0.5435
Tyra Hurricane Black,"('c4eb30d0', '2')",83,fec65f7e-f2c8-482f-ab5b-541cf53b1064,94,0.5988,0.0,0.4338,0.5374
Christian Alshon,"('c4eb30d0', '2')",83,79a11da1-6aeb-4719-9b1e-9918e0163cec,94,0.7077,0.31,0.5662,0.4626
Hayden Patriquin,"('c4eb30d0', '2')",83,fc05556e-3e38-4a38-99c2-f855174a7c28,168,0.7415,3.23,0.7775,0.4813
Anna Bright,"('c4eb30d0', '2')",83,db5eef5c-99dd-49d9-bbfc-65171a366bda,168,0.5592,0.0,0.2225,0.5187
Tyra Hurricane Black,"('c4eb30d0', '2')",84,fec65f7e-f2c8-482f-ab5b-541cf53b1064,90,0.8097,3.23,0.5553,0.6857
Christian Alshon,"('c4eb30d0', '2')",84,79a11da1-6aeb-4719-9b1e-9918e0163cec,90,0.8157,6.15,0.4447,0.3143
Anna Bright,"('c4eb30d0', '2')",84,db5eef5c-99dd-49d9-bbfc-65171a366bda,91,0.6444,2.47,0.4534,0.3913
Hayden Patriquin,"('c4eb30d0', '2')",84,fc05556e-3e38-4a38-99c2-f855174a7c28,91,0.6274,1.41,0.5466,0.6087
Tyra Hurricane Black,"('c4eb30d0', '2')",85,fec65f7e-f2c8-482f-ab5b-541cf53b1064,97,0.4881,0.0,0.5154,0.4911
Christian Alshon,"('c4eb30d0', '2')",85,79a11da1-6aeb-4719-9b1e-9918e0163cec,97,0.7054,0.0,0.4846,0.5089
Hayden Patriquin,"('c4eb30d0', '2')",85,fc05556e-3e38-4a38-99c2-f855174a7c28,97,0.7264,0.0,0.3974,0.3988
Anna Bright,"('c4eb30d0', '2')",85,db5eef5c-99dd-49d9-bbfc-65171a366bda,97,0.5041,0.0,0.6026,0.6012
Tyra Hurricane Black,"('c4eb30d0', '2')",86,fec65f7e-f2c8-482f-ab5b-541cf53b1064,5,0.3737,0.0,0.0,0.0
Christian Alshon,"('c4eb30d0', '2')",86,79a11da1-6aeb-4719-9b1e-9918e0163cec,5,0.642,0.0,1.0,1.0
Hayden Patriquin,"('c4eb30d0', '2')",86,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.6513,0.0,0.4896,0.4706
Anna Bright,"('c4eb30d0', '2')",86,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.3775,0.0,0.5104,0.5294
Tyra Hurricane Black,"('c4eb30d0', '2')",87,fec65f7e-f2c8-482f-ab5b-541cf53b1064,75,0.8336,2.52,0.5541,0.5925
Christian Alshon,"('c4eb30d0', '2')",87,79a11da1-6aeb-4719-9b1e-9918e0163cec,75,0.5741,0.0,0.4459,0.4075
Hayden Patriquin,"('c4eb30d0', '2')",87,fc05556e-3e38-4a38-99c2-f855174a7c28,63,0.8206,4.3,0.5512,0.5788
Anna Bright,"('c4eb30d0', '2')",87,db5eef5c-99dd-49d9-bbfc-65171a366bda,63,0.4636,0.0,0.4488,0.4212
Tyra Hurricane Black,"('c4eb30d0', '2')",88,fec65f7e-f2c8-482f-ab5b-541cf53b1064,52,0.4897,0.0,0.515,0.4155
Christian Alshon,"('c4eb30d0', '2')",88,79a11da1-6aeb-4719-9b1e-9918e0163cec,52,0.7303,0.52,0.485,0.5845
Hayden Patriquin,"('c4eb30d0', '2')",88,fc05556e-3e38-4a38-99c2-f855174a7c28,52,0.6906,0.0,0.5316,0.5482
Anna Bright,"('c4eb30d0', '2')",88,db5eef5c-99dd-49d9-bbfc-65171a366bda,52,0.4854,0.0,0.4684,0.4518
Christian Alshon,"('c4eb30d0', '2')",89,79a11da1-6aeb-4719-9b1e-9918e0163cec,20,0.6029,0.0,0.5169,0.3838
Tyra Hurricane Black,"('c4eb30d0', '2')",89,fec65f7e-f2c8-482f-ab5b-541cf53b1064,20,0.5758,0.0,0.4831,0.6162
Hayden Patriquin,"('c4eb30d0', '2')",89,fc05556e-3e38-4a38-99c2-f855174a7c28,20,0.6033,0.0,0.6143,0.4821
Anna Bright,"('c4eb30d0', '2')",89,db5eef5c-99dd-49d9-bbfc-65171a366bda,20,0.6084,0.0,0.3857,0.5179
Christian Alshon,"('c4eb30d0', '2')",90,79a11da1-6aeb-4719-9b1e-9918e0163cec,42,0.6646,1.57,0.5214,0.5925
Tyra Hurricane Black,"('c4eb30d0', '2')",90,fec65f7e-f2c8-482f-ab5b-541cf53b1064,42,0.6276,2.24,0.4786,0.4075
Hayden Patriquin,"('c4eb30d0', '2')",90,fc05556e-3e38-4a38-99c2-f855174a7c28,151,0.713,0.0,0.2808,0.5176
Anna Bright,"('c4eb30d0', '2')",90,db5eef5c-99dd-49d9-bbfc-65171a366bda,151,0.5648,0.0,0.7192,0.4824
Christian Alshon,"('c4eb30d0', '2')",91,79a11da1-6aeb-4719-9b1e-9918e0163cec,18,0.9042,2.42,0.6928,0.7284
Tyra Hurricane Black,"('c4eb30d0', '2')",91,fec65f7e-f2c8-482f-ab5b-541cf53b1064,18,0.2244,0.0,0.3072,0.2716
Hayden Patriquin,"('c4eb30d0', '2')",91,fc05556e-3e38-4a38-99c2-f855174a7c28,18,0.5551,0.0,0.7836,0.794
Anna Bright,"('c4eb30d0', '2')",91,db5eef5c-99dd-49d9-bbfc-65171a366bda,18,0.5749,0.0,0.2164,0.206
Christian Alshon,"('c4eb30d0', '2')",92,79a11da1-6aeb-4719-9b1e-9918e0163cec,23,0.7802,0.0,0.0998,0.1919
Tyra Hurricane Black,"('c4eb30d0', '2')",92,fec65f7e-f2c8-482f-ab5b-541cf53b1064,23,0.6572,0.0,0.9002,0.8081
Hayden Patriquin,"('c4eb30d0', '2')",92,fc05556e-3e38-4a38-99c2-f855174a7c28,51,0.6199,0.07,0.6004,0.654
Anna Bright,"('c4eb30d0', '2')",92,db5eef5c-99dd-49d9-bbfc-65171a366bda,51,0.5429,0.0,0.3996,0.346
Tyra Hurricane Black,"('c4eb30d0', '2')",93,fec65f7e-f2c8-482f-ab5b-541cf53b1064,61,0.4097,0.0,0.5185,0.5584
Christian Alshon,"('c4eb30d0', '2')",93,79a11da1-6aeb-4719-9b1e-9918e0163cec,61,0.6945,1.44,0.4815,0.4416
Hayden Patriquin,"('c4eb30d0', '2')",93,fc05556e-3e38-4a38-99c2-f855174a7c28,55,0.5355,0.0,0.4375,0.3998
Anna Bright,"('c4eb30d0', '2')",93,db5eef5c-99dd-49d9-bbfc-65171a366bda,55,0.5778,0.0,0.5625,0.6002
Tyra Hurricane Black,"('c4eb30d0', '2')",94,fec65f7e-f2c8-482f-ab5b-541cf53b1064,20,0.5453,0.0,0.532,0.4516
Christian Alshon,"('c4eb30d0', '2')",94,79a11da1-6aeb-4719-9b1e-9918e0163cec,20,0.6785,0.0,0.468,0.5484
Hayden Patriquin,"('c4eb30d0', '2')",94,fc05556e-3e38-4a38-99c2-f855174a7c28,17,0.6667,1.16,0.4368,0.4549
Anna Bright,"('c4eb30d0', '2')",94,db5eef5c-99dd-49d9-bbfc-65171a366bda,17,0.8033,0.0,0.5632,0.5451
Christian Alshon,"('c4eb30d0', '2')",95,79a11da1-6aeb-4719-9b1e-9918e0163cec,23,0.7821,3.23,0.579,0.7079
Tyra Hurricane Black,"('c4eb30d0', '2')",95,fec65f7e-f2c8-482f-ab5b-541cf53b1064,23,0.5303,0.0,0.421,0.2921
Hayden Patriquin,"('c4eb30d0', '2')",95,fc05556e-3e38-4a38-99c2-f855174a7c28,23,0.6002,1.53,0.4034,0.4185
Anna Bright,"('c4eb30d0', '2')",95,db5eef5c-99dd-49d9-bbfc-65171a366bda,23,0.4938,0.0,0.5966,0.5815
Christian Alshon,"('c4eb30d0', '2')",96,79a11da1-6aeb-4719-9b1e-9918e0163cec,29,0.6536,0.0,0.4989,0.4323
Tyra Hurricane Black,"('c4eb30d0', '2')",96,fec65f7e-f2c8-482f-ab5b-541cf53b1064,29,0.4449,0.0,0.5011,0.5677
Hayden Patriquin,"('c4eb30d0', '2')",96,fc05556e-3e38-4a38-99c2-f855174a7c28,110,0.6372,0.0,0.3808,0.749
Anna Bright,"('c4eb30d0', '2')",96,db5eef5c-99dd-49d9-bbfc-65171a366bda,110,0.4763,0.0,0.6192,0.251
Christian Alshon,"('c4eb30d0', '2')",97,79a11da1-6aeb-4719-9b1e-9918e0163cec,37,0.5943,0.0,0.5673,0.6164
Tyra Hurricane Black,"('c4eb30d0', '2')",97,fec65f7e-f2c8-482f-ab5b-541cf53b1064,37,0.535,0.0,0.4327,0.3836
Hayden Patriquin,"('c4eb30d0', '2')",97,fc05556e-3e38-4a38-99c2-f855174a7c28,37,0.9208,8.13,0.585,0.6413
Anna Bright,"('c4eb30d0', '2')",97,db5eef5c-99dd-49d9-bbfc-65171a366bda,37,1.0433,9.05,0.415,0.3587
Christian Alshon,"('c4eb30d0', '2')",98,79a11da1-6aeb-4719-9b1e-9918e0163cec,12,0.7883,1.49,0.0,0.0
Tyra Hurricane Black,"('c4eb30d0', '2')",98,fec65f7e-f2c8-482f-ab5b-541cf53b1064,12,0.2865,0.0,1.0,1.0
Hayden Patriquin,"('c4eb30d0', '2')",98,fc05556e-3e38-4a38-99c2-f855174a7c28,11,0.5263,0.0,0.6329,0.7042
Anna Bright,"('c4eb30d0', '2')",98,db5eef5c-99dd-49d9-bbfc-65171a366bda,11,0.5289,0.0,0.3671,0.2958
Tyra Hurricane Black,"('c4eb30d0', '2')",99,fec65f7e-f2c8-482f-ab5b-541cf53b1064,86,0.5505,0.0,0.366,0.4261
Christian Alshon,"('c4eb30d0', '2')",99,79a11da1-6aeb-4719-9b1e-9918e0163cec,86,0.6848,0.0,0.634,0.5739
Hayden Patriquin,"('c4eb30d0', '2')",99,fc05556e-3e38-4a38-99c2-f855174a7c28,80,0.6559,0.0,0.496,0.42
Anna Bright,"('c4eb30d0', '2')",99,db5eef5c-99dd-49d9-bbfc-65171a366bda,80,0.5243,0.0,0.504,0.58
Tyra Hurricane Black,"('c4eb30d0', '2')",100,fec65f7e-f2c8-482f-ab5b-541cf53b1064,10,0.3575,0.0,,
Christian Alshon,"('c4eb30d0', '2')",100,79a11da1-6aeb-4719-9b1e-9918e0163cec,10,0.7146,0.0,,
Hayden Patriquin,"('c4eb30d0', '2')",100,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.5921,0.0,0.9416,0.6902
Anna Bright,"('c4eb30d0', '2')",100,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.4721,0.0,0.0584,0.3098
Tyra Hurricane Black,"('c4eb30d0', '2')",101,fec65f7e-f2c8-482f-ab5b-541cf53b1064,65,0.8048,3.01,0.5688,0.7155
Christian Alshon,"('c4eb30d0', '2')",101,79a11da1-6aeb-4719-9b1e-9918e0163cec,65,0.7101,2.83,0.4312,0.2845
Hayden Patriquin,"('c4eb30d0', '2')",101,fc05556e-3e38-4a38-99c2-f855174a7c28,68,0.7161,0.0,0.5056,0.4685
Anna Bright,"('c4eb30d0', '2')",101,db5eef5c-99dd-49d9-bbfc-65171a366bda,68,0.5175,0.0,0.4944,0.5315
Tyra Hurricane Black,"('c4eb30d0', '2')",102,fec65f7e-f2c8-482f-ab5b-541cf53b1064,10,0.5866,0.0,0.4574,0.3328
Christian Alshon,"('c4eb30d0', '2')",102,79a11da1-6aeb-4719-9b1e-9918e0163cec,10,0.5744,0.0,0.5426,0.6672
Anna Bright,"('c4eb30d0', '2')",102,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.4588,0.0,0.0417,0.1083
Hayden Patriquin,"('c4eb30d0', '2')",102,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.5568,0.0,0.9583,0.8917
Tyra Hurricane Black,"('c4eb30d0', '2')",103,fec65f7e-f2c8-482f-ab5b-541cf53b1064,29,0.8882,1.77,0.499,0.6636
Christian Alshon,"('c4eb30d0', '2')",103,79a11da1-6aeb-4719-9b1e-9918e0163cec,29,0.7061,1.3,0.501,0.3364
Anna Bright,"('c4eb30d0', '2')",103,db5eef5c-99dd-49d9-bbfc-65171a366bda,45,0.5248,0.0,0.3916,0.25
Hayden Patriquin,"('c4eb30d0', '2')",103,fc05556e-3e38-4a38-99c2-f855174a7c28,45,0.8557,1.21,0.6084,0.75
Tyra Hurricane Black,"('c4eb30d0', '2')",104,fec65f7e-f2c8-482f-ab5b-541cf53b1064,17,0.7732,4.23,0.5207,0.6032
Christian Alshon,"('c4eb30d0', '2')",104,79a11da1-6aeb-4719-9b1e-9918e0163cec,17,0.3377,0.0,0.4793,0.3968
Anna Bright,"('c4eb30d0', '2')",104,db5eef5c-99dd-49d9-bbfc-65171a366bda,14,1.0161,7.23,0.7528,0.9368
Hayden Patriquin,"('c4eb30d0', '2')",104,fc05556e-3e38-4a38-99c2-f855174a7c28,14,0.854,7.01,0.2472,0.0632
Tyra Hurricane Black,"('c4eb30d0', '3')",110,fec65f7e-f2c8-482f-ab5b-541cf53b1064,53,0.5703,0.0,0.3717,0.5066
Christian Alshon,"('c4eb30d0', '3')",110,79a11da1-6aeb-4719-9b1e-9918e0163cec,53,0.7983,2.1,0.6283,0.4934
Hayden Patriquin,"('c4eb30d0', '3')",110,fc05556e-3e38-4a38-99c2-f855174a7c28,53,0.6951,1.32,0.5409,0.6095
Anna Bright,"('c4eb30d0', '3')",110,db5eef5c-99dd-49d9-bbfc-65171a366bda,53,0.466,0.0,0.4591,0.3905
Tyra Hurricane Black,"('c4eb30d0', '3')",112,fec65f7e-f2c8-482f-ab5b-541cf53b1064,61,0.4449,0.0,0.5074,0.472
Christian Alshon,"('c4eb30d0', '3')",112,79a11da1-6aeb-4719-9b1e-9918e0163cec,61,0.7033,1.27,0.4926,0.528
Anna Bright,"('c4eb30d0', '3')",112,db5eef5c-99dd-49d9-bbfc-65171a366bda,61,0.6958,1.01,0.6884,0.7333
Hayden Patriquin,"('c4eb30d0', '3')",112,fc05556e-3e38-4a38-99c2-f855174a7c28,61,0.5234,0.0,0.3116,0.2667
Tyra Hurricane Black,"('c4eb30d0', '3')",113,fec65f7e-f2c8-482f-ab5b-541cf53b1064,7,0.3446,0.0,0.0,0.0
Christian Alshon,"('c4eb30d0', '3')",113,79a11da1-6aeb-4719-9b1e-9918e0163cec,7,0.6754,0.0,1.0,1.0
Anna Bright,"('c4eb30d0', '3')",113,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.3628,0.0,1.0,1.0
Hayden Patriquin,"('c4eb30d0', '3')",113,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.645,0.0,0.0,0.0
Tyra Hurricane Black,"('c4eb30d0', '3')",114,fec65f7e-f2c8-482f-ab5b-541cf53b1064,53,0.7604,2.6,0.5614,0.5193
Christian Alshon,"('c4eb30d0', '3')",114,79a11da1-6aeb-4719-9b1e-9918e0163cec,53,0.578,0.0,0.4386,0.4807
Anna Bright,"('c4eb30d0', '3')",114,db5eef5c-99dd-49d9-bbfc-65171a366bda,41,0.4851,0.0,0.3871,0.4146
Hayden Patriquin,"('c4eb30d0', '3')",114,fc05556e-3e38-4a38-99c2-f855174a7c28,41,0.6718,0.0,0.6129,0.5854
Christian Alshon,"('c4eb30d0', '3')",116,79a11da1-6aeb-4719-9b1e-9918e0163cec,54,0.5211,0.0,0.3311,0.3337
Tyra Hurricane Black,"('c4eb30d0', '3')",116,fec65f7e-f2c8-482f-ab5b-541cf53b1064,54,0.7583,1.6,0.6689,0.6663
Anna Bright,"('c4eb30d0', '3')",116,db5eef5c-99dd-49d9-bbfc-65171a366bda,52,0.5314,0.0,0.5171,0.5356
Hayden Patriquin,"('c4eb30d0', '3')",116,fc05556e-3e38-4a38-99c2-f855174a7c28,52,0.7233,0.71,0.4829,0.4644
Christian Alshon,"('c4eb30d0', '3')",118,79a11da1-6aeb-4719-9b1e-9918e0163cec,10,0.6275,0.0,1.0,1.0
Tyra Hurricane Black,"('c4eb30d0', '3')",118,fec65f7e-f2c8-482f-ab5b-541cf53b1064,10,0.3988,0.0,0.0,0.0
Hayden Patriquin,"('c4eb30d0', '3')",118,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.7191,2.46,1.0,1.0
Anna Bright,"('c4eb30d0', '3')",118,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.341,0.0,0.0,0.0
Christian Alshon,"('c4eb30d0', '3')",120,79a11da1-6aeb-4719-9b1e-9918e0163cec,58,0.8119,2.96,0.4375,0.6539
Tyra Hurricane Black,"('c4eb30d0', '3')",120,fec65f7e-f2c8-482f-ab5b-541cf53b1064,58,0.5942,0.0,0.5625,0.3461
Hayden Patriquin,"('c4eb30d0', '3')",120,fc05556e-3e38-4a38-99c2-f855174a7c28,58,0.5878,0.0,0.4449,0.4773
Anna Bright,"('c4eb30d0', '3')",120,db5eef5c-99dd-49d9-bbfc-65171a366bda,58,0.6133,0.0,0.5551,0.5227
Christian Alshon,"('c4eb30d0', '3')",124,79a11da1-6aeb-4719-9b1e-9918e0163cec,11,0.852,2.71,0.5887,0.5832
Tyra Hurricane Black,"('c4eb30d0', '3')",124,fec65f7e-f2c8-482f-ab5b-541cf53b1064,11,0.3301,0.0,0.4113,0.4168
Hayden Patriquin,"('c4eb30d0', '3')",124,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.5017,0.0,0.4033,0.3491
Anna Bright,"('c4eb30d0', '3')",124,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.5759,0.25,0.5967,0.6509
Tyra Hurricane Black,"('c4eb30d0', '3')",126,fec65f7e-f2c8-482f-ab5b-541cf53b1064,9,0.8043,3.57,0.9833,0.902
Christian Alshon,"('c4eb30d0', '3')",126,79a11da1-6aeb-4719-9b1e-9918e0163cec,9,0.3391,0.0,0.0167,0.098
Hayden Patriquin,"('c4eb30d0', '3')",126,fc05556e-3e38-4a38-99c2-f855174a7c28,10,0.3985,0.0,0.0,0.0
Anna Bright,"('c4eb30d0', '3')",126,db5eef5c-99dd-49d9-bbfc-65171a366bda,10,0.6189,0.0,1.0,1.0
Christian Alshon,"('c4eb30d0', '3')",140,79a11da1-6aeb-4719-9b1e-9918e0163cec,96,0.7345,2.43,0.6065,0.522
Tyra Hurricane Black,"('c4eb30d0', '3')",140,fec65f7e-f2c8-482f-ab5b-541cf53b1064,96,0.4616,0.0,0.3935,0.478
Anna Bright,"('c4eb30d0', '3')",140,db5eef5c-99dd-49d9-bbfc-65171a366bda,94,0.6117,0.0,0.4192,0.5112
Hayden Patriquin,"('c4eb30d0', '3')",140,fc05556e-3e38-4a38-99c2-f855174a7c28,94,0.7272,0.0,0.5808,0.4888
