p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Colin Wong,Syed Uzair Sufi,mens,16,-0.003,0.383,0.509,53.5
Ngo Dang Jr,Julian Chow,mens,8,-0.029,0.381,0.47,29.1
Alec Weller,Johnny Borashan,mens,5,-0.012,0.387,0.498,45.4
Ryan Smith,Logan Schneider,mens,8,-0.022,0.369,0.499,36.1
Jase Edwards,Chloe Diskin,mixed,8,0.077,0.375,0.564,92.4
Emmaline Nichols,Luke Wasson,mixed,8,0.007,0.385,0.501,61.9
Nicolas Almeida,Brandon Riddle,mens,4,-0.045,0.403,0.457,16.8
Andrew Caldarella,Maddy Rasmusen,mixed,8,0.098,0.363,0.574,95.5
Cade Edwards,Ella Boydston,mixed,8,-0.063,0.397,0.443,8.0
Nok Yiu Tang,Colin Wong,mixed,12,-0.011,0.39,0.49,46.5
Maverick Messinger,Natalia Simson,mixed,8,0.073,0.357,0.58,91.9
Ethan Bakalinsky,Caroline Maguire,mixed,2,-0.033,0.413,0.473,25.0
Benson Parry,Payton Weber,mens,7,0.036,0.374,0.543,79.4
Jazz Hearn IV,Mia Turcsany,womens,10,0.075,0.377,0.568,92.1
Ngo Dang Jr,Anni Xie,mixed,17,0.01,0.353,0.51,63.8
Edward Gardner,Melissa Lein,mixed,2,-0.052,0.377,0.43,12.6
Jazz Hearn IV,Miles Hoover,mixed,16,0.075,0.395,0.58,92.2
Lizzie McFarland,Foster Johnson,mixed,5,0.002,0.398,0.496,58.0
Cade Edwards,Jase Edwards,mens,6,0.043,0.367,0.539,82.6
Gavin Fowler,Anthony Skalabrin,mens,2,-0.019,0.373,0.509,38.4
Mario Barrientos,Garrett Whitehead,mens,5,-0.005,0.377,0.489,52.3
Arsh Sharma,Shraman Prasanth,mens,2,-0.039,0.4,0.472,20.2
Parker Eggli,Foster Johnson,mens,3,-0.083,0.366,0.404,3.1
Shayden Hinton,Preston Ducrest,mens,5,-0.0,0.393,0.499,56.3
Juan Varon,Mia Turcsany,mixed,2,-0.007,0.364,0.466,50.1
Jackson Ayotte,Yaamunan Venkatesan,mens,12,0.017,0.388,0.503,68.5
John Thorn,Lily Goodwin,mixed,3,-0.024,0.358,0.485,33.7
Tya Karina,Julian Chow,mixed,24,0.071,0.401,0.565,91.5
Freddie Powell,Erik Forsythe,mens,10,-0.041,0.351,0.475,19.7
Hayden Rand,Matthew Mead,mens,5,-0.018,0.352,0.484,40.2
Natalia Simson,Rachel Rettger,womens,5,-0.078,0.394,0.444,4.0
Tyler Miller,Nathan Reeve,mens,7,-0.005,0.375,0.485,52.7
Karina Lam,Joel Poland,mixed,8,0.045,0.375,0.542,83.8
Natalie Hansen,Garrett Whitehead,mixed,2,-0.014,0.38,0.497,44.1
Duncan Mulenga Jr.,Wendy Weston,mixed,6,0.034,0.361,0.536,78.0
Rachel Grecco,Kleyton Martins da Silva,mixed,2,-0.052,0.392,0.447,12.9
Beau Covell,Brady Madrid,mens,2,-0.021,0.38,0.477,37.2
Tya Karina,Anni Xie,womens,12,-0.03,0.376,0.474,28.0
Dylan Ciampini,Chloe Diskin,womens,7,0.031,0.369,0.518,76.4
Brinley Horton,Lily Goodwin,womens,2,-0.018,0.364,0.487,40.6
Jonah Karczmer,Matt Haugdahl,mens,2,0.003,0.373,0.513,58.9
Chas Howard,Michael McCaffrey,mens,2,-0.013,0.368,0.485,45.2
Scott Berke,David Sigler,mens,3,-0.024,0.393,0.483,33.4
Stephanie Alliev,Jonah Karczmer,mixed,2,-0.049,0.386,0.465,14.6
Alexander Qi,Gerald Ferrer,mens,5,0.021,0.415,0.524,70.6
Austin Ciampini,Jared Brungard,mens,2,-0.022,0.367,0.481,35.4
Ella Boydston,Maddy Rasmusen,womens,6,0.002,0.432,0.513,58.4
Karina Lam,Cc Eleven Sacca,womens,2,-0.019,0.387,0.488,38.5
Mihae Kwon,Syed Uzair Sufi,mixed,23,0.025,0.384,0.523,72.7
Zach Gonnering,Dylan Ciampini,mixed,2,-0.012,0.374,0.481,45.4
Bryson Alexander,Evan T,mens,5,-0.035,0.37,0.478,24.1
Edward Gardner,Kleyton Martins da Silva,mens,2,-0.034,0.399,0.475,24.5
Dylan Wilhelm,David Perez,mens,2,-0.044,0.382,0.47,16.8
Nathan Reeve,Nina Rhoades,mixed,2,-0.04,0.379,0.469,19.9
Dawson Davis,Adam Cheney,mens,2,-0.058,0.384,0.448,10.2
Camila Zilveti,Aanik Lohani,mixed,4,0.038,0.385,0.524,80.6
Noe Khlif,Alix Truong,mixed,5,-0.023,0.373,0.475,34.6
Tom Protzek,Genie Erokhina,mixed,10,-0.049,0.354,0.444,14.1
Connor Mogle,Anouar Braham,mens,5,0.023,0.392,0.517,71.8
Daniel Phillips,Jaxon Madsen,mens,13,0.084,0.376,0.582,93.6
Luke Wasson,Pesa Teoni,mens,2,-0.051,0.376,0.465,13.3
Rafael Lenhard,Christopher Haworth,mens,5,0.099,0.392,0.612,95.5
Dekel Bar,Jessie Irvine,mixed,10,0.176,0.379,0.673,99.4
Elsie Hendershot,Camden Chaffin,mixed,2,-0.015,0.369,0.489,43.2
Zane Ford,George Rangelov,mens,3,0.039,0.39,0.539,81.1
Christopher Crouch,Matthew Barlow,mens,5,-0.039,0.377,0.487,20.3
AJ Koller,Alex Walker,mixed,3,-0.002,0.397,0.506,54.8
Isabella Dunlap,Brandon French,mixed,12,0.005,0.357,0.511,60.5
Olivia Phillips,Jaxon Madsen,mixed,4,-0.058,0.379,0.447,10.2
Christine Trifunovic,Marshall Brown,mixed,2,0.027,0.37,0.519,74.2
Ivan Jakovljevic,Patrick Smith,mens,3,-0.04,0.389,0.458,19.8
Lucas Pascoe,Camden Chaffin,mens,4,-0.025,0.395,0.499,32.6
Wil Shaffer,Andrew Caldarella,mens,2,0.015,0.403,0.512,66.4
Austin Bricker,Marcela Aguila Ampon,mixed,2,0.014,0.399,0.519,66.1
Chloe Igleski,Anouar Braham,mixed,4,0.007,0.38,0.504,61.7
Nicolas Acevedo,Rachel Rettger,mixed,2,-0.018,0.368,0.489,40.5
Jack Sock,Lea Jansen,mixed,11,-0.137,0.349,0.379,0.2
Meghan Dizon,Will Howells,mixed,7,0.03,0.387,0.529,76.0
Will Mackinnon,Brandon French,mens,7,0.036,0.381,0.531,79.3
Yates Johnson,AJ Koller,mens,5,0.142,0.402,0.625,98.2
Andre Mercado,Austin Bricker,mens,2,-0.03,0.395,0.467,28.3
Kiora Kunimoto,Darrian Young,mixed,3,0.04,0.351,0.552,81.5
Michael Loyd,Darrian Young,mens,5,0.018,0.342,0.528,68.8
Dylan Frazier,Tyra Hurricane Black,mixed,8,-0.065,0.349,0.444,7.1
Naomi Nguyen,Clayton Powell,mixed,5,0.014,0.34,0.508,66.4
Tamaryn Emmrich,Anderson Scarpa,mixed,3,-0.03,0.406,0.481,28.4
Lindsey Newman,Patrick Smith,mixed,2,-0.019,0.368,0.492,38.7
Marshall Brown,Mota Alhouni,mens,4,0.014,0.361,0.522,66.2
Cleo Bond,Tom Evans,mixed,2,-0.041,0.396,0.469,19.4
Hunter Johnson,Milan Rane,mixed,6,-0.062,0.369,0.444,8.5
Wil Shaffer,Kelly Goodnow,mixed,3,-0.021,0.392,0.475,37.0
Tyler Loong,Lina Padegimaite,mixed,3,-0.008,0.372,0.489,49.7
Tama Shimabukuro,Maggie Brascia,mixed,5,0.05,0.383,0.541,85.5
Nicolas Acevedo,Clayton Powell,mens,16,0.098,0.367,0.615,95.4
Christopher Haworth,Emma Nelson,mixed,3,0.012,0.383,0.51,65.2
Edward Perez,Braden Jacobson,mens,3,-0.037,0.394,0.471,22.6
Jade Rau,Ava Ignatowich,womens,2,-0.02,0.374,0.485,37.5
Riley Newman,Armaan Bhatia,mens,14,0.151,0.369,0.641,98.6
Cailyn Campbell,Emma Nelson,womens,2,-0.044,0.38,0.452,17.3
Naomi Nguyen,Lina Padegimaite,womens,3,0.03,0.409,0.532,75.9
Allison Phillips,Jaeda Minniefield,womens,4,0.016,0.413,0.507,67.1
Zoey Weil,Liz Truluck,womens,5,-0.019,0.372,0.466,39.3
Chao Yi Wang,Alix Truong,womens,7,-0.059,0.381,0.448,9.4
Lindsey Newman,Kelly Goodnow,womens,2,-0.036,0.389,0.453,23.3
Audrey Adele Brown,Cleo Bond,womens,2,0.052,0.391,0.549,86.4
Brooke Buckner,Mari Humberg,womens,5,0.028,0.401,0.536,74.8
Lingwei Kong,Elsie Hendershot,womens,2,-0.035,0.404,0.468,23.9
Ashley Griffith,Marcela Aguila Ampon,womens,2,-0.047,0.367,0.462,15.6
Jalina Ingram,Nicole Conard,womens,6,-0.046,0.373,0.457,16.3
Matthew Barlow,Rio Newcombe,mens,9,0.17,0.408,0.637,99.2
Martin Thomas,Jeffrey Moulton,mens,5,-0.042,0.422,0.456,18.4
Carlos Di Laura III,Augustus Ge,mens,8,-0.026,0.372,0.483,31.6
Ben Davis,Max Carrol,mens,5,-0.028,0.391,0.477,30.1
Connor McCartney,Miles Hoover,mens,9,-0.011,0.38,0.494,46.9
Lindsey Newman,Mehvish Safdar,womens,10,0.019,0.417,0.507,69.5
Brooke Cersosimo,Teresa Chow,womens,6,-0.035,0.376,0.47,23.8
Christine Trifunovic,Christie Mead,womens,7,-0.026,0.359,0.476,31.9
Lesa Ritchie,Averee Beck,womens,4,0.02,0.371,0.522,69.8
Daniel Traxler,Jackson Ayotte,mens,7,0.024,0.36,0.524,72.3
Lucas Pascoe,Freddie Powell,mens,8,-0.076,0.359,0.434,4.7
James Seagraves,Matt Burkhardt,mens,4,-0.024,0.365,0.472,33.7
Kory Tran,Nicholas Garza,mens,4,0.069,0.359,0.569,91.1
Nathaniel Webb,Kyle Morris,mens,2,-0.026,0.389,0.477,31.4
Tommy Labat,Karson Feyereisen,mens,2,-0.014,0.384,0.482,43.9
Jose Martinez,Mark Growcott,mens,4,0.031,0.37,0.527,76.1
Hayden Rand,Priyank Soni,mens,2,-0.005,0.38,0.503,52.8
Victor Rodrigo,Jace Morris,mens,6,-0.05,0.368,0.452,13.9
Naomi Nguyen,Maddy Rasmusen,womens,4,0.022,0.351,0.504,71.0
Deanna Pham,Tiffany Wang,womens,4,-0.021,0.369,0.48,36.7
Eileen Tran,Frida Mudsam,womens,2,-0.009,0.383,0.491,48.8
Maddox Castellanos,Sunny Krittayaweth,mens,5,0.032,0.37,0.528,77.0
Alex Emery,Aidan Schenk,mens,17,0.044,0.362,0.523,83.3
Andrew Caldarella,Braden Jacobson,mens,9,0.111,0.385,0.606,96.6
Aaron Li,Nathan Tsai,mens,3,-0.031,0.396,0.465,27.1
Jessica Improta,Danica Wolf,womens,2,-0.019,0.397,0.476,39.6
Adam Charbit,Teano Balducci,mens,6,-0.049,0.38,0.453,14.2
Mayu Omori,Marcela Aguila Ampon,womens,4,-0.002,0.354,0.489,55.4
Auburn Smith,Hannah Shin,womens,2,-0.039,0.352,0.455,20.9
Carlota Trevino,Alexa Schull,womens,7,-0.128,0.376,0.376,0.5
Janet Liu,Janaye Sakkas,womens,7,0.09,0.371,0.589,94.6
Stavro Sophocleous,Aaron Sandoval,mens,5,-0.016,0.396,0.485,42.2
Justin Guiltinan,William Dau,mens,2,-0.001,0.392,0.493,55.6
Mohaned Alhouni,Sammy Lee,mens,8,0.051,0.364,0.539,85.9
Armaan Jiwa Mawji,Prycen Haas,mens,5,0.01,0.348,0.512,63.5
Siddharth Kusuma,Tanner Suard,mens,2,-0.042,0.376,0.451,18.5
Tony Fachaux,Aurelien Godderis,mens,2,-0.065,0.373,0.428,7.3
Antonio Medina,Matthew Mead,mens,3,0.0,0.388,0.502,57.1
Jericho Grollman,Chiron Burl,mens,2,-0.051,0.384,0.458,13.1
Brandon French,Darrian Young,mens,14,0.033,0.363,0.525,77.6
David Litvinov,Claudio Quinones Garcia,mens,2,-0.013,0.385,0.484,44.6
Spartak Rahachou,Eddy Kim,mens,10,-0.002,0.38,0.499,55.0
Ryan Huynh,Scott Nguyen,mens,2,-0.022,0.375,0.481,35.4
Ninh Nguyen,Ant Tran,mens,9,-0.05,0.378,0.443,13.9
Allison Phillips,Olivia Phillips,womens,12,0.05,0.378,0.526,85.5
Kamyla Held,Dayna La Belle,womens,2,-0.025,0.365,0.489,33.1
Jamie Haas,Leah Tauber,womens,6,0.017,0.362,0.521,68.2
Clarissa Year,Isabella Hoang,womens,2,-0.028,0.391,0.492,30.1
Cassandra Fryberger,Melissa Beré,womens,2,-0.07,0.379,0.425,5.6
Haley Ferguson,Monika Wynne,womens,4,0.003,0.386,0.494,59.5
Ross Hopkins,Rian Weston-Dodds,mens,2,-0.009,0.363,0.495,49.0
TJ Rudden,Christopher Depetro,mens,4,-0.043,0.364,0.472,18.2
Patrick Matetich,Louis Vayo II,mens,3,-0.007,0.383,0.495,51.0
Kathryn Glavinovich,Courtenay Leonard,womens,4,0.041,0.346,0.541,81.7
Asako Pastrana,Alyssia Fossorier,womens,2,-0.057,0.364,0.445,10.5
Evan Zoeteman,Jerry Worsham,mens,2,-0.014,0.378,0.483,44.2
Courtney Clark,Allie Davis,womens,2,-0.009,0.373,0.512,48.3
Dylan Galarza,Logan Russell,mens,3,-0.0,0.377,0.492,56.7
Wil Shaffer,Will Mackinnon,mens,3,-0.086,0.354,0.418,2.8
Ella Cosma,Audrey Adele Brown,womens,2,0.016,0.379,0.548,67.3
Andre Mercado,Indigo Dagnall,mens,8,-0.064,0.401,0.445,7.6
Hudson De Risi,Lorin Schlecht,mens,2,-0.014,0.371,0.488,43.5
Levi Daniel,Cheng En Tsai,mens,4,-0.034,0.371,0.476,24.8
Daniel Byun,Amir Tabatabaeian,mens,4,0.022,0.359,0.513,71.2
Max Zhang,Ishan Balakrishnan,mens,2,-0.026,0.377,0.471,31.6
William Hsieh,Daniel Couzens,mens,3,0.004,0.385,0.498,59.7
Rouzbeh Ghotbi,Joel Waiwaiole,mens,7,-0.019,0.399,0.474,38.9
Rachal Jackson,Megan Willcox Morales,womens,2,-0.02,0.411,0.472,38.1
Gregory Messina,Matthew Melgar,mens,2,-0.014,0.356,0.481,43.7
Paola Landin,Taylor Van Zee,womens,2,-0.013,0.365,0.471,44.5
Charlie Konkachbaev,Shae Neville,mens,3,-0.042,0.36,0.445,18.9
Lexi Jensen,Elise Fortino,womens,2,-0.01,0.388,0.486,47.5
Rodrigo Grajales,James Singer,mens,2,-0.022,0.352,0.487,36.0
Carson Nguyen,Anthony Miller,mens,2,-0.001,0.394,0.509,55.7
Spencer Duane,Michael McCaffrey,mens,2,0.004,0.375,0.51,59.9
Will Mackinnon,Mehvish Safdar,mixed,9,-0.006,0.372,0.509,51.8
Tyler Loong,Chloe Diskin,mixed,7,0.073,0.38,0.578,91.8
Alexa Schull,Darrian Young,mixed,26,0.372,0.474,0.797,100.0
Andre Mercado,Maddy Rasmusen,mixed,4,0.013,0.377,0.52,65.4
Genie Erokhina,Aidan Schenk,mixed,11,0.039,0.405,0.534,81.2
Eduardo Santini Ayon,Carlota Trevino,mixed,5,-0.052,0.353,0.437,12.8
Cori Elliott,Ben Davis,mixed,3,0.042,0.393,0.515,82.3
Ivy Bewley,Paul Bewley,mixed,4,-0.023,0.371,0.467,34.5
Jamie Haas,Lucas Pascoe,mixed,7,0.02,0.372,0.506,69.9
Monica Piekarski,Jerry Worsham,mixed,5,0.006,0.401,0.503,61.2
Hayden Rand,Angela Morisette,mixed,4,0.051,0.367,0.554,85.7
Frida Mudsam,Austin Moseley,mixed,2,-0.049,0.368,0.459,14.2
Angie Walker,Kyle Koszuta,mixed,9,-0.021,0.357,0.465,37.0
Bruno Barrueto Deza,Janaye Sakkas,mixed,3,0.019,0.371,0.519,69.6
Jackson Ayotte,Averee Beck,mixed,5,-0.006,0.385,0.513,51.9
Jing Robinson,Joel Poland,mixed,4,-0.02,0.37,0.473,37.9
Daria Walczak,Augustus Ge,mixed,13,-0.006,0.36,0.485,51.3
Freddie Powell,Jaeda Minniefield,mixed,7,0.001,0.356,0.512,57.6
Christine Trifunovic,Gabriel Joseph,mixed,4,-0.03,0.379,0.473,28.6
Meggan William,Hudson De Risi,mixed,2,-0.02,0.36,0.492,37.4
Andrew Caldarella,Abbigal Hatton,mixed,8,-0.088,0.361,0.418,2.5
Jericho Grollman,Madison Grollman,mixed,4,0.046,0.357,0.537,83.9
Gregory Messina,Paola Landin,mixed,2,-0.014,0.362,0.473,44.2
Tom Protzek,Kiora Kunimoto,mixed,14,0.217,0.392,0.697,99.6
Deanna Pham,Stefan Pongratz,mixed,5,-0.053,0.386,0.468,12.5
Eileen Tran,Martin Thomas,mixed,2,0.036,0.364,0.527,79.2
Ella Yeh,Jace Morris,mixed,10,-0.074,0.384,0.433,5.0
Evan Zoeteman,Auburn Smith,mixed,2,-0.015,0.359,0.489,42.8
Yolena Carlon,Spartak Rahachou,mixed,2,-0.018,0.361,0.479,40.6
Jalina Ingram,Rio Newcombe,mixed,9,-0.098,0.383,0.41,1.8
Lesa Ritchie,Matthew Powley,mixed,2,-0.046,0.375,0.465,16.0
Dean Loock,Jessica Improta,mixed,2,0.011,0.366,0.502,64.3
Carson Nguyen,Mayu Omori,mixed,2,-0.018,0.387,0.488,40.1
Daniel Byun,Adelie Osher,mixed,8,0.0,0.356,0.512,56.9
Matthew Mead,Christie Mead,mixed,3,0.043,0.376,0.54,83.1
Noah Torres,Kamyla Held,mixed,2,-0.041,0.386,0.471,19.1
Indigo Dagnall,Ella Cosma,mixed,8,0.033,0.373,0.539,77.5
Matthew Montoya,Melissa Beré,mixed,2,-0.022,0.391,0.494,36.2
Lorna Morris,Rodrigo Grajales,mixed,2,-0.043,0.363,0.481,18.1
Brodie Smith,Madison Turosinski,mixed,2,-0.031,0.382,0.471,27.0
Antonio Medina,Elise Fortino,mixed,3,-0.024,0.374,0.492,33.5
Courtenay Leonard,Kyle Morris,mixed,4,0.052,0.379,0.528,86.2
Dayna La Belle,Warren Tamanaha,mixed,2,-0.026,0.374,0.493,32.2
Katie Diaz,Wesley Burrows,mixed,6,0.03,0.387,0.541,76.0
Braden Jacobson,Kelly Goodnow,mixed,8,0.041,0.374,0.565,81.8
Levi Daniel,Kathryn Glavinovich,mixed,8,0.036,0.344,0.537,79.6
Lingwei Kong,Nicholas Garza,mixed,3,-0.077,0.374,0.402,4.4
Sydney Tran,Sunny Krittayaweth,mixed,2,-0.037,0.393,0.475,22.5
David Litvinov,Lexi Jensen,mixed,5,-0.019,0.364,0.475,38.3
Billy Buchhauser,Courtney Clark,mixed,5,-0.048,0.38,0.452,15.1
Haley Ferguson,Miles Hoover,mixed,2,-0.062,0.403,0.421,8.5
Max Zhang,Isabella Hoang,mixed,2,-0.024,0.378,0.475,34.0
Deanna Pham,Albert Wan,mixed,2,0.01,0.376,0.524,63.9
Dmitry Ivanenko,Adelie Osher,mixed,7,-0.011,0.374,0.499,47.2
Shirley Hall,Donald Hall,mixed,2,-0.048,0.379,0.447,15.4
Laviniu Caba,Noel Carter,mens,2,-0.017,0.4,0.505,40.8
Zane Ford,Daniel Traxler,mens,4,-0.015,0.422,0.469,42.9
Levi Daniel,Cagatay Soke,mens,9,0.076,0.369,0.562,92.3
Arjun Thyagarajan,Pramod Dabir,mens,2,-0.031,0.378,0.462,27.0
Daniel Byun,Ishan Balakrishnan,mens,4,0.006,0.368,0.515,60.9
Max Meza,David Wallace,mens,2,-0.041,0.365,0.452,19.1
Armaan Jiwa Mawji,Troy Akin,mens,7,-0.014,0.407,0.491,43.4
Tony Fachaux,Titus L,mens,2,-0.018,0.4,0.477,39.9
Cameron Luhring,Riley Inn,mens,8,0.098,0.388,0.598,95.3
Tristan Vincent,Anton Ulan,mens,2,-0.028,0.368,0.486,29.6
Kailas Shekar,Victor Rodrigo,mens,11,0.054,0.364,0.536,87.1
Amir Tabatabaeian,Albert Wan,mens,4,-0.012,0.355,0.492,45.5
Billy Buchhauser,Yunqi He,mixed,3,-0.056,0.369,0.447,11.0
Tanner Suard,TJ Rudden,mens,4,0.037,0.377,0.557,80.0
Abhishek Bhargava,Cameron Douglas,mens,2,-0.066,0.354,0.428,7.1
David Litvinov,Jackson Ayotte,mens,19,0.097,0.402,0.583,95.2
Nico Regas,Trent Virden,mens,2,-0.006,0.397,0.493,51.5
Patrick McConnell,Lorin Schlecht,mens,3,-0.056,0.348,0.443,10.7
Patrik Kevin Tsati-Onla,Dan Nguyen,mens,7,0.027,0.4,0.534,74.3
Ashley Mackie,David Wallace,mixed,2,-0.035,0.386,0.462,23.8
Mike Radermacher,Matt Burkhardt,mens,9,-0.003,0.371,0.491,54.6
Shirley Hall,Laura Madison,womens,6,0.051,0.367,0.538,85.9
Ana Ratiu,Christie Mead,womens,2,-0.087,0.41,0.453,2.6
Lena Spence,Naomi Tran,womens,6,0.148,0.402,0.634,98.5
Kelly Chen,Matt Burkhardt,mixed,5,0.07,0.403,0.555,91.3
Daniel Byun,Lena Spence,mixed,2,-0.015,0.362,0.485,43.2
Billy Buchhauser,Yaamunan Venkatesan,mens,8,0.037,0.409,0.536,80.0
Zach Gonnering,Pesa Teoni,mens,4,0.038,0.387,0.542,80.4
Luke Ness,Brian Tinsley,mens,3,-0.049,0.371,0.455,14.5
Drew Diefenbach,Sandeep (sam) Sanga,mens,2,-0.035,0.394,0.464,23.9
David Litvinov,Sienna Hitzeman,mixed,17,0.042,0.401,0.552,82.2
Joshua Matabuena-Yamanaka,Madalena Flores,mixed,2,-0.043,0.417,0.467,18.3
Kathryn Glavinovich,Sienna Hitzeman,womens,4,-0.031,0.353,0.47,26.8
Madalena Flores,Melissa Beré,womens,4,-0.044,0.394,0.445,17.2
Zach Gonnering,Melissa Beré,mixed,2,-0.009,0.37,0.491,48.5
Tennessee P,Julie Heitman,mixed,2,-0.035,0.409,0.469,23.6
Christopher Benevento,Jacob Peng,mens,2,-0.018,0.354,0.475,39.8
Travis Nichols,David Perez,mens,2,-0.035,0.388,0.471,23.5
Suzie Woodburn,Ristine Sutton,womens,2,-0.013,0.382,0.487,45.3
Faathih Haider,Lucas Jensen,mens,2,-0.054,0.397,0.447,11.5
Jalina Ingram,Michael Loyd,mixed,10,-0.06,0.381,0.461,9.1
Adam Harvey,Keilly Ulery,mixed,5,-0.053,0.39,0.461,12.2
Matthew Barlow,Christopher Haworth,mens,3,-0.042,0.362,0.459,18.7
Daniel Phillips,Spartak Rahachou,mens,2,-0.035,0.37,0.459,24.1
Dekel Bar,Tina Pisnik,mixed,14,-0.016,0.363,0.488,42.1
Kiora Kunimoto,CJ Klinger,mixed,4,-0.06,0.371,0.435,9.2
Andre Mercado,Jace Morris,mens,4,0.038,0.396,0.527,80.6
Jonathan Truong,Jessie Irvine,mixed,9,0.104,0.385,0.606,96.0
Zoeya Khan,Zane Navratil,mixed,5,0.021,0.376,0.524,70.5
Hunter Johnson,Lacy Schneemann,mixed,6,-0.017,0.359,0.479,41.5
Jace Morris,Emma Nelson,mixed,3,-0.023,0.393,0.483,34.8
Chloe Igleski,Len Yang,mixed,4,0.032,0.364,0.553,77.1
Donald Young,Jaeda Minniefield,mixed,2,-0.055,0.4,0.449,11.2
Catherine Parenteau,Max Freeman,mixed,12,-0.002,0.37,0.492,55.3
Jade Rau,Andre Mercado,mixed,6,-0.013,0.375,0.493,45.2
Tama Shimabukuro,Xiao Yi Wang-Beckvall,mixed,5,-0.065,0.386,0.438,7.3
Noe Khlif,Meghan Dizon,mixed,9,-0.017,0.348,0.486,41.2
Lingwei Kong,Connor Garnett,mixed,5,-0.015,0.367,0.499,43.0
Christine Trifunovic,Braden Jacobson,mixed,2,-0.015,0.377,0.476,43.0
Zane Ford,Cleo Bond,mixed,2,0.002,0.398,0.505,58.6
Caden Nemoff,Kelly Goodnow,mixed,3,0.071,0.361,0.567,91.7
Mohaned Alhouni,Lina Padegimaite,mixed,19,0.11,0.387,0.607,96.6
Christopher Crouch,Giovanna Morelli,mixed,13,0.03,0.372,0.534,75.8
Callie Smith,Roscoe Bellamy,mixed,8,-0.053,0.374,0.455,12.5
Austin Bricker,Rachel Rettger,mixed,3,0.116,0.393,0.606,97.1
Caden Nemoff,Gabriel Joseph,mens,3,-0.003,0.372,0.491,54.5
Samantha Parker,Wyatt Stone,mixed,9,0.008,0.379,0.509,62.6
Elsie Hendershot,Darrian Young,mixed,2,-0.018,0.41,0.483,39.8
Dylan Frazier,Milan Rane,mixed,8,-0.012,0.374,0.48,45.3
Rafael Lenhard,Luc Pham,mens,6,-0.062,0.395,0.441,8.7
Luana Stanciu,Alexander Crum,mixed,2,-0.012,0.367,0.476,45.6
Indigo Dagnall,Mota Alhouni,mens,3,-0.08,0.356,0.447,3.5
Mohaned Alhouni,Donald Young,mens,2,-0.01,0.381,0.468,47.6
Dekel Bar,Augustus Ge,mens,11,0.104,0.387,0.59,96.0
AJ Koller,Connor Garnett,mens,6,-0.07,0.409,0.439,5.7
Jonathan Truong,Michael Loyd,mens,4,0.007,0.381,0.495,62.0
Julian Arnold,Ivan Jakovljevic,mens,2,-0.032,0.362,0.471,26.5
Patrick Smith,Braden Jacobson,mens,2,-0.032,0.365,0.47,25.8
Aiko Yoshitomi,Cleo Bond,womens,2,-0.008,0.387,0.481,50.0
Darrian Young,Wyatt Stone,mens,4,0.025,0.367,0.522,73.1
Zane Navratil,Clayton Powell,mens,2,-0.067,0.392,0.426,6.7
Blaine Hovenier,Jaume Martinez Vich,mens,8,0.103,0.379,0.607,95.9
Lingwei Kong,Lina Padegimaite,womens,4,-0.01,0.384,0.49,47.9
Keilly Ulery,Jaeda Minniefield,womens,5,0.011,0.358,0.518,64.5
Xiao Yi Wang-Beckvall,Kiora Kunimoto,womens,5,0.098,0.366,0.596,95.4
Albie Huang,Lindsey Newman,womens,2,-0.036,0.326,0.482,22.9
Allison Phillips,Audrey Adele Brown,womens,2,-0.002,0.331,0.495,55.2
Eric Oncins,Tyra Hurricane Black,mixed,14,0.075,0.375,0.574,92.0
Jessie Irvine,Judit Castillo,womens,8,0.041,0.364,0.539,81.9
Jade Rau,Giovanna Morelli,womens,2,-0.066,0.398,0.433,6.9
Yates Johnson,Kenta Miyoshi,mens,2,-0.018,0.374,0.482,39.6
Genie Erokhina,Lauren Stratman,womens,5,0.01,0.393,0.517,63.7
Meghan Dizon,Catherine Parenteau,womens,6,0.025,0.367,0.524,72.7
Chloe Igleski,Zoeya Khan,womens,4,0.037,0.374,0.534,80.1
Elsie Hendershot,Kelly Goodnow,womens,12,0.003,0.364,0.506,58.8
Camden Chaffin,Anouar Braham,mens,11,-0.127,0.39,0.394,0.5
Stephen Bass,Marshall Brown,mens,8,0.081,0.409,0.581,93.3
Jake Wilson,Ross English,mens,4,-0.02,0.395,0.489,37.6
Alvaro Terron,Donald Young,mens,13,0.081,0.39,0.575,93.3
James Delgado,Martin Emmrich,mens,9,0.051,0.359,0.531,86.0
Rafa Hewett,Anderson Scarpa,mens,11,0.004,0.368,0.503,59.7
Austin Bricker,Juan Varon,mens,9,0.057,0.365,0.539,87.9
Keri Lu,Helen To,womens,5,0.001,0.379,0.496,57.7
Beatriz Lopez,Estephany Tan,womens,3,0.001,0.384,0.507,57.5
Hunter Merritt,Garrett Peterson,mens,3,-0.004,0.395,0.507,53.0
Landon Ivey,Garrett Ivey,mens,6,0.015,0.357,0.518,66.9
Francis Pawloski,Aaron Allen,mens,2,-0.049,0.386,0.465,14.3
Garrison Eaby,Thomas Romano,mens,5,0.034,0.374,0.537,78.1
Rachael James,Mehvish Safdar,womens,6,-0.079,0.388,0.429,3.8
Marcela Aguila Ampon,Olivia McMillan,womens,5,-0.02,0.369,0.473,37.3
Monika Wynne,Natalia Simson,womens,4,0.038,0.383,0.542,80.6
Ashley Lu,Karen Lu,womens,6,-0.035,0.362,0.455,23.6
