event_id,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,precipitation_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,cloudcover_mean,relative_humidity_2m_mean
ecad7b63-e483-4f51-b01f-98012225c8e3,2025-05-31,97.9,73.9,93.4,0.0,8.6,16.3,237,62,17
ecad7b63-e483-4f51-b01f-98012225c8e3,2025-06-01,84.9,69.4,84.3,0.598,11.3,22.8,228,77,50
e1842e7a-e840-47dd-8cfb-831e39766f8b,2025-05-31,100.5,62.2,97.2,0.0,15.0,34.0,125,8,20
e1842e7a-e840-47dd-8cfb-831e39766f8b,2025-06-01,81.3,59.9,74.6,0.0,15.9,33.3,307,38,27
14f018ab-7212-40cd-b419-491cadd30e41,2025-06-05,85.1,72.4,95.6,0.535,11.2,23.3,191,91,87
14f018ab-7212-40cd-b419-491cadd30e41,2025-06-06,88.3,71.9,99.2,0.079,6.1,16.8,205,53,84
14f018ab-7212-40cd-b419-491cadd30e41,2025-06-07,90.8,73.6,99.2,0.024,8.8,19.9,244,44,73
14f018ab-7212-40cd-b419-491cadd30e41,2025-06-08,91.8,74.6,99.0,0.012,9.6,21.9,235,48,75
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-16,77.8,60.1,83.5,0.0,7.4,19.2,206,16,80
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-17,78.8,61.2,83.8,0.0,7.3,19.0,201,8,77
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-18,75.0,61.7,80.2,0.0,7.0,18.8,186,16,80
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-19,72.1,61.5,76.8,0.012,8.2,21.0,190,30,81
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-20,71.1,61.3,74.9,0.0,9.0,21.7,180,40,78
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-21,68.5,61.8,68.9,0.0,13.4,28.0,156,67,70
6721a195-d4c9-480e-b5d5-957a7a4870b2,2025-06-22,72.1,59.8,75.8,0.0,8.2,21.0,179,5,70
88884999-e514-4a94-be67-02c48f317faa,2025-06-26,71.5,59.4,76.1,0.004,8.0,20.6,212,53,83
88884999-e514-4a94-be67-02c48f317faa,2025-06-27,72.2,59.1,77.3,0.0,7.1,19.2,213,42,84
88884999-e514-4a94-be67-02c48f317faa,2025-06-28,74.5,57.9,79.2,0.0,8.2,19.7,255,38,82
88884999-e514-4a94-be67-02c48f317faa,2025-06-29,74.6,59.0,77.7,0.0,10.4,23.0,278,44,83
88884999-e514-4a94-be67-02c48f317faa,2025-06-30,74.6,58.9,78.8,0.0,10.1,23.0,277,48,83
3ab7541a-a4fd-4a13-89ab-79ea210770b4,2025-06-28,83.3,65.7,87.5,0.024,16.3,31.5,245,46,74
3ab7541a-a4fd-4a13-89ab-79ea210770b4,2025-06-29,76.6,58.3,82.5,0.0,5.9,13.0,298,16,77
dae871eb-7754-4e83-8eef-53b533385f53,2025-07-03,88.1,71.0,89.8,0.063,10.6,26.4,271,20,65
dae871eb-7754-4e83-8eef-53b533385f53,2025-07-04,82.9,65.3,84.5,0.0,6.4,17.9,306,3,53
dae871eb-7754-4e83-8eef-53b533385f53,2025-07-05,90.4,66.4,92.1,0.0,9.2,24.2,206,40,49
dae871eb-7754-4e83-8eef-53b533385f53,2025-07-06,91.5,71.5,95.1,0.0,10.0,27.1,195,36,56
bc0ebed9-2641-4a5a-bbee-5d33d0ea4bc6,2025-07-03,91.0,76.7,99.9,0.0,5.5,13.6,173,99,75
bc0ebed9-2641-4a5a-bbee-5d33d0ea4bc6,2025-07-04,93.1,75.9,101.1,0.035,8.4,19.0,220,50,71
bc0ebed9-2641-4a5a-bbee-5d33d0ea4bc6,2025-07-05,94.8,76.9,102.6,0.055,6.2,17.2,199,43,69
bc0ebed9-2641-4a5a-bbee-5d33d0ea4bc6,2025-07-06,92.5,76.8,102.3,0.091,8.3,20.4,156,63,71
dc18fb1f-c9ca-4b8b-947d-aa1558ff113e,2025-07-09,86.0,68.8,91.0,0.059,8.2,17.9,278,39,73
dc18fb1f-c9ca-4b8b-947d-aa1558ff113e,2025-07-10,83.4,61.2,85.9,0.0,6.6,15.4,314,29,65
dc18fb1f-c9ca-4b8b-947d-aa1558ff113e,2025-07-11,81.5,65.8,85.7,0.319,12.5,27.3,221,87,80
dc18fb1f-c9ca-4b8b-947d-aa1558ff113e,2025-07-12,80.3,72.5,85.0,0.012,13.2,30.2,225,64,78
dc18fb1f-c9ca-4b8b-947d-aa1558ff113e,2025-07-13,80.2,65.5,83.5,0.0,9.1,20.1,263,74,73
fa23709a-f0d8-40ee-a019-0f57c1161dd4,2025-07-17,87.6,73.9,96.8,0.496,11.4,25.1,317,89,85
fa23709a-f0d8-40ee-a019-0f57c1161dd4,2025-07-18,87.6,72.4,98.3,0.268,6.7,17.0,125,96,84
fa23709a-f0d8-40ee-a019-0f57c1161dd4,2025-07-19,87.0,75.3,98.3,0.244,6.5,18.8,190,77,86
fa23709a-f0d8-40ee-a019-0f57c1161dd4,2025-07-20,96.4,77.2,102.2,0.008,7.5,20.8,219,73,64
780f5d04-429f-4c9b-a3a8-5d15e4cb16b9,2025-07-24,100.4,80.7,106.2,0.0,8.4,20.6,169,1,49
780f5d04-429f-4c9b-a3a8-5d15e4cb16b9,2025-07-25,100.4,80.0,105.4,0.0,7.6,17.4,165,46,47
780f5d04-429f-4c9b-a3a8-5d15e4cb16b9,2025-07-26,93.8,81.4,102.6,0.256,9.0,21.9,160,85,66
780f5d04-429f-4c9b-a3a8-5d15e4cb16b9,2025-07-27,96.4,79.5,101.5,0.012,9.9,23.9,183,71,57
9ff8e64b-de07-4c19-b517-c1155a2077cb,2025-07-26,85.0,67.7,92.4,0.0,6.7,15.2,174,35,80
9ff8e64b-de07-4c19-b517-c1155a2077cb,2025-07-27,87.4,67.6,97.5,0.031,11.4,22.6,192,18,81
9ff8e64b-de07-4c19-b517-c1155a2077cb,2025-08-22,77.0,64.4,80.1,0.016,11.2,24.6,222,68,86
65e490e1-7f92-456b-a0d5-e475d66b6239,2025-07-31,91.4,65.2,86.3,0.0,13.8,35.1,156,14,17
65e490e1-7f92-456b-a0d5-e475d66b6239,2025-08-01,89.1,63.3,87.4,0.0,6.4,19.0,214,2,23
65e490e1-7f92-456b-a0d5-e475d66b6239,2025-08-02,86.7,65.1,85.4,0.0,8.1,24.6,218,9,25
65e490e1-7f92-456b-a0d5-e475d66b6239,2025-08-03,90.5,62.2,88.7,0.0,7.1,20.1,243,2,29
65e490e1-7f92-456b-a0d5-e475d66b6239,2025-08-04,93.7,66.4,89.3,0.0,11.1,30.0,172,24,21
82b1a95d-a818-4412-b84b-db1c52f3143c,2025-08-05,80.1,62.2,82.9,0.02,7.3,13.0,89,81,79
82b1a95d-a818-4412-b84b-db1c52f3143c,2025-08-07,83.1,61.0,88.2,0.02,8.5,18.3,94,19,75
82b1a95d-a818-4412-b84b-db1c52f3143c,2025-08-08,82.5,61.4,86.2,0.0,8.9,15.9,93,18,71
82b1a95d-a818-4412-b84b-db1c52f3143c,2025-08-09,86.0,61.2,88.2,0.0,11.0,22.8,102,18,69
82b1a95d-a818-4412-b84b-db1c52f3143c,2025-08-10,85.9,61.5,89.8,0.0,10.5,18.1,112,24,68
141fe139-b4d2-4846-ac9f-a36b5dd6db41,2025-08-15,73.2,64.0,75.8,0.0,9.4,25.7,197,53,76
141fe139-b4d2-4846-ac9f-a36b5dd6db41,2025-08-16,73.8,64.0,76.8,0.0,9.0,25.1,197,44,74
141fe139-b4d2-4846-ac9f-a36b5dd6db41,2025-08-17,74.2,61.2,78.5,0.0,7.0,21.3,227,3,77
3b11da04-26cc-4cc3-817f-1509fd6aec41,2025-08-21,87.4,78.4,99.4,0.035,6.0,18.8,182,96,86
3b11da04-26cc-4cc3-817f-1509fd6aec41,2025-08-22,88.5,78.2,102.0,0.047,4.2,14.3,195,53,81
3b11da04-26cc-4cc3-817f-1509fd6aec41,2025-08-23,88.5,77.1,97.0,0.039,13.9,34.0,71,57,80
3b11da04-26cc-4cc3-817f-1509fd6aec41,2025-08-24,83.9,77.5,91.0,0.217,15.0,37.4,88,97,87
5d9d8bbd-845b-4607-94bd-c48748c61946,2025-08-22,80.3,59.0,81.7,0.0,8.2,17.7,348,0,58
5d9d8bbd-845b-4607-94bd-c48748c61946,2025-08-23,82.7,63.5,81.6,0.0,13.3,31.3,193,11,58
5d9d8bbd-845b-4607-94bd-c48748c61946,2025-08-24,79.5,64.0,80.8,0.008,11.3,28.4,172,40,72
296b6f6f-577f-4cf2-8a5a-657c71485b38,2025-08-23,86.2,58.6,85.3,0.0,13.3,27.7,254,44,63
296b6f6f-577f-4cf2-8a5a-657c71485b38,2025-08-24,84.8,57.3,84.2,0.0,13.1,27.7,254,29,68
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-26,91.3,77.0,100.6,0.126,8.7,22.6,239,16,78
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-27,91.1,75.5,101.5,0.189,10.1,24.4,245,71,82
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-28,89.4,77.1,101.0,0.012,6.9,19.2,326,63,81
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-29,89.5,76.4,102.4,0.008,5.6,16.6,290,54,80
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-30,90.5,78.5,103.3,0.039,7.0,19.5,251,59,81
35e7ef8b-32a9-4963-9ecf-083303d98dcb,2025-08-31,90.9,77.2,103.8,0.606,5.4,17.2,192,88,85
a043cc4a-5889-4dd2-9888-9a0dbffed893,2025-08-27,98.4,71.8,96.3,0.0,4.7,13.2,314,32,35
a043cc4a-5889-4dd2-9888-9a0dbffed893,2025-08-29,96.7,70.5,96.1,0.004,5.7,14.1,93,15,38
a043cc4a-5889-4dd2-9888-9a0dbffed893,2025-08-30,101.7,74.6,99.3,0.0,8.3,19.9,53,1,25
a043cc4a-5889-4dd2-9888-9a0dbffed893,2025-08-31,104.6,76.4,103.2,0.0,5.2,15.9,56,4,17
a043cc4a-5889-4dd2-9888-9a0dbffed893,2025-09-01,107.0,78.4,106.0,0.0,8.2,17.4,63,13,17
94cc819d-e1bf-4f99-9cc7-609d4efd0e25,2025-09-04,87.9,76.3,99.5,0.283,8.4,18.8,244,98,87
94cc819d-e1bf-4f99-9cc7-609d4efd0e25,2025-09-05,88.7,76.8,102.6,0.539,9.7,20.1,238,94,89
94cc819d-e1bf-4f99-9cc7-609d4efd0e25,2025-09-06,88.6,74.9,100.6,0.925,7.6,16.8,250,98,87
94cc819d-e1bf-4f99-9cc7-609d4efd0e25,2025-09-07,85.1,76.5,97.5,1.024,8.4,23.0,219,100,92
34f5d03b-62ac-4529-aa27-ae850ce28128,2025-09-06,88.7,73.8,103.0,0.299,6.5,15.9,118,89,90
34f5d03b-62ac-4529-aa27-ae850ce28128,2025-09-07,89.2,73.0,99.5,0.35,8.4,15.4,191,82,88
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-08,72.0,50.3,71.3,0.0,6.3,13.9,51,2,57
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-09,75.1,52.4,74.5,0.0,6.8,17.7,116,11,55
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-10,80.1,54.6,81.8,0.0,6.5,13.2,122,19,55
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-11,82.1,57.3,83.2,0.0,7.4,13.6,73,1,55
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-12,82.8,58.7,84.1,0.0,8.6,15.9,58,0,53
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-13,85.4,58.5,86.8,0.0,5.2,14.5,157,59,56
1f96bd4a-2cab-4b70-8dce-96ab62f9d29b,2025-09-14,85.4,64.2,87.0,0.0,7.4,16.8,63,12,60
03b56937-6be0-4115-a103-d95ed667af94,2025-09-24,93.9,75.7,102.2,0.0,9.3,22.1,276,81,72
03b56937-6be0-4115-a103-d95ed667af94,2025-09-25,93.3,76.6,100.3,0.0,7.3,18.3,270,99,71
03b56937-6be0-4115-a103-d95ed667af94,2025-09-26,92.9,78.8,103.4,0.016,6.3,16.8,161,99,69
03b56937-6be0-4115-a103-d95ed667af94,2025-09-27,91.7,77.0,102.6,0.102,7.6,17.9,258,92,78
03b56937-6be0-4115-a103-d95ed667af94,2025-09-28,81.1,73.1,91.2,0.984,7.3,14.8,346,100,90
64bbc71e-f0e2-425a-97f5-4a45ac47ee3e,2025-09-26,92.3,59.0,90.9,0.0,6.2,13.4,161,1,55
64bbc71e-f0e2-425a-97f5-4a45ac47ee3e,2025-09-27,84.6,63.3,84.1,0.0,8.8,22.6,182,0,52
64bbc71e-f0e2-425a-97f5-4a45ac47ee3e,2025-09-28,78.7,61.3,78.9,0.0,7.0,20.6,199,30,67
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-09-30,87.0,78.9,98.3,0.051,10.4,23.5,143,81,84
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-10-01,86.7,75.9,100.0,0.039,9.0,21.7,125,68,85
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-10-02,87.2,76.8,100.1,0.028,8.4,20.4,12,23,82
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-10-03,87.3,77.5,100.3,0.071,7.0,17.7,86,32,83
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-10-04,87.4,75.4,101.1,0.016,8.1,21.5,293,89,84
aeb21200-04b6-4900-95d0-4a1e2d9e2770,2025-12-01,80.2,73.0,86.5,0.193,11.4,25.5,331,67,86
f1dc4c6b-bf8a-4461-abe7-7cdb25746da6,2025-10-04,79.6,66.7,81.8,0.016,11.9,26.2,57,94,81
f1dc4c6b-bf8a-4461-abe7-7cdb25746da6,2025-10-05,80.6,70.2,82.3,0.063,12.1,25.7,68,98,81
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-06,76.2,54.1,79.9,0.0,6.8,17.2,97,22,85
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-07,80.6,56.1,80.6,0.0,12.1,23.7,176,52,80
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-08,75.5,66.1,79.5,0.406,15.5,31.8,267,83,83
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-09,67.2,60.3,62.9,0.0,14.6,29.3,29,24,64
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-10,66.2,58.5,62.8,0.008,14.5,32.0,63,72,65
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-11,70.7,65.2,71.5,0.252,16.6,32.9,52,100,87
2b3050b3-8f87-45b5-bf44-0f056c1bd305,2025-10-12,70.3,63.6,67.5,0.705,26.0,53.7,34,96,89
df5e4382-7788-468c-8290-8044c8030c59,2025-10-11,81.5,61.9,83.5,0.0,6.6,12.3,87,26,64
df5e4382-7788-468c-8290-8044c8030c59,2025-10-12,84.5,58.5,87.3,0.0,5.8,12.3,136,7,68
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-20,80.3,57.1,75.9,0.0,5.1,12.5,332,5,23
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-21,78.7,57.3,73.8,0.0,4.3,11.2,291,3,26
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-22,79.6,56.8,74.4,0.004,10.1,23.3,292,38,34
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-23,76.7,61.8,67.8,0.0,14.8,35.3,316,9,28
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-24,78.1,54.3,73.2,0.0,5.7,13.2,315,0,23
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-25,81.8,56.6,73.3,0.0,9.8,22.8,164,48,23
3d0b0b9c-82d2-4103-b0f9-8795aed25297,2025-10-26,81.6,58.8,74.9,0.0,7.3,19.2,199,33,23
280169bb-803c-474b-b2f9-933c9ffc8b29,2025-10-31,68.5,38.8,65.7,0.0,6.1,12.5,121,35,67
280169bb-803c-474b-b2f9-933c9ffc8b29,2025-11-01,67.6,51.2,67.2,0.067,6.5,13.6,78,60,67
280169bb-803c-474b-b2f9-933c9ffc8b29,2025-11-02,67.7,44.3,64.6,0.0,7.0,13.9,106,3,57
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-03,76.8,49.6,73.1,0.0,8.0,17.2,164,0,55
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-04,77.7,53.1,73.1,0.0,11.4,26.2,170,0,56
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-05,81.4,58.0,81.0,0.0,10.3,21.9,174,0,61
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-06,83.9,59.8,81.5,0.0,10.9,25.5,172,9,63
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-07,79.8,63.0,80.0,0.0,10.4,23.0,181,8,64
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-08,79.2,52.8,78.7,0.0,12.6,27.1,2,14,58
f02fa839-68e0-46d5-8b93-dc266f201a4e,2025-11-09,63.8,47.5,55.7,0.0,12.7,30.2,351,16,37
1c44e440-c1a5-486e-9b26-3d42740f4d31,2025-11-18,78.9,58.6,81.2,0.0,6.7,12.3,73,12,77
1c44e440-c1a5-486e-9b26-3d42740f4d31,2025-11-20,80.5,58.0,83.4,0.0,3.6,9.8,51,3,77
1c44e440-c1a5-486e-9b26-3d42740f4d31,2025-11-21,79.8,57.7,84.2,0.0,6.6,11.6,120,29,78
1c44e440-c1a5-486e-9b26-3d42740f4d31,2025-11-22,80.6,59.5,84.5,0.0,6.0,11.6,232,13,80
1c44e440-c1a5-486e-9b26-3d42740f4d31,2025-11-23,81.1,61.3,86.3,0.004,5.9,14.5,301,5,84
309bc6d6-945f-4e60-a79e-69f68070d332,2025-12-03,53.4,40.1,48.2,0.016,12.5,29.5,2,46,58
309bc6d6-945f-4e60-a79e-69f68070d332,2025-12-04,53.0,33.4,47.3,0.0,4.8,11.0,45,44,52
309bc6d6-945f-4e60-a79e-69f68070d332,2025-12-05,54.2,42.7,47.9,0.0,4.7,13.2,45,60,45
309bc6d6-945f-4e60-a79e-69f68070d332,2025-12-06,65.3,40.4,61.4,0.0,5.0,12.3,197,0,56
3c40bcc6-3b7f-4fe9-b477-86afcdb47477,2025-12-13,54.8,28.0,50.6,0.0,7.8,14.1,203,23,74
3c40bcc6-3b7f-4fe9-b477-86afcdb47477,2025-12-14,51.9,20.0,47.0,0.169,17.9,37.1,320,45,61
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,2025-12-16,65.9,50.9,64.8,0.0,12.1,25.7,333,42,84
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,2025-12-18,75.2,63.4,78.7,0.15,10.1,24.2,142,98,88
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,2025-12-19,79.1,59.2,79.8,0.0,11.2,24.6,262,65,79
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,2025-12-20,69.3,51.8,68.8,0.0,9.1,17.0,356,2,73
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,2025-12-21,70.2,56.4,71.8,0.0,9.1,19.2,6,60,87
55041931-39e8-4537-84b0-502546dcfaa6,2026-01-10,84.1,63.7,85.8,0.0,10.9,24.4,164,23,76
55041931-39e8-4537-84b0-502546dcfaa6,2026-01-11,80.7,63.2,82.9,0.012,11.5,23.7,316,84,80
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-12,73.7,46.7,67.3,0.0,5.9,12.8,247,7,37
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-13,79.9,52.3,72.1,0.0,7.8,15.4,242,0,26
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-14,85.1,59.2,78.1,0.0,7.1,14.3,264,2,19
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-15,81.1,56.1,76.3,0.0,6.2,13.6,254,4,27
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-16,86.1,56.9,78.6,0.0,7.4,15.7,268,3,20
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-17,82.8,56.1,75.6,0.0,5.9,13.6,258,37,18
8ab37b28-af20-44e9-845d-0beae3e388d8,2026-01-18,75.7,54.1,69.8,0.0,4.4,11.0,265,39,20
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-19,1.9,-9.9,-9.0,0.0,17.0,31.5,297,40,70
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-20,12.6,-6.1,4.4,0.016,7.1,14.3,231,70,78
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-21,22.5,11.3,12.7,0.079,17.9,31.5,269,83,83
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-22,9.2,-18.1,-4.4,0.0,19.5,37.6,292,35,67
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-23,-10.5,-23.3,-20.9,0.0,12.2,23.9,301,13,62
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-24,-4.2,-20.2,-13.2,0.0,5.8,12.5,191,51,71
a87739fb-9ea8-4572-9944-ec10f355b9c0,2026-01-25,2.5,-14.6,-7.3,0.0,10.1,17.4,325,35,73
71ccc90b-c6e9-45e9-918a-deac067d89f8,2026-01-24,61.9,48.7,59.1,0.787,7.6,17.9,266,88,84
71ccc90b-c6e9-45e9-918a-deac067d89f8,2026-01-25,57.0,40.6,52.7,0.091,9.6,18.8,294,21,73
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-09,75.2,47.2,74.6,0.0,6.6,18.3,254,0,60
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-10,77.2,49.5,77.1,0.0,7.0,18.6,182,1,66
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-11,77.6,52.9,77.8,0.012,7.2,20.1,221,20,72
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-12,80.2,55.6,82.0,0.0,7.9,21.3,271,15,77
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-13,81.9,60.7,83.7,0.0,6.2,16.3,321,58,80
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-14,83.1,57.2,83.7,0.0,7.0,18.8,110,18,72
4133fecd-bede-49e5-af91-34a31f36fdf4,2026-02-15,79.7,63.6,78.1,0.008,15.4,35.6,175,51,75
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-16,74.3,53.0,66.5,0.016,15.7,27.1,173,97,34
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-17,65.6,52.5,59.0,0.209,16.3,35.1,232,69,63
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-18,64.8,47.4,55.2,0.004,16.2,27.7,212,63,66
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-19,61.0,43.3,54.2,0.0,8.6,19.2,241,34,62
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-20,61.7,46.3,54.7,0.035,9.7,16.6,239,47,39
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-21,69.8,38.4,65.0,0.0,5.3,9.8,39,25,42
fc07fe03-0caa-4cb1-a71f-845438129aa5,2026-02-22,80.3,52.9,72.1,0.0,10.5,20.6,83,38,22
46723c67-4fcc-4cd0-91cb-3f0ab0b19cef,2026-02-21,78.1,61.7,78.0,0.012,14.5,26.8,343,54,73
46723c67-4fcc-4cd0-91cb-3f0ab0b19cef,2026-02-22,61.3,46.4,53.5,0.0,14.4,26.8,359,13,46
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-02,65.1,56.0,65.6,0.0,6.9,20.8,230,52,85
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-03,66.8,54.0,68.5,0.0,6.7,19.5,167,31,77
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-04,64.9,52.9,65.4,0.0,6.3,19.7,169,76,87
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-05,68.7,54.7,66.9,0.0,12.5,26.6,246,30,72
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-06,74.0,54.2,70.1,0.0,17.3,35.6,27,10,36
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-07,76.2,58.7,65.5,0.0,17.4,40.5,28,0,16
48b7ff7c-01d8-437c-ba94-b37f2f6e02db,2026-03-08,87.8,60.9,80.7,0.0,14.4,27.5,10,0,23
344b993b-5b4d-48d8-81e8-13f033455e1a,2026-03-07,86.3,68.3,88.9,0.291,9.3,21.0,109,54,74
344b993b-5b4d-48d8-81e8-13f033455e1a,2026-03-08,84.1,67.6,88.2,0.012,7.4,20.1,202,52,77
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-09,79.7,62.1,81.8,0.661,15.5,34.0,197,69,82
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-10,78.5,67.5,79.9,0.319,15.0,34.0,185,96,85
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-11,74.3,50.8,73.7,0.965,19.8,41.6,347,55,73
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-12,58.0,38.6,54.5,0.0,12.8,28.2,354,0,53
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-13,72.1,47.3,69.3,0.0,10.6,20.4,172,1,54
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-14,76.6,54.8,75.5,0.0,16.1,31.5,169,34,69
a007e41a-7907-4a6f-8d37-9a153aed01ec,2026-03-15,80.1,44.1,81.8,0.0,23.2,49.7,260,71,60
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-23,89.3,58.1,82.2,0.0,12.1,22.4,248,59,16
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-24,90.9,60.3,85.8,0.0,9.4,17.0,243,21,16
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-25,90.4,60.3,86.0,0.0,8.8,17.0,248,8,19
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-26,88.8,62.2,82.1,0.0,9.9,20.1,246,30,19
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-27,88.9,54.0,83.2,0.0,4.3,11.2,351,1,13
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-28,87.0,58.6,81.3,0.0,12.1,23.5,274,8,14
e107a760-8d9c-4642-bae4-aff460bbf35a,2026-03-29,84.9,55.3,78.5,0.0,12.1,21.9,252,49,12
6c4c9f6c-1b51-4dc4-80aa-0024a635bd95,2026-04-04,80.8,59.9,84.0,0.0,11.3,23.9,239,20,47
6c4c9f6c-1b51-4dc4-80aa-0024a635bd95,2026-04-05,77.1,57.4,78.5,0.0,7.8,21.0,218,73,59
6c4c9f6c-1b51-4dc4-80aa-0024a635bd95,2026-04-06,73.0,61.1,75.3,0.0,10.9,29.3,194,46,77
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-13,63.8,47.4,61.6,0.035,8.0,19.0,308,41,77
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-14,67.6,47.4,68.4,0.0,7.8,18.3,187,17,76
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-15,67.6,47.7,66.5,0.0,7.2,19.0,169,54,76
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-16,65.6,47.8,59.6,0.0,13.3,30.0,336,13,59
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-17,69.4,46.1,69.1,0.0,10.6,25.7,346,34,46
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-18,73.8,47.1,75.7,0.0,3.4,10.7,118,58,61
