p1_name,p2_name,chem_logit_mean,chem_logit_sd
Riccardo Corrente,Franco Calandra,-0.001,0.0504
Kentaro Hamaguchi,Harrison Yee,-0.0,0.0502
Zen Ferguson,Thomas Romero,-0.0063,0.0485
Keaton Cullimore,Lauren Wong,-0.002,0.052
Nicole Kalhorn,Billy Buchhauser,-0.0073,0.0523
Anna Bright,Hayden Patriquin,0.0036,0.0415
Pierina Imparato,Darrian Young,0.0055,0.0501
Andrea Koop,Roscoe Bellamy,0.0026,0.0513
Hunter Johnson,Tyra Hurricane Black,0.0037,0.0516
Catherine Parenteau,James Ignatowich,-0.0075,0.05
Tyler Loong,Lacy Schneemann,0.0013,0.0496
Blaine Hovenier,Samantha Parker,0.0041,0.0502
Parris Todd,Jaume Martinez Vich,-0.0042,0.0506
Callie Smith,Zane Navratil,0.0063,0.053
Quang Duong,Allyce Jones,0.0221,0.0532
Angie Walker,Wesley Burrows,-0.0018,0.0527
Genie Bouchard,Ivan Jakovljevic,0.0129,0.0488
Dylan Frazier,Kate Fahey,0.0116,0.0478
Aanik Lohani,Ava Ignatowich,0.0036,0.053
Kaitlyn Christian,Daniel De la Rosa,-0.0006,0.0493
AJ Koller,Alix Truong,0.0084,0.0505
Olivia McMillan,Anderson Scarpa,-0.0074,0.0483
Rafa Hewett,Chao Yi Wang,-0.0005,0.0503
Genie Erokhina,Ryan Fu,0.003,0.0512
Lauren Stratman,Donald Young,-0.0181,0.0502
Camila Zilveti,Alex Neumann,0.0041,0.0517
Vivienne David,Augustus Ge,-0.0046,0.049
Chuck Taylor,Lindsey Newman,-0.0018,0.0499
Hannah Blatt,Pesa Teoni,-0.0185,0.0527
Allison Phillips,Olivia Phillips,0.0175,0.0503
Julianne Felton,Chandra Kusuma,0.0026,0.0538
Roscoe Bellamy,Darrian Young,0.0089,0.0477
Noe Khlif,Wyatt Stone,-0.013,0.0536
Lindsey Newman,Olivia McMillan,-0.0029,0.049
Bailee Jackson,Allie Davis,-0.0004,0.0533
Christine Maddox,Genie Erokhina,0.0028,0.0515
Julian Arnold,Augustus Ge,0.0029,0.0512
Nicole Eugenio,Tia Elpusan,0.0107,0.0523
Rob Cassidy,Jose Farias,-0.0062,0.0516
Quang Duong,CJ Klinger,0.0183,0.0476
Maddy Rasmusen,Dodo Kong,-0.0016,0.0507
Cade Pierson,Dionne Lim,-0.0031,0.0513
Ekaterina Biakina,Alla Mikhno,-0.0002,0.0493
Brandon French,Daniel De la Rosa,0.0216,0.0512
Kate Fahey,Tina Pisnik,0.0086,0.0476
Sophia Haleas,Lauren Wong,-0.0018,0.0513
Pablo Tellez,Dekel Bar,0.0087,0.0474
Chuck Taylor,Kento Tamaki,-0.0013,0.0526
Claudio Quinones Garcia,Elliot Markowitz,-0.0052,0.0508
Mohaned Alhouni,Aanik Lohani,-0.0016,0.0507
Kailas Shekar,Quan Do,-0.0066,0.0515
Ivan Jakovljevic,Spencer Smith,-0.0101,0.0502
Tavon Morrow,Derek Shearer,0.0055,0.0547
Bao Duong,Iker Tomas,-0.0036,0.0507
Callan Dawson,AJ Koller,-0.005,0.0497
Dalia Garza,Erica Remshard,0.0003,0.0492
Savanna Ticknor,Cami Blake,-0.0005,0.0489
Natalie Raney,Amanda Rosati,0.0039,0.0514
Nick Black,Louie Payetta,0.0094,0.049
Jessica Mason,Cailyn Campbell,-0.002,0.0507
Carlota Trevino,Camila Garcia Wright,0.0001,0.0515
Callie Smith,Andrea Koop,0.0046,0.0528
Jackson Ayotte,Riley Inn,-0.0023,0.0534
Madison Grollman,Ivana King,-0.0026,0.0513
Darcy Shore,Courtney Clark,0.0007,0.0529
Shea Donahue,Mason Park,-0.0052,0.0518
Ian Hutter,Caitlin Lewis,0.0062,0.0501
Maximilian Wild,Dave Bacalla,0.0161,0.051
Levi Daniel,Tama Shimabukuro,0.0046,0.0526
Abbigal Hatton,Jase Edwards,-0.0159,0.0493
Tama Shimabukuro,Ekaterina Biakina,-0.0013,0.0523
Austin Bricker,Nick McCollin,0.0096,0.0527
JP Gorby,Johnny Quinn,-0.0007,0.0526
Victoria Nguyen,Bassem Kheireddin,0.0103,0.0497
Kayla Nesbitt,Jimmy Terzian,0.0228,0.0545
Zoeya Khan,Austin Bricker,-0.0064,0.0482
Jazz Hearn IV,Garrison Eaby,0.0004,0.0535
Dalia Garza,Yuta Funemizu,-0.0105,0.0507
Jenna Hessert,Gabriel Joseph,-0.0047,0.0532
George Congdon,Jake Anderson,-0.0028,0.0552
James Gillespie,Rikk Shimizu,-0.0011,0.0505
Carlos Di Laura III,Etienne Blaszkewycz,0.0088,0.0504
Robert Laidlaw,Zachary Marceau,0.0128,0.0529
Jeremy Lim,Christina Chin,0.0016,0.0505
Ella Yeh,Eshaan Mylavarapu,0.0029,0.0535
Daniel Byun,Evie Kenna,-0.0036,0.0523
Haley Frank,Oliver Frank,0.0096,0.0502
Cami Blake,John Hanne,-0.001,0.054
Max Green,Ariana Rodriguez,0.0138,0.0517
Brent Werbeck,Jen Werbeck,-0.0014,0.0509
Brett Finan,Jessica Mason,0.0031,0.054
Grace Crosby,James Crosby,-0.001,0.0513
Pally Ray,Tiffany Landgraf,0.0127,0.0506
Rachel Janssen,Loc Lam,0.0008,0.0535
Daniel Patterson,Roger Stern,-0.0061,0.0518
Michael Asplund,Carter Wittendorf,0.0077,0.0495
Max Freeman,Sarah Williams,-0.0022,0.053
Robert Laidlaw,Mehvish Safdar,0.0055,0.0506
Alexa Schull,Zachary Marceau,0.0008,0.0503
Demetric Marrero Jr,Ella Cosma,0.008,0.0486
Alex Osorio,Adair Garcia,-0.0087,0.054
Zach Gonnering,Jase Edwards,0.0014,0.054
Alexander Valencia,Blake Beshirs,-0.0038,0.0508
Zane Ford,Lorena Duknic,-0.0024,0.051
Regina Goldberg,Grayson Goldin,0.0173,0.0539
Justin Hunter,Lauren Andersen,-0.0017,0.0497
Sarah Carpenter,Juan Benitez,-0.0044,0.0503
Tom Protzek,Nicole Pitts,0.0167,0.0538
Court Zalinski,Kevin Caulfield,-0.0037,0.0504
Dennis Polyakov,Mark Growcott,0.0016,0.052
Chase Womack,Bassem Kheireddin,-0.0058,0.0519
Eris Rivera,Taylor Stockton,-0.0,0.0537
Christopher Crouch,Anne-Sophie Courteau,-0.0004,0.05
Jessica Jones,Jake Anderson,0.0019,0.0563
Cody Sivan,Nicole Conard,-0.0105,0.0518
Aleck Blair,Whitney Shaffer,-0.0031,0.051
Tony Le-Doan,Arion Northrop,-0.0057,0.0513
Eduardo Garcia,Timothy Cass,-0.0049,0.0538
Madison Wolfe,Nick McCollin,-0.0065,0.0512
Alexandre Gauthier,Arielle Nealy,0.0044,0.0499
Amber Policare,Zach Gonnering,0.0012,0.0528
Loc Lam,Ramon Martinez,-0.0035,0.0528
Aizec Olson,James Crosby,0.0052,0.0559
Brent Werbeck,Eli Trumeter,-0.0034,0.0508
Akinori Wada,Matt Mayer,0.004,0.0495
James Broker,Komal Safdar,-0.0073,0.0521
Natalie Hur,Jaikin Gomez,0.0022,0.0504
Savanna Ticknor,Benjamin Grant,-0.0031,0.0533
Niles Parungao,AJ Brown,-0.0019,0.0518
Lorena Duknic,Arielle Nealy,-0.01,0.053
Jason Loyd,Yuta Funemizu,-0.0054,0.0501
James Delgado,Daniel Jensen,-0.0087,0.052
Zane Ford,Tam Trinh,0.0171,0.0531
Jenna Hessert,Tatiana Ruhl,0.0085,0.055
Neha Khurana,Tiffany Landgraf,-0.0034,0.0521
Dalia Garza,Mya Bui,0.0027,0.0513
Christina Chin,Ariana Rodriguez,0.0035,0.0506
Ross Whittaker,Kento Tamaki,-0.0055,0.0507
John Isner,Wesley Burrows,0.0,0.0513
Madeline Schulte,Helena Jansen,-0.0033,0.0518
Whitney Shaffer,Jen Werbeck,-0.0034,0.0518
Michael Oyer,Ryan Berg,-0.0025,0.0512
Max Schaefler,Kamden Bradstreet,-0.0,0.0526
Tom Protzek,Alexandre Gauthier,-0.0,0.0526
Hannah Blatt,Samantha Parker,-0.0029,0.0516
Chrissie Hintz,Rachel Janssen,0.0019,0.0507
Keaten Kappes,Oliver Frank,0.0029,0.0503
Natalie Hur,Camila Zilveti,-0.007,0.0521
Rafa Hewett,Kate Fahey,0.0029,0.0509
Ryan Murphy,Bryce Standridge,-0.0018,0.0505
Chris Tripoli,Sebastian Hinojosa,0.0041,0.052
Nicole Pitts,Sarah Williams,-0.0064,0.0504
Zoeya Khan,Shea Donahue,-0.0053,0.0513
Gabriel Joseph,Donald Young,0.0031,0.0505
Sam Weinbach,Dave Weinbach,-0.0054,0.0507
Warren Fulgenzi Jr.,Justin Hunter,0.0048,0.0562
Sam Angelo,Ryan Fu,-0.0049,0.0537
Layne Sleeth,Brandon French,-0.0035,0.0516
Abbigal Hatton,Emma Nelson,-0.0059,0.053
Daniel Traxler,Brett Finan,0.0033,0.0494
Jaume Martinez Vich,Tyra Hurricane Black,-0.0013,0.0506
Augustus Ge,Lina Padegimaite,0.005,0.0501
Samantha Parker,Michael Loyd,-0.0042,0.0519
Yates Johnson,Ryan Sherry,-0.0099,0.0515
Phillip Locklear,Robert Slutsky,0.0063,0.0501
Taine Bernhard,Matt Bernhard,0.0,0.051
Noe Khlif,Blaine Hovenier,-0.0145,0.0512
Noe Khlif,Lea Jansen,0.0137,0.0496
Ivan Jakovljevic,Marcela Aguila Ampon,0.0024,0.0521
Dylan Frazier,Vivian Glozman,0.0005,0.0537
Callie Smith,Jack Sock,-0.0081,0.051
Rachel Rettger,Ava Ignatowich,-0.0039,0.0534
Haley Frank,Lauren Andersen,-0.0031,0.0494
Ivan Jakovljevic,Roscoe Bellamy,-0.0105,0.052
Genie Bouchard,Kaitlyn Christian,-0.0068,0.0471
Ella Yeh,Ella Cosma,0.001,0.0534
Daniel Byun,Benjamin Grant,0.0013,0.0541
Pally Ray,Jace Morris,-0.0007,0.0531
Maria Klokotzky,Alexa Schull,-0.0068,0.0523
Garrison Eaby,Taylor Stockton,-0.0008,0.0507
Easton Horricks,Jacob Stegall,0.0018,0.0497
Martina Frantova,John Cincola,0.0035,0.0521
Christopher Crouch,John Lucian Goins,-0.0129,0.0531
Jonathon Hart,Sanders Graf,-0.0011,0.0514
Dominique Schaefer,Darrian Young,-0.006,0.0524
Jessica Jones,Court Zalinski,0.0047,0.0523
Camila Zilveti,Steve Deakin,-0.0016,0.0534
Mohaned Alhouni,Allison Phillips,-0.0188,0.0511
Rachel Rettger,Wesley Burrows,0.0056,0.0552
James Ignatowich,Vivienne David,-0.0097,0.0547
AJ Koller,Todd Fought,0.0016,0.0531
Michael Loyd,Wyatt Stone,-0.0041,0.0515
Albie Huang,Pei-Yu Lai,0.0009,0.0516
Martina Frantova,Dominique Schaefer,0.0051,0.0499
Madison Wolfe,Victoria Nguyen,-0.0067,0.0532
Chuck Taylor,Aanik Lohani,-0.0037,0.0502
Cason Campbell,Johnny Goldberg,0.0012,0.0506
Amber Policare,Anne-Sophie Courteau,-0.0019,0.0522
Layne Sleeth,Lina Padegimaite,0.0259,0.0479
Brandon French,John Cincola,-0.0102,0.0532
Quang Duong,Anna Bright,0.0071,0.0475
Riley Newman,Hayden Patriquin,-0.0029,0.0501
Emma Wang,William Kammerait,-0.0055,0.0519
Nicolas Lopez,Jessica Degroot,-0.0022,0.0504
Cody Sivan,John Macauley,-0.0018,0.0505
Peter Berka,Jonas Merckx,0.0024,0.0535
Aws Laaribi,Mike Radermacher,0.0014,0.0544
Sammy Lee,Jamie Voelker,0.0104,0.0524
Wendy Weston,Mike Radermacher,-0.002,0.0474
Zane Ford,Nicholas Romano,0.0025,0.0527
Tobias Golberg,Kyle Hagerman,0.0007,0.0515
Noah Zwiren,Riley Inn,-0.0052,0.0498
Evan Hollinsky,Brandon Contratto,0.0069,0.0524
Kentaro Hamaguchi,Yuta Funemizu,0.0003,0.05
Jacob Palley,Matthew Schapiro,0.0004,0.0514
Frank Welsher Iii,Christopher Robertson,-0.0003,0.0525
Jake Frederickson,Lucas Pereyra,-0.0028,0.0487
William Hayes,Brock Rzesnowiecky,-0.0025,0.0532
Joseph Alvarez,Lincoln Bellamy,-0.0001,0.0503
Eric Landau,Taylor Stockton,-0.0064,0.0514
Trenton Shaw,Tristan Shaw,-0.0018,0.0534
Ashley Griffith,Juan Benitez,-0.0059,0.0542
Ariana Rodriguez,Ryan Torresin,-0.0028,0.0502
Sammy Lee,Amrik Donkena,-0.0082,0.0505
Len Yang,Anne-Sophie Courteau,-0.0037,0.0517
Zachary Marceau,Juan Benitez,-0.0004,0.0534
Brandon Contratto,Rachel Janssen,-0.0037,0.0529
Joseph Alvarez,Sabrina Palavra,0.0073,0.0514
Luke Ness,Henry Boyle,0.0025,0.0503
Dominic Denardo,Sophie Jones,-0.0028,0.0492
Meghan Mediratta,Neil Mediratta,-0.0054,0.0508
Ben Cawston,Cassy Deng,-0.0068,0.0536
Monika Wynne,Nicholas Romano,-0.002,0.0514
Luke Ness,Kara Marbury,0.0066,0.0505
William East,Elisha Hougland,0.0057,0.0502
Tom Protzek,Shea Donahue,0.003,0.0531
Kristine Diehl,Chad Evans,-0.0061,0.0536
Ryan Skufca,Sam Weinbach,-0.0053,0.0526
Bryson Alexander,Santiago Diaz,0.0006,0.0529
Matthew Schapiro,Yasmin Musleh,-0.0097,0.053
Michael Jeon,Ryan Radawiec,-0.0048,0.0531
Marykate Washelesky,Peter Berka,-0.0026,0.052
William East,Amber Policare,0.0016,0.0512
Anna Dubois,Emerson Lehmann,-0.0023,0.0513
Nicolas Lopez,Kasen Lopez,-0.0023,0.0481
Ben Cawston,Stuart Parminter,0.0007,0.0516
Brittni Tonnessen,Brandon Fritze,-0.0034,0.0522
Brian Bonilla,Bernard Suwirjo,-0.0036,0.0501
Benjamin Gonzalez,Hailey Munz,-0.0042,0.0502
Ryan Torresin,Brandon Fritze,0.0154,0.0516
Guilherme Zogbi,Brian Bomgren,-0.0011,0.0515
Joel Kabacinski,Chris Huebner,-0.0039,0.0526
Abhishek Bhargava,Matt Burkhardt,0.0165,0.0498
John Bonfilio,Saulo Gonzales,-0.0086,0.0532
Frank Welsher Iii,Valentina Martin,-0.0007,0.0517
Gavin Nickerson,Emily Mone,0.0065,0.0506
Alex Gray,Vova Zverkovsky,0.0022,0.0496
Hunter Bivins,Gavin Nickerson,-0.0043,0.0486
Dave Bacalla,Karyn Weiss,-0.0061,0.0529
Mohammed Aljobori,Ksenija Tihomirova,0.0023,0.0525
Travis Rettenmaier,Ekaterina Biakina,-0.0013,0.0505
Dylan Frazier,Anna Bright,0.0038,0.0509
Jay Devilliers,Liz Truluck,0.0035,0.0528
Hayden Patriquin,Tyra Hurricane Black,-0.0058,0.0473
Lea Jansen,Max Freeman,0.0226,0.0499
Quang Duong,Tina Pisnik,0.0019,0.0499
Nick Black,Maggie Brascia,-0.0061,0.0514
Hannah Blatt,Cason Campbell,-0.0072,0.0501
Kate Fahey,Federico Staksrud,-0.0105,0.0472
Andrea Koop,Todd Fought,0.0047,0.0506
Ewa Radzikowska,Mota Alhouni,0.0061,0.0495
Callie Smith,Spencer Smith,0.0015,0.0543
Rachel Rohrabacher,James Ignatowich,0.0023,0.0508
Brandon French,Rachel Rettger,0.0007,0.0529
Lindsey Newman,Wyatt Stone,0.0027,0.0523
Michael Loyd,Judit Castillo,-0.0062,0.0552
Blaine Hovenier,Kaitlyn Christian,-0.0136,0.053
Zane Navratil,Jade Kawamoto,-0.0069,0.0529
Pesa Teoni,Marcela Aguila Ampon,0.0066,0.0507
AJ Koller,Collin Johns,-0.0126,0.0521
Jay Devilliers,Yates Johnson,0.0062,0.0513
Ivan Jakovljevic,Anderson Scarpa,-0.0079,0.0498
Naveen Beasley,James Delgado,-0.0022,0.0515
Kate Fahey,Andrea Koop,0.0062,0.0518
Wendy Weston,Kristen Van Dernoot,0.0007,0.0521
Pablo Tellez,Andrei Daescu,-0.0011,0.051
Chao Yi Wang,Jessie Irvine,-0.0066,0.05
Samantha Parker,Lauren Stratman,-0.0047,0.0495
Callie Smith,Parris Todd,-0.0104,0.0513
Callan Dawson,Todd Fought,0.001,0.0491
Julia Ronney,Shea Donahue,0.0044,0.05
Luke Wasson,Wesley Burrows,0.0098,0.0488
James Ignatowich,CJ Klinger,-0.0087,0.052
Quang Duong,Dylan Frazier,-0.0028,0.0518
Nick Black,Darrian Young,0.0042,0.0531
Michael Loyd,Etienne Blaszkewycz,-0.0046,0.049
Sarita Schoenebeck,Bridget Aguado,-0.0013,0.0524
Marykate Washelesky,Sabrina Palavra,0.0022,0.0525
Ashley Griffith,Valentina Martin,-0.0047,0.0521
Rachel Janssen,Alexis Debol,-0.0015,0.0566
Caitlin Klaassen,Liz Truluck,-0.0139,0.0502
Hannah Blatt,Emilia Schmidt,-0.0048,0.0508
Chuck Taylor,Mota Alhouni,0.0011,0.0509
Pierina Imparato,Ava Ignatowich,-0.005,0.0546
Nicole Conard,Ekaterina Biakina,-0.0002,0.0498
Genie Erokhina,Martina Frantova,0.0004,0.0542
Riley Newman,Jaume Martinez Vich,-0.0111,0.0521
Mary Brascia,Meghan Dizon,-0.0055,0.0516
Gabriel Tardio,Anna Bright,-0.0076,0.049
Riley Newman,Jessie Irvine,-0.0051,0.0503
Lacy Schneemann,Jorja Johnson,0.003,0.0506
Parris Todd,Tina Pisnik,0.0051,0.0493
Dylan Frazier,Pablo Tellez,0.0155,0.0477
Andrei Daescu,Tyson McGuffin,0.012,0.0519
JW Johnson,Gabriel Tardio,-0.0241,0.0502
Christian Alshon,Dekel Bar,0.0011,0.0519
Jessie Irvine,Mari Humberg,0.0152,0.0498
Zane Ford,Allie Reichert,-0.0068,0.0526
Jesse Ferlianto,Keilly Ulery,0.0076,0.0514
Justin Dages,Austin Basque,-0.0139,0.0511
Luke Cartenuto,Gavin Nickerson,-0.0007,0.0499
Nicolas Almeida,Mason Durbin,0.0041,0.0543
Jimmy Terzian,Zach Gonnering,-0.0017,0.0509
Tristan Dussault,Emanuel Dickson,0.0063,0.0507
Jonathan Truong,Alix Truong,0.0022,0.0468
Cailyn Campbell,Ben Slive,-0.0039,0.051
Mikaeel A,Milkha Andrews,-0.0024,0.0524
Sammy Lee,Tanner Tomassi,-0.0061,0.0531
Stevie Petropouleas,Ethan Jauschneg,-0.0075,0.05
Christopher Crouch,John Cangelosi,-0.0009,0.0529
Justin Lui,Johnny Shapiro,-0.0012,0.0498
Maksims Kazijevs,Spartak Rahachou,-0.0006,0.0527
William Owens,Grant Kayworth,0.0008,0.0503
George Bulger,Michael Coleman,0.0026,0.0492
Jericho Grollman,Davis Daniel Carvalho,0.0006,0.0515
Reed Goldenberg,Rey Bacalla,0.0023,0.0535
Joshua Giannelli,Jose Farias,0.014,0.0485
Julian Slive,Ben Slive,0.0047,0.0521
Marshall Brown,Giorgia Vitale,-0.0073,0.0524
Justin Graham,Erin Denney,-0.0018,0.052
Etienne Blaszkewycz,Alex Walker,-0.011,0.0504
Ashley Griffith,Luke Ness,0.0171,0.0519
Luke Ness,Chase Blocker,0.0014,0.0523
Connor McCartney,Chase Mason,0.0052,0.0493
Alexa Schull,Tanner Tomassi,0.0054,0.0494
Waymon Peet,Helen Challenger,0.0063,0.0515
Regina Goldberg,Randy Blanco,0.0106,0.0527
Christa Gecheva,Wyatt Stone,0.0001,0.048
Matthew Mead,Sebastian Herrera,-0.0039,0.0542
Ryan Dinsmore,Cheng En Tsai,-0.002,0.0485
Amanda Rosati,Ryan Torresin,-0.0003,0.0509
Sofia Sewing,Casey Diamond,0.0031,0.0502
Ernesto Fajardo,Ryan Torresin,0.0009,0.0519
Nathan Wilkinson,Eddie Gonzalez,-0.0,0.0515
Nicole Conard,Luke Wasson,-0.0119,0.0522
Spartak Rahachou,Michelle Murphy,0.0085,0.0526
Ridley Seguso,Nikolas Ruiz,0.0037,0.0508
Martina Frantova,Jesse Witten,-0.0043,0.0497
Madalina Grigoriu,Rougel Jon Lutz Aninon,-0.002,0.0495
Justin Graham,Dylan Lewis,0.0,0.0512
Walker Medlin,Abe Vasquez,-0.0008,0.0535
Eric Oncins,Amanda Hendry,0.0002,0.0494
Thomas Provost,Justin Craig,-0.0004,0.05
Robert Laidlaw,Sarah Mulhern,-0.001,0.0516
Joshua Reason,Rougel Jon Lutz Aninon,0.0016,0.0507
Tao Castillo,Stefan Svicevic,-0.0004,0.054
Kallan Arledge,Jayce Fitzpatrick,0.006,0.0544
Polina Libo,Peter Jajcay,-0.0058,0.0528
Ross Whittaker,Shannon Pretorius,0.0249,0.0507
Eduardo Garcia,Karolina Fleming,-0.0001,0.0499
Juan Saez,Ava Cavataio,-0.001,0.0543
Martin Michelsen,Sebastian Stam,0.0003,0.0544
Haddy Salem,Amir Salem,-0.0035,0.0552
Luca Mack,Estee Widdershoven,-0.0051,0.0473
Edward Perez,Ethan Jauschneg,-0.0001,0.0522
Richard Bayne,Tobias Moreno,0.0065,0.0505
Cameron Luhring,Matthew Barlow,0.0089,0.0498
Savannah Vo,Juan Varon,-0.0046,0.0515
Ernesto Fajardo,Ariana Rodriguez,-0.0016,0.0526
Yoan Ghenassia,Sylvain Halais,-0.0022,0.0511
Samantha Greenhut,Davis Daniel Carvalho,0.0047,0.0525
Winchester Dermody,Connor Daland,-0.0013,0.0506
Domenika Turkovic,Jose Farias,-0.003,0.0507
Jorge Nunez,Zak Parks,0.0152,0.0518
Michael I,Michael Holstein,0.0064,0.0518
Juan Varon,Daniel Miron,0.0018,0.0542
A.j. Scarp,Roger Dugas,0.0064,0.0503
Daryl Shapiro,Logan Thompson,-0.0042,0.0502
Christie Fronimos,Niko Fronimos,-0.0075,0.0532
Luke Cartenuto,Jade Rau,0.0029,0.0556
Christopher Crouch,Isabella Ochoa,-0.0012,0.053
Chandra Kusuma,Cameron Luhring,0.0004,0.0529
Immanuel Zion,Scott Cheng,-0.0034,0.0532
Cody Sivan,Waymon Peet,0.0015,0.0535
Cade Vanetten,Sean Andrews,-0.0033,0.0505
Juan Saez,Randy Blanco,-0.014,0.0516
Jemere Plummer,Sharienne Ricardo,-0.0052,0.048
Parker Davekos,Nick Difazio,-0.0067,0.0518
Austin Oreilly,Bret Berryman,0.0041,0.0495
Antoaneta Toskova,Zach Gonnering,-0.0031,0.048
Anne-Sophie Courteau,Juan Benitez,-0.0132,0.0508
Kamden Bradstreet,Andrew Bradstreet,-0.003,0.0505
Luca Mack,Samuel Gabet,0.0037,0.0502
Jeremy Lim,Garrett Singletary,-0.0074,0.0522
Pepe Batalla,Iker Tomas,0.0027,0.0501
Steve Thyden,Johan Nilsson,-0.0024,0.0515
Lauren Hidalgo-Smith,Mason Durbin,-0.0028,0.05
Robert Dolan,Adam Sackrin,-0.007,0.0518
Chase Blocker,Giovanna Morelli,-0.0036,0.0522
Emanuel Dickson,Gianna Southwick,-0.0036,0.0511
Ryan Fu,Marcela Aguila Ampon,-0.0049,0.0508
Angie Walker,Gregory Dow,-0.0021,0.0517
Dekel Bar,Anna Bright,0.0082,0.0474
Jackie Kawamoto,CJ Klinger,-0.0033,0.0517
Pablo Tellez,Tyra Hurricane Black,-0.0218,0.0509
Andrei Daescu,Tina Pisnik,0.0114,0.0491
Jorja Johnson,Hayden Patriquin,-0.0001,0.0484
Leigh Waters,Dillon Segur,0.0045,0.0499
AJ Koller,Meghan Dizon,-0.0212,0.0482
Travis Rettenmaier,Allyce Jones,-0.0039,0.0484
Cason Campbell,Michelle Esquivel,-0.0008,0.0533
Tamaryn Emmrich,Michael Loyd,0.0154,0.0506
John Cincola,Ava Ignatowich,-0.0056,0.0524
Rachel Summers,Spencer Smith,0.0052,0.0517
Andrei Daescu,CJ Klinger,-0.0038,0.0444
Nick Black,Jonathan Truong,0.0088,0.0523
Martin Emmrich,Wesley Burrows,-0.0007,0.0501
Phillip Locklear,Matt Rucinski,0.0104,0.0514
Jackie Kawamoto,Anna Bright,-0.0027,0.0485
Kaitlyn Christian,Christa Gecheva,0.0258,0.0502
Ariana Rodriguez,Sarah Mulhern,-0.0109,0.0541
Lauren Hidalgo-Smith,Giovanna Morelli,-0.001,0.0513
Mohaned Alhouni,Jhonnatan Medina Alvarez,0.0021,0.0519
AJ Koller,Matt Wright,-0.0089,0.0486
Kate Fahey,Lea Jansen,0.0137,0.0498
Jade Rau,Jaeda Minniefield,0.0066,0.0495
Estee Widdershoven,Fadia Fakhre,-0.0091,0.05
Victoria Dimuzio,Amanda Rosati,0.0111,0.0497
Megan Poe,Melissa Coburn,0.0006,0.0514
Alix Truong,Meghan Dizon,0.011,0.049
Anna Leigh Waters,Leigh Waters,0.0077,0.0475
Allyce Jones,Tina Pisnik,0.0045,0.0526
Ashley Griffith,Sabrina Palavra,-0.0081,0.0518
Ryan Fu,Pesa Teoni,0.0118,0.0528
Travis Rettenmaier,Darrian Young,0.0111,0.0492
Ross Whittaker,Johnny Goldberg,-0.0078,0.0485
Eric Oncins,Augustus Ge,-0.0011,0.0503
Braden Shick,Collin Shick,0.0051,0.0516
Jesse Witten,Ryan Sherry,0.0015,0.0528
Brittany Levkulich,Grayson Hall,0.0014,0.0527
Marcela Aguila Ampon,Ava Ignatowich,-0.0014,0.0506
John Cincola,Etienne Blaszkewycz,0.0117,0.0507
Ivan Jakovljevic,Michael Loyd,-0.0041,0.0513
Amanda Hendry,Michelle Esquivel,0.0046,0.0534
Domenika Turkovic,Allie Reichert,0.0045,0.0507
Ava Cavataio,Alexa Schull,0.0061,0.0503
Cade Pierson,Shannon Pretorius,0.0024,0.0508
Brie Aldridge,Karolina Fleming,0.0036,0.0509
Samantha Greenhut,Kelsey Laurente,-0.0027,0.0504
Polina Libo,Emma Nelson,-0.0096,0.0538
Isabella Ochoa,Paula Rives,0.0195,0.0523
Antoaneta Toskova,Anne-Sophie Courteau,0.0055,0.0498
Maximilian Wild,Jonny Pickleball Andrews,-0.0063,0.0504
Nadia Echeverria,Natalia Maynetto,0.0023,0.0502
Helena Jansen,Brooke Caruso,-0.0062,0.0518
Riley Newman,Vivian Glozman,-0.0093,0.0529
Julianne Le,Harrison Yee,0.0094,0.0523
Farshid Mirzaee,Landon Dunn,-0.0022,0.0519
Collin Johns,Christa Gecheva,0.0034,0.0499
Tatiana Ruhl,Yuta Funemizu,0.0109,0.049
Lorna Morris,Emmerentia Marx,0.0044,0.0529
Zane Ford,Dominique Schaefer,0.0321,0.0528
Bryanna Ojeda,Kevin Caulfield,-0.0042,0.0507
Daniel Byun,Dayna La Belle,0.0057,0.0512
Shelley Wong,Yaamunan Venkatesan,-0.0062,0.0515
Carl Hilliard,Nicole Conard,-0.0043,0.0488
Isabella Hoang,Luc Pham,0.0048,0.0496
Ross Whittaker,Kevin Dayan,0.005,0.0515
Flynn Kantzalis Orton,Mark Wei,-0.0021,0.0559
Nicole Eugenio,Domenika Turkovic,0.0079,0.0529
Brodie Smith,Indigo Dagnall,0.0024,0.0541
Michael I,Luke Ness,-0.0049,0.05
Sam Angelo,Daniel Jensen,-0.0056,0.051
Pally Ray,Omar Garcia-Heredia,0.0072,0.0489
Chase Holderman,Audrey Adele Brown,-0.0037,0.0526
Danica Wolf,Ali Amiri,0.0081,0.0489
Grayson Goldin,Emily Cederquist,-0.0021,0.0529
Sahra Dennehy,Liam Jesperson,-0.005,0.0537
Nicole Conard,Ava Ignatowich,-0.0083,0.0521
Erik Pailet,Domenika Turkovic,-0.0099,0.0517
Leah Tauber,Darrian Young,0.0058,0.0494
Cami Blake,Cailyn Campbell,0.0054,0.0512
Farzin Amiri,Ali Amiri,-0.0071,0.0511
Brian Bonilla,Matthew Mead,0.0052,0.051
JR Jones,Nick Casey,-0.004,0.0503
Natalie Raney,Kevin Dayan,-0.0029,0.0512
Julia Ronney,Matthew Mead,0.0089,0.052
Louie Payetta,Michelle Murphy,-0.0076,0.054
