player_id,full_name,gender,V_total,phi,phi_se,n,in_pool,pool_rank,replacement
6f862c1d-1317-4fe7-bdcd-64caa0dbb088,Ben Johns,M,0.26913,0.23513,0.00156,2855,1,1,Matt Wright
bd061b42-2f82-4bbe-82be-d8bcfb37f9e1,JW Johnson,M,0.24476,0.21473,0.00147,2856,1,2,Matt Wright
fc05556e-3e38-4a38-99c2-f855174a7c28,Hayden Patriquin,M,0.24038,0.21021,0.00144,2851,1,3,Matt Wright
d50310a6-9378-4228-823f-7fb54f7bd698,Gabriel Tardio,M,0.23334,0.20507,0.00140,2857,1,4,Matt Wright
79a11da1-6aeb-4719-9b1e-9918e0163cec,Christian Alshon,M,0.23347,0.20436,0.00140,2851,1,5,Matt Wright
7edb882c-6d17-4129-8208-710e3c82364c,Federico Staksrud,M,0.19347,0.16872,0.00122,2847,1,6,Matt Wright
581183e8-3d9e-459e-b69f-7337d8b6f3d2,Andrei Daescu,M,0.19027,0.16790,0.00122,2851,1,7,Matt Wright
52690a0c-ed4a-4e0b-bf69-4ef416cf7d55,Eric Oncins,M,0.18529,0.16244,0.00119,2856,1,8,Matt Wright
295e343a-31a0-4e1d-a286-d62592291435,Jay Devilliers,M,0.17751,0.15536,0.00115,2876,1,9,Matt Wright
05b194b3-db88-4f77-a26f-5ef5cfbf6146,Riley Newman,M,0.14840,0.13717,0.00108,2857,1,10,Matt Wright
3a43c56f-b9d8-4e72-ae8a-58fd69291946,Jack Sock,M,0.14895,0.12994,0.00102,2868,1,11,Matt Wright
0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M,0.13427,0.12054,0.00099,2848,1,12,Matt Wright
ff38654d-daae-4bad-a1a7-690e4e5706eb,Connor Garnett,M,0.13687,0.11907,0.00097,2866,1,13,Matt Wright
14d61e81-14d5-4cb3-ae33-d427fbc1b4f6,Quang Duong,M,0.13505,0.11903,0.00097,2865,1,14,Matt Wright
12d79cbe-b5c7-4504-ab8f-f352a6bb8629,Thomas Wilson,M,0.11725,0.11812,0.00098,2841,1,15,Matt Wright
a000a067-1bf1-442f-a961-e6c97cb50006,Nicolas Acevedo,M,0.10514,0.11021,0.00096,2846,1,16,Matt Wright
f6fa549d-8a9c-46fd-aeb8-af8a3f0f7a59,Robert Slutsky,M,0.12106,0.10911,0.00094,2864,1,17,Matt Wright
1bb8b2c1-ca6f-45ac-afdd-fab7e77d69d4,Noe Khlif,M,0.12329,0.10824,0.00093,2855,1,18,Matt Wright
f90428f0-e4a3-4a08-a664-518ba7f188d2,Jack Munro,M,0.10789,0.10008,0.00089,2850,1,19,Matt Wright
d0f19d1e-2a6e-4eb3-b10c-1311edd599a8,Will Howells,M,0.11025,0.09711,0.00088,2842,1,20,Matt Wright
34049405-b415-4f3a-aade-5be0111ac7db,Bruno Faletto,M,0.09797,0.08985,0.00085,2847,1,21,Matt Wright
8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,M,0.10151,0.08870,0.00079,2872,1,22,Matt Wright
1de884f8-7bf7-4b49-9de8-3f1fd74cabd6,Dylan Frazier,M,0.10012,0.08715,0.00082,2856,1,23,Matt Wright
33292af3-984d-4752-8d18-b3a5c147e9fe,Armaan Bhatia,M,0.09420,0.08481,0.00082,2845,1,24,Matt Wright
6866df42-48ad-423c-9e57-d7d4d6fb66ef,Vanshik Kapadia,M,0.07945,0.08476,0.00083,2854,1,25,Matt Wright
ce4f0e14-80ea-4ed0-a81c-7341d356d427,Yuta Funemizu,M,0.07594,0.07968,0.00081,2863,1,26,Matt Wright
89843e44-48fd-4a3f-b8c0-5f5aa6ae5741,Dekel Bar,M,0.06527,0.07668,0.00080,2862,1,27,Matt Wright
ead35052-7367-4296-96d4-064f546cc2b9,CJ Klinger,M,0.07698,0.07632,0.00079,2844,1,28,Matt Wright
925c1306-6b3b-4510-8482-f34168a0842a,Roscoe Bellamy,M,0.08509,0.07401,0.00073,2857,1,29,Matt Wright
ba491f1c-0112-47a8-a348-4695289e958a,Augustus Ge,M,0.07754,0.07163,0.00076,2845,1,30,Matt Wright
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,M,0.07819,0.06926,0.00069,2864,1,31,Matt Wright
2c2a2b82-9ec7-4046-97cb-3a199ed507af,Oscar Serra,M,0.06794,0.06540,0.00072,2850,1,32,Matt Wright
698c5236-e88f-411c-b44f-e54f16b2d6b5,George Wall,M,0.05402,0.06168,0.00071,2854,1,33,Matt Wright
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,0.06661,0.06155,0.00068,2841,1,34,Matt Wright
e96d9339-cfb6-473d-bcb3-23f2887a3e0f,John Lucian Goins,M,0.06403,0.05847,0.00061,2855,1,35,Matt Wright
524b89ad-b76b-40b4-a0db-736bdc7b8adb,Hien Truong,M,0.05919,0.05571,0.00065,2844,1,36,Matt Wright
fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Anderson Scarpa,M,0.05198,0.05506,0.00066,2849,1,37,Matt Wright
52726ab1-2ac9-46c0-be90-6b0e7a2d56eb,Pablo Tellez,M,0.05963,0.05493,0.00064,2848,1,38,Matt Wright
a51b59c5-1a13-4472-821a-eb9866e72adf,Joseph Wild,M,0.05086,0.05374,0.00066,2846,1,39,Matt Wright
a91e2b68-7357-4518-baf9-f59b0b4c2477,Christopher Haworth,M,0.06394,0.05341,0.00047,2847,1,40,Matt Wright
3d9c8684-953f-4008-b355-b6104ee56a5b,Connor Mogle,M,0.05568,0.05149,0.00062,2865,1,41,Matt Wright
2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M,0.05491,0.05073,0.00058,2847,1,42,Matt Wright
b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9,Max Freeman,M,0.05426,0.05069,0.00062,2859,1,43,Matt Wright
c18fb17d-e0bb-415c-901b-fa2f928ab22c,Harsh Mehta,M,0.03436,0.05014,0.00065,2836,1,44,Matt Wright
5c817399-aea7-481d-9a83-aab7431eabc1,Alex Emery,M,0.04367,0.04872,0.00062,2869,1,45,Matt Wright
d3e486f2-7c25-4bcf-b9dd-81c14f644f60,Etienne Blaszkewycz,M,0.02919,0.04792,0.00063,2856,1,46,Matt Wright
aec5d8be-9ce0-4cc5-98a4-140fad555fe0,Donald Young,M,0.05048,0.04678,0.00056,2860,1,47,Matt Wright
f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M,0.04137,0.04506,0.00059,2850,1,48,Matt Wright
ca3c21b0-a715-40fd-bf00-c81e22d7da11,Daniel De la Rosa,M,0.02532,0.04351,0.00059,2862,1,49,Matt Wright
06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M,0.04148,0.04057,0.00053,2824,1,50,Matt Wright
dbcb41e9-e983-410b-bc23-d184d034cfc0,Tyson McGuffin,M,0.04189,0.04027,0.00050,2839,1,51,Matt Wright
4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Tama Shimabukuro,M,0.04100,0.04021,0.00047,2860,1,52,Matt Wright
e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M,0.04036,0.04015,0.00053,2857,1,53,Matt Wright
6876576c-b20e-47e3-99e4-d32759cc9f48,Patrick Kawka,M,0.03387,0.03552,0.00045,2847,1,54,Matt Wright
a2c56686-b330-41e4-b7e8-bda8a3ec97a8,Ryan Fu,M,0.02361,0.03533,0.00051,2848,1,55,Matt Wright
3cab1673-2522-4dd5-ba07-2a1b88749d86,Tristan Dussault,M,0.03618,0.03426,0.00042,2849,1,56,Matt Wright
9decd87b-03ac-4d79-a1e7-d03ca3f7519b,James Ignatowich,M,0.02731,0.03251,0.00046,2859,1,57,Matt Wright
4057f30d-d42a-4189-a158-11576fb5f52a,Blaine Hovenier,M,0.02046,0.03118,0.00047,2849,1,58,Matt Wright
1bab49f1-6891-4d3e-8f77-42aa4fc1d18e,Mohaned Alhouni,M,0.03656,0.02609,0.00032,2863,1,59,Matt Wright
763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M,0.03021,0.02470,0.00035,2838,1,60,Matt Wright
2bfe44bb-d558-411f-abeb-c8522dd42ce9,Julian Arnold,M,0.02184,0.02243,0.00034,2854,1,61,Matt Wright
2819525e-d485-4ab3-a300-1c6dbdb3ae39,Quan Do,M,0.02535,0.02056,0.00030,2829,1,62,Matt Wright
e21cb6e0-aabb-43b2-a112-c0a0a59081bf,Oliver Frank,M,0.04361,0.01947,0.00021,2860,1,63,Matt Wright
86e1b9d3-15ea-4b76-b488-d3135e78aa7c,Wade Heerboth,M,0.02788,0.01862,0.00027,2864,1,64,Matt Wright
74afd19c-8f82-4ca2-9345-e4d693111033,Marshall Brown,M,0.02613,0.01818,0.00027,2868,1,65,Matt Wright
99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M,0.03079,0.01753,0.00025,2851,1,66,Matt Wright
30d7759b-93f0-467d-a07a-970ecfac06ba,Cameron Luhring,M,0.02399,0.01711,0.00026,2851,1,67,Matt Wright
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,0.04058,0.01432,0.00019,2845,1,68,Matt Wright
30d6d999-b324-4744-b08c-8309e83c57b0,Naveen Beasley,M,0.01695,0.01396,0.00024,2838,1,69,Matt Wright
a9a168ae-7822-4d31-b07b-fba40480c1fc,Brandon French,M,0.02438,0.01311,0.00021,2860,1,70,Matt Wright
f1151ea2-759d-4d9f-a5b9-5ccd966dc3ca,Hoang Nam Ly,M,0.03981,0.01152,0.00020,2862,1,71,Matt Wright
05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M,0.03291,0.01016,0.00017,2856,1,72,Matt Wright
30eb9a2b-1570-473f-8cf1-0f7c9d21b303,Zane Navratil,M,0.02165,0.01004,0.00017,2861,1,73,Matt Wright
94478a4a-a920-4a12-936c-4dead2ecd1d6,Max Green,M,0.02885,0.01000,0.00016,2842,1,74,Matt Wright
3270dc72-53b7-4d35-aa4c-7f8b7b6bf905,Matthew Barlow,M,0.04115,0.00782,0.00028,2860,1,75,Matt Wright
9ce32de7-16c9-4786-a7b0-8c1c2c623d69,Rafael Lenhard,M,0.04001,0.00726,0.00024,2851,1,76,Matt Wright
e838b7b5-ffd5-4a47-ac0b-f748dc6841d9,David Bieger,M,0.03137,0.00052,0.00024,2837,1,77,Matt Wright
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,0.02943,-0.00094,0.00025,2859,1,78,Matt Wright
7afc02f4-1e87-45c2-a101-0d48ecc05f8d,Martin Stanchev,M,0.02769,-0.00247,0.00024,2844,1,79,Matt Wright
7464628e-931a-44c9-b0df-749a7cb32eaa,Adam Harvey,M,0.03829,-0.00356,0.00042,2841,1,80,Matt Wright
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,0.03040,-0.00359,0.00028,2846,1,81,Matt Wright
0c5b84bb-4c04-4906-86bc-deb533ff4eec,Zane Ford,M,0.04701,-0.00466,0.00067,2850,1,82,Matt Wright
167e7a23-c919-460b-8586-a3966f588dcb,Hong Kit Wong,M,0.02730,-0.00603,0.00031,2849,1,83,Matt Wright
dc7f6ac5-f007-4b8f-b343-95e524dc7d0a,Luc Pham,M,0.02613,-0.00839,0.00037,2856,1,84,Matt Wright
2e0c0227-6e3e-43d5-8037-7f8bd0f9b935,Gabriel Joseph,M,0.04248,-0.00890,0.00071,2862,1,85,Matt Wright
cd1bf109-4907-4208-bca1-4d12f9494a4c,Casey Diamond,M,0.01852,-0.00895,0.00028,2871,1,86,Matt Wright
b2188c16-8955-451d-8b6a-945a8907528f,Tom Evans,M,0.03426,-0.00899,0.00050,2860,1,87,Matt Wright
b046a7b0-2e97-403a-b28a-210cca13d0cc,Omar Garcia-Heredia,M,0.02710,-0.00903,0.00038,2855,1,88,Matt Wright
d8d51930-abf9-468b-9e43-55a9c0728d58,Anouar Braham,M,0.02691,-0.01030,0.00041,2829,1,89,Matt Wright
a9782e86-e5ae-46d3-9194-ac89fdaed622,Alexander Crum,M,0.03810,-0.01043,0.00071,2845,1,90,Matt Wright
a498be96-114c-4857-9d60-4ff2a3e89434,Collin Shick,M,0.02904,-0.01208,0.00053,2815,1,91,Matt Wright
469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M,0.03599,-0.01294,0.00069,2847,1,92,Matt Wright
d70642e4-3d95-430a-a537-acc04e56c97d,Dustin Boyer,M,0.03561,-0.01300,0.00070,2850,1,93,Matt Wright
e1588ddc-465b-4303-9659-dab2533f80ca,Emilien Burnel,M,0.03387,-0.01343,0.00066,2851,1,94,Matt Wright
091e8c64-3b31-4263-889e-7170c2313b97,Santhosh Narayanan,M,0.01734,-0.01382,0.00041,2835,1,95,Matt Wright
8ac6f832-de64-44eb-9bef-21031e074faa,Giang Trinh,M,0.02885,-0.01478,0.00059,2848,1,96,Matt Wright
f370a1a0-2e1a-463b-a35c-30899131f7d6,Troy Akin,M,0.02262,-0.01524,0.00049,2867,1,97,Matt Wright
6392c4f6-2b1d-4595-b7ff-9958bed31ff4,Ronan Camron,M,0.03117,-0.01559,0.00066,2856,1,98,Matt Wright
