player_id,full_name,gender,V_total,phi,phi_se,n,in_pool,pool_rank,replacement
6f862c1d-1317-4fe7-bdcd-64caa0dbb088,Ben Johns,M,0.26913,0.22058,0.00131,2755,1,1,Erik Lange
bd061b42-2f82-4bbe-82be-d8bcfb37f9e1,JW Johnson,M,0.24476,0.19888,0.00121,2774,1,2,Erik Lange
fc05556e-3e38-4a38-99c2-f855174a7c28,Hayden Patriquin,M,0.24038,0.19435,0.00119,2770,1,3,Erik Lange
d50310a6-9378-4228-823f-7fb54f7bd698,Gabriel Tardio,M,0.23334,0.18817,0.00116,2778,1,4,Erik Lange
79a11da1-6aeb-4719-9b1e-9918e0163cec,Christian Alshon,M,0.23347,0.18378,0.00114,2763,1,5,Erik Lange
581183e8-3d9e-459e-b69f-7337d8b6f3d2,Andrei Daescu,M,0.19027,0.14554,0.00098,2752,1,6,Erik Lange
7edb882c-6d17-4129-8208-710e3c82364c,Federico Staksrud,M,0.19347,0.14161,0.00096,2729,1,7,Erik Lange
52690a0c-ed4a-4e0b-bf69-4ef416cf7d55,Eric Oncins,M,0.18529,0.13738,0.00096,2741,1,8,Erik Lange
295e343a-31a0-4e1d-a286-d62592291435,Jay Devilliers,M,0.17751,0.12825,0.00091,2771,1,9,Erik Lange
05b194b3-db88-4f77-a26f-5ef5cfbf6146,Riley Newman,M,0.14840,0.10972,0.00084,2760,1,10,Erik Lange
3a43c56f-b9d8-4e72-ae8a-58fd69291946,Jack Sock,M,0.14895,0.09728,0.00077,2784,1,11,Erik Lange
0763ffeb-1b1f-41c5-ab37-d17b66e50b50,Phuc Huynh,M,0.13427,0.08924,0.00074,2748,1,12,Erik Lange
12d79cbe-b5c7-4504-ab8f-f352a6bb8629,Thomas Wilson,M,0.11725,0.08880,0.00077,2734,1,13,Erik Lange
14d61e81-14d5-4cb3-ae33-d427fbc1b4f6,Quang Duong,M,0.13505,0.08600,0.00070,2749,1,14,Erik Lange
ff38654d-daae-4bad-a1a7-690e4e5706eb,Connor Garnett,M,0.13687,0.08544,0.00072,2752,1,15,Erik Lange
a000a067-1bf1-442f-a961-e6c97cb50006,Nicolas Acevedo,M,0.10514,0.07796,0.00073,2731,1,16,Erik Lange
f6fa549d-8a9c-46fd-aeb8-af8a3f0f7a59,Robert Slutsky,M,0.12106,0.07714,0.00070,2745,1,17,Erik Lange
1bb8b2c1-ca6f-45ac-afdd-fab7e77d69d4,Noe Khlif,M,0.12329,0.07336,0.00066,2760,1,18,Erik Lange
f90428f0-e4a3-4a08-a664-518ba7f188d2,Jack Munro,M,0.10789,0.06780,0.00066,2758,1,19,Erik Lange
d0f19d1e-2a6e-4eb3-b10c-1311edd599a8,Will Howells,M,0.11025,0.06145,0.00062,2755,1,20,Erik Lange
34049405-b415-4f3a-aade-5be0111ac7db,Bruno Faletto,M,0.09797,0.05520,0.00060,2736,1,21,Erik Lange
8160ad59-4654-46b1-b229-8d5f2a9a45f9,Hunter Johnson,M,0.10151,0.05306,0.00046,2749,1,22,Erik Lange
1de884f8-7bf7-4b49-9de8-3f1fd74cabd6,Dylan Frazier,M,0.10012,0.05096,0.00053,2746,1,23,Erik Lange
6866df42-48ad-423c-9e57-d7d4d6fb66ef,Vanshik Kapadia,M,0.07945,0.05067,0.00059,2754,1,24,Erik Lange
33292af3-984d-4752-8d18-b3a5c147e9fe,Armaan Bhatia,M,0.09420,0.04947,0.00055,2782,1,25,Erik Lange
ce4f0e14-80ea-4ed0-a81c-7341d356d427,Yuta Funemizu,M,0.07594,0.04413,0.00056,2752,1,26,Erik Lange
89843e44-48fd-4a3f-b8c0-5f5aa6ae5741,Dekel Bar,M,0.06527,0.04044,0.00054,2768,1,27,Erik Lange
ead35052-7367-4296-96d4-064f546cc2b9,CJ Klinger,M,0.07698,0.04028,0.00052,2744,1,28,Erik Lange
925c1306-6b3b-4510-8482-f34168a0842a,Roscoe Bellamy,M,0.08509,0.03831,0.00039,2768,1,29,Erik Lange
ba491f1c-0112-47a8-a348-4695289e958a,Augustus Ge,M,0.07754,0.03589,0.00047,2750,1,30,Erik Lange
cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a,Jaume Martinez Vich,M,0.07819,0.03454,0.00034,2751,1,31,Erik Lange
a91e2b68-7357-4518-baf9-f59b0b4c2477,Christopher Haworth,M,0.06394,0.03215,0.00031,2746,1,32,Erik Lange
2c2a2b82-9ec7-4046-97cb-3a199ed507af,Oscar Serra,M,0.06794,0.03071,0.00042,2747,1,33,Erik Lange
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,0.06661,0.02686,0.00035,2731,1,34,Erik Lange
e96d9339-cfb6-473d-bcb3-23f2887a3e0f,John Lucian Goins,M,0.06403,0.02653,0.00027,2740,1,35,Erik Lange
698c5236-e88f-411c-b44f-e54f16b2d6b5,George Wall,M,0.05402,0.02611,0.00040,2766,1,36,Erik Lange
524b89ad-b76b-40b4-a0db-736bdc7b8adb,Hien Truong,M,0.05919,0.02193,0.00032,2757,1,37,Erik Lange
52726ab1-2ac9-46c0-be90-6b0e7a2d56eb,Pablo Tellez,M,0.05963,0.02034,0.00029,2776,1,38,Erik Lange
fa8d5d28-d8f5-4996-8c35-0f4ca3c35bae,Anderson Scarpa,M,0.05198,0.02004,0.00034,2768,1,39,Erik Lange
2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M,0.05491,0.01920,0.00024,2786,1,40,Erik Lange
a51b59c5-1a13-4472-821a-eb9866e72adf,Joseph Wild,M,0.05086,0.01916,0.00033,2760,1,41,Erik Lange
3d9c8684-953f-4008-b355-b6104ee56a5b,Connor Mogle,M,0.05568,0.01792,0.00027,2766,1,42,Erik Lange
b03ff4de-9b8f-46a8-a530-d8f19e9d6ec9,Max Freeman,M,0.05426,0.01698,0.00027,2786,1,43,Erik Lange
aec5d8be-9ce0-4cc5-98a4-140fad555fe0,Donald Young,M,0.05048,0.01598,0.00022,2760,1,44,Erik Lange
c18fb17d-e0bb-415c-901b-fa2f928ab22c,Harsh Mehta,M,0.03436,0.01578,0.00031,2764,1,45,Erik Lange
5c817399-aea7-481d-9a83-aab7431eabc1,Alex Emery,M,0.04367,0.01539,0.00029,2750,1,46,Erik Lange
4af4d4d1-9f87-4dc7-95f2-b10751d44c15,Tama Shimabukuro,M,0.04100,0.01406,0.00022,2752,1,47,Erik Lange
d3e486f2-7c25-4bcf-b9dd-81c14f644f60,Etienne Blaszkewycz,M,0.02919,0.01342,0.00029,2758,1,48,Erik Lange
f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M,0.04137,0.01218,0.00023,2741,1,49,Erik Lange
dbcb41e9-e983-410b-bc23-d184d034cfc0,Tyson McGuffin,M,0.04189,0.01198,0.00019,2762,1,50,Erik Lange
0c5b84bb-4c04-4906-86bc-deb533ff4eec,Zane Ford,M,0.04701,0.01156,0.00044,2742,1,51,Erik Lange
06ba18e0-687b-4aa3-822d-1c86981f576b,Rafa Hewett,M,0.04148,0.01083,0.00018,2749,1,52,Erik Lange
e9849183-4693-4340-abf5-f4b6f3cb226f,Martin Emmrich,M,0.04036,0.01040,0.00018,2745,1,53,Erik Lange
e21cb6e0-aabb-43b2-a112-c0a0a59081bf,Oliver Frank,M,0.04361,0.01035,0.00038,2751,1,54,Erik Lange
3cab1673-2522-4dd5-ba07-2a1b88749d86,Tristan Dussault,M,0.03618,0.01033,0.00021,2731,1,55,Erik Lange
6876576c-b20e-47e3-99e4-d32759cc9f48,Patrick Kawka,M,0.03387,0.01007,0.00018,2749,1,56,Erik Lange
3270dc72-53b7-4d35-aa4c-7f8b7b6bf905,Matthew Barlow,M,0.04115,0.00873,0.00046,2747,1,57,Erik Lange
1bab49f1-6891-4d3e-8f77-42aa4fc1d18e,Mohaned Alhouni,M,0.03656,0.00848,0.00028,2767,1,58,Erik Lange
f1151ea2-759d-4d9f-a5b9-5ccd966dc3ca,Hoang Nam Ly,M,0.03981,0.00694,0.00041,2752,1,59,Erik Lange
43df1205-e834-4427-9f1a-4e173bf93296,Grayson Goldin,M,0.04058,0.00681,0.00040,2765,1,60,Erik Lange
9ce32de7-16c9-4786-a7b0-8c1c2c623d69,Rafael Lenhard,M,0.04001,0.00425,0.00046,3000,0,61,Erik Lange
763b4d27-8140-47cd-86f5-982706cd4ebb,Michael Loyd,M,0.03021,0.00405,0.00020,3000,0,62,Erik Lange
2e0c0227-6e3e-43d5-8037-7f8bd0f9b935,Gabriel Joseph,M,0.04248,0.00330,0.00061,3000,0,63,Erik Lange
99b25b49-2a51-412d-9fbf-e1b6804acce0,Camden Chaffin,M,0.03079,0.00234,0.00027,3000,0,64,Erik Lange
a9782e86-e5ae-46d3-9194-ac89fdaed622,Alexander Crum,M,0.03810,0.00211,0.00061,3000,0,65,Erik Lange
7464628e-931a-44c9-b0df-749a7cb32eaa,Adam Harvey,M,0.03829,0.00158,0.00051,3000,0,66,Erik Lange
05bf7513-7f0a-4f6b-bc11-5d4b14314d91,Tom Protzek,M,0.03291,0.00105,0.00037,3000,0,67,Erik Lange
94478a4a-a920-4a12-936c-4dead2ecd1d6,Max Green,M,0.02885,-0.00045,0.00033,3000,0,68,Erik Lange
469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M,0.03599,-0.00081,0.00060,3000,0,69,Erik Lange
d70642e4-3d95-430a-a537-acc04e56c97d,Dustin Boyer,M,0.03561,-0.00086,0.00060,3000,0,70,Erik Lange
b2188c16-8955-451d-8b6a-945a8907528f,Tom Evans,M,0.03426,-0.00098,0.00052,3000,0,71,Erik Lange
e838b7b5-ffd5-4a47-ac0b-f748dc6841d9,David Bieger,M,0.03137,-0.00114,0.00043,3000,0,72,Erik Lange
e1588ddc-465b-4303-9659-dab2533f80ca,Emilien Burnel,M,0.03387,-0.00208,0.00059,3000,0,73,Erik Lange
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,0.02943,-0.00236,0.00042,3000,0,74,Erik Lange
518626d4-2600-4134-8c6a-0ae9315f9625,Cason Campbell,M,0.03040,-0.00275,0.00045,3000,0,75,Erik Lange
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,0.03214,-0.00330,0.00059,3000,0,76,Erik Lange
cfb42bdb-d0a0-4fc7-b1ea-a77c40aff2d2,Mota Alhouni,M,0.03233,-0.00342,0.00059,3000,0,77,Erik Lange
a498be96-114c-4857-9d60-4ff2a3e89434,Collin Shick,M,0.02904,-0.00356,0.00051,3000,0,78,Erik Lange
6392c4f6-2b1d-4595-b7ff-9958bed31ff4,Ronan Camron,M,0.03117,-0.00376,0.00058,3000,0,79,Erik Lange
84bc805f-1c7a-4151-8c50-f3236805edea,Aanik Lohani,M,0.03079,-0.00403,0.00058,3000,0,80,Erik Lange
129b2771-34b5-4b7f-9c23-e020a6aa3e6a,Anna Leigh Waters,F,0.42216,0.43734,0.00256,2767,1,1,Martina Frantova
db5eef5c-99dd-49d9-bbfc-65171a366bda,Anna Bright,F,0.34235,0.28965,0.00181,2727,1,2,Martina Frantova
1728d016-1f02-4789-be73-63d12d5a5b42,Parris Todd,F,0.29625,0.22807,0.00155,2745,1,3,Martina Frantova
b51ea0fb-c243-4427-85f8-b798febb51ff,Jorja Johnson,F,0.28752,0.22122,0.00152,2743,1,4,Martina Frantova
3af01041-5679-400a-87b8-12c01db8cec4,Kate Fahey,F,0.28219,0.21029,0.00147,2756,1,5,Martina Frantova
6cae3a50-eee6-45ea-8b28-85ef9c50e3c4,Jade Kawamoto,F,0.27133,0.20543,0.00147,2740,1,6,Martina Frantova
50908953-a944-4a34-898b-16af312bc814,Rachel Rohrabacher,F,0.26338,0.19425,0.00143,2752,1,7,Martina Frantova
